id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce005_03_05_17,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_17,True,,1,1,1.0,,,,,1,idle,,,
d_nikke_ce005_03_05_18,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_18,True,,1,1,1.0,,,,,1,idle,,,
d_nikke_ce005_03_05_19,d_nikke_ce005_03_05,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_05_19,False,,1,1,1.0,,,,,1,idle,,,
d_nikke_ce005_03_05_20,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_20,True,,1,1,1.0,none,,,,1,idle,,,
d_nikke_ce005_03_05_21,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_21,True,Park,event_exnii_talk_16,event_exnii_talk_16,1.0,,,black,,1,idle,mary,3,idle
d_nikke_ce005_03_05_22,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_22,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,bgm_story_impression,,,,1,idle,,3,idle
d_nikke_ce005_03_05_23,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_23,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_24,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_24,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,sad,,3,idle
d_nikke_ce005_03_05_25,d_nikke_ce005_03_05,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_05_25,False,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,sad,,3,idle
d_nikke_ce005_03_05_26,d_nikke_ce005_03_05,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_05_26,False,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,sad,,3,idle
d_nikke_ce005_03_05_27,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_27,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,sad,,3,idle
d_nikke_ce005_03_05_28,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_28,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_29,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_29,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_30,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_30,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_31,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_31,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_32,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_32,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_33,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_33,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_34,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_34,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_35,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_35,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_36,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_36,True,,event_exnii_talk_16,3,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_37,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_37,True,,3,3,1.0,,,,,1,shy,,3,worry
d_nikke_ce005_03_05_38,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_38,True,,3,3,1.0,,,,,1,shy,,3,worry
d_nikke_ce005_03_05_39,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_39,True,,3,event_exnii_talk_16,1.0,,,,,1,shy,,3,idle
d_nikke_ce005_03_05_40,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_40,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_41,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_41,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_42,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_42,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_43,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_43,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_44,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_44,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_45,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_45,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_46,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_46,True,,event_exnii_talk_16,3,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_47,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_47,True,,3,3,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_48,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_48,True,,3,3,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_49,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_49,True,,3,1,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_50,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_50,True,,1,1,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_51,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_51,True,,1,1,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_52,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_52,True,,1,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_53,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_53,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_54,d_nikke_ce005_03_05,Speech,mary,mary,Locale_NikkeEpisode:d_nikke_ce005_03_05_54,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_55,d_nikke_ce005_03_05,Speech,ce005_03,ce005_03,Locale_NikkeEpisode:d_nikke_ce005_03_05_55,True,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
d_nikke_ce005_03_05_56,d_nikke_ce005_03_05,Self,ce005_03,,Locale_NikkeEpisode:d_nikke_ce005_03_05_56,False,,event_exnii_talk_16,event_exnii_talk_16,1.0,,,,,1,idle,,3,idle
