id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_vesti_tactical_03_87,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_87,False,,black,black,1.0,,unknown,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_88,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_88,False,,black,black,1.0,,,,1,shy,,,,,,,,,,
d_nikke_vesti_tactical_03_89,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_89,True,,XS_30,XS_30,1.0,bgm_story_darklord,guillotine,,1,shy,,,,,,,guillotine,3,think,
d_nikke_vesti_tactical_03_90,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_90,True,,XS_30,XS_30,1.0,,guillotine,,1,angry,,,,,,,,3,delight,
d_nikke_vesti_tactical_03_91,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_91,True,,XS_30,2,1.0,,guillotine,,1,angry,,,,,,,,3,delight,
d_nikke_vesti_tactical_03_92,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_92,True,,2,2,1.0,,vesti_t,,1,angry,,,,,,,,3,delight,
d_nikke_vesti_tactical_03_93,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_93,True,,2,2,1.0,,guillotine,,1,angry,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_94,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_94,True,,2,2,1.0,,vesti_t,,1,angry,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_95,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_95,True,,2,2,1.0,,vesti_t,,1,idle,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_96,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_96,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_97,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_97,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,angry,
d_nikke_vesti_tactical_03_98,d_nikke_vesti_tactical_03,Self,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_98,False,,2,2,1.0,,,,1,idle,,,,,,,,3,angry,
d_nikke_vesti_tactical_03_99,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_99,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_100,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_100,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_101,d_nikke_vesti_tactical_03,Self,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_101,False,,2,2,1.0,,,,1,idle,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_102,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_102,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,delight,
d_nikke_vesti_tactical_03_103,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_103,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,delight,
d_nikke_vesti_tactical_03_104,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_104,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,delight,
d_nikke_vesti_tactical_03_105,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_105,True,,2,XS_30,0.5,,guillotine,,1,idle,,,,,,,,3,angry,
d_nikke_vesti_tactical_03_106,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_106,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,3,angry,
d_nikke_vesti_tactical_03_107,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_107,True,,XS_30,XS_30,1.0,,guillotine,,1,idle,,,,,,,,3,think,
d_nikke_vesti_tactical_03_108,d_nikke_vesti_tactical_03,Self,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_108,False,,XS_30,XS_30,1.0,,,,1,idle,,,,,,,,3,think,
d_nikke_vesti_tactical_03_109,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_109,True,,XS_30,XS_30,1.0,,guillotine,,1,idle,,,,,,,,3,angry,
d_nikke_vesti_tactical_03_110,d_nikke_vesti_tactical_03,Self,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_110,False,,XS_30,XS_30,1.0,,,,1,idle,,,,,,,,3,angry,
d_nikke_vesti_tactical_03_111,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_111,True,,XS_30,2,1.0,,guillotine,,1,idle,,,,,,,,3,think,
d_nikke_vesti_tactical_03_112,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_112,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,think,
d_nikke_vesti_tactical_03_113,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_113,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_114,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_114,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_115,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_115,True,,2,2,1.0,,guillotine,,1,idle,,,,,,,,3,idle,
d_nikke_vesti_tactical_03_116,d_nikke_vesti_tactical_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_116,True,,2,XS_30,1.0,,guillotine,,1,idle,,,,,,,,3,delight,
d_nikke_vesti_tactical_03_117,d_nikke_vesti_tactical_03,Monologue,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_117,False,,black,black,1.0,,,,1,idle,,,,,,,,3,delight,guillotine
d_nikke_vesti_tactical_03_118,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_118,True,,XS_10,XS_10,1.0,,vesti_t,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_119,d_nikke_vesti_tactical_03,Self,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_119,False,,XS_10,XS_10,1.0,,,,1,worry,,,,,,,,,,
d_nikke_vesti_tactical_03_120,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_120,True,,XS_10,XS_10,1.0,,vesti_t,,1,idle,,,,,,,,,,
d_nikke_vesti_tactical_03_121,d_nikke_vesti_tactical_03,Speech,vesti_t,Locale_NikkeEpisode:d_nikke_vesti_tactical_03_121,False,,XS_10,XS_100,1.5,,vesti_t,,1,worry,,,,,,,,,,
