id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,fade,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake
d_nikke_mast_04_25,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_25,False,,10,10,1.0,,,,,,1,sad,,,,,,,,,,,
d_nikke_mast_04_26,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_26,False,,10,10,1.0,,,,,,1,sad,,,,,,,,,,,
d_nikke_mast_04_27,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_27,True,,10,1,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_28,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_28,False,,1,1,1.0,,,,,,1,sad,,,,,,,,,,,
d_nikke_mast_04_29,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_29,False,,1,1,1.0,,,mast,morgan,,1,sad,,,,,,,,,,,
d_nikke_mast_04_30,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_30,True,,1,10,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_31,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_31,True,,10,10,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_32,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_32,True,,10,10,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_33,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_33,True,,10,10,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_34,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_34,True,,10,10,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_35,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_35,True,,10,10,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_36,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_36,False,,10,10,1.0,,,mast,morgan,,1,sad,,,,,,,,,,,
d_nikke_mast_04_37,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_37,True,,10,10,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_38,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_38,True,,10,10,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_39,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_39,True,,10,10,1.0,,,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_40,d_nikke_mast_04,Narration,Locale_NikkeEpisode:d_nikke_mast_04_40,False,,10,16,0.6,sfx_scn_paperfly,,,,,1,sad,,,,,,,,,,,
d_nikke_mast_04_41,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_41,False,,16,16,1.0,,,,,,1,sad,,,,,,,,,,,
d_nikke_mast_04_42,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_42,False,,16,1,1.0,,none,mast,mast,,1,sad,,,,,,,,,,,
d_nikke_mast_04_43,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_43,True,,1,1,1.0,,,mast,mast,,1,shy,,,,,,,,,,,
d_nikke_mast_04_44,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_44,False,,1,10,1.0,,bgm_story_fairytalesend_if,,,,1,shy,,,,,,,,,,,
d_nikke_mast_04_45,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_45,False,,10,10,1.0,,,,,,1,shy,,,,,,,,,,,
d_nikke_mast_04_46,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_46,False,,10,10,1.0,,,,,,1,shy,,,,,,,,,,,
d_nikke_mast_04_47,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_47,False,,10,10,1.0,,,,,,1,shy,,,,,,,,,,,
d_nikke_mast_04_48,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_48,False,,10,10,1.0,,,,,,1,shy,,,,,,,,,,,
d_nikke_mast_04_49,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_49,True,,10,10,1.0,,,mast,mast,,1,angry,,,,,,,,,,,
d_nikke_mast_04_50,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_50,False,,10,10,1.0,,,mast,morgan,,1,angry,,,,,,,,,,,
d_nikke_mast_04_51,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_51,False,,10,1,1.0,,,mast,mast,,1,angry,,,,,,,,,,,
d_nikke_mast_04_52,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_52,False,,1,1,1.0,,,,,,1,angry,,,,mast,,,,,,,
d_nikke_mast_04_53,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_53,False,Pool_n,1,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_mast_04_54,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_54,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_mast_04_55,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_55,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_mast_04_56,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_56,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_mast_04_57,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_57,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_mast_04_58,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_58,True,CommanderRoom,2,2,1.0,,,anis,anis,anis,3,void,rapi,1,idle,,,black,,,,,
d_nikke_mast_04_59,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_59,True,,2,2,1.0,,,anis,anis,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_60,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_60,False,,2,2,1.0,,,,,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_61,d_nikke_mast_04,Choice,Locale_NikkeEpisode:d_nikke_mast_04_61,False,,2,2,1.0,,,,,,3,void,,1,idle,,,,d_nikke_mast_04_63,,,,
d_nikke_mast_04_62,d_nikke_mast_04,Choice,Locale_NikkeEpisode:d_nikke_mast_04_62,False,,2,2,1.0,,,,,,3,void,,1,idle,,,,d_nikke_mast_04_81,,,,
d_nikke_mast_04_63,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_63,True,,2,2,1.0,,,rapi,rapi,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_64,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_64,True,,2,2,1.0,,,rapi,rapi,,3,void,,1,think,,,,,,,,
d_nikke_mast_04_65,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_65,False,,2,2,1.0,,,,,,3,void,,1,think,,,,,,,,
d_nikke_mast_04_66,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_66,True,,2,2,1.0,,,rapi,rapi,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_67,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_67,True,,2,2,1.0,,,anis,anis,,3,idle,,1,idle,,,,,,,,
d_nikke_mast_04_68,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_68,True,,2,2,1.0,,,anis,anis,,3,idle,,1,idle,,,,,,,,
d_nikke_mast_04_69,d_nikke_mast_04,Narration,Locale_NikkeEpisode:d_nikke_mast_04_69,False,Pool_n,black,black,1.0,sfx_scn_glassdooropen,,,,,3,idle,,1,idle,anis,rapi,,,,,,
d_nikke_mast_04_70,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_70,False,,1,10,1.0,,,,,,,,,,,,,,,,,,
d_nikke_mast_04_71,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_71,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,mast,1,angry,
d_nikke_mast_04_72,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_72,False,,10,10,1.0,,,,,,,,,,,,,,,,1,angry,
d_nikke_mast_04_73,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_73,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_74,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_74,False,,10,10,1.0,,,,,,,,,,,,,,,,1,shy,
d_nikke_mast_04_75,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_75,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_76,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_76,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_77,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_77,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_78,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_78,False,,10,10,1.0,,,,,,,,,,,,,,,,1,shy,
d_nikke_mast_04_79,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_79,False,,10,10,1.0,,,,,,,,,,,,,,,,1,shy,
d_nikke_mast_04_80,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_80,True,,10,10,1.0,,,mast,mast,,,,,,,,,,d_nikke_mast_04_97,,1,surprise,
d_nikke_mast_04_81,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_81,True,,2,2,1.0,,,rapi,rapi,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_82,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_82,True,,2,2,1.0,,,anis,anis,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_83,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_83,True,,2,2,1.0,,,anis,anis,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_84,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_84,False,,2,2,1.0,,,,,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_85,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_85,True,,2,2,1.0,,,anis,anis,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_86,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_86,False,,2,2,1.0,,,,,,3,void,,1,idle,,,,,,,,
d_nikke_mast_04_87,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_87,True,,2,2,1.0,,,anis,anis,,3,idle,,1,idle,,,,,,,,
d_nikke_mast_04_88,d_nikke_mast_04,Narration,Locale_NikkeEpisode:d_nikke_mast_04_88,False,Pool_n,black,black,1.0,sfx_scn_glassdooropen,,,,,3,idle,,1,idle,anis,rapi,,,,,,
d_nikke_mast_04_89,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_89,False,,1,10,1.0,,,,,,,,,,,,,,,,,,
d_nikke_mast_04_90,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_90,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,mast,1,angry,
d_nikke_mast_04_91,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_91,False,,10,10,1.0,,,,,,,,,,,,,,,,1,angry,
d_nikke_mast_04_92,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_92,False,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_93,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_93,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_94,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_94,False,,10,10,1.0,,,,,,,,,,,,,,,,1,shy,
d_nikke_mast_04_95,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_95,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,surprise,
d_nikke_mast_04_96,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_96,True,,10,10,1.0,,,mast,mast,,,,,,,,,,d_nikke_mast_04_97,,1,surprise,
d_nikke_mast_04_97,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_97,False,,10,10,1.0,,,,,,,,,,,,,,,,1,surprise,
d_nikke_mast_04_98,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_98,False,,10,10,1.0,,,,,,,,,,,,,,,,1,surprise,
d_nikke_mast_04_99,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_99,False,,10,100,0.6,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_100,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_100,True,,100,100,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_101,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_101,True,,100,100,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_102,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_102,True,,100,100,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_103,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_103,False,,100,100,1.0,,,,,,,,,,,,,,,,1,shy,
d_nikke_mast_04_104,d_nikke_mast_04,Choice,Locale_NikkeEpisode:d_nikke_mast_04_104,False,,100,100,1.0,,,,,,,,,,,,,,d_nikke_mast_04_106,,1,shy,
d_nikke_mast_04_105,d_nikke_mast_04,Choice,Locale_NikkeEpisode:d_nikke_mast_04_105,False,,100,100,1.0,,,,,,,,,,,,,,d_nikke_mast_04_106,,1,shy,
d_nikke_mast_04_106,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_106,False,,100,10,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_107,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_107,False,,10,10,1.0,,,,,,,,,,,,,,,,1,shy,
d_nikke_mast_04_108,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_108,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_109,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_109,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,shy,
d_nikke_mast_04_110,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_110,False,,10,10,1.0,,,,,,,,,,,,,,,,1,shy,
d_nikke_mast_04_111,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_111,False,,10,1,0.6,,none,mast,mast,,,,,,,,,,,,1,shy2,
d_nikke_mast_04_112,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_112,True,,1,1,1.0,,,mast,mast,,,,,,,,,,,,1,shy2,
d_nikke_mast_04_113,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_113,False,,1,1,1.0,,,,,,,,,,,,,,,,1,shy2,
d_nikke_mast_04_114,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_114,True,,1,1,1.0,,,mast,mast,,,,,,,,,,,,1,sad,
d_nikke_mast_04_115,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_115,False,,1,1,1.0,,,mast,morgan,,,,,,,,,,,,1,sad,
d_nikke_mast_04_116,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_116,True,,1,1,1.0,,,mast,mast,,,,,,,,,,,,1,sad,
d_nikke_mast_04_117,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_117,False,,1,1,1.0,,bgm_story_lastbullet,,,,,,,,,,,,,,1,sad,
d_nikke_mast_04_118,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_118,False,,1,1,1.0,,,,,,,,,,,,,,,,1,sad,
d_nikke_mast_04_119,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_119,False,,1,10,0.6,,,mast,mast,,,,,,,,,,,,1,sad,
d_nikke_mast_04_120,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_120,False,,10,10,1.0,,,,,,,,,,,,,,,,1,sad,
d_nikke_mast_04_121,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_121,False,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,sad,
d_nikke_mast_04_122,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_122,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,sad,
d_nikke_mast_04_123,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_123,False,,10,10,1.0,,,,,,,,,,,,,,,,1,sad,
d_nikke_mast_04_124,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_124,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,sad,
d_nikke_mast_04_125,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_125,False,,10,10,1.0,,,,,,,,,,,,,,,,1,sad,
d_nikke_mast_04_126,d_nikke_mast_04,Narration,Locale_NikkeEpisode:d_nikke_mast_04_126,False,,10,10,1.0,,,,,,,,,,,,,,,,1,sad,Low_2
d_nikke_mast_04_127,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_127,False,,10,10,1.0,,,,,,,,,,,,,,,,1,sad,
d_nikke_mast_04_128,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_128,False,,10,100,0.8,,,mast,mast,,,,,,,,,,,,1,sad,
d_nikke_mast_04_129,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_129,False,,100,100,1.0,,,mast,mast,,,,,,,,,,,,1,idle2,
d_nikke_mast_04_130,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_130,False,,100,10,1.0,,,,,,,,,,,,,,,,1,idle2,
d_nikke_mast_04_131,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_131,False,,10,10,1.0,,,,,,,,,,,,,,,,1,idle2,
d_nikke_mast_04_132,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_132,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,idle2,
d_nikke_mast_04_133,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_133,False,,10,10,1.0,,,,,,,,,,,,,,,,1,idle2,
d_nikke_mast_04_134,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_134,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,idle,
d_nikke_mast_04_135,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_135,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,idle,
d_nikke_mast_04_136,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_136,False,,10,10,1.0,,,mast,morgan,,,,,,,,,,,,1,idle,
d_nikke_mast_04_137,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_137,False,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,
d_nikke_mast_04_138,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_138,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,idle,
d_nikke_mast_04_139,d_nikke_mast_04,Monologue,Locale_NikkeEpisode:d_nikke_mast_04_139,False,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,
d_nikke_mast_04_140,d_nikke_mast_04,Narration,Locale_NikkeEpisode:d_nikke_mast_04_140,False,,10,10,1.0,,,,,,,,,,,,,,,,1,idle,
d_nikke_mast_04_141,d_nikke_mast_04,Choice,Locale_NikkeEpisode:d_nikke_mast_04_141,False,,10,10,1.0,,,,,,,,,,,,,,d_nikke_mast_04_143,,1,idle,
d_nikke_mast_04_142,d_nikke_mast_04,Choice,Locale_NikkeEpisode:d_nikke_mast_04_142,False,,10,10,1.0,,,,,,,,,,,,,,d_nikke_mast_04_144,,1,delight,
d_nikke_mast_04_143,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_143,True,,10,10,1.0,,,mast,mast,,,,,,,,,,d_nikke_mast_04_145,,1,idle,
d_nikke_mast_04_144,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_144,True,,10,10,1.0,,,mast,mast,,,,,,,,,,d_nikke_mast_04_145,,1,delight,
d_nikke_mast_04_145,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_145,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,delight,
d_nikke_mast_04_146,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_146,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,delight,
d_nikke_mast_04_147,d_nikke_mast_04,Self,Locale_NikkeEpisode:d_nikke_mast_04_147,False,,10,10,1.0,,,,,,,,,,,,,,,,1,delight,
d_nikke_mast_04_148,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_148,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,delight,
d_nikke_mast_04_149,d_nikke_mast_04,Speech,Locale_NikkeEpisode:d_nikke_mast_04_149,True,,10,10,1.0,,,mast,mast,,,,,,,,,,,,1,delight,
