id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,set_filter_01,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_noise_03_28,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_28,True,,100,1,1.0,,,noise,Grey,,,,1,idle
d_nikke_noise_03_29,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_29,False,,1,1,1.0,,,,Grey,,,,1,idle
d_nikke_noise_03_30,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_30,True,,1,1,1.0,,,noise,Grey,,,,1,idle
d_nikke_noise_03_31,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_31,True,,1,1,1.0,,,noise,Grey,,,,1,idle
d_nikke_noise_03_32,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_32,True,,1,1,1.0,,,noise,Grey,,,,1,idle
d_nikke_noise_03_33,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_33,True,,1,1,1.0,,,noise,Grey,,,,1,idle
d_nikke_noise_03_34,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_34,False,,100,100,1.0,,,,Grey,,Low_2,,1,shy
d_nikke_noise_03_35,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_35,True,,100,100,1.0,,,noise,Grey,,,,1,shy
d_nikke_noise_03_36,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_36,False,,100,100,1.0,,,,Grey,,,,1,shy
d_nikke_noise_03_37,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_37,False,,100,100,1.0,,,,Grey,,,,1,shy
d_nikke_noise_03_38,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_38,True,,100,10,1.0,,,noise,Grey,,,,1,sad
d_nikke_noise_03_39,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_39,True,,10,10,1.0,,,noise,Grey,,,,1,angry
d_nikke_noise_03_40,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_40,True,,10,10,1.0,,,noise,Grey,,,,1,angry
d_nikke_noise_03_41,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_41,False,,10,10,1.0,,,,Grey,,,,1,angry
d_nikke_noise_03_42,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_42,True,,10,10,1.0,,,noise,Grey,,,,1,idle
d_nikke_noise_03_43,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_43,False,,10,10,1.0,,,noise,Grey,,,,1,think
d_nikke_noise_03_44,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_44,True,,10,10,1.0,,,noise,Grey,,,,1,idle
d_nikke_noise_03_45,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_45,True,,10,10,1.0,,,noise,Grey,,,,1,idle
d_nikke_noise_03_46,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_46,False,,10,10,1.0,,,,Grey,,,,1,idle
d_nikke_noise_03_47,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_47,True,,10,10,1.0,,,noise,Grey,,,,1,angry
d_nikke_noise_03_48,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_48,False,,10,10,1.0,,,,Grey,,,,1,angry
d_nikke_noise_03_49,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_49,True,,10,10,1.0,,,noise,Grey,,,,1,smile
d_nikke_noise_03_50,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_50,True,Backstreet,black,black,1.0,,,noise,Grey,,,,1,smile
d_nikke_noise_03_51,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_51,True,,1,1,1.0,,none,noise,,,,,1,angry
d_nikke_noise_03_52,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_52,True,,1,1,1.0,,,noise,,,,,1,angry
d_nikke_noise_03_53,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_53,True,,1,1,1.0,,,noise,,,,,1,angry
d_nikke_noise_03_54,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_54,True,,1,1,1.0,,,noise,,,,,1,angry
d_nikke_noise_03_55,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_55,True,,1,1,1.0,,,noise,,,,,1,angry
d_nikke_noise_03_56,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_56,False,,1,1,1.0,,bgm_story_herecomestrouble,,,,,,1,angry
d_nikke_noise_03_57,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_57,True,,1,10,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_58,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_58,False,,10,10,1.0,,,,,,,,1,shy
d_nikke_noise_03_59,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_59,True,,10,10,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_60,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_60,False,,10,10,1.0,,,,,,,,1,shy
d_nikke_noise_03_61,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_61,True,,10,10,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_62,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_62,True,,10,10,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_63,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_63,False,,10,10,1.0,,,,,,,,1,shy
d_nikke_noise_03_64,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_64,False,,10,10,1.0,,,noise,,,,,1,sad
d_nikke_noise_03_65,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_65,True,,10,100,1.0,,none,noise,,,,,1,shy
d_nikke_noise_03_66,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_66,True,,100,100,1.0,,,noise,,,,,1,sad
d_nikke_noise_03_67,d_nikke_noise_03,Speech,citizen,Locale_NikkeEpisode:d_nikke_noise_03_67,True,,100,1,1.0,,,citizen,,,,,1,sad
d_nikke_noise_03_68,d_nikke_noise_03,Speech,citizen,Locale_NikkeEpisode:d_nikke_noise_03_68,True,,1,1,1.0,,,citizen,,,,,1,sad
d_nikke_noise_03_69,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_69,True,,1,1,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_70,d_nikke_noise_03,Speech,citizen,Locale_NikkeEpisode:d_nikke_noise_03_70,True,,1,1,1.0,,,citizen,,,,,1,idle
d_nikke_noise_03_71,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_71,True,,1,1,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_72,d_nikke_noise_03,Speech,citizen,Locale_NikkeEpisode:d_nikke_noise_03_72,True,,1,1,1.0,,,citizen,,,,,1,shy
d_nikke_noise_03_73,d_nikke_noise_03,Speech,citizen,Locale_NikkeEpisode:d_nikke_noise_03_73,True,,1,1,1.0,,,citizen,,,,,1,shy
d_nikke_noise_03_74,d_nikke_noise_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_noise_03_74,False,,black,black,1.0,,bgm_story_orangepop,,,,,,1,shy
d_nikke_noise_03_75,d_nikke_noise_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_noise_03_75,False,,black,black,1.0,,,,,,,,1,idle
d_nikke_noise_03_76,d_nikke_noise_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_noise_03_76,False,,black,black,1.0,,,,,,,,1,idle
d_nikke_noise_03_77,d_nikke_noise_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_noise_03_77,False,,black,black,1.0,,,,,,,,1,idle
d_nikke_noise_03_78,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_78,True,,100,100,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_79,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_79,False,,100,100,1.0,,,,,,,,1,idle
d_nikke_noise_03_80,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_80,False,,100,100,1.0,,,,,,,,1,idle
d_nikke_noise_03_81,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_81,True,,100,100,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_82,d_nikke_noise_03,Speech,bigfan,Locale_NikkeEpisode:d_nikke_noise_03_82,True,,100,100,1.0,,,bigfan,,,,,1,shy
d_nikke_noise_03_83,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_83,False,,100,1,1.0,,,noise,,,,,1,think
d_nikke_noise_03_84,d_nikke_noise_03,Speech,bigfan,Locale_NikkeEpisode:d_nikke_noise_03_84,False,,1,1,1.0,,,bigfan,,,,,1,think
d_nikke_noise_03_85,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_85,True,,1,1,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_86,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_86,True,,1,1,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_87,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_87,False,,1,1,1.0,,,,,,,,1,shy
d_nikke_noise_03_88,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_88,True,,1,1,1.0,,,noise,,,,,1,angry
d_nikke_noise_03_89,d_nikke_noise_03,Choice,,Locale_NikkeEpisode:d_nikke_noise_03_89,False,,1,1,1.0,,,,,d_nikke_noise_03_91,,,1,angry
d_nikke_noise_03_90,d_nikke_noise_03,Choice,,Locale_NikkeEpisode:d_nikke_noise_03_90,False,,1,1,1.0,,,,,d_nikke_noise_03_98,,,1,angry
d_nikke_noise_03_91,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_91,True,,1,10,1.0,,,noise,,,,,1,smile
d_nikke_noise_03_92,d_nikke_noise_03,Speech,bigfan,Locale_NikkeEpisode:d_nikke_noise_03_92,True,,10,10,1.0,,,bigfan,,,,,1,smile
d_nikke_noise_03_93,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_93,True,,10,10,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_94,d_nikke_noise_03,Speech,bigfan,Locale_NikkeEpisode:d_nikke_noise_03_94,True,,10,10,1.0,,,bigfan,,,,,1,idle
d_nikke_noise_03_95,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_95,False,,10,10,1.0,,,,,,,,1,idle
d_nikke_noise_03_96,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_96,True,,10,10,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_97,d_nikke_noise_03,Speech,bigfan,Locale_NikkeEpisode:d_nikke_noise_03_97,True,,10,10,1.0,,,bigfan,,d_nikke_noise_03_100,,,1,shy
d_nikke_noise_03_98,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_98,True,,1,10,1.0,,,noise,,,,,1,shy
d_nikke_noise_03_99,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_99,True,,10,10,1.0,,,noise,,d_nikke_noise_03_100,,,1,shy
d_nikke_noise_03_100,d_nikke_noise_03,Speech,bigfan,Locale_NikkeEpisode:d_nikke_noise_03_100,True,,10,10,1.0,,,bigfan,,,,,1,idle
d_nikke_noise_03_101,d_nikke_noise_03,Speech,bigfan,Locale_NikkeEpisode:d_nikke_noise_03_101,True,,10,10,1.0,,,bigfan,,,,,1,idle
d_nikke_noise_03_102,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_102,True,,10,1,1.0,,,noise,,,,,1,sad
d_nikke_noise_03_103,d_nikke_noise_03,Speech,bigfan,Locale_NikkeEpisode:d_nikke_noise_03_103,True,,1,1,1.0,,,bigfan,,,,,1,sad
d_nikke_noise_03_104,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_104,True,,1,1,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_105,d_nikke_noise_03,Speech,bigfan,Locale_NikkeEpisode:d_nikke_noise_03_105,True,,1,1,1.0,,,bigfan,,,,,1,idle
d_nikke_noise_03_106,d_nikke_noise_03,Speech,maam,Locale_NikkeEpisode:d_nikke_noise_03_106,True,,1,3,1.0,,,maam,,,,,3,idle
d_nikke_noise_03_107,d_nikke_noise_03,Speech,maam,Locale_NikkeEpisode:d_nikke_noise_03_107,True,,3,3,1.0,,,maam,,,,,3,idle
d_nikke_noise_03_108,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_108,True,,3,300,1.0,,,noise,,,,,3,smile
d_nikke_noise_03_109,d_nikke_noise_03,Speech,maam,Locale_NikkeEpisode:d_nikke_noise_03_109,True,,300,300,1.0,,,maam,,,,,3,idle
d_nikke_noise_03_110,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_110,True,,300,300,1.0,,,noise,,,,,3,idle
d_nikke_noise_03_111,d_nikke_noise_03,Speech,maam,Locale_NikkeEpisode:d_nikke_noise_03_111,True,,300,300,1.0,,,maam,,,,,3,idle
d_nikke_noise_03_112,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_112,False,,300,30,1.0,,,noise,,,,,3,sad
d_nikke_noise_03_113,d_nikke_noise_03,Speech,maam,Locale_NikkeEpisode:d_nikke_noise_03_113,True,,30,30,1.0,,,maam,,,,,3,sad
d_nikke_noise_03_114,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_114,True,,30,30,1.0,,,noise,,,,,3,smile
d_nikke_noise_03_115,d_nikke_noise_03,Speech,maam,Locale_NikkeEpisode:d_nikke_noise_03_115,True,,30,30,1.0,,,maam,,,,,3,smile
d_nikke_noise_03_116,d_nikke_noise_03,Speech,boyfan,Locale_NikkeEpisode:d_nikke_noise_03_116,True,,30,50,1.0,,,boyfan,,,,,5,idle
d_nikke_noise_03_117,d_nikke_noise_03,Speech,boyfan,Locale_NikkeEpisode:d_nikke_noise_03_117,True,,50,50,1.0,,,boyfan,,,,,5,idle
d_nikke_noise_03_118,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_118,True,,50,50,1.0,,,noise,,,,,5,idle
d_nikke_noise_03_119,d_nikke_noise_03,Speech,boyfan,Locale_NikkeEpisode:d_nikke_noise_03_119,True,,50,50,1.0,,,boyfan,,,,,5,idle
d_nikke_noise_03_120,d_nikke_noise_03,Speech,boyfan,Locale_NikkeEpisode:d_nikke_noise_03_120,True,,50,50,1.0,,,boyfan,,,,,5,idle
d_nikke_noise_03_121,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_121,True,,50,50,1.0,,,noise,,,,,5,smile
d_nikke_noise_03_122,d_nikke_noise_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_noise_03_122,False,,black,black,1.0,,none,,,,,,1,idle
d_nikke_noise_03_123,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_123,True,,100,100,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_124,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_124,True,,100,100,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_125,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_125,False,,100,100,1.0,,,,,,,,1,idle
d_nikke_noise_03_126,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_126,False,,100,10,1.0,,bgm_story_backtonormal,noise,,,,,1,idle
d_nikke_noise_03_127,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_127,True,,10,10,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_128,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_128,True,,10,10,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_129,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_129,True,,10,10,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_130,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_130,True,,10,10,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_131,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_131,False,,10,10,1.0,,,,,,,,1,idle
d_nikke_noise_03_132,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_132,True,,10,10,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_133,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_133,True,,10,10,1.0,,,noise,,,,,1,idle
d_nikke_noise_03_134,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_134,False,,10,10,1.0,,,,,,,,1,idle
d_nikke_noise_03_135,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_135,True,,10,10,1.0,,,noise,,,,,1,angry
d_nikke_noise_03_136,d_nikke_noise_03,Self,Self,Locale_NikkeEpisode:d_nikke_noise_03_136,False,,10,10,1.0,,none,,,,,,1,angry
d_nikke_noise_03_137,d_nikke_noise_03,Speech,noise,Locale_NikkeEpisode:d_nikke_noise_03_137,False,,10,1,1.0,,,noise,,,,,1,idle
