id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_maiden_icerose_05_21,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_21,False,,60,60,1.0,,,,maiden_w,,,,,,,,,,,,
d_nikke_maiden_icerose_05_22,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_22,False,,60,60,1.0,,,,maiden_w,,,,,,,,,,,,
d_nikke_maiden_icerose_05_23,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_23,False,,60,60,1.0,,,,maiden_w,,,,,,,,,,,,
d_nikke_maiden_icerose_05_24,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_24,False,,60,60,1.0,,,,maiden_w,,maiden_w,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_25,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_25,False,,60,60,1.0,,,,maiden_w,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_26,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_26,False,,60,60,1.0,,,,maiden_w,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_27,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_27,True,RuinTechIndoor,60,1,2.0,,,maiden_w,maiden_w,,,1,idle,,,,,,,,
d_nikke_maiden_icerose_05_28,d_nikke_maiden_icerose_05,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_28,False,,1,1,1.0,,,maiden_w,,,,1,idle,,,,,,,,
d_nikke_maiden_icerose_05_29,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_29,True,,1,1,1.0,,,maiden_w,maiden_w,,,1,idle,,,,,,,,
d_nikke_maiden_icerose_05_30,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_30,True,,1,1,1.0,,,maiden_w,maiden_w,,,1,idle,,,,,,,,
d_nikke_maiden_icerose_05_31,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_31,True,,1,1,1.0,,,maiden_w,maiden_w,,,1,idle,,,,,,,,
d_nikke_maiden_icerose_05_32,d_nikke_maiden_icerose_05,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_32,False,,1,1,1.0,,,maiden_w,,,,1,idle,,,,,,,,
d_nikke_maiden_icerose_05_33,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_33,True,,1,1,1.0,,,maiden_w,maiden_w,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_34,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_34,True,,1,1,1.0,,,maiden_w,maiden_w,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_35,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_35,True,,1,1,1.0,,,maiden_w,maiden_w,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_36,d_nikke_maiden_icerose_05,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_36,False,,1,1,1.0,,,maiden_w,,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_37,d_nikke_maiden_icerose_05,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_37,False,,black,black,1.0,,,,,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_38,d_nikke_maiden_icerose_05,Monologue,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_38,False,,black,black,1.0,,,,,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_39,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_39,True,,L_10,L_10,1.0,,,maiden_w,maiden_w,,,1,delight,,,,,,,,
d_nikke_maiden_icerose_05_40,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_40,True,,L_10,L_10,1.0,,,maiden_w,maiden_w,,,1,delight,,,,,,,,
d_nikke_maiden_icerose_05_41,d_nikke_maiden_icerose_05,Monologue,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_41,False,,L_10,L_100,1.0,,,maiden_w,,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_42,d_nikke_maiden_icerose_05,Monologue,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_42,False,,L_100,L_100,1.0,,,maiden_w,,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_43,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_43,True,,L_100,L_100,1.0,,,maiden_w,maiden_w,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_44,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_44,True,,L_100,L_100,1.0,,,maiden_w,maiden_w,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_45,d_nikke_maiden_icerose_05,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_45,False,,L_100,1,0.5,none,,maiden_w,,,,1,shy,,,,,,,,
d_nikke_maiden_icerose_05_46,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_46,True,,1,1,1.0,,,maiden_w,maiden_w,,,1,no,,,,,,,,
d_nikke_maiden_icerose_05_47,d_nikke_maiden_icerose_05,Self,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_47,False,,1,5,0.5,,,maiden_w,,,,1,no,,,,,,,,
d_nikke_maiden_icerose_05_48,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_48,True,,5,5,1.0,,,maiden_w,maiden_w,,,1,surprise,,,,,,,,
d_nikke_maiden_icerose_05_49,d_nikke_maiden_icerose_05,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_49,False,,black,black,1.0,bgm_story_luckybreak,sfx_scn_fly,,,,,1,surprise,,,,,,,,
d_nikke_maiden_icerose_05_50,d_nikke_maiden_icerose_05,Monologue,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_50,False,,black,black,1.0,,,,,,,1,surprise,,,,,,,,
d_nikke_maiden_icerose_05_51,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_51,True,,black,black,1.0,,,,maiden_w,,,1,surprise,,,,,,,,
d_nikke_maiden_icerose_05_52,d_nikke_maiden_icerose_05,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_52,False,,black,black,1.0,,sfx_scn_firemissiles,,,,,1,surprise,,,,,,,,
d_nikke_maiden_icerose_05_53,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_53,True,,black,black,1.0,,,,maiden_w,,,1,surprise,,,,,,,,
d_nikke_maiden_icerose_05_54,d_nikke_maiden_icerose_05,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_54,False,,black,black,1.0,,,,,,,1,surprise,maiden_w,,,,,,,
d_nikke_maiden_icerose_05_55,d_nikke_maiden_icerose_05,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_55,False,,black,black,1.0,,,,,,,,,,,,,,,,
d_nikke_maiden_icerose_05_56,d_nikke_maiden_icerose_05,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_56,False,black,black,black,1.0,,,,,,,,,,,,,,,,
d_nikke_maiden_icerose_05_57,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_57,False,,1,L_100,0.5,,,maiden_w,maiden_w,,maiden_w,1,angry,,,,,,,,
d_nikke_maiden_icerose_05_58,d_nikke_maiden_icerose_05,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_58,False,SnowTown_n,black,black,1.0,none,sfx_scn_firemissiles,,,black,,1,angry,maiden_w,,,,,,,
d_nikke_maiden_icerose_05_59,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_59,True,,12,12,1.0,bgm_story_tepidappleade,,vesti_c,vesti_c,,vesti_c,12,delight,,,,,vesti_c,12,delight,
d_nikke_maiden_icerose_05_60,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_60,True,,12,12,1.0,,,vesti_c,vesti_c,,,12,delight,,,,,,12,delight,
d_nikke_maiden_icerose_05_61,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_61,True,,12,1,1.0,,,privaty_m,privaty_m,,,12,delight,,privaty_m,2,no,,12,delight,
d_nikke_maiden_icerose_05_62,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_62,True,,1,1,1.0,,,privaty_m,privaty_m,,,12,delight,,,2,no,,12,delight,
d_nikke_maiden_icerose_05_63,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_63,True,,1,1,1.0,,,privaty_m,privaty_m,,,12,delight,,,2,no,,12,delight,
d_nikke_maiden_icerose_05_64,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_64,True,,1,1,1.0,,,privaty_m,privaty_m,,,12,delight,,,2,no,,12,delight,
d_nikke_maiden_icerose_05_65,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_65,True,,1,1,1.0,,,vesti_c,vesti_c,,,12,delight,,,2,no,,12,delight,
d_nikke_maiden_icerose_05_66,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_66,True,,1,1,1.0,,,vesti_c,vesti_c,,,12,delight,,,2,no,,12,delight,
d_nikke_maiden_icerose_05_67,d_nikke_maiden_icerose_05,Narration,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_67,False,,black,black,1.0,,sfx_scn_down,,,,,12,delight,vesti_c,,2,no,,12,delight,vesti_c
d_nikke_maiden_icerose_05_68,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_68,True,,2,2,1.0,,,privaty_m,privaty_m,,,,,,,2,shy,,,,
d_nikke_maiden_icerose_05_69,d_nikke_maiden_icerose_05,Speech,Locale_NikkeEpisode:d_nikke_maiden_icerose_05_69,True,,2,200,0.5,,,privaty_m,privaty_m,,,,,,,2,shy,,,,
