id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,play_sound,fade,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
d_nikke_rupee_02_19,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_19,True,,L_100,L_100,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_20,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_20,True,,L_100,L_100,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_21,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_21,True,,L_100,L_10,2.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_22,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_22,False,,L_10,L_10,1.0,,d_nikke_rupee_02_24,,,,,,1,idle,,,,,
d_nikke_rupee_02_23,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_23,False,,L_10,L_10,1.0,,d_nikke_rupee_02_28,,,,,,1,idle,,,,,
d_nikke_rupee_02_24,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_24,True,,L_10,1,2.0,,,,,,,,1,surprise,,,,,
d_nikke_rupee_02_25,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_25,True,,1,1,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_26,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_26,True,,1,1,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_27,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_27,True,,1,L_10,0.5,,d_nikke_rupee_02_29,,,,,,1,shy,,,,,
d_nikke_rupee_02_28,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_28,True,,L_10,L_10,1.0,,,,,,,,1,shy,,,,,
d_nikke_rupee_02_29,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_29,False,,L_10,L_10,1.0,,d_nikke_rupee_02_31,,,,,,1,shy,,,,,
d_nikke_rupee_02_30,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_30,False,,L_10,L_10,1.0,,d_nikke_rupee_02_34,,,,,,1,shy,,,,,
d_nikke_rupee_02_31,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_31,True,,L_10,L_10,1.0,,,Low_2,,,,,1,sad,,,,,
d_nikke_rupee_02_32,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_32,True,,L_10,L_10,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_33,d_nikke_rupee_02,Self,rupee,Self,Locale_NikkeEpisode:d_nikke_rupee_02_33,False,,L_10,L_10,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_34,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_34,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_rupee_02_35,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_35,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_rupee_02_36,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_36,True,,L_10,1,2.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_37,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_37,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_38,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_38,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_39,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_39,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_40,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_40,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_41,d_nikke_rupee_02,Self,,Self,Locale_NikkeEpisode:d_nikke_rupee_02_41,False,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_42,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_42,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_43,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_43,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_44,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_44,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_45,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_45,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_46,d_nikke_rupee_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rupee_02_46,False,,1,1,1.0,,,,sfx_scn_chimebell,,,,1,idle,rupee,,,,
d_nikke_rupee_02_47,d_nikke_rupee_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rupee_02_47,False,,black,black,1.0,,,,,,,,,,,,,,
d_nikke_rupee_02_48,d_nikke_rupee_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_rupee_02_48,False,RoyalRoad,5,1,2.0,bgm_story_sundayintheark,,,,black,,,,,,,,,
d_nikke_rupee_02_49,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_49,True,,1,1,1.0,,,,,,,rupee,1,idle,,,,,
d_nikke_rupee_02_50,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_50,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_51,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_51,False,,1,1,1.0,,d_nikke_rupee_02_54,,,,,,1,idle,,,,,
d_nikke_rupee_02_52,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_52,False,,1,1,1.0,,d_nikke_rupee_02_54,,,,,,1,idle,,,,,
d_nikke_rupee_02_53,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_53,False,,1,1,1.0,,d_nikke_rupee_02_57,,,,,,1,idle,,,,,
d_nikke_rupee_02_54,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_54,True,,1,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_rupee_02_55,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_55,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_rupee_02_56,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_56,True,,L_10,L_10,1.0,,d_nikke_rupee_02_64,,,,,,1,delight,,,,,
d_nikke_rupee_02_57,d_nikke_rupee_02,Narration,rupee,Narration,Locale_NikkeEpisode:d_nikke_rupee_02_57,False,,1,L_10,1.0,,,,,,,,1,surprise,,,,,
d_nikke_rupee_02_58,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_58,True,,L_10,L_10,1.0,,,,,,,,1,surprise,,,,,
d_nikke_rupee_02_59,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_59,True,,L_10,L_10,1.0,,,,,,,,1,surprise,,,,,
d_nikke_rupee_02_60,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_60,True,,L_10,L_100,0.5,,,,,,,,1,surprise,,,,,
d_nikke_rupee_02_61,d_nikke_rupee_02,Self,rupee,Self,Locale_NikkeEpisode:d_nikke_rupee_02_61,False,,L_100,L_100,1.0,,,,,,,,1,surprise,,,,,
d_nikke_rupee_02_62,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_62,True,,L_100,L_100,1.0,,,,,,,,1,angry,,,,,
d_nikke_rupee_02_63,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_63,True,,L_100,L_10,2.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_64,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_64,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_65,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_65,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_66,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_66,False,,L_10,L_10,1.0,,d_nikke_rupee_02_69,,,,,,1,idle,,,,,
d_nikke_rupee_02_67,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_67,False,,L_10,L_10,1.0,,d_nikke_rupee_02_69,,,,,,1,idle,,,,,
d_nikke_rupee_02_68,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_68,False,,L_10,L_10,1.0,,d_nikke_rupee_02_71,,,,,,1,idle,,,,,
d_nikke_rupee_02_69,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_69,True,,L_10,L_10,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_70,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_70,True,,L_10,L_10,1.0,,d_nikke_rupee_02_73,,,,,,1,sad,,,,,
d_nikke_rupee_02_71,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_71,True,,L_10,L_10,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_72,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_72,True,,L_10,L_10,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_73,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_73,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_74,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_74,True,,black,black,1.0,none,,,,,,,1,idle,,,,,
d_nikke_rupee_02_75,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_75,True,,1,L_10,0.5,bgm_story_shopperholic,,,,,,,1,idle,,fx_Eventscene_camera_recording,rec,True,
d_nikke_rupee_02_76,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_76,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_77,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_77,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_rupee_02_78,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_78,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_rupee_02_79,d_nikke_rupee_02,Choice,,,Locale_NikkeEpisode:d_nikke_rupee_02_79,False,,L_10,L_10,1.0,,d_nikke_rupee_02_84,,,,,,1,delight,,,,,
d_nikke_rupee_02_80,d_nikke_rupee_02,Choice,,,Locale_NikkeEpisode:d_nikke_rupee_02_80,False,,L_10,L_10,1.0,,d_nikke_rupee_02_81,,,,,,1,delight,,,,,
d_nikke_rupee_02_81,d_nikke_rupee_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rupee_02_81,False,,L_10,L_100,0.5,,,Low_2,,,,,1,angry,,,,,
d_nikke_rupee_02_82,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_82,True,,L_100,L_100,1.0,,,,,,,,1,angry,,,,,
d_nikke_rupee_02_83,d_nikke_rupee_02,Self,rupee,Self,Locale_NikkeEpisode:d_nikke_rupee_02_83,False,,L_100,L_10,1.0,,,,,,,,1,angry,,,,,
d_nikke_rupee_02_84,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_84,True,,L_10,L_10,1.0,,,,,,,,1,shy,,,,,
d_nikke_rupee_02_85,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_85,True,,L_10,L_10,1.0,,,,,,,,1,shy,,,,,
d_nikke_rupee_02_86,d_nikke_rupee_02,Monologue,rupee,Monologue,Locale_NikkeEpisode:d_nikke_rupee_02_86,False,,L_10,L_100,1.0,,,,,,,,1,shy,,,,,
d_nikke_rupee_02_87,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_87,True,,L_100,L_100,1.0,,,,,,,,1,shy,,,,,
d_nikke_rupee_02_88,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_88,True,ShoppingMall,black,black,1.0,,,,,,,,1,idle,rupee,,,,
d_nikke_rupee_02_89,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_89,True,,9,5,2.0,,,,,,,rupee,1,delight,,,,,
d_nikke_rupee_02_90,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_90,False,,5,1,1.0,,,,uis_shop,,,,1,"expression_0,shy",,,,,
d_nikke_rupee_02_91,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_91,True,,19,15,2.0,,,,,black,,,1,delight,,,,,
d_nikke_rupee_02_92,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_92,True,,15,1,0.5,,,,,,,,1,delight,,,,,
d_nikke_rupee_02_93,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_93,False,,1,1,1.0,,d_nikke_rupee_02_95,,,,,,1,delight,,,,,
d_nikke_rupee_02_94,d_nikke_rupee_02,Choice,rupee,,Locale_NikkeEpisode:d_nikke_rupee_02_94,False,,1,1,1.0,,d_nikke_rupee_02_99,,,,,,1,delight,,,,,
d_nikke_rupee_02_95,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_95,True,,1,1,1.0,,,,,,,,1,surprise,,,,,
d_nikke_rupee_02_96,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_96,True,,1,1,1.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_97,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_97,True,,1,L_10,2.0,,,,,,,,1,sad,,,,,
d_nikke_rupee_02_98,d_nikke_rupee_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rupee_02_98,False,,L_10,L_10,1.0,,d_nikke_rupee_02_102,,,,,,1,sad,rupee,,,,
d_nikke_rupee_02_99,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_99,True,,1,1,1.0,,,,,,,,1,shy,,,,,
d_nikke_rupee_02_100,d_nikke_rupee_02,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_rupee_02_100,False,,1,L_10,2.0,,,,,,,,1,"expression_0,shy",,,,,
d_nikke_rupee_02_101,d_nikke_rupee_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rupee_02_101,False,,L_10,L_10,1.0,,,,uis_shop,,,,1,shy,rupee,,,,
d_nikke_rupee_02_102,d_nikke_rupee_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_rupee_02_102,False,,L_10,L_10,1.0,none,,,sfx_scn_phonevibration,,m_nikke_rupee_02,,,,,,,,fx_Eventscene_camera_recording
