id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/1/hide_char_id,fade,jump_target
d_nikke_leona_04_68,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_68,True,,1,idle,,,,,Leo_1,Leo_1,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_69,d_nikke_leona_04,Self,Locale_NikkeEpisode:d_nikke_leona_04_69,False,,1,idle,,,,,Leo_1,Leo_1,1.0,,,,,,,
d_nikke_leona_04_70,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_70,True,,1,special,,,,,Leo_1,Leo_10,0.6,,leona_no,leona_no,,,,
d_nikke_leona_04_71,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_71,True,,1,special,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_72,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_72,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_73,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_73,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_74,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_74,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_75,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_75,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_76,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_76,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_77,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_77,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_78,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_78,True,,1,idle,,,,,Leo_10,Leo_100,1.5,,leona_no,leona_no,,,,
d_nikke_leona_04_79,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_79,True,,1,idle,,,,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_80,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_80,False,,1,idle,,,,,Leo_100,Leo_100,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_81,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_81,True,,1,shy,,,,,Leo_100,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_82,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_82,True,,1,shy,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_83,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_83,True,,1,shy,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_84,d_nikke_leona_04,Choice,Locale_NikkeEpisode:d_nikke_leona_04_84,False,,1,shy,,,,,Leo_10,Leo_10,1.0,,,,,,,d_nikke_leona_04_86
d_nikke_leona_04_85,d_nikke_leona_04,Choice,Locale_NikkeEpisode:d_nikke_leona_04_85,False,,1,shy,,,,,Leo_10,Leo_10,1.0,,,,,,,d_nikke_leona_04_86
d_nikke_leona_04_86,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_86,True,,1,shy,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_87,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_87,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_88,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_88,True,,1,idle,,,,,Leo_10,Leo_1,0.6,,leona_no,leona_no,,,,
d_nikke_leona_04_89,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_89,False,,1,idle,,,,,Leo_1,Leo_1,1.0,,,,,,,
d_nikke_leona_04_90,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_90,False,,1,idle,,,,,Leo_1,Leo_1,1.0,,,,,,,
d_nikke_leona_04_91,d_nikke_leona_04,Self,Locale_NikkeEpisode:d_nikke_leona_04_91,False,,1,idle,,,,,Leo_1,Leo_1,1.0,,,,,,,
d_nikke_leona_04_92,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_92,False,,1,delight,,,,,Leo_1,Leo_1,1.0,,,,,,,
d_nikke_leona_04_93,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_93,False,,1,delight,,,,,Leo_1,Leo_1,1.0,,,,,,,
d_nikke_leona_04_94,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_94,True,,1,delight,,,,,Leo_1,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_95,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_95,True,,1,delight,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_96,d_nikke_leona_04,Speech,Locale_NikkeEpisode:d_nikke_leona_04_96,True,,1,idle,,,,,Leo_10,Leo_10,1.0,,leona_no,leona_no,,,,
d_nikke_leona_04_97,d_nikke_leona_04,Self,Locale_NikkeEpisode:d_nikke_leona_04_97,False,,1,idle,,,,,Leo_10,Leo_10,1.0,,,,,,,
d_nikke_leona_04_98,d_nikke_leona_04,Monologue,Locale_NikkeEpisode:d_nikke_leona_04_98,False,,1,idle,,,,,black,black,1.0,,,,,,,
