id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,highlight,speaker,set_camera_shake,jump_target,play_sound,fade
d_nikke_nihilister_03_87,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_87,True,,1,angry2,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_88,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_88,True,,1,angry2,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Low,nihilister,nihilister,,,,
d_nikke_nihilister_03_89,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_89,False,,1,angry2,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Middle,nihilister,,,,,
d_nikke_nihilister_03_90,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_90,True,,1,angry2,,15,angry,,17,angry,,19,angry,,100,10,1.0,,Blur_Middle,nihilister,nihilister,,,,
d_nikke_nihilister_03_91,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_91,True,,1,angry2,,15,angry,,17,angry,,19,angry,,10,10,1.0,,Blur_Middle,nihilister,nihilister,,,,
d_nikke_nihilister_03_92,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_92,True,,1,angry,,15,angry,,17,angry,,19,angry,,10,100,1.0,,Blur_Middle,nihilister,nihilister,Low_2,,,
d_nikke_nihilister_03_93,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_93,False,,1,angry,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Middle,nihilister,,,,,
d_nikke_nihilister_03_94,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_94,False,,1,angry,,15,angry,,17,angry,,19,angry,,100,100,1.0,,Blur_Middle,nihilister,nihilister,,,,
d_nikke_nihilister_03_95,d_nikke_nihilister_03,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_03_95,False,,1,angry,,15,angry,,17,angry,,19,angry,,100,1,1.0,,Blur_Low,nihilister,,Low_2,,,
d_nikke_nihilister_03_96,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_96,False,,1,angry,,15,angry,,17,angry,,19,angry,,1,1,1.0,,Blur_Low,nihilister,,,,,
d_nikke_nihilister_03_97,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_97,True,,1,angry,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_98,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_98,True,,1,angry,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_99,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_99,True,,1,angry,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_100,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_100,True,,1,angry2,,15,angry,,17,angry,,19,angry,,1,1,2.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_101,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_101,True,,1,angry2,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_102,d_nikke_nihilister_03,Choice,Locale_NikkeEpisode:d_nikke_nihilister_03_102,False,,1,angry2,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,,,d_nikke_nihilister_03_104,,
d_nikke_nihilister_03_103,d_nikke_nihilister_03,Choice,Locale_NikkeEpisode:d_nikke_nihilister_03_103,False,,1,angry2,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,,,d_nikke_nihilister_03_108,,
d_nikke_nihilister_03_104,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_104,True,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_105,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_105,True,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_106,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_106,True,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_107,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_107,True,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,d_nikke_nihilister_03_112,,
d_nikke_nihilister_03_108,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_108,True,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_109,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_109,True,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_110,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_110,True,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_111,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_111,True,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,d_nikke_nihilister_03_112,,
d_nikke_nihilister_03_112,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_112,False,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_113,d_nikke_nihilister_03,Self,Locale_NikkeEpisode:d_nikke_nihilister_03_113,False,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,,,,,
d_nikke_nihilister_03_114,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_114,False,,1,shy,,15,angry,,17,angry,,19,angry,,1,1,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_115,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_115,True,,1,angry2,,15,angry,,17,angry,,19,angry,,1,10,2.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_116,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_116,True,,1,angry2,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_117,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_117,True,,1,angry2,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
d_nikke_nihilister_03_118,d_nikke_nihilister_03,Speech,Locale_NikkeEpisode:d_nikke_nihilister_03_118,True,,1,angry2,,15,angry,,17,angry,,19,angry,,10,10,1.0,,,nihilister,nihilister,,,,
