id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,conversation_id,play_sound,set_filter_01
d_nikke_centi_05_14,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_14,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_15,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_15,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_16,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_16,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_17,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_17,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_18,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_18,False,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_19,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_19,False,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_20,d_nikke_centi_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_centi_05_20,False,,1,angry,,1,1,1.0,,,adultman,15,idle,black,,,,,
d_nikke_centi_05_21,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_21,True,,1,angry,,1,12,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_22,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_22,True,,1,angry,,12,12,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_23,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_23,True,,1,angry,,12,12,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_24,d_nikke_centi_05,Self,,Self,Locale_NikkeEpisode:d_nikke_centi_05_24,False,,1,angry,,12,12,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_25,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_25,False,,1,angry,,12,L_10,2.0,,,,13,idle,,,,,,
d_nikke_centi_05_26,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_26,True,,1,angry,,L_10,L_130,1.0,none,,,13,idle,,,,,,
d_nikke_centi_05_27,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_27,True,,1,angry,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_28,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_28,True,,1,idle,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_29,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_29,True,,1,idle,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_30,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_30,True,,1,idle,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_31,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_31,True,,1,idle,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_32,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_32,True,,1,idle,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_33,d_nikke_centi_05,Self,adultman,Self,Locale_NikkeEpisode:d_nikke_centi_05_33,False,,1,idle,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_34,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_34,True,,1,idle,,L_130,12,0.5,bgm_story_impression,,,13,idle,,,,,,
d_nikke_centi_05_35,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_35,True,,1,idle,,12,12,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_36,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_36,True,,1,delight,,12,L_10,0.5,,,,13,idle,,,,,,
d_nikke_centi_05_37,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_37,True,,1,delight,,L_10,L_10,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_38,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_38,False,,1,delight,,L_10,L_10,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_39,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_39,True,,1,idle,,L_10,L_10,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_40,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_40,True,,1,idle,,L_10,L_10,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_41,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_41,True,,1,idle,,L_10,L_10,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_42,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_42,True,,1,shy,,L_10,L_10,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_43,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_43,False,,1,shy,,L_10,L_10,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_44,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_44,True,,1,shy,,L_10,L_100,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_45,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_45,False,,1,shy,,L_100,L_100,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_46,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_46,True,,1,shy,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_47,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_47,True,,1,delight,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_48,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_48,True,,1,delight,,L_130,L_130,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_49,d_nikke_centi_05,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_05_49,True,,1,delight,,L_130,1,2.0,,,,13,idle,,,,,,
d_nikke_centi_05_50,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_50,True,,1,delight,,1,L_10,1.0,,,,13,idle,,,,,,
d_nikke_centi_05_51,d_nikke_centi_05,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_05_51,False,,1,delight,,L_10,6017,1.0,,,,13,idle,,centi,,,,
d_nikke_centi_05_52,d_nikke_centi_05,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_05_52,False,,,,,6017,6017,1.0,,d_nikke_centi_05_54,,13,idle,,,,,,
d_nikke_centi_05_53,d_nikke_centi_05,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_05_53,False,,,,,6017,6017,1.0,,d_nikke_centi_05_54,,13,idle,,,,,,
d_nikke_centi_05_54,d_nikke_centi_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_centi_05_54,False,,,,City,5,1,2.0,none,,,13,idle,black,,adultman,,,
d_nikke_centi_05_55,d_nikke_centi_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_centi_05_55,False,,,,,1,1,1.0,bgm_story_breakaway,,,,,,,,m_nikke_centi_05,sfx_scn_phonevibration,
d_nikke_centi_05_56,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_56,True,centi,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_57,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_57,True,,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_58,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_58,False,,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_59,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_59,False,,1,shy,,1,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_60,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_60,True,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_61,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_61,True,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_62,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_62,True,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_63,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_63,True,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_64,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_64,True,,1,shy,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_65,d_nikke_centi_05,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_05_65,False,,1,shy,,L_10,L_10,1.0,,d_nikke_centi_05_67,,,,,,,,,
d_nikke_centi_05_66,d_nikke_centi_05,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_05_66,False,,1,shy,,L_10,L_10,1.0,,d_nikke_centi_05_67,,,,,,,,,
d_nikke_centi_05_67,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_67,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_68,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_68,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_69,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_69,False,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_70,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_70,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_71,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_71,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_72,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_72,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_73,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_73,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_74,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_74,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_75,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_75,False,,1,"expression_0,idle",,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_76,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_76,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_77,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_77,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_78,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_78,True,,1,delight,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_79,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_79,False,,1,delight,,L_10,1,2.0,,,,,,,,,,,
d_nikke_centi_05_80,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_80,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_81,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_81,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_82,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_82,True,,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_83,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_83,True,,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_84,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_84,True,,1,idle,Storage,1,1,1.0,,,,,,black,,,,,Grey
d_nikke_centi_05_85,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_85,True,,1,angry,,1,1,1.0,,,,,,,,,,,Grey
d_nikke_centi_05_86,d_nikke_centi_05,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_05_86,False,,1,angry,,1,1,1.0,,,,,,,,,,,Grey
d_nikke_centi_05_87,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_87,True,,1,angry,,1,1,1.0,,,,,,,,,,,Grey
d_nikke_centi_05_88,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_88,False,,1,delight,City,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_89,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_89,True,,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_90,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_90,True,,1,angry,,1,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_91,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_91,False,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_92,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_92,True,,1,surprise,,L_10,L_10,1.0,,,,,,,,,,,
d_nikke_centi_05_93,d_nikke_centi_05,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_05_93,False,,4,surprise,,black,black,1.0,,,,,,,,,,,
d_nikke_centi_05_94,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_94,True,,1,angry,,1,1,1.0,,,,,,,,,,,
d_nikke_centi_05_95,d_nikke_centi_05,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_05_95,True,,1,surprise,,1,L_10,0.3,,,,,,,,,,,
d_nikke_centi_05_96,d_nikke_centi_05,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_05_96,False,,1,surprise,,L_10,L_10,1.0,,,,,,,,,,,Blur_Low
d_nikke_centi_05_97,d_nikke_centi_05,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_05_97,False,,1,surprise,,L_10,L_10,1.0,,,,,,,,,,,Blur_Middle
d_nikke_centi_05_98,d_nikke_centi_05,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_05_98,False,,1,surprise,,black,black,1.0,,,,,,,,,,,
