id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,set_filter_01,set_filter_02,fade,characters/0/hide_char_id
d_nikke_yulha_03_73,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_73,False,,L_100,L_100,1.0,,yulha,,,,,,1,angry,,,,,
d_nikke_yulha_03_74,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_74,False,,L_100,L_100,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_75,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_75,False,,L_100,L_100,1.0,bgm_story_breakaway,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_76,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_76,True,,L_100,L_100,1.0,,yulha,yulha,,,,,1,angry,,,,,
d_nikke_yulha_03_77,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_77,True,,L_100,L_100,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_78,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_78,True,,L_100,L_100,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_79,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_79,False,,L_100,L_100,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_80,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_80,True,,L_100,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_81,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_81,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_82,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_82,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,angry,,,,,
d_nikke_yulha_03_83,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_83,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_84,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_84,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_85,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_85,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_86,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_86,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_87,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_87,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_88,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_88,False,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_89,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_89,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,sad,,,,,
d_nikke_yulha_03_90,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_90,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_91,d_nikke_yulha_03,Narration,Locale_NikkeEpisode:d_nikke_yulha_03_91,False,,5,1,2.0,,yulha,,,,,,1,idle,,,,black,
d_nikke_yulha_03_92,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_92,False,,1,1,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_93,d_nikke_yulha_03,Monologue,Locale_NikkeEpisode:d_nikke_yulha_03_93,False,,1,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_94,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_94,False,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_95,d_nikke_yulha_03,Monologue,Locale_NikkeEpisode:d_nikke_yulha_03_95,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_96,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_96,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_97,d_nikke_yulha_03,Monologue,Locale_NikkeEpisode:d_nikke_yulha_03_97,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_98,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_98,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_99,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_99,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_100,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_100,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_101,d_nikke_yulha_03,Monologue,Locale_NikkeEpisode:d_nikke_yulha_03_101,False,,L_10,1,1.0,,yulha,,,,,,1,idle,,,,,yulha
d_nikke_yulha_03_102,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_102,False,,1,1,1.0,,yulha,,,,,,,,,,,,
d_nikke_yulha_03_103,d_nikke_yulha_03,Monologue,Locale_NikkeEpisode:d_nikke_yulha_03_103,False,,1,L_10,1.0,,yulha,,,,,,,,,,,,
d_nikke_yulha_03_104,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_104,True,Office,L_10,L_10,1.0,,yulha,yulha,,,,yulha,1,idle,,,,black,
d_nikke_yulha_03_105,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_105,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_106,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_106,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_107,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_107,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_108,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_108,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_109,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_109,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_110,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_110,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_111,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_111,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_112,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_112,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_113,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_113,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_114,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_114,True,,L_10,L_100,0.5,,yulha,yulha,,,,,1,angry,,,,,
d_nikke_yulha_03_115,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_115,True,,L_100,L_100,1.0,,yulha,yulha,,,,,1,angry,,,,,
d_nikke_yulha_03_116,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_116,True,,L_100,L_100,1.0,,yulha,yulha,,,,,1,angry,,,,,
d_nikke_yulha_03_117,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_117,False,,L_100,L_100,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_118,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_118,True,,L_100,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_119,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_119,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_120,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_120,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_121,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_121,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,angry,,,,,
d_nikke_yulha_03_122,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_122,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,angry,,,,,
d_nikke_yulha_03_123,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_123,False,,L_10,L_10,1.0,,yulha,,,,,,1,angry,,,,,
d_nikke_yulha_03_124,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_124,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,sad,,,,,
d_nikke_yulha_03_125,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_125,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,sad,,,,,
d_nikke_yulha_03_126,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_126,False,,L_10,L_10,1.0,,yulha,,,,,,1,sad,,,,,
d_nikke_yulha_03_127,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_127,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_128,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_128,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_129,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_129,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_130,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_130,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_131,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_131,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,shy,,,,,
d_nikke_yulha_03_132,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_132,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_133,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_133,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_134,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_134,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_135,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_135,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_136,d_nikke_yulha_03,Self,Locale_NikkeEpisode:d_nikke_yulha_03_136,False,,L_10,L_10,1.0,,yulha,,,,,,1,idle,,,,,
d_nikke_yulha_03_137,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_137,True,,L_10,L_10,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_138,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_138,True,,L_10,L_100,1.0,,yulha,yulha,,,,,1,idle,,,,,
d_nikke_yulha_03_139,d_nikke_yulha_03,Speech,Locale_NikkeEpisode:d_nikke_yulha_03_139,True,,L_100,L_100,1.0,,yulha,yulha,,,,,1,idle,,,,,
