id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_zwei_05_11,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_11,True,,13,shy,,1,idle,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_12,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_12,True,,13,shy,,1,idle,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_13,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_13,True,,13,shy,,1,idle,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_14,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_14,False,,13,shy,,1,idle,,12,130,1.0,,,,,,,,,,
d_nikke_zwei_05_15,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_15,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_16,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_16,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_17,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_17,True,,13,idle,,1,angry,,130,12,1.0,,,,,,,,,,
d_nikke_zwei_05_18,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_18,True,,13,idle,,1,angry,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_19,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_19,True,,13,surprise,,1,angry,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_20,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_20,True,,13,surprise,,1,idle,,12,L_10,1.0,,,,,,,,,,
d_nikke_zwei_05_21,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_21,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,,,
d_nikke_zwei_05_22,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_22,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,,,
d_nikke_zwei_05_23,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_23,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,,,
d_nikke_zwei_05_24,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_24,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,,,
d_nikke_zwei_05_25,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_25,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,,,
d_nikke_zwei_05_26,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_26,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,,,
d_nikke_zwei_05_27,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_27,True,,13,shy,,1,idle,,L_10,12,1.0,,,,,,,,,,
d_nikke_zwei_05_28,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_28,True,,13,shy,,1,idle,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_29,d_nikke_zwei_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_zwei_05_29,False,,13,shy,,1,idle,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_30,d_nikke_zwei_05,Self,yulha,,Locale_NikkeEpisode:d_nikke_zwei_05_30,False,,13,shy,,1,idle,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_31,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_31,True,,13,shy,,1,idle,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_32,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_32,True,,13,shy,,1,idle,,12,12,1.0,,,,,,,,,,
d_nikke_zwei_05_33,d_nikke_zwei_05,Monologue,zwei,,Locale_NikkeEpisode:d_nikke_zwei_05_33,False,,13,shy,,1,idle,,12,130,1.0,,,,,,,,,,
d_nikke_zwei_05_34,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_34,True,,13,idle,,1,idle,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_35,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_35,True,,13,idle,,1,idle,,130,L_10,1.0,,,,,,,,,,
d_nikke_zwei_05_36,d_nikke_zwei_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_05_36,True,,13,idle,,1,idle,,L_10,L_10,1.0,,,,,,,,,,
d_nikke_zwei_05_37,d_nikke_zwei_05,Monologue,,,Locale_NikkeEpisode:d_nikke_zwei_05_37,False,,13,shy,,1,idle,Park_n,black,black,1.0,none,yulha,black,,,,,,,
d_nikke_zwei_05_38,d_nikke_zwei_05,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_05_38,False,,13,shy,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_39,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_39,True,,13,shy,,,,,130,130,1.0,bgm_frostpillar,,,,,,,,,
d_nikke_zwei_05_40,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_40,True,,13,shy,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_41,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_41,True,,13,shy,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_42,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_42,True,,13,shy,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_43,d_nikke_zwei_05,Monologue,zwei,,Locale_NikkeEpisode:d_nikke_zwei_05_43,False,,13,shy,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_44,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_44,True,,13,good,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_45,d_nikke_zwei_05,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_05_45,False,,13,good,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_46,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_46,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_47,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_47,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_48,d_nikke_zwei_05,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_05_48,False,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_49,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_49,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_50,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_50,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_51,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_51,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_52,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_52,False,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_53,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_53,True,,13,good,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_54,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_54,True,,13,good,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_55,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_55,True,,13,good,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_56,d_nikke_zwei_05,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_05_56,False,,13,good,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_57,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_57,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_58,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_58,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_59,d_nikke_zwei_05,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_05_59,False,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_60,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_60,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_61,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_61,True,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_62,d_nikke_zwei_05,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_05_62,False,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_63,d_nikke_zwei_05,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_05_63,False,,13,idle,,,,,130,130,1.0,,,,,,,,,,
d_nikke_zwei_05_64,d_nikke_zwei_05,Narration,,,Locale_NikkeEpisode:d_nikke_zwei_05_64,False,,13,idle,ein,1,delight,Park,black,black,1.0,none,,black,rei,3,idle,,,,
d_nikke_zwei_05_65,d_nikke_zwei_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_zwei_05_65,True,,13,angry,,1,delight,,2,2,1.0,bgm_story_backtonormal,,,,3,idle,,,,
d_nikke_zwei_05_66,d_nikke_zwei_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_zwei_05_66,True,,13,angry,,1,delight,,2,2,1.0,,,,,3,idle,,,,
d_nikke_zwei_05_67,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_67,True,,13,angry,,1,delight,,2,12,1.0,,,,,3,idle,,,,
d_nikke_zwei_05_68,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_68,True,,13,angry,,1,delight,,12,12,1.0,,,,,3,idle,,,,
d_nikke_zwei_05_69,d_nikke_zwei_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_zwei_05_69,True,,13,angry,,1,delight,,12,12,1.0,,,,,3,idle,,,,
d_nikke_zwei_05_70,d_nikke_zwei_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_zwei_05_70,True,,13,angry,,1,delight,,12,12,1.0,,,,,3,idle,,,,
d_nikke_zwei_05_71,d_nikke_zwei_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_zwei_05_71,True,,13,angry,,1,delight,,12,12,1.0,,,,,3,idle,,,,
d_nikke_zwei_05_72,d_nikke_zwei_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_zwei_05_72,True,,13,angry,,1,delight,,12,12,1.0,,,,,3,idle,,,,
d_nikke_zwei_05_73,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_73,True,,13,angry,,1,delight,,12,12,1.0,,,,,3,idle,,,,
d_nikke_zwei_05_74,d_nikke_zwei_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_zwei_05_74,True,,13,angry,,1,delight,,12,12,1.0,,,,,3,idle,,,,
d_nikke_zwei_05_75,d_nikke_zwei_05,Narration,,,Locale_NikkeEpisode:d_nikke_zwei_05_75,False,,13,angry,,1,delight,MaidCafe,black,black,1.0,none,,,,3,idle,sfx_scn_toyshopbell,,,
d_nikke_zwei_05_76,d_nikke_zwei_05,Speech,privaty_m,privaty,Locale_NikkeEpisode:d_nikke_zwei_05_76,True,,13,idle,,1,delight,,5,50,1.0,,,,,3,idle,,privaty_m,5,idle
d_nikke_zwei_05_77,d_nikke_zwei_05,Speech,privaty_m,privaty,Locale_NikkeEpisode:d_nikke_zwei_05_77,True,,13,idle,,1,delight,,50,50,1.0,bgm_story_tomboyprincess,,,,3,idle,,,5,idle
d_nikke_zwei_05_78,d_nikke_zwei_05,Speech,privaty_m,ein,Locale_NikkeEpisode:d_nikke_zwei_05_78,False,,13,idle,,1,surprise,,50,50,1.0,,,,,3,idle,,,5,idle
d_nikke_zwei_05_79,d_nikke_zwei_05,Speech,privaty_m,privaty,Locale_NikkeEpisode:d_nikke_zwei_05_79,False,,13,idle,,1,surprise,,50,50,1.0,,,,,3,idle,,,5,surprise
d_nikke_zwei_05_80,d_nikke_zwei_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_zwei_05_80,True,,13,idle,,1,surprise,,50,2,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_81,d_nikke_zwei_05,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_zwei_05_81,True,,13,idle,,1,surprise,,2,2,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_82,d_nikke_zwei_05,Speech,privaty_m,privaty,Locale_NikkeEpisode:d_nikke_zwei_05_82,True,,13,idle,,1,surprise,,2,500,0.7,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_83,d_nikke_zwei_05,Narration,privaty_m,,Locale_NikkeEpisode:d_nikke_zwei_05_83,False,,13,idle,,1,surprise,,500,500,1.0,,,,,3,delight,sfx_scn_shutter,,5,surprise
d_nikke_zwei_05_84,d_nikke_zwei_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_zwei_05_84,True,,13,idle,,1,surprise,,500,XS_30,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_85,d_nikke_zwei_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_zwei_05_85,True,,13,idle,,1,surprise,,XS_30,XS_30,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_86,d_nikke_zwei_05,Speech,privaty_m,privaty,Locale_NikkeEpisode:d_nikke_zwei_05_86,True,,13,idle,,1,surprise,,XS_30,500,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_87,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_87,False,,13,idle,,1,surprise,,130,130,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_88,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_88,True,,13,idle,,1,surprise,,130,130,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_89,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_89,True,,13,idle,,1,surprise,,130,130,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_90,d_nikke_zwei_05,Speech,privaty_m,privaty,Locale_NikkeEpisode:d_nikke_zwei_05_90,True,,13,idle,,1,surprise,,500,500,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_91,d_nikke_zwei_05,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_05_91,True,,13,idle,,1,surprise,,130,130,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_92,d_nikke_zwei_05,Narration,,,Locale_NikkeEpisode:d_nikke_zwei_05_92,False,,13,idle,,1,surprise,,black,black,1.0,,,,,3,delight,,,5,surprise
d_nikke_zwei_05_93,d_nikke_zwei_05,Narration,,,Locale_NikkeEpisode:d_nikke_zwei_05_93,False,,13,idle,,1,surprise,,black,black,1.0,,,,,3,delight,,,5,surprise
