id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_clay_04_54,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_54,True,,2,2,1.0,,anis,anis,,,,3,worry,,,1,idle,,13,idle
d_nikke_clay_04_55,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_55,False,,2,2,1.0,,anis,,,,,3,worry,,,1,idle,,13,idle
d_nikke_clay_04_56,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_56,True,,2,2,1.0,,anis,anis,,,,3,worry,,,1,delight,,13,idle
d_nikke_clay_04_57,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_57,True,,2,2,1.0,,clay,clay,,,,3,idle,,,1,delight,,13,idle
d_nikke_clay_04_58,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_58,True,,2,2,1.0,,anis,anis,,,,3,idle,,,1,angry,,13,idle
d_nikke_clay_04_59,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_59,True,,2,2,1.0,,clay,clay,,,,3,idle,,,1,angry,,13,idle
d_nikke_clay_04_60,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_60,True,,2,10,1.0,,anis,anis,,,,3,idle,,,1,angry,,13,idle
d_nikke_clay_04_61,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_61,True,,10,10,1.0,,anis,anis,,,,3,idle,,,1,idle,,13,idle
d_nikke_clay_04_62,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_62,True,,S_130,S_130,1.0,,neon,neon,,,,3,idle,,,1,idle,,13,worry
d_nikke_clay_04_63,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_63,True,,S_130,2,1.0,,clay,clay,,,,3,surprise,,,1,idle,,13,worry
d_nikke_clay_04_64,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_64,True,,2,2,1.0,,anis,anis,,,,3,surprise,,,1,delight,,13,worry
d_nikke_clay_04_65,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_65,True,,2,10,1.0,,anis,anis,,,,3,surprise,,,1,delight,,13,worry
d_nikke_clay_04_66,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_66,False,,10,10,1.0,,anis,,,,,3,surprise,,,1,delight,,13,worry
d_nikke_clay_04_67,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_67,True,,10,100,1.0,,anis,anis,,,,3,surprise,,,1,shy,,13,worry
d_nikke_clay_04_68,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_68,False,,100,100,1.0,,anis,,,,,3,surprise,,,1,shy,,13,worry
d_nikke_clay_04_69,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_69,True,,S_130,S_130,1.0,,neon,neon,,,,3,surprise,,,1,shy,,13,worry
d_nikke_clay_04_70,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_70,True,,S_130,2,1.0,,anis,anis,,,,3,surprise,,,1,worry,,13,worry
d_nikke_clay_04_71,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_71,True,,2,2,1.0,,clay,clay,,,,3,worry,,,1,worry,,13,worry
d_nikke_clay_04_72,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_72,True,,2,30,1.0,,clay,clay,,,,3,worry,,,1,worry,,13,worry
d_nikke_clay_04_73,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_73,True,,10,10,1.0,,anis,anis,,,,3,worry,,,1,angry,,13,worry
d_nikke_clay_04_74,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_74,True,,30,300,1.0,,clay,clay,,,,3,shy,,,1,angry,,13,worry
d_nikke_clay_04_75,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_75,True,,300,300,1.0,,clay,clay,,,,3,shy,,,1,angry,,13,worry
d_nikke_clay_04_76,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_76,False,,300,300,1.0,,clay,,,,,3,shy,,,1,angry,,13,worry
d_nikke_clay_04_77,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_77,True,,300,2,1.0,,anis,anis,,,,3,shy,,,1,delight,,13,worry
d_nikke_clay_04_78,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_78,True,,2,2,1.0,,clay,clay,,,,3,delight,,,1,delight,,13,worry
d_nikke_clay_04_79,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_79,True,,2,12,1.0,,neon,neon,,,,3,delight,,,1,delight,,13,worry
d_nikke_clay_04_80,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_80,True,,12,12,1.0,,neon,neon,,,,3,delight,,,1,delight,,13,delight
d_nikke_clay_04_81,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_81,True,,12,12,1.0,,anis,anis,,,,3,delight,,,1,no,,13,delight
d_nikke_clay_04_82,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_82,True,,12,12,1.0,,neon,neon,,,,3,delight,,,1,no,,13,angry
d_nikke_clay_04_83,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_83,True,,12,S_130,1.0,,neon,neon,,,,3,delight,,,1,no,,13,no
d_nikke_clay_04_84,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_84,True,,S_130,S_1300,1.0,,neon,neon,,,,3,delight,,,1,no,,13,no
d_nikke_clay_04_85,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_85,True,,S_1300,S_130,1.0,,neon,neon,,,,3,delight,,,1,no,,13,worry
d_nikke_clay_04_86,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_86,True,,S_130,S_130,1.0,,neon,neon,,,,3,delight,,,1,no,,13,delight
d_nikke_clay_04_87,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_87,True,,S_130,12,1.0,,anis,anis,,,,3,delight,,,1,sad,,13,delight
d_nikke_clay_04_88,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_88,True,,12,12,1.0,,neon,neon,,,,3,delight,,,1,sad,,13,no
d_nikke_clay_04_89,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_89,False,,12,12,1.0,,neon,,,,,3,delight,,,1,sad,,13,no
d_nikke_clay_04_90,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_90,True,,12,12,1.0,,neon,neon,,,,3,delight,,,1,sad,,13,no
d_nikke_clay_04_91,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_91,False,,12,12,1.0,,neon,,,,,3,delight,,,1,sad,,13,no
d_nikke_clay_04_92,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_92,True,,12,12,1.0,,neon,neon,,,,3,delight,,,1,sad,,13,worry
d_nikke_clay_04_93,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_93,True,,12,2,1.0,,clay,clay,,,,3,idle,,,1,sad,,13,worry
d_nikke_clay_04_94,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_94,True,,2,12,1.0,,neon,neon,,,,3,idle,,,1,sad,,13,delight
d_nikke_clay_04_95,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_95,True,,12,12,1.0,,anis,anis,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_96,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_96,True,,12,12,1.0,,anis,anis,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_97,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_97,True,,12,12,1.0,,neon,neon,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_98,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_98,False,,12,12,1.0,,neon,,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_99,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_99,True,,12,30,1.0,,clay,clay,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_100,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_100,False,,30,30,1.0,,clay,,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_101,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_101,True,,30,30,1.0,,clay,clay,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_102,d_nikke_clay_04,Monologue,Locale_NikkeEpisode:d_nikke_clay_04_102,True,,30,30,1.0,,clay,,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_103,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_103,False,,30,30,1.0,,clay,,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_104,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_104,True,,30,12,1.0,,anis,anis,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_105,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_105,True,,12,12,1.0,,neon,neon,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_106,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_106,False,,12,12,1.0,,neon,,,,,3,idle,,,1,delight,,13,delight
d_nikke_clay_04_107,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_107,True,,12,30,1.0,,clay,clay,,,,3,delight,,,1,delight,,13,delight
d_nikke_clay_04_108,d_nikke_clay_04,Speech,Locale_NikkeEpisode:d_nikke_clay_04_108,True,,30,30,1.0,,clay,clay,,,,3,delight,,,1,delight,,13,delight
d_nikke_clay_04_109,d_nikke_clay_04,Self,Locale_NikkeEpisode:d_nikke_clay_04_109,False,,30,30,1.0,,clay,,,,,3,delight,,,1,delight,,13,delight
