id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,fade
d_nikke_brid_02_60,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_60,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_61,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_61,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_62,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_62,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_63,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_63,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_64,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_64,True,,L_10,L_10,1.0,,brid,,1,idle,,
d_nikke_brid_02_65,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_65,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_brid_02_66,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_66,False,,L_10,L_100,2.0,none,brid,,1,idle,,
d_nikke_brid_02_67,d_nikke_brid_02,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_02_67,False,,L_100,L_100,1.0,,,,1,idle,,
d_nikke_brid_02_68,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_68,True,,L_100,L_100,1.0,,brid,,1,idle,,
d_nikke_brid_02_69,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_69,True,,L_100,L_10,0.5,,brid,,1,idle,,
d_nikke_brid_02_70,d_nikke_brid_02,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_02_70,False,Station_n,13,1,2.0,bgm_story_herecomestrouble,,,1,angry,,black
d_nikke_brid_02_71,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_71,True,,1,1,1.0,,brid,,1,angry,,
d_nikke_brid_02_72,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_72,True,,1,L_10,2.0,,brid,,1,angry,,
d_nikke_brid_02_73,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_73,True,,L_10,L_10,1.0,,brid,,1,angry,,
d_nikke_brid_02_74,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_74,False,,L_10,L_10,1.0,,,,1,angry,,
d_nikke_brid_02_75,d_nikke_brid_02,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_02_75,False,,L_10,L_30,2.0,,,,1,angry,,
d_nikke_brid_02_76,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_76,True,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_77,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_77,False,,L_30,L_30,1.0,,,,3,idle,,
d_nikke_brid_02_78,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_78,True,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_79,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_79,True,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_80,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_80,True,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_81,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_81,False,,L_30,L_30,1.0,,,,3,idle,,
d_nikke_brid_02_82,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_82,True,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_83,d_nikke_brid_02,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_02_83,False,,L_30,L_30,1.0,,,,3,idle,,
d_nikke_brid_02_84,d_nikke_brid_02,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_02_84,False,,L_30,L_300,1.0,,,,3,idle,,
d_nikke_brid_02_85,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_85,False,,L_300,L_300,1.0,,,,3,idle,,
d_nikke_brid_02_86,d_nikke_brid_02,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_02_86,False,,L_300,L_30,1.0,none,,,3,idle,,
d_nikke_brid_02_87,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_87,False,,L_30,L_300,0.5,,brid,,3,idle,,
d_nikke_brid_02_88,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_88,False,,L_300,L_300,1.0,,,,3,idle,,
d_nikke_brid_02_89,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_89,True,,L_300,L_300,1.0,bgm_story_backtonormal,brid,,3,idle,,
d_nikke_brid_02_90,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_90,True,,L_300,L_300,1.0,,brid,,3,idle,,
d_nikke_brid_02_91,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_91,True,,L_300,L_300,1.0,,brid,,3,idle,,
d_nikke_brid_02_92,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_92,True,,L_300,L_300,1.0,,brid,,3,idle,,
d_nikke_brid_02_93,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_93,False,,L_300,L_300,1.0,,,,3,idle,,
d_nikke_brid_02_94,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_94,True,,L_300,L_300,1.0,,brid,,3,idle,,
d_nikke_brid_02_95,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_95,False,,L_300,L_300,1.0,,,,3,idle,,
d_nikke_brid_02_96,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_96,True,,L_300,L_300,1.0,,brid,,3,idle,,
d_nikke_brid_02_97,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_97,False,,L_300,L_300,1.0,,,,3,idle,,
d_nikke_brid_02_98,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_98,True,,L_300,L_30,2.0,,brid,,3,idle,,
d_nikke_brid_02_99,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_99,False,,L_30,L_30,1.0,,,,3,idle,,
d_nikke_brid_02_100,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_100,True,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_101,d_nikke_brid_02,Self,brid,Locale_NikkeEpisode:d_nikke_brid_02_101,False,,L_30,L_30,1.0,,,,3,idle,,
d_nikke_brid_02_102,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_102,False,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_103,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_103,True,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_104,d_nikke_brid_02,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_02_104,False,,L_30,L_30,1.0,,,,3,idle,,
d_nikke_brid_02_105,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_105,True,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_106,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_106,True,,L_30,L_30,1.0,,brid,,3,idle,,
d_nikke_brid_02_107,d_nikke_brid_02,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_02_107,True,,L_30,L_30,1.0,,brid,,3,idle,,
