id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce005_02_04_53,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_53,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_54,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_54,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_55,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_55,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_56,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_56,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_57,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_57,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_58,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_58,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_59,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_59,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_60,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_60,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_61,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_61,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_62,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_62,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_63,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_63,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_64,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_64,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_65,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_65,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_66,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_66,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_67,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_67,True,,1,idle,,event_exnii_talk_15,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_68,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_68,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_69,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_69,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_70,d_nikke_ce005_02_04,Self,trony,,Locale_NikkeEpisode:d_nikke_ce005_02_04_70,False,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_71,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_71,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_72,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_72,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_73,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_73,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_74,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_74,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_75,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_75,True,,1,idle,,13,13,1.0,,,,,13,idle
d_nikke_ce005_02_04_76,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_76,True,,1,idle,,13,event_exnii_talk_15,1.0,,,black,,13,idle
d_nikke_ce005_02_04_77,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_77,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_78,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_78,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_79,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_79,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_80,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_80,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_81,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_81,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_82,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_82,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_83,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_83,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_84,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_84,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_85,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_85,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_86,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_86,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_87,d_nikke_ce005_02_04,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_02_04_87,False,,1,idle,,black,black,1.0,,,,,13,idle
d_nikke_ce005_02_04_88,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_88,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_89,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_89,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_90,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_90,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_91,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_91,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_92,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_92,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_93,d_nikke_ce005_02_04,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_04_93,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_94,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_94,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_95,d_nikke_ce005_02_04,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_04_95,True,,1,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,,,13,idle
d_nikke_ce005_02_04_96,d_nikke_ce005_02_04,Monologue,,,Locale_NikkeEpisode:d_nikke_ce005_02_04_96,False,,1,idle,,black,black,1.0,,,,,13,idle
d_nikke_ce005_02_04_97,d_nikke_ce005_02_04,Monologue,,,Locale_NikkeEpisode:d_nikke_ce005_02_04_97,False,,1,idle,,black,black,1.0,,,,,13,idle
