id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,set_camera_shake,fade,jump_target
d_nikke_rapunzel_02_30,d_nikke_rapunzel_02,Narration,rapunzel,Narration,Locale_NikkeEpisode:d_nikke_rapunzel_02_30,False,,1,idle,,1,1,1.0,,rapunzel,,,,,,,,,
d_nikke_rapunzel_02_31,d_nikke_rapunzel_02,Narration,rapunzel,Narration,Locale_NikkeEpisode:d_nikke_rapunzel_02_31,False,,,,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_32,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_32,True,rapunzel,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_33,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_33,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_34,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_34,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_35,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_35,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_36,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_36,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_37,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_37,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_38,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_38,True,,1,idle,,1,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_39,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_39,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_40,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_40,True,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_41,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_41,True,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_42,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_42,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_43,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_43,False,,1,idle,,black,black,1.0,,,sfx_scn_swallow,,,,,,,,
d_nikke_rapunzel_02_44,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_44,False,,1,idle,,black,black,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_45,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_45,False,,1,idle,,black,black,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_46,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_46,True,,1,idle,,10,1,2.0,,,,,,,,,,,
d_nikke_rapunzel_02_47,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_47,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_48,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_48,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_49,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_49,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_50,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_50,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_51,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_51,False,,1,idle,,1,10,2.0,,,,,,,,,,,
d_nikke_rapunzel_02_52,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_52,True,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_53,d_nikke_rapunzel_02,Narration,rapunzel,Narration,Locale_NikkeEpisode:d_nikke_rapunzel_02_53,False,,1,idle,RuinIndoor,black,black,1.0,,rapunzel,,,,,,,,,
d_nikke_rapunzel_02_54,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_54,True,rapunzel,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_55,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_55,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_56,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_56,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_57,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_57,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_58,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_58,True,,1,delight,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_59,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_59,True,,1,delight,,1,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_60,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_60,True,,1,shy,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_61,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_61,True,,1,shy,,10,100,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_62,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_62,True,,1,pain,,100,100,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_63,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_63,False,,1,pain,,100,100,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_64,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_64,True,,1,delight,,100,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_65,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_65,False,,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_66,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_66,False,,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_67,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_67,True,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_68,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_68,False,,1,idle,,10,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_69,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_69,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_70,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_70,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_71,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_71,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_72,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_72,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_73,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_73,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_74,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_74,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_75,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_75,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_76,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_76,True,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_77,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_77,False,,1,idle,,1,1,1.0,,rapunzel,,,,,,,,,
d_nikke_rapunzel_02_78,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_78,False,,,,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_79,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_79,True,rapunzel,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_80,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_80,True,,1,shy,,1,10,2.0,,,,,,,,,,,
d_nikke_rapunzel_02_81,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_81,False,,1,shy,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_82,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_82,True,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_83,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_83,True,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_84,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_84,True,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_85,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_85,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_86,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_86,True,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_87,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_87,True,,1,idle,,10,10,1.0,none,,,,,,,,,,
d_nikke_rapunzel_02_88,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_88,True,,1,no,IceLand_01,10,10,1.0,,rapunzel,,Grey,,,,,,,
d_nikke_rapunzel_02_89,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_89,True,,,,,10,1,1.0,,,,Grey,,,,,,,
d_nikke_rapunzel_02_90,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_90,True,,,,,1,1400,1.0,,,,Grey,,,,,,,
d_nikke_rapunzel_02_91,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_91,True,,,,,1400,1400,1.0,,,,Grey,,,,,,,
d_nikke_rapunzel_02_92,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_92,True,,,,,1400,1400,1.0,,,,Grey,,,,,,,
d_nikke_rapunzel_02_93,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_93,True,,,,IceLand_03,black,black,1.0,bgm_story_trauma,,,Grey,,,,,,,
d_nikke_rapunzel_02_94,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_94,True,,,,,1,1,1.0,,,,Grey,,,,,,,
d_nikke_rapunzel_02_95,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_95,True,,,,,1,1,1.0,,,,Grey,,,,,,,
d_nikke_rapunzel_02_96,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_96,True,,,,,1,1,1.0,,,,Grey,,,,,,,
d_nikke_rapunzel_02_97,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_97,True,,,,,1,1,1.0,,,,Grey,,,,,,,
d_nikke_rapunzel_02_98,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_98,True,,,,,1,13,1.0,,,,Grey,adultwoman,13,idle,,,,
d_nikke_rapunzel_02_99,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_99,True,,,,,13,130,2.0,,,,Grey,,13,idle,,,,
d_nikke_rapunzel_02_100,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_100,True,,,,,130,130,1.0,none,,,Grey,,13,idle,,,,
d_nikke_rapunzel_02_101,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_101,False,,,,RuinIndoor,black,black,1.0,bgm_distress,,,Grey,,13,idle,adultwoman,,,
d_nikke_rapunzel_02_102,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_102,True,rapunzel,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_103,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_103,True,,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_104,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_104,True,,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_105,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_105,False,,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_106,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_106,True,,1,shy,,10,1,2.0,,,,,,,,,,,
d_nikke_rapunzel_02_107,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_107,True,,1,shy,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_108,d_nikke_rapunzel_02,Self,rapunzel,Self,Locale_NikkeEpisode:d_nikke_rapunzel_02_108,False,,1,shy,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_109,d_nikke_rapunzel_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_109,False,,1,shy,,1,1,1.0,,rapunzel,,,,,,,,,
d_nikke_rapunzel_02_110,d_nikke_rapunzel_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_110,False,,,,,1,1,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_111,d_nikke_rapunzel_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_111,False,,,,,1,1,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_112,d_nikke_rapunzel_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_112,False,,,,,black,black,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_113,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_113,True,,,,,black,black,1.0,none,,,,,,,,,,
d_nikke_rapunzel_02_114,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_114,False,,,,,black,black,1.0,,,,,,,,,,,
d_nikke_rapunzel_02_115,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_115,False,,,,,1,1,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_116,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_116,False,,,,,1,1,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_117,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_117,True,rapunzel,1,no,,1,1,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_118,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_118,False,,1,no,,1,1,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_119,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_119,True,,1,no,,1,10,2.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_120,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_120,True,,1,no,,10,10,1.0,bgm_story_kneeldownfools,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_121,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_121,True,,1,delight,,10,10,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_122,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_122,True,,1,delight,,10,10,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_123,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_123,True,,1,pain,,10,100,0.5,,,,Vignetting,,,,,Low_2,,
d_nikke_rapunzel_02_124,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_124,True,,1,pain,,100,100,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_125,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_125,False,,1,pain,,100,100,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_126,d_nikke_rapunzel_02,Monologue,rapunzel,Monologue,Locale_NikkeEpisode:d_nikke_rapunzel_02_126,False,,1,pain,,black,black,1.0,,,,Vignetting,,,,,,,
d_nikke_rapunzel_02_127,d_nikke_rapunzel_02,Narration,rapunzel,Narration,Locale_NikkeEpisode:d_nikke_rapunzel_02_127,False,,1,idle,,5,1,2.0,,rapunzel,,,,,,,,black,
d_nikke_rapunzel_02_128,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_128,True,rapunzel,1,idle,,1,1,1.0,bgm_distress,,,,,,,,,,
d_nikke_rapunzel_02_129,d_nikke_rapunzel_02,Choice,rapunzel,,Locale_NikkeEpisode:d_nikke_rapunzel_02_129,False,,1,idle,,1,1,1.0,,,,,,,,,,,d_nikke_rapunzel_02_131
d_nikke_rapunzel_02_130,d_nikke_rapunzel_02,Choice,rapunzel,,Locale_NikkeEpisode:d_nikke_rapunzel_02_130,False,,1,idle,,1,1,1.0,,,,,,,,,,,d_nikke_rapunzel_02_134
d_nikke_rapunzel_02_131,d_nikke_rapunzel_02,Speech,rapunzel,rapunzel,Locale_NikkeEpisode:d_nikke_rapunzel_02_131,True,,1,idle,,1,1,1.0,,,,,,,,,,,
