id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_rumani_04_11,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_11,True,,70,70,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,,,
d_nikke_rumani_04_12,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_12,True,,17,17,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,,,
d_nikke_rumani_04_13,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_13,True,,17,17,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,,,
d_nikke_rumani_04_14,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_14,True,,17,17,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,,,
d_nikke_rumani_04_15,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_15,True,,17,17,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,,,
d_nikke_rumani_04_16,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_16,False,,50,50,1.0,,,,,7,void,,,5,think,,,3,surprise,,,,,
d_nikke_rumani_04_17,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_17,False,,70,70,1.0,,,,,7,void,,,5,think,,,3,surprise,,,,,
d_nikke_rumani_04_18,d_nikke_rumani_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rumani_04_18,False,,S_30,S_30,1.0,,,,,7,void,,,5,think,,,3,surprise,,,,,
d_nikke_rumani_04_19,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_19,True,,17,17,1.0,,,,,7,void,,,5,think,,,3,surprise,,,,,
d_nikke_rumani_04_20,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_20,False,,17,17,1.0,,,,,7,void,,,5,idle,,,3,surprise,,,,,
d_nikke_rumani_04_21,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_21,True,,17,17,1.0,,,,,7,idle,,,5,idle,,,3,surprise,,,,,
d_nikke_rumani_04_22,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_22,True,,17,17,1.0,,,,,7,idle,,,5,idle,,,3,surprise,,,,,
d_nikke_rumani_04_23,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_23,True,,17,17,1.0,,,,,7,idle,,,5,idle,,,3,surprise,,,,,
d_nikke_rumani_04_24,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_24,True,SchoolCorridor,black,black,1.0,,,,,7,angry,,,5,idle,,,3,surprise,,rumani,1,shy,
d_nikke_rumani_04_25,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_25,True,,10,10,1.0,,,,,7,angry,,,5,idle,,,3,surprise,,,1,shy,
d_nikke_rumani_04_26,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_26,True,,10,10,1.0,,,,,7,angry,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_27,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_27,True,,10,2,1.0,,,,,7,angry,,,5,idle,,,3,surprise,,,1,no,
d_nikke_rumani_04_28,d_nikke_rumani_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rumani_04_28,True,,2,2,1.0,,,,,7,angry,,,5,idle,,,3,surprise,,,1,no,
d_nikke_rumani_04_29,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_29,False,,2,2,1.0,,,,,7,angry,,,5,idle,,,3,surprise,,,1,no,
d_nikke_rumani_04_30,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_30,True,,70,70,1.0,,,,,7,void,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_31,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_31,True,,50,50,1.0,,,,,7,void,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_32,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_32,True,,50,50,1.0,,,,,7,void,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_33,d_nikke_rumani_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rumani_04_33,True,,S_30,S_30,1.0,,,,,7,void,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_34,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_34,True,,70,70,1.0,,,,,7,worry,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_35,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_35,True,,10,10,1.0,,,,,7,no,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_36,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_36,True,,10,10,1.0,,,,,7,no,,,5,idle,,,3,surprise,,,1,shy,
d_nikke_rumani_04_37,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_37,False,,10,10,1.0,,,,,7,no,,,5,idle,,,3,surprise,,,1,shy,
d_nikke_rumani_04_38,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_38,True,,70,70,1.0,,,,,7,no,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_39,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_39,True,,70,6,1.0,,,,,7,no,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_40,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_40,True,,6,6,1.0,,,,,7,idle,,,5,idle,,,3,surprise,,,1,idle,
d_nikke_rumani_04_41,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_41,True,,6,6,1.0,,,,,7,idle,,,5,idle,,,3,no,,,1,idle,
d_nikke_rumani_04_42,d_nikke_rumani_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rumani_04_42,True,,S_30,S_30,1.0,,,,,7,idle,,,5,idle,,,3,no,,,1,idle,
d_nikke_rumani_04_43,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_43,True,,70,70,1.0,,,,,7,idle,,,5,idle,,,3,no,,,1,idle,
d_nikke_rumani_04_44,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_44,False,,50,50,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_45,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_45,True,,50,50,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_46,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_46,True,,50,50,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_47,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_47,True,,50,50,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_48,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_48,False,,50,50,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_49,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_49,False,Park,black,black,1.0,none,,,,7,idle,anis,,5,idle,rapi,,3,idle,neon,,1,idle,rumani
d_nikke_rumani_04_50,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_50,False,,15,15,1.0,,sfx_scn_crowdclap,,announcer,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_51,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_51,True,,15,15,1.0,bgm_story_tomboyprincess,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_52,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_52,False,,15,19,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_53,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_53,False,,19,19,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_54,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_54,False,,19,15,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_55,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_55,True,,15,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_56,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_56,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_57,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_57,False,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_58,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_58,False,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_59,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_59,False,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_60,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_60,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_61,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_61,False,,black,black,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_62,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_62,False,,black,black,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_63,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_63,False,,black,black,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_64,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_64,False,,black,black,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_65,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_65,False,,black,black,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_66,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_66,False,,17,170,0.5,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_67,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_67,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_68,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_68,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_69,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_69,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_70,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_70,False,,17,170,0.5,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_71,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_71,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_72,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_72,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_73,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_73,False,,17,170,0.5,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_74,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_74,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_75,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_75,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_76,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_76,False,,17,170,0.5,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_77,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_77,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_78,d_nikke_rumani_04,Speech,announcer,announcer,Locale_NikkeEpisode:d_nikke_rumani_04_78,True,,3,3,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_79,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_79,False,,black,black,1.0,,,,,3,idle,,,,,,,,,,,,,
d_nikke_rumani_04_80,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_80,False,,black,black,1.0,,,,,3,idle,announcer,,,,,,,,,,,,
d_nikke_rumani_04_81,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_81,False,,black,black,1.0,,,,anis,7,delight,,neon,5,no,,rapi,3,idle,,rumani,1,delight,
d_nikke_rumani_04_82,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_82,True,SchoolCorridor,10,10,1.0,none,,black,,7,delight,,,5,no,,,3,idle,,,1,delight,
d_nikke_rumani_04_83,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_83,True,,70,70,1.0,bgm_story_backtonormal,,,,7,delight,,,5,no,,,3,idle,,,1,delight,
d_nikke_rumani_04_84,d_nikke_rumani_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rumani_04_84,True,,S_50,S_50,1.0,,,,,7,delight,,,5,no,,,3,idle,,,1,idle,
d_nikke_rumani_04_85,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_85,True,,30,30,1.0,,,,,7,delight,,,5,no,,,3,idle,,,1,idle,
d_nikke_rumani_04_86,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_86,False,,30,30,1.0,,,,,7,delight,,,5,no,,,3,idle,,,1,idle,
d_nikke_rumani_04_87,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_87,True,,10,10,1.0,,,,,7,idle,,,5,no,,,3,idle,,,1,surprise,
d_nikke_rumani_04_88,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_88,False,,10,10,1.0,,,,,7,idle,,,5,no,,,3,idle,,,1,surprise,
d_nikke_rumani_04_89,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_89,True,,10,10,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_90,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_90,True,,10,10,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_91,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_91,True,,10,10,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_92,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_92,True,,10,10,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_93,d_nikke_rumani_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_04_93,False,,10,100,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_94,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_94,True,,100,100,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,shy,
d_nikke_rumani_04_95,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_95,False,,100,100,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,shy,
d_nikke_rumani_04_96,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_96,True,,100,10,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_97,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_97,False,,10,10,1.0,,,,,7,idle,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_98,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_98,True,,70,70,1.0,,,,,7,angry,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_99,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_99,True,,10,10,1.0,,,,,7,angry,,,5,idle,,,3,idle,,,1,delight,
d_nikke_rumani_04_100,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_100,True,,10,1,1.0,,,,,7,angry,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_101,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_101,True,,1,1,1.0,,,,,7,angry,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_102,d_nikke_rumani_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_rumani_04_102,True,,7,7,1.0,,,,,7,void,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_103,d_nikke_rumani_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_rumani_04_103,True,,7,4,1.0,,,,,7,void,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_104,d_nikke_rumani_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rumani_04_104,True,,4,4,1.0,,,,,7,void,,,5,idle,,,3,idle,,,1,idle,
d_nikke_rumani_04_105,d_nikke_rumani_04,Narration,,Narration,Locale_NikkeEpisode:d_nikke_rumani_04_105,False,,4,4,1.0,,,,,7,idle,anis,,5,idle,neon,,3,idle,rapi,,1,idle,
d_nikke_rumani_04_106,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_106,True,,4,10,1.0,,,,,,,,,,,,,,,,,1,idle,
d_nikke_rumani_04_107,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_107,True,,10,10,1.0,,,,,,,,,,,,,,,,,1,idle,
d_nikke_rumani_04_108,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_108,True,,10,10,1.0,,,,,,,,,,,,,,,,,1,shy,
d_nikke_rumani_04_109,d_nikke_rumani_04,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_04_109,True,,10,10,1.0,,,,,,,,,,,,,,,,,1,shy,
d_nikke_rumani_04_110,d_nikke_rumani_04,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_04_110,False,,10,10,1.0,,,,,,,,,,,,,,,,,1,shy,
