id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_c_2_03_26,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_26,True,,1315,150,1.0,,,,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_27,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_27,True,,150,150,1.0,,,,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_28,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_28,True,,150,150,1.0,none,,,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_29,d_nikke_c_2_03,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_03_29,False,,150,150,1.0,,,d_nikke_c_2_03_31,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_30,d_nikke_c_2_03,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_03_30,False,,150,150,1.0,,,d_nikke_c_2_03_32,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_31,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_31,True,,150,1500,0.5,,,d_nikke_c_2_03_33,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_32,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_32,True,,150,1500,0.5,,,d_nikke_c_2_03_33,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_33,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_33,True,,1500,1315,2.0,bgm_story_herecomestrouble,,,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_34,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_34,True,,1315,1315,1.0,,,,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_35,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_35,True,,1315,1315,1.0,,,,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_36,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_36,True,,1315,1315,1.0,,,,,,,1,idle,,13,no,,15,angry,
d_nikke_c_2_03_37,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_37,True,,1315,113,1.0,,,,,,,1,angry,,13,no,,15,angry,
d_nikke_c_2_03_38,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_38,True,,113,113,1.0,,,,,,,1,angry,,13,no,,15,angry,
d_nikke_c_2_03_39,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_39,True,,113,113,1.0,,,,,,,1,angry,,13,no,,15,angry,
d_nikke_c_2_03_40,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_40,True,,113,113,1.0,,,,,,,1,angry,,13,no,,15,angry,
d_nikke_c_2_03_41,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_41,True,,113,113,1.0,,,,,,,1,angry,,13,no,,15,angry,
d_nikke_c_2_03_42,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_42,True,,113,113,1.0,,,,,,,1,angry,,13,angry,,15,angry,
d_nikke_c_2_03_43,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_43,True,,113,113,1.0,,,,,,,1,angry,,13,angry,,15,angry,
d_nikke_c_2_03_44,d_nikke_c_2_03,Self,,,Locale_NikkeEpisode:d_nikke_c_2_03_44,False,,113,113,1.0,,,,,,,1,angry,,13,angry,,15,angry,
d_nikke_c_2_03_45,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_45,True,,113,15,2.0,,,,,,,1,angry,,13,no,,15,angry,
d_nikke_c_2_03_46,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_46,True,,15,15,1.0,,,,,,,1,angry,,13,no,,15,angry,
d_nikke_c_2_03_47,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_47,True,,15,113,2.0,,,,,,,1,no,,13,no,,15,angry,
d_nikke_c_2_03_48,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_48,True,,113,113,1.0,,,,,,,1,no,,13,no,,15,angry,
d_nikke_c_2_03_49,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_49,True,,150,150,1.0,,,,,,,1,no,,13,no,,15,idle,
d_nikke_c_2_03_50,d_nikke_c_2_03,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_03_50,False,,150,1500,1.0,,,,,,,1,no,,13,no,,15,idle,
d_nikke_c_2_03_51,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_51,True,,1500,1500,1.0,,,,,,,1,no,,13,no,,15,idle,
d_nikke_c_2_03_52,d_nikke_c_2_03,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_c_2_03_52,True,,1500,1500,1.0,,,,,,,1,no,,13,no,,15,idle,
d_nikke_c_2_03_53,d_nikke_c_2_03,Narration,,,Locale_NikkeEpisode:d_nikke_c_2_03_53,False,OutpostOut,black,black,1.0,,sfx_scn_bang,,,,,1,no,,13,no,,15,idle,eunhwa
d_nikke_c_2_03_54,d_nikke_c_2_03,Self,,,Locale_NikkeEpisode:d_nikke_c_2_03_54,False,,113,113,1.0,,,,,,,1,no,,13,sad,,,,
d_nikke_c_2_03_55,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_55,True,,113,113,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_56,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_56,True,,113,113,1.0,,,,,,,1,angry,,13,angry,,,,
d_nikke_c_2_03_57,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_57,True,,113,113,1.0,,,,,,,1,angry,,13,angry,,,,
d_nikke_c_2_03_58,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_58,True,,113,113,1.0,,,,,,,1,angry,,13,angry,,,,
d_nikke_c_2_03_59,d_nikke_c_2_03,Self,,,Locale_NikkeEpisode:d_nikke_c_2_03_59,False,,113,113,1.0,,,,,,,1,angry,,13,angry,,,,
d_nikke_c_2_03_60,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_60,True,,113,113,1.0,,,,,,,1,angry,,13,angry,,,,
d_nikke_c_2_03_61,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_61,True,,113,130,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_62,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_62,True,,130,130,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_63,d_nikke_c_2_03,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_03_63,False,,130,130,1.0,,,d_nikke_c_2_03_65,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_64,d_nikke_c_2_03,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_03_64,False,,130,130,1.0,,,d_nikke_c_2_03_65,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_65,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_65,True,,130,130,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_66,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_66,True,,130,113,1.5,,,,,,,1,no,,13,sad,,,,
d_nikke_c_2_03_67,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_67,True,,113,113,1.0,,,,,,,1,no,,13,sad,,,,
d_nikke_c_2_03_68,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_68,True,,113,113,1.0,,,,,,,1,no,,13,sad,,,,
d_nikke_c_2_03_69,d_nikke_c_2_03,Self,,,Locale_NikkeEpisode:d_nikke_c_2_03_69,False,,113,113,1.0,,,,,,,1,no,,13,sad,,,,
d_nikke_c_2_03_70,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_70,True,,113,1,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_71,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_71,True,,1,10,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_72,d_nikke_c_2_03,Self,,,Locale_NikkeEpisode:d_nikke_c_2_03_72,False,,10,10,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_73,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_73,True,,10,10,1.0,,,,,,,1,angry,,13,smile,,,,
d_nikke_c_2_03_74,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_74,True,,130,130,1.0,,,,,,,1,angry,,13,smile,,,,
d_nikke_c_2_03_75,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_75,True,,10,10,1.0,,,,,,,1,idle,,13,smile,,,,
d_nikke_c_2_03_76,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_76,True,,10,10,1.0,,,,,,,1,idle,,13,smile,,,,
d_nikke_c_2_03_77,d_nikke_c_2_03,Self,,,Locale_NikkeEpisode:d_nikke_c_2_03_77,False,,10,10,1.0,,,,,,,1,idle,,13,smile,,,,
d_nikke_c_2_03_78,d_nikke_c_2_03,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_03_78,False,RoyalRoad,113,113,1.0,,,,black,,,1,delight,,13,delight,,,,
d_nikke_c_2_03_79,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_79,True,,113,113,1.0,,,,,,,1,delight,,13,delight,,,,
d_nikke_c_2_03_80,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_80,True,,113,113,1.0,,,,,,,1,delight,,13,delight,,,,
d_nikke_c_2_03_81,d_nikke_c_2_03,Narration,,,Locale_NikkeEpisode:d_nikke_c_2_03_81,False,,113,113,1.0,,sfx_scn_birthdaybomb,,,Low_2,,1,delight,,13,delight,,,,
d_nikke_c_2_03_82,d_nikke_c_2_03,Speech,man01,man01,Locale_NikkeEpisode:d_nikke_c_2_03_82,True,,113,17,1.0,,,,,,,1,delight,,13,delight,man01,17,idle,
d_nikke_c_2_03_83,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_83,True,,17,17,1.0,,,,,,,1,delight,,13,delight,,17,idle,
d_nikke_c_2_03_84,d_nikke_c_2_03,Speech,man01,man01,Locale_NikkeEpisode:d_nikke_c_2_03_84,True,,17,17,1.0,,,,,,,1,delight,,13,delight,,17,idle,
d_nikke_c_2_03_85,d_nikke_c_2_03,Speech,man01,man01,Locale_NikkeEpisode:d_nikke_c_2_03_85,True,,17,17,1.0,,,,,,,1,delight,,13,delight,,17,idle,
d_nikke_c_2_03_86,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_86,False,,10,10,1.0,,,,,,,1,no,,13,delight,,17,idle,
d_nikke_c_2_03_87,d_nikke_c_2_03,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_03_87,False,Park,black,black,1.0,,,,,,,1,delight,,13,delight,,17,idle,man01
d_nikke_c_2_03_88,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_88,True,,113,113,1.0,,,,,,,1,delight,,13,delight,,,,
d_nikke_c_2_03_89,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_89,True,,113,113,1.0,,,,,,,1,delight,,13,delight,,,,
d_nikke_c_2_03_90,d_nikke_c_2_03,Narration,,,Locale_NikkeEpisode:d_nikke_c_2_03_90,False,,113,113,1.0,,sfx_scn_press,,,Low_2,,1,delight,,13,delight,,,,
d_nikke_c_2_03_91,d_nikke_c_2_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_c_2_03_91,True,,17,17,1.0,,,,,,,1,delight,,13,delight,citizen,17,idle,
d_nikke_c_2_03_92,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_92,True,,130,130,1.0,,,,,,,1,delight,,13,delight,,17,idle,
d_nikke_c_2_03_93,d_nikke_c_2_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_c_2_03_93,True,,170,170,1.0,,,,,,,1,delight,,13,delight,,17,idle,
d_nikke_c_2_03_94,d_nikke_c_2_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_c_2_03_94,True,,170,170,1.0,,,,,,,1,delight,,13,delight,,17,idle,
d_nikke_c_2_03_95,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_95,False,,130,130,1.0,,,,,,,1,no,,13,sad,,17,idle,
d_nikke_c_2_03_96,d_nikke_c_2_03,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_03_96,False,OutpostOut,black,black,1.0,,,,,,,1,delight,,13,sad,,17,idle,citizen
d_nikke_c_2_03_97,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_97,True,,10,10,1.0,none,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_98,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_98,True,,10,10,1.0,,,,,Low_2,,1,angry,,13,sad,,,,
d_nikke_c_2_03_99,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_99,True,,10,10,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_100,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_100,True,,10,10,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_101,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_101,True,,10,130,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_102,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_102,True,,130,130,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_103,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_103,True,,130,130,1.0,,,,,,,1,angry,,13,sad,,,,
d_nikke_c_2_03_104,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_104,True,,130,10,1.0,,,,,,,1,no,,13,sad,,,,
d_nikke_c_2_03_105,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_105,True,,10,10,1.0,bgm_story_whosdumber,,,,,,1,idle,,13,sad,,,,
d_nikke_c_2_03_106,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_106,True,,10,10,1.0,,,,,,,1,idle,,13,sad,,,,
d_nikke_c_2_03_107,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_107,True,,10,100,0.5,,,,,,,1,idle,,13,sad,,,,
d_nikke_c_2_03_108,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_108,True,,100,100,1.0,,,,,,,1,idle,,13,sad,,,,
d_nikke_c_2_03_109,d_nikke_c_2_03,Self,,,Locale_NikkeEpisode:d_nikke_c_2_03_109,False,,100,100,1.0,,,,,,,1,idle,,13,sad,,,,
d_nikke_c_2_03_110,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_110,True,,100,10,1.0,,,,,,,1,no,,13,sad,,,,
d_nikke_c_2_03_111,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_111,True,,10,10,1.0,,,,,,,1,no,,13,sad,,,,
d_nikke_c_2_03_112,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_112,True,,10,10,1.0,,,,,,,1,idle,,13,sad,,,,
d_nikke_c_2_03_113,d_nikke_c_2_03,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_03_113,True,,10,113,1.0,,,,,,,1,idle,,13,smile,,,,
d_nikke_c_2_03_114,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_114,True,,113,113,1.0,,,,,,,1,idle,,13,smile,,,,
d_nikke_c_2_03_115,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_115,True,,113,113,1.0,,,,,,,1,delight,,13,smile,,,,
d_nikke_c_2_03_116,d_nikke_c_2_03,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_03_116,True,,113,113,1.0,,,,,,,1,delight,,13,smile,,,,
d_nikke_c_2_03_117,d_nikke_c_2_03,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_03_117,False,,black,black,1.0,,,,,,,1,delight,,13,smile,,,,
