id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
d_nikke_anne_miraclefairy_04_85,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_85,True,,XS_10,XS_10,1.0,,,,,,,,1,idle,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_86,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_86,True,,XS_10,XS_10,1.0,,,,,,,,1,idle,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_87,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_87,True,,XS_10,XS_10,1.0,,,,,,,,1,idle,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_88,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_88,True,,XS_10,XS_10,1.0,,,,,,,,1,idle,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_89,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_89,True,,XS_10,XS_10,1.0,,,,,,,,1,delight,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_90,d_nikke_anne_miraclefairy_04,Monologue,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_90,False,,XS_10,XS_100,0.5,,,,,,,,1,idle,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_91,d_nikke_anne_miraclefairy_04,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_91,False,,XS_100,XS_100,1.0,,,,,,,,1,idle,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_92,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_92,True,,XS_100,12,1.0,,,,,,,,1,idle,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_93,d_nikke_anne_miraclefairy_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_93,True,,12,14,2.0,,,,,,,,1,idle,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_94,d_nikke_anne_miraclefairy_04,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_94,True,,XS_100,XS_10,2.0,,,,,,,,1,shy,,13,worry,,,15,worry,,,17,idle,,,,,,,,,,
d_nikke_anne_miraclefairy_04_95,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_95,True,,130,130,1.0,,,,,,,,1,shy,,13,worry,,,15,worry,,,17,shy,,,,,,,,,,
d_nikke_anne_miraclefairy_04_96,d_nikke_anne_miraclefairy_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_96,True,,130,130,1.0,,,,,,,,1,idle,,13,shy,,,15,delight,,,17,shy,,,,,,,,,,
d_nikke_anne_miraclefairy_04_97,d_nikke_anne_miraclefairy_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_04_97,True,,S_170,S_170,1.0,,,,,,,,1,idle,,13,shy,,,15,delight,,,17,shy,,,,,,,,,,
