id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_ce006_03_04_19,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_19,True,,1,special,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_20,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_20,True,,1,special,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_21,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_21,True,,1,special,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_22,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_22,True,,1,special,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_23,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_23,True,,1,special,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_24,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_24,True,,1,special,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_25,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_25,True,,1,special,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_26,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_26,True,,1,no,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_27,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_27,True,,1,no,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_28,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_28,True,,1,no,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_29,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_29,True,,1,no,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_30,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_30,True,,1,no,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_31,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_31,True,,1,surprise,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_32,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_32,True,,1,surprise,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_33,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_33,True,,1,surprise,,13,delight,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_34,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_34,True,,1,angry,,13,delight,,12,S_10,1.0,,none,ce006_03,,,
d_nikke_ce006_03_04_35,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_35,True,,1,no,,13,delight,,S_10,S_10,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_36,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_36,True,,1,no,,13,delight,,S_10,S_10,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_37,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_37,True,,1,no,,13,delight,,S_10,S_10,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_38,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_38,True,,1,no,,13,delight,,S_10,S_10,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_39,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_39,True,,1,no,,13,delight,,S_10,S_10,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_40,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_40,True,,1,no,,13,delight,,S_10,S_10,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_41,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_41,True,,1,no,,13,idle,,S_10,12,1.3,,,elegg,,,
d_nikke_ce006_03_04_42,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_42,True,,1,no,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_43,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_43,True,,1,no,,13,idle,,12,S_130,1.3,,,elegg,,,
d_nikke_ce006_03_04_44,d_nikke_ce006_03_04,Narration,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_44,False,,1,no,,13,idle,,black,black,1.0,,,,,,
d_nikke_ce006_03_04_45,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_45,True,,1,surprise,,13,idle,,S_10,S_10,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_46,d_nikke_ce006_03_04,Narration,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_46,False,,1,surprise,,13,idle,,black,black,1.0,,,,,,
d_nikke_ce006_03_04_47,d_nikke_ce006_03_04,Narration,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_47,False,,1,surprise,,13,idle,,black,black,1.0,sfx_scn_bloodfall,bgm_intotheswarm,,,,
d_nikke_ce006_03_04_48,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_48,True,,1,surprise,,13,idle,,black,black,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_49,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_49,True,,1,surprise,,13,idle,,S_130,S_130,1.0,,,elegg,,,
d_nikke_ce006_03_04_50,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_50,True,,1,surprise,,13,idle,,S_130,S_130,1.0,,,elegg,,,
d_nikke_ce006_03_04_51,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_51,True,,1,surprise,,13,idle,,S_130,S_130,1.0,,,elegg,,,
d_nikke_ce006_03_04_52,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_52,True,,1,surprise,,13,idle,,S_130,S_130,1.0,,,elegg,,,
d_nikke_ce006_03_04_53,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_53,False,,1,no,,13,idle,,S_130,12,1.3,,,ce006_03,,,
d_nikke_ce006_03_04_54,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_54,True,,1,no,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_55,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_55,True,,1,no,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_56,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_56,True,,1,no,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_57,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_57,True,,1,no,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_58,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_58,True,,1,no,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_59,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_59,True,,1,sad,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_60,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_60,True,,1,sad,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_61,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_61,True,,1,sad,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_62,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_62,True,,1,sad,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_63,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_63,True,,1,sad,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_64,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_64,True,,1,sad,,13,idle,,12,12,1.0,,,elegg,,,
d_nikke_ce006_03_04_65,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_65,True,,1,no,,13,idle,,12,12,1.0,,,ce006_03,,,
d_nikke_ce006_03_04_66,d_nikke_ce006_03_04,Speech,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_03_04_66,True,,1,no,,13,idle,,12,2,1.3,,none,ce006_npc_01,ce006_npc_01,3,idle
d_nikke_ce006_03_04_67,d_nikke_ce006_03_04,Speech,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_03_04_67,True,,1,no,,13,idle,,2,2,1.0,,,ce006_npc_01,,3,idle
d_nikke_ce006_03_04_68,d_nikke_ce006_03_04,Speech,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_03_04_68,True,,1,no,,13,idle,,2,2,1.0,,,ce006_npc_01,,3,idle
d_nikke_ce006_03_04_69,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_69,True,,1,surprise,,13,idle,,2,2,1.0,,,ce006_03,,3,idle
d_nikke_ce006_03_04_70,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_70,True,,1,surprise,,13,delight,,2,12,1.3,,,elegg,,3,idle
d_nikke_ce006_03_04_71,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_71,True,,1,surprise,,13,delight,,12,12,1.0,,,ce006_03,,3,idle
d_nikke_ce006_03_04_72,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_72,True,,1,delight,,13,delight,,12,12,1.0,,,ce006_03,,3,idle
d_nikke_ce006_03_04_73,d_nikke_ce006_03_04,Speech,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_03_04_73,True,,1,angry,,13,delight,,12,S_10,1.0,,,ce006_03,,3,idle
d_nikke_ce006_03_04_74,d_nikke_ce006_03_04,Speech,elegg,Locale_NikkeEpisode:d_nikke_ce006_03_04_74,True,,1,angry,,13,delight,,S_10,S_130,1.3,,,elegg,,3,idle
