id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,fade
d_nikke_zwei_03_14,d_nikke_zwei_03,Monologue,,,Locale_NikkeEpisode:d_nikke_zwei_03_14,False,,13,angry,,1,idle,,black,black,1.0,,yulha,,,,,,
d_nikke_zwei_03_15,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_15,True,,13,shy,,,,,130,130,1.0,,,,,,,,
d_nikke_zwei_03_16,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_16,True,,13,shy,,,,,130,130,1.0,,,,,,,,
d_nikke_zwei_03_17,d_nikke_zwei_03,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_03_17,False,,13,shy,,,,,130,130,1.0,,,,,,,,
d_nikke_zwei_03_18,d_nikke_zwei_03,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_03_18,False,,13,shy,,,,,130,130,1.0,,,,,,,,
d_nikke_zwei_03_19,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_19,True,,13,shy,sugar,1,idle,,130,S_10,1.0,,,,,,,,
d_nikke_zwei_03_20,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_20,True,,13,shy,,1,idle,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_21,d_nikke_zwei_03,Self,sugar,,Locale_NikkeEpisode:d_nikke_zwei_03_21,False,,13,shy,,1,idle,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_22,d_nikke_zwei_03,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_03_22,False,,13,shy,,1,idle,,S_10,130,1.0,,,,,,,,
d_nikke_zwei_03_23,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_23,True,,13,shy,,1,idle,,130,12,1.0,,,,,,,,
d_nikke_zwei_03_24,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_24,True,,13,shy,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_25,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_25,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_26,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_26,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_27,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_27,False,,13,idle,,1,surprise,,12,S_10,1.0,,,,,,,,
d_nikke_zwei_03_28,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_28,True,,13,idle,,1,surprise,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_29,d_nikke_zwei_03,Self,sugar,,Locale_NikkeEpisode:d_nikke_zwei_03_29,False,,13,idle,,1,surprise,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_30,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_30,True,,13,idle,,1,idle,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_31,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_31,True,,13,idle,,1,idle,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_32,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_32,True,,13,idle,,1,idle,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_33,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_33,True,,13,idle,,1,idle,,S_10,12,1.0,,,,,,,,
d_nikke_zwei_03_34,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_34,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_35,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_35,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_36,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_36,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_37,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_37,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_38,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_38,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_39,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_39,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_40,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_40,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_41,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_41,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_42,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_42,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_43,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_43,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_44,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_44,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_45,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_45,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_46,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_46,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_47,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_47,True,,13,idle,,1,idle,,12,S_10,1.0,,,,,,,,
d_nikke_zwei_03_48,d_nikke_zwei_03,Narration,sugar,,Locale_NikkeEpisode:d_nikke_zwei_03_48,False,,13,idle,,1,idle,,S_10,S_10,1.0,,,sfx_scn_aim,,,,,
d_nikke_zwei_03_49,d_nikke_zwei_03,Narration,sugar,,Locale_NikkeEpisode:d_nikke_zwei_03_49,False,,13,idle,,1,idle,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_50,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_50,True,,13,idle,,1,angry,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_51,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_51,True,,13,idle,,1,angry,,S_10,12,1.0,,,,,,,,
d_nikke_zwei_03_52,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_52,True,,13,idle,,1,angry,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_53,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_53,False,,13,idle,,1,angry,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_54,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_54,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_55,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_55,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_56,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_56,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_57,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_57,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_58,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_58,True,,13,idle,,1,surprise,,12,130,1.0,,,,,,,,
d_nikke_zwei_03_59,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_59,True,,13,idle,,1,surprise,,130,130,1.0,,,,,,,,
d_nikke_zwei_03_60,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_60,True,,13,idle,,1,surprise,,130,130,1.0,,,,,,,,
d_nikke_zwei_03_61,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_61,True,,13,idle,,1,surprise,,130,130,1.0,,,,,,,,
d_nikke_zwei_03_62,d_nikke_zwei_03,Monologue,zwei,,Locale_NikkeEpisode:d_nikke_zwei_03_62,False,,13,idle,,1,surprise,,black,black,1.0,,,,,,,,
d_nikke_zwei_03_63,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_63,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_64,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_64,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_65,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_65,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_66,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_66,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_67,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_67,True,,13,idle,,1,surprise,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_68,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_68,True,,13,idle,,1,surprise,,12,S_10,1.0,,,,,,,,
d_nikke_zwei_03_69,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_69,True,,13,idle,,1,surprise,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_70,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_70,True,,13,idle,,1,surprise,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_71,d_nikke_zwei_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_zwei_03_71,True,,13,idle,,1,surprise,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_72,d_nikke_zwei_03,Narration,sugar,,Locale_NikkeEpisode:d_nikke_zwei_03_72,False,,13,idle,,1,surprise,,S_10,S_10,1.0,,,,,,,,
d_nikke_zwei_03_73,d_nikke_zwei_03,Monologue,sugar,,Locale_NikkeEpisode:d_nikke_zwei_03_73,False,,13,idle,,1,surprise,,S_10,S_10,1.0,,sugar,,,,,,
d_nikke_zwei_03_74,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_74,True,,13,surprise,,,,,S_10,130,1.0,,,,,,,,
d_nikke_zwei_03_75,d_nikke_zwei_03,Self,zwei,,Locale_NikkeEpisode:d_nikke_zwei_03_75,False,,13,surprise,,,,,130,130,1.0,,,,,,,,
d_nikke_zwei_03_76,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_76,True,,13,shy,,,,,130,130,1.0,,,,,,,,
d_nikke_zwei_03_77,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_77,True,,13,shy,yulha,1,idle,,130,12,1.0,,,,,,,,
d_nikke_zwei_03_78,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_78,True,,13,shy,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_79,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_79,True,,13,shy,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_80,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_80,True,,13,idle,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_81,d_nikke_zwei_03,Speech,novel,novel,Locale_NikkeEpisode:d_nikke_zwei_03_81,True,,13,idle,,1,idle,,60,60,1.0,,,,novel,6,idle,,
d_nikke_zwei_03_82,d_nikke_zwei_03,Monologue,,,Locale_NikkeEpisode:d_nikke_zwei_03_82,False,,13,idle,,1,idle,,black,black,1.0,none,,,,6,idle,novel,
d_nikke_zwei_03_83,d_nikke_zwei_03,Narration,,,Locale_NikkeEpisode:d_nikke_zwei_03_83,False,,13,pain,,1,idle,,black,black,1.0,,,,,,,,black
d_nikke_zwei_03_84,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_84,True,,13,pain,,1,idle,,L_10,L_10,1.0,bgm_story_breakaway,,,,,,,
d_nikke_zwei_03_85,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_85,True,,13,pain,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_zwei_03_86,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_86,True,,13,pain,,1,idle,,L_10,12,1.0,,,,,,,,
d_nikke_zwei_03_87,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_87,True,,13,pain,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_88,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_88,True,,13,pain,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_89,d_nikke_zwei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_zwei_03_89,True,,13,surprise,,1,idle,,12,12,1.0,,,,,,,,
d_nikke_zwei_03_90,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_90,True,,13,surprise,,1,idle,,12,L_10,1.0,,,,,,,,
d_nikke_zwei_03_91,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_91,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_zwei_03_92,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_92,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_zwei_03_93,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_93,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,
d_nikke_zwei_03_94,d_nikke_zwei_03,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_zwei_03_94,True,,13,surprise,,1,idle,,L_10,L_10,1.0,,,,,,,,
