id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade
d_nikke_alice_wonderlandbunny_03_29,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_29,True,,13,idle,,1,surprise,,12,12,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_30,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_30,True,,13,idle,,1,surprise,,12,12,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_31,d_nikke_alice_wonderlandbunny_03,Speech,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_31,True,,13,idle,,1,serious,,12,S_10,1.0,,soda_b,,,
d_nikke_alice_wonderlandbunny_03_32,d_nikke_alice_wonderlandbunny_03,Speech,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_32,True,,13,idle,,1,serious,,S_10,S_10,1.0,,soda_b,,,
d_nikke_alice_wonderlandbunny_03_33,d_nikke_alice_wonderlandbunny_03,Speech,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_33,True,,13,idle,,1,serious,,S_10,S_10,1.0,,soda_b,,,
d_nikke_alice_wonderlandbunny_03_34,d_nikke_alice_wonderlandbunny_03,Speech,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_34,True,,13,idle,,1,serious,,S_10,S_10,1.0,,soda_b,,,
d_nikke_alice_wonderlandbunny_03_35,d_nikke_alice_wonderlandbunny_03,Speech,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_35,True,,13,idle,,1,serious,,S_10,S_10,1.0,,soda_b,,,
d_nikke_alice_wonderlandbunny_03_36,d_nikke_alice_wonderlandbunny_03,Speech,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_36,True,,13,idle,,1,serious,,S_10,S_10,1.0,,soda_b,,,
d_nikke_alice_wonderlandbunny_03_37,d_nikke_alice_wonderlandbunny_03,Narration,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_37,False,,13,idle,,1,serious,,S_10,S_10,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_38,d_nikke_alice_wonderlandbunny_03,Narration,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_38,False,,13,idle,,1,serious,,S_10,S_10,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_39,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_39,False,,13,idle,,1,serious,,black,black,1.0,none,,,,black
d_nikke_alice_wonderlandbunny_03_40,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_40,False,,13,idle,,1,serious,CoinRushMainHall,black,black,1.0,event_bgm_goldcoinrush_inst,,,,
d_nikke_alice_wonderlandbunny_03_41,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_41,False,,13,idle,,1,serious,,XS_130,XS_130,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_42,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_42,False,,13,idle,,1,serious,,XS_130,XS_130,1.0,,soda_b,,,
d_nikke_alice_wonderlandbunny_03_43,d_nikke_alice_wonderlandbunny_03,Narration,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_43,False,,13,idle,,1,serious,,XS_130,XS_130,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_44,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_44,False,,13,idle,,1,serious,,XS_130,XS_130,1.0,,mustang,,,
d_nikke_alice_wonderlandbunny_03_45,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_45,False,,13,idle,,1,serious,,black,black,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_46,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_46,False,,13,idle,,1,serious,,black,black,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_47,d_nikke_alice_wonderlandbunny_03,Narration,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_47,False,,13,idle,,1,serious,,12,12,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_48,d_nikke_alice_wonderlandbunny_03,Speech,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_48,False,,13,idle,,1,serious,,12,S_10,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_49,d_nikke_alice_wonderlandbunny_03,Speech,soda_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_49,True,,13,idle,,1,serious,,S_10,S_10,1.0,,soda_b,,,
d_nikke_alice_wonderlandbunny_03_50,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_50,False,,13,idle,,1,serious,,black,black,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_51,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_51,False,,13,idle,,1,serious,,black,black,1.0,,,,soda_b,
d_nikke_alice_wonderlandbunny_03_52,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_52,False,,13,idle,,,,,XS_130,XS_130,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_53,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_53,False,,13,idle,,,,,XS_130,XS_130,1.0,none,,,,
d_nikke_alice_wonderlandbunny_03_54,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_54,True,,13,idle,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_55,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_55,True,,13,idle,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_56,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_56,False,,13,idle,,,,,XS_130,XS_130,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_57,d_nikke_alice_wonderlandbunny_03,Narration,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_57,False,,13,idle,,,,,XS_130,XS_130,1.0,bgm_story_inwonderland,,,,
d_nikke_alice_wonderlandbunny_03_58,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_58,True,,13,delight,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_59,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_59,True,,13,delight,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_60,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_60,True,,13,delight,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_61,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_61,True,,13,delight,,,,,XS_130,XS_1300,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_62,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_62,False,,13,delight,,,,,XS_1300,XS_1300,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_63,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_63,False,,13,delight,,,,,XS_1300,XS_1300,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_64,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_64,True,,13,delight,,,,,XS_1300,XS_1300,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_65,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_65,False,,13,delight,,,,,black,black,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_66,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_66,False,,13,idle,,,,,black,black,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_67,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_67,False,,13,idle,,,,,black,black,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_68,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_68,False,,13,idle,,,,Corridor,black,black,1.0,,,,,black
d_nikke_alice_wonderlandbunny_03_69,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_69,True,,13,idle,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_70,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_70,False,,13,idle,,,,,XS_130,XS_130,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_71,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_71,False,,13,idle,,,,,XS_130,XS_130,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_72,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_72,True,,13,idle,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_73,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_73,True,,13,idle,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_74,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_74,True,,13,idle,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_75,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_75,False,,13,idle,,,,,XS_130,XS_130,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_76,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_76,True,,13,idle,,,,,XS_130,XS_1300,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_77,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_77,True,,13,idle,,,,,XS_1300,XS_1300,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_78,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_78,True,,13,delight,,,,,XS_1300,XS_1300,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_79,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_79,True,,13,delight,,,,,XS_1300,XS_1300,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_80,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_80,True,,13,delight,,,,,XS_1300,XS_1300,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_81,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_81,True,,13,delight,,,,,XS_1300,XS_1300,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_82,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_82,True,,13,delight,,,,,XS_1300,XS_1300,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_83,d_nikke_alice_wonderlandbunny_03,Self,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_83,False,,13,delight,,,,,XS_1300,XS_1300,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_84,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_84,False,,13,delight,,,,CoinRushMainHall,black,black,1.0,,,,,black
d_nikke_alice_wonderlandbunny_03_85,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_85,False,,13,idle,,,,,black,black,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_86,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_86,False,,13,worry,,,,,XS_130,XS_130,1.0,none,,,,
d_nikke_alice_wonderlandbunny_03_87,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_87,True,,13,worry,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_88,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_88,True,,13,worry,,,,,XS_130,XS_130,1.0,,alice_b,,,
d_nikke_alice_wonderlandbunny_03_89,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_89,False,,13,worry,,,,,XS_130,XS_130,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_90,d_nikke_alice_wonderlandbunny_03,Narration,,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_90,False,,13,worry,,,,,XS_130,XS_130,1.0,,,,,
d_nikke_alice_wonderlandbunny_03_91,d_nikke_alice_wonderlandbunny_03,Speech,alice_b,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_03_91,True,,13,worry,,,,,XS_130,XS_130,1.0,,alice_b,,,
