id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,conversation_id,characters/0/hide_char_id,set_object,set_object_position,jump_target
treasurestory_drake_06_43,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_43,True,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_44,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_44,True,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_45,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_45,True,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_46,treasurestory_drake_06,Self,drake,,Locale_NikkeEpisode:treasurestory_drake_06_46,False,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_47,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_47,True,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_48,treasurestory_drake_06,Self,drake,,Locale_NikkeEpisode:treasurestory_drake_06_48,False,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_49,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_49,True,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_50,treasurestory_drake_06,Self,drake,,Locale_NikkeEpisode:treasurestory_drake_06_50,False,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_51,treasurestory_drake_06,Self,drake,,Locale_NikkeEpisode:treasurestory_drake_06_51,False,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_52,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_52,True,,,,,treasurestory_drake_02,treasurestory_drake_03,1.0,,,,,,,
treasurestory_drake_06_53,treasurestory_drake_06,Self,drake,,Locale_NikkeEpisode:treasurestory_drake_06_53,False,,,,,treasurestory_drake_03,treasurestory_drake_03,1.0,,,,,,,
treasurestory_drake_06_54,treasurestory_drake_06,Self,drake,,Locale_NikkeEpisode:treasurestory_drake_06_54,False,,,,,treasurestory_drake_03,treasurestory_drake_03,1.0,,,,,,,
treasurestory_drake_06_55,treasurestory_drake_06,Self,drake,,Locale_NikkeEpisode:treasurestory_drake_06_55,False,,,,,treasurestory_drake_03,treasurestory_drake_03,1.0,,,,,,,
treasurestory_drake_06_56,treasurestory_drake_06,Narration,drake,,Locale_NikkeEpisode:treasurestory_drake_06_56,False,,,,,treasurestory_drake_03,treasurestory_drake_03,1.0,,sfx_scn_shutter,,,,,
treasurestory_drake_06_57,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_57,True,,,,,treasurestory_drake_03,treasurestory_drake_02,1.5,,,,,,,
treasurestory_drake_06_58,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_58,True,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_59,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_59,True,,,,,treasurestory_drake_02,treasurestory_drake_02,1.0,,,,,,,
treasurestory_drake_06_60,treasurestory_drake_06,Speech,drake,drake,Locale_NikkeEpisode:treasurestory_drake_06_60,True,,,,,black,black,1.0,,,,,,,
treasurestory_drake_06_61,treasurestory_drake_06,Monologue,drake,,Locale_NikkeEpisode:treasurestory_drake_06_61,False,,,,,black,black,1.0,,,,,none,,
