id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,conversation_id,fade,play_sound,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_liter_04_15,d_nikke_liter_04,Choice,,,Locale_NikkeEpisode:d_nikke_liter_04_15,False,,2,2,1.0,,d_nikke_liter_04_19,,,,,,,3,idle,,,1,idle,,,,,,,,
d_nikke_liter_04_16,d_nikke_liter_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_04_16,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,,,,
d_nikke_liter_04_17,d_nikke_liter_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_04_17,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,,,,
d_nikke_liter_04_18,d_nikke_liter_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_04_18,True,,2,2,1.0,,d_nikke_liter_04_19,,,,,,,3,idle,,,1,idle,,,,,,,,
d_nikke_liter_04_19,d_nikke_liter_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_04_19,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,,,,
d_nikke_liter_04_20,d_nikke_liter_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_04_20,True,,2,2,1.0,,,,,,,,,3,think,,,1,idle,,,,,,,,
d_nikke_liter_04_21,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_21,False,,2,2,1.0,,,,,,,,,3,think,,,1,idle,,,,,,,,
d_nikke_liter_04_22,d_nikke_liter_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_04_22,False,,2,2,1.0,,,m_nikke_liter_04,,,,,,3,idle,,,1,idle,,,,,,,,
d_nikke_liter_04_23,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_23,False,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,,,,
d_nikke_liter_04_24,d_nikke_liter_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_04_24,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,,,,
d_nikke_liter_04_25,d_nikke_liter_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_04_25,False,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,,,,
d_nikke_liter_04_26,d_nikke_liter_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_04_26,True,,2,S_10,1.0,,,,,,,,,3,idle,,,1,surprise,,,,,,,,
d_nikke_liter_04_27,d_nikke_liter_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_04_27,True,,S_10,S_10,1.0,,,,,,,,,3,idle,,,1,surprise,,,,,,,,
d_nikke_liter_04_28,d_nikke_liter_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_04_28,True,,S_10,S_10,1.0,,,,,,,,,3,idle,,,1,surprise,,,,,,,,
d_nikke_liter_04_29,d_nikke_liter_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_liter_04_29,True,,13,13,1.0,,,,,,,,,3,idle,,,1,surprise,,centi,13,idle,,,,
d_nikke_liter_04_30,d_nikke_liter_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_04_30,False,,S_10,S_10,1.0,none,,,,,,,,3,idle,,,1,idle,,,13,idle,,,,
d_nikke_liter_04_31,d_nikke_liter_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_04_31,False,,30,30,1.0,,,,,,,,,3,idle,,,1,idle,,,13,idle,,,,
d_nikke_liter_04_32,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_32,False,,30,30,1.0,,,,,,,,,3,idle,,,1,idle,,,13,idle,,,,
d_nikke_liter_04_33,d_nikke_liter_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_liter_04_33,True,,30,L_130,1.0,,,,,,,,,3,idle,,,1,idle,,,13,idle,,,,
d_nikke_liter_04_34,d_nikke_liter_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_liter_04_34,True,,L_130,L_130,1.0,,,,,,,,,3,idle,,,1,idle,,,13,idle,,,,
d_nikke_liter_04_35,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_35,False,,L_130,L_130,1.0,,,,,,,,,3,idle,,,1,idle,,,13,idle,,,,
d_nikke_liter_04_36,d_nikke_liter_04,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_liter_04_36,False,Park,black,black,1.0,bgm_story_backtonormal,,,black,,,,,3,idle,rapi,,1,idle,neon,,19,idle,centi,liter,1,idle
d_nikke_liter_04_37,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_37,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_38,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_38,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_39,d_nikke_liter_04,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_liter_04_39,False,,1,1,1.0,,,,,sfx_scn_dogbark,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_40,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_40,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1,sorrow
d_nikke_liter_04_41,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_41,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1,no
d_nikke_liter_04_42,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_42,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_43,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_43,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_44,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_44,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_45,d_nikke_liter_04,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_04_45,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_46,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_46,False,,1,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_47,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_47,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_48,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_48,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_49,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_49,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_50,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_50,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_51,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_51,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_52,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_52,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_53,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_53,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_54,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_54,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_55,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_55,True,,XS_10,XS_10,1.0,none,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_56,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_56,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_57,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_57,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_58,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_58,False,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_59,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_59,False,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_60,d_nikke_liter_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_04_60,False,,XS_10,9,1.0,bgm_story_weare,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_61,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_61,True,,9,9,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_62,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_62,True,,9,9,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_63,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_63,True,,9,5,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_64,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_64,True,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_65,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_65,True,,5,XS_70,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_66,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_66,True,,XS_70,XS_70,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_67,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_67,True,,XS_70,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_68,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_68,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_69,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_69,False,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_70,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_70,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_71,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_71,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_72,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_72,True,,19,19,1.0,,,,,,Vignetting,Grey,,,,,,,,,centi,19,idle,,,1,idle
d_nikke_liter_04_73,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_73,True,,19,19,1.0,,,,,,Vignetting,Grey,,,,,,,,,,19,idle,,,1,idle
d_nikke_liter_04_74,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_74,True,,19,19,1.0,,,,,,Vignetting,Grey,,,,,,,,,,19,idle,,,1,idle
d_nikke_liter_04_75,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_75,False,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,19,idle,centi,,1,idle
d_nikke_liter_04_76,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_76,True,,XS_10,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_77,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_77,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_78,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_78,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_79,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_79,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_80,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_80,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_81,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_81,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_82,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_82,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_83,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_83,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_84,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_84,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_85,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_85,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_86,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_86,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_87,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_87,True,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_88,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_88,False,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_89,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_89,False,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_90,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_90,True,,XS_100,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,no
d_nikke_liter_04_91,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_91,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,no
d_nikke_liter_04_92,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_92,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,no
d_nikke_liter_04_93,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_93,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,1,no
d_nikke_liter_04_94,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_94,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,1,no
d_nikke_liter_04_95,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_95,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,1,no
d_nikke_liter_04_96,d_nikke_liter_04,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_04_96,False,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,no
d_nikke_liter_04_97,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_97,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,no
d_nikke_liter_04_98,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_98,True,,XS_10,XS_10,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_99,d_nikke_liter_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_04_99,False,,XS_10,1,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_100,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_100,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_101,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_101,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,1,idle
d_nikke_liter_04_102,d_nikke_liter_04,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_04_102,True,,1,1,1.0,none,,,,,,,,,,,,,,,,,,,,1,idle
