id,group_id,speech_window,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
d_nikke_nihilister_05_11,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_11,False,,13,idle,,15,idle,,17,idle,,3,3,1.0,sfx_scn_rapturelanding,,,,nihilister,3,smile,,,,,
d_nikke_nihilister_05_12,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_12,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,smile,,,,,
d_nikke_nihilister_05_13,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_13,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,smile,,,,,
d_nikke_nihilister_05_14,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_14,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,smile,,,,,
d_nikke_nihilister_05_15,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_15,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,smile,,,,,
d_nikke_nihilister_05_16,d_nikke_nihilister_05,Choice,Locale_NikkeEpisode:d_nikke_nihilister_05_16,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,,,,3,smile,d_nikke_nihilister_05_18,,,,
d_nikke_nihilister_05_17,d_nikke_nihilister_05,Choice,Locale_NikkeEpisode:d_nikke_nihilister_05_17,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,,,,3,smile,d_nikke_nihilister_05_24,,,,
d_nikke_nihilister_05_18,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_18,True,,13,idle,,15,idle,,17,idle,,3,30,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_19,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_19,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_20,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_20,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_21,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_21,True,,13,idle,,15,idle,,17,idle,,30,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_22,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_22,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_23,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_23,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,d_nikke_nihilister_05_29,,,,
d_nikke_nihilister_05_24,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_24,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_25,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_25,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_26,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_26,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_27,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_27,False,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,,,,3,idle,,,,,
d_nikke_nihilister_05_28,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_28,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,d_nikke_nihilister_05_29,,,,
d_nikke_nihilister_05_29,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_29,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_30,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_30,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_31,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_31,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_32,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_32,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_33,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_33,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_34,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_34,True,,13,idle,,15,idle,,17,idle,,3,30,2.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_35,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_35,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_36,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_36,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_37,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_37,False,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,3,idle,,,,,
d_nikke_nihilister_05_38,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_38,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_39,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_39,False,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,3,idle,,,,,
d_nikke_nihilister_05_40,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_40,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_41,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_41,False,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,3,idle,,,,,
d_nikke_nihilister_05_42,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_42,False,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,3,idle,,,,,
d_nikke_nihilister_05_43,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_43,True,,13,idle,,15,idle,,17,idle,,30,30,2.0,,,nihilister,nihilister,,3,angry2,,,,,
d_nikke_nihilister_05_44,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_44,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,angry2,,,,,
d_nikke_nihilister_05_45,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_45,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,angry2,,,,,
d_nikke_nihilister_05_46,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_46,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,angry2,,,,,
d_nikke_nihilister_05_47,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_47,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,angry2,,,,,
d_nikke_nihilister_05_48,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_48,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,angry2,,,,,
d_nikke_nihilister_05_49,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_49,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,angry2,,,,,
d_nikke_nihilister_05_50,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_50,False,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,3,angry2,,,,,
d_nikke_nihilister_05_51,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_51,True,,13,idle,,15,idle,,17,idle,,30,3,2.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_52,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_52,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_53,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_53,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_54,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_54,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_55,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_55,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_56,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_56,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_57,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_57,True,,13,idle,,15,idle,,17,idle,,3,30,2.0,,,nihilister,nihilister,,3,smile,,,,,
d_nikke_nihilister_05_58,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_58,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,smile,,,,,
d_nikke_nihilister_05_59,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_59,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,smile,,,,,
d_nikke_nihilister_05_60,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_60,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,shy,,,,,
d_nikke_nihilister_05_61,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_61,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,shy,,,,,
d_nikke_nihilister_05_62,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_62,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,shy,,,,,
d_nikke_nihilister_05_63,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_63,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,shy,,,,,
d_nikke_nihilister_05_64,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_64,True,,13,idle,,15,idle,,17,idle,,30,3,2.0,,,nihilister,nihilister,,3,smile,,,,,
d_nikke_nihilister_05_65,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_65,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,smile,,,,,
d_nikke_nihilister_05_66,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_66,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_67,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_67,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_68,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_68,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_69,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_69,False,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,,,,3,idle,,,,,
d_nikke_nihilister_05_70,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_70,True,,13,idle,,15,idle,,17,idle,,3,3,2.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_71,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_71,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_72,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_72,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_73,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_73,True,,13,idle,,15,idle,,17,idle,,3,3,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_74,d_nikke_nihilister_05,Narration,Locale_NikkeEpisode:d_nikke_nihilister_05_74,False,,13,idle,,15,idle,,17,idle,,black,black,1.0,sfx_scn_regeneration,,,,,3,idle,,,,,
d_nikke_nihilister_05_75,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_75,True,,13,idle,,15,idle,,17,idle,,3,30,1.0,,,nihilister,nihilister,,3,idle,,,,,
d_nikke_nihilister_05_76,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_76,True,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,nihilister,nihilister,,3,idle,,nihilister,,,
d_nikke_nihilister_05_77,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_77,False,,13,idle,,15,idle,,17,idle,,black,black,1.0,,none,,,,,,,,,,
d_nikke_nihilister_05_78,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_78,False,,13,idle,,15,idle,,17,idle,,black,black,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_79,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_79,True,,13,idle,,15,void,,17,idle,,S_170,S_170,2.0,,,neon,neon,,,,,,,,
d_nikke_nihilister_05_80,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_80,True,,13,idle,,15,void,,17,idle,,130,130,1.0,,,rapi,rapi,,,,,,,,
d_nikke_nihilister_05_81,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_81,True,,13,idle,,15,void,,17,idle,,150,150,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_82,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_82,False,,13,idle,,15,void,,17,idle,,150,150,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_83,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_83,True,,13,idle,,15,void,,17,idle,,150,150,1.0,,bgm_story_eden,anis,anis,,,,,,,,
d_nikke_nihilister_05_84,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_84,True,,13,idle,,15,void,,17,idle,,150,150,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_85,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_85,True,,13,idle,,15,idle,,17,idle,,150,14,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_86,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_86,True,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_87,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_87,True,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_88,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_88,True,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_89,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_89,True,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_90,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_90,True,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_91,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_91,True,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_92,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_92,True,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_93,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_93,True,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,anis,anis,,,,,,,,
d_nikke_nihilister_05_94,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_94,True,,13,idle,,15,idle,,17,surprise,,14,16,1.0,,,neon,neon,,,,,,,,
d_nikke_nihilister_05_95,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_95,True,,13,idle,,15,idle,,17,surprise,,16,16,1.0,,,neon,neon,,,,,,,,
d_nikke_nihilister_05_96,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_96,False,,13,idle,,15,idle,,17,surprise,,16,16,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_97,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_97,True,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,rapi,rapi,,,,,,,,
d_nikke_nihilister_05_98,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_98,True,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,rapi,rapi,,,,,,,,
d_nikke_nihilister_05_99,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_99,True,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,rapi,rapi,,,,,,,,
d_nikke_nihilister_05_100,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_100,True,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,rapi,rapi,,,,,,,,
d_nikke_nihilister_05_101,d_nikke_nihilister_05,Speech,Locale_NikkeEpisode:d_nikke_nihilister_05_101,True,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,rapi,rapi,,,,,,,,
d_nikke_nihilister_05_102,d_nikke_nihilister_05,Self,Locale_NikkeEpisode:d_nikke_nihilister_05_102,False,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_103,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_103,False,,13,idle,,15,idle,,17,idle,,130,1,2.0,,,,,,,,,,rapi,anis,neon
d_nikke_nihilister_05_104,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_104,False,,,,,,,,,,,1,6001,2.0,,,,,,,,,,,,
d_nikke_nihilister_05_105,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_105,False,,,,,,,,,,,6001,6001,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_106,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_106,False,,,,,,,,,,,6001,6001,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_107,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_107,False,,,,,,,,,,,6001,6001,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_108,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_108,False,,,,,,,,,,,6001,6001,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_109,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_109,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_110,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_110,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_111,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_111,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
d_nikke_nihilister_05_112,d_nikke_nihilister_05,Monologue,Locale_NikkeEpisode:d_nikke_nihilister_05_112,False,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
