id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce005_01_03_14,d_nikke_ce005_01_03,Self,flora,,Locale_NikkeEpisode:d_nikke_ce005_01_03_14,False,,1,idle,,3,3,1.0,,,,3,idle
d_nikke_ce005_01_03_15,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_15,True,,1,idle,,3,3,1.0,,,,3,idle
d_nikke_ce005_01_03_16,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_16,True,,1,idle,,3,3,1.0,,,,3,idle
d_nikke_ce005_01_03_17,d_nikke_ce005_01_03,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_03_17,True,,1,idle,,3,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_18,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_18,True,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_19,d_nikke_ce005_01_03,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_03_19,True,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_20,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_20,True,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_21,d_nikke_ce005_01_03,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_03_21,True,,1,idle,,1,1,1.0,,,,3,idle
d_nikke_ce005_01_03_22,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_22,True,,1,idle,,1,1,1.0,,,,3,idle
d_nikke_ce005_01_03_23,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_23,True,,1,idle,,1,1,1.0,,,,3,idle
d_nikke_ce005_01_03_24,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_24,True,,1,idle,,1,1,1.0,,,,3,idle
d_nikke_ce005_01_03_25,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_25,True,,1,idle,,1,1,1.0,,,,3,idle
d_nikke_ce005_01_03_26,d_nikke_ce005_01_03,Self,flora,,Locale_NikkeEpisode:d_nikke_ce005_01_03_26,False,,1,idle,,1,1,1.0,,,,3,idle
d_nikke_ce005_01_03_27,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_27,True,,1,idle,,1,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_28,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_28,True,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_29,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_29,True,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_30,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_30,True,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_31,d_nikke_ce005_01_03,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_03_31,True,,1,surprise,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_32,d_nikke_ce005_01_03,Narration,ce005_01_01,,Locale_NikkeEpisode:d_nikke_ce005_01_03_32,False,,1,delight,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_33,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_33,True,,1,delight,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_34,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_34,True,,1,delight,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_35,d_nikke_ce005_01_03,Narration,flora,,Locale_NikkeEpisode:d_nikke_ce005_01_03_35,False,,1,delight,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_36,d_nikke_ce005_01_03,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_03_36,True,,1,surprise,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_37,d_nikke_ce005_01_03,Narration,ce005_01_01,,Locale_NikkeEpisode:d_nikke_ce005_01_03_37,False,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_38,d_nikke_ce005_01_03,Self,ce005_01_01,,Locale_NikkeEpisode:d_nikke_ce005_01_03_38,False,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_39,d_nikke_ce005_01_03,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_03_39,True,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_40,d_nikke_ce005_01_03,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_03_40,True,,1,idle,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,3,idle
d_nikke_ce005_01_03_41,d_nikke_ce005_01_03,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_03_41,True,,1,idle,,event_exnii_talk_06,1,1.0,,,,3,idle
d_nikke_ce005_01_03_42,d_nikke_ce005_01_03,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_03_42,True,,1,idle,,1,1,1.0,,,,3,idle
