id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_c_1_02_11,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_11,True,,13,13,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_12,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_12,True,,13,13,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_13,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_13,False,,13,13,1.0,,admi,,,,,,13,idle,,,,
d_nikke_c_1_02_14,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_14,False,,13,13,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_15,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_15,False,,13,17,2.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_16,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_16,False,,17,17,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_17,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_17,False,,17,17,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_18,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_18,True,,17,13,2.0,,admi,admi,,,,,13,delight,,,,
d_nikke_c_1_02_19,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_19,True,,13,13,1.0,,admi,admi,,,,,13,delight,,,,
d_nikke_c_1_02_20,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_20,False,,13,13,1.0,,,,,,,,13,delight,,,,
d_nikke_c_1_02_21,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_21,True,,13,13,1.0,,admi,admi,,,,,13,delight,,,,
d_nikke_c_1_02_22,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_22,False,,13,XS_130,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_23,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_23,False,,XS_130,XS_130,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_24,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_24,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_25,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_25,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_26,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_26,False,NeonGrave,black,black,1.0,none,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_27,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_27,False,,black,black,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_28,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_28,False,,5,5,1.0,bgm_story_fairytalesend_if,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_29,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_29,False,,5,5,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_30,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_30,False,Laboratory,5,3,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_31,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_31,False,,3,3,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_32,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_32,False,,3,3,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_33,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_33,True,Library,3,13,2.0,none,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_34,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_34,True,,13,13,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_35,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_35,False,,13,13,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_36,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_36,True,,13,XS_130,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_37,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_37,False,,XS_130,XS_130,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_38,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_38,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_39,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_39,False,Laboratory,black,black,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_40,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_40,False,,3,3,1.0,bgm_story_fairytalesend_if,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_41,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_41,False,,3,3,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_42,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_42,False,,3,3,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_43,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_43,False,,3,30,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_44,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_44,False,,30,30,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_45,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_45,False,,30,30,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_46,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_46,False,,30,3,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_47,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_47,False,,3,3,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_48,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_48,False,Library,black,black,1.0,none,,,,,,,13,idle,,,,
d_nikke_c_1_02_49,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_49,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,worry,,,,
d_nikke_c_1_02_50,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_50,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_51,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_51,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_52,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_52,False,,XS_130,XS_130,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_53,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_53,True,,XS_130,XS_130,1.0,bgm_story_backtonormal,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_54,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_54,True,,XS_130,XS_1300,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_55,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_55,False,,XS_1300,XS_1300,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_56,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_56,True,,XS_1300,XS_1300,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_57,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_57,True,,XS_1300,XS_130,1.0,,admi,admi,,,,,13,surprise,,,,
d_nikke_c_1_02_58,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_58,False,,XS_130,XS_130,1.0,,,,,,,,13,surprise,,,,
d_nikke_c_1_02_59,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_59,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,surprise,,,,
d_nikke_c_1_02_60,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_60,False,,XS_130,XS_130,1.0,,,,,,,,13,surprise,,,,
d_nikke_c_1_02_61,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_61,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_62,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_62,False,,black,black,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_63,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_63,False,,black,black,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_64,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_64,False,,XS_130,XS_1300,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_65,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_65,False,,XS_1300,XS_1300,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_66,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_66,True,,XS_1300,XS_1300,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_67,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_67,True,,XS_1300,XS_1300,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_68,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_68,False,,XS_1300,XS_1300,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_69,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_69,False,City_d,black,black,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_70,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_70,False,,5,5,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_71,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_71,False,,5,5,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_72,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_72,False,,5,5,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_73,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_73,False,,5,50,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_74,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_74,False,,50,50,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_75,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_75,False,,50,50,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_76,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_76,False,,50,5,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_77,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_77,False,,5,5,1.0,,,,,Grey,,,13,idle,,,,
d_nikke_c_1_02_78,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_78,False,Library,black,black,1.0,,,,,,,,13,idle,,,,
d_nikke_c_1_02_79,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_79,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_80,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_80,True,,XS_130,XS_130,1.0,,admi,admi,,,,,13,idle,,,,
d_nikke_c_1_02_81,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_81,False,,XS_130,XS_130,1.0,none,,,,,,,13,idle,,,,
d_nikke_c_1_02_82,d_nikke_c_1_02,Monologue,Locale_NikkeEpisode:d_nikke_c_1_02_82,False,LivingRoom,10,10,2.0,bgm_inark,,,,,black,,13,idle,admi,c_1,1,no
d_nikke_c_1_02_83,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_83,False,,10,10,1.0,,,,,,,,,,,,1,no
d_nikke_c_1_02_84,d_nikke_c_1_02,Self,Locale_NikkeEpisode:d_nikke_c_1_02_84,False,,10,10,1.0,,,,,,,,,,,,1,no
d_nikke_c_1_02_85,d_nikke_c_1_02,Narration,Locale_NikkeEpisode:d_nikke_c_1_02_85,False,,10,10,1.0,,,,,,,,,,,,1,no
d_nikke_c_1_02_86,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_86,False,,10,10,1.0,,c_1,c_1,,,,,,,,,1,think
d_nikke_c_1_02_87,d_nikke_c_1_02,Speech,Locale_NikkeEpisode:d_nikke_c_1_02_87,True,,10,100,1.0,,c_1,c_1,,,,,,,,,1,idle
