id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_soline_05_36,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_36,True,,S_10,S_10,1.0,bgm_story_shapeofhope,,,,,,,1,idle,
d_nikke_soline_05_37,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_37,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_38,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_38,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_39,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_39,False,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_40,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_40,True,,S_10,S_10,1.0,,,,,,,,1,shy,
d_nikke_soline_05_41,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_41,True,,S_10,S_10,1.0,,,,,,,,1,shy,
d_nikke_soline_05_42,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_42,True,,S_10,S_10,1.0,,,,,,,,1,shy,
d_nikke_soline_05_43,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_43,True,,S_10,S_100,0.5,,,,,,,,1,shy,
d_nikke_soline_05_44,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_44,True,,S_100,S_100,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_45,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_45,False,,S_100,S_100,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_46,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_46,True,,S_100,S_100,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_47,d_nikke_soline_05,Choice,soline,,Locale_NikkeEpisode:d_nikke_soline_05_47,False,,S_100,S_100,1.0,,d_nikke_soline_05_49,,,,,,1,surprise,
d_nikke_soline_05_48,d_nikke_soline_05,Choice,soline,,Locale_NikkeEpisode:d_nikke_soline_05_48,False,,S_100,S_100,1.0,,d_nikke_soline_05_53,,,,,,1,surprise,
d_nikke_soline_05_49,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_49,True,,S_100,S_10,2.0,,,,,,,,1,shy,
d_nikke_soline_05_50,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_50,False,,S_10,S_10,1.0,,,,,,,,1,shy,
d_nikke_soline_05_51,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_51,True,,S_10,S_10,1.0,,,,,,,,1,shy,
d_nikke_soline_05_52,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_52,True,,S_10,S_10,1.0,,d_nikke_soline_05_57,,,,,,1,shy,
d_nikke_soline_05_53,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_53,True,,S_100,S_10,0.5,,,,,,,,1,angry,
d_nikke_soline_05_54,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_54,False,,S_10,S_10,1.0,,,,,,,,1,shy,
d_nikke_soline_05_55,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_55,True,,S_10,S_10,1.0,,,,,,,,1,shy,
d_nikke_soline_05_56,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_56,True,,S_10,S_10,1.0,,,,,,,,1,shy,
d_nikke_soline_05_57,d_nikke_soline_05,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_05_57,False,,S_10,S_100,0.5,,,,,,,,1,shy,
d_nikke_soline_05_58,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_58,False,,S_100,S_100,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_59,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_59,False,,S_100,S_100,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_60,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_60,False,,S_100,S_10,0.5,,,,,,,,1,surprise,
d_nikke_soline_05_61,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_61,True,,S_10,S_10,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_62,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_62,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_63,d_nikke_soline_05,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_05_63,False,,S_10,S_10,1.0,none,,sfx_scn_phonevibration,,,,,1,angry,
d_nikke_soline_05_64,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_64,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_65,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_65,False,,S_10,S_100,0.5,,,,,,,,1,pain,
d_nikke_soline_05_66,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_66,False,,S_100,S_100,1.0,,,,,,,,1,pain,
d_nikke_soline_05_67,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_67,True,,S_100,S_100,1.0,bgm_story_shapeofhope,,,,,,,1,pain,
d_nikke_soline_05_68,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_68,True,,S_100,S_100,1.0,,,,,,,,1,idle,
d_nikke_soline_05_69,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_69,True,,S_100,S_10,0.5,,,,,,,,1,idle,
d_nikke_soline_05_70,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_70,True,,S_10,S_10,1.0,,,,,,,,1,delight,
d_nikke_soline_05_71,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_71,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_72,d_nikke_soline_05,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_05_72,False,,S_10,S_100,0.5,,,,Low_2,,,,1,idle,soline
d_nikke_soline_05_73,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_73,False,,S_100,6001,0.5,,,,,,,,1,idle,
d_nikke_soline_05_74,d_nikke_soline_05,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_05_74,False,,black,black,1.0,,,sfx_scn_heavytrip,,,,,1,idle,
d_nikke_soline_05_75,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_75,True,,6001,S_10,2.0,,,,,Blur_Low,,soline,1,pain,
d_nikke_soline_05_76,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_76,True,,S_10,S_10,1.0,,,,,Blur_Low,,,1,pain,
d_nikke_soline_05_77,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_77,False,,S_10,S_10,1.0,,,,,Blur_Middle,,,1,pain,
d_nikke_soline_05_78,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_78,True,,S_10,S_10,1.0,,,,,Blur_High,,,1,angry,
d_nikke_soline_05_79,d_nikke_soline_05,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_05_79,False,Station,black,black,1.0,none,,,,,,,1,angry,soline
d_nikke_soline_05_80,d_nikke_soline_05,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_05_80,False,,7,1,2.0,,,,,,black,,1,idle,
d_nikke_soline_05_81,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_81,True,,1,S_10,0.5,bgm_story_languor,,,,,,soline,1,angry,
d_nikke_soline_05_82,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_82,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_83,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_83,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_84,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_84,False,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_85,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_85,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_86,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_86,False,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_87,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_87,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_88,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_88,True,,S_10,S_10,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_89,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_89,True,,S_10,S_10,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_90,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_90,True,,S_10,S_10,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_91,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_91,False,,S_10,S_100,0.5,,,,,,,,1,surprise,
d_nikke_soline_05_92,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_92,True,,S_100,S_100,1.0,,,,,,,,1,shy,
d_nikke_soline_05_93,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_93,False,,S_100,S_100,1.0,,,,,,,,1,shy,
d_nikke_soline_05_94,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_94,True,,S_100,S_10,2.0,,,,,,,,1,idle,
d_nikke_soline_05_95,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_95,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_96,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_96,True,,S_10,S_10,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_97,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_97,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_98,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_98,False,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_99,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_99,True,,S_10,S_100,0.5,,,,,,,,1,delight,
d_nikke_soline_05_100,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_100,True,,S_100,S_100,1.0,,,,,,,,1,delight,
d_nikke_soline_05_101,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_101,True,,S_100,S_100,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_102,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_102,True,,S_100,S_100,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_103,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_103,False,,S_100,S_100,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_104,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_104,True,,S_100,S_10,2.0,,,,,,,,1,angry,
d_nikke_soline_05_105,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_105,False,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_106,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_106,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_107,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_107,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_108,d_nikke_soline_05,Choice,soline,,Locale_NikkeEpisode:d_nikke_soline_05_108,False,,S_10,S_10,1.0,,d_nikke_soline_05_110,,,,,,1,angry,
d_nikke_soline_05_109,d_nikke_soline_05,Choice,soline,,Locale_NikkeEpisode:d_nikke_soline_05_109,False,,S_10,S_10,1.0,,d_nikke_soline_05_114,,,,,,1,angry,
d_nikke_soline_05_110,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_110,True,,S_10,S_100,0.5,,,,,,,,1,shy,
d_nikke_soline_05_111,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_111,True,,S_100,S_100,1.0,,,,,,,,1,angry,
d_nikke_soline_05_112,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_112,True,,S_100,S_100,1.0,,,,,,,,1,angry,
d_nikke_soline_05_113,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_113,False,,S_100,S_100,1.0,,d_nikke_soline_05_119,,,,,,1,angry,
d_nikke_soline_05_114,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_114,True,,S_10,S_100,0.5,,,,Low_2,,,,1,pain,
d_nikke_soline_05_115,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_115,True,,S_100,S_100,1.0,,,,,,,,1,shy,
d_nikke_soline_05_116,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_116,True,,S_100,S_100,1.0,,,,,,,,1,shy,
d_nikke_soline_05_117,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_117,False,,S_100,S_100,1.0,,,,,,,,1,shy,
d_nikke_soline_05_118,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_118,True,,S_100,S_100,1.0,,,,,,,,1,angry,
d_nikke_soline_05_119,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_119,True,,S_100,S_100,1.0,,,,,,,,1,angry,
d_nikke_soline_05_120,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_120,True,,S_100,S_10,2.0,,,,,,,,1,idle,
d_nikke_soline_05_121,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_121,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_122,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_122,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_123,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_123,False,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_124,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_124,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_125,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_125,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_126,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_126,False,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_127,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_127,True,,S_10,S_10,1.0,,,,,,,,1,pain,
d_nikke_soline_05_128,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_128,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_129,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_129,True,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_130,d_nikke_soline_05,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_05_130,False,,S_10,S_10,1.0,,,,,,,,1,idle,
d_nikke_soline_05_131,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_131,False,,S_10,S_100,0.5,,,,,,,,1,pain,
d_nikke_soline_05_132,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_132,True,,S_100,S_10,2.0,,,,,,,,1,angry,
d_nikke_soline_05_133,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_133,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_134,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_134,True,,S_10,S_10,1.0,,,,,,,,1,angry,
d_nikke_soline_05_135,d_nikke_soline_05,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_05_135,False,,S_10,S_100,0.5,,,,,,,,1,angry,
d_nikke_soline_05_136,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_136,True,,black,black,1.0,,,,,,,,1,surprise,
d_nikke_soline_05_137,d_nikke_soline_05,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_05_137,True,,black,black,1.0,,,,,,,,1,delight,soline
