id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_camera_shake,jump_target,fade
d_nikke_diesel_04_19,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_19,True,RoyalRoad,13,1,2.0,bgm_story_leisuretime,,,diesel,diesel,diesel,1,idle,,,,
d_nikke_diesel_04_20,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_20,True,,1,10,2.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_21,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_21,False,,10,10,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_22,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_22,True,,10,10,1.0,,,,diesel,diesel,,1,worry,,,,
d_nikke_diesel_04_23,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_23,True,,10,10,1.0,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_24,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_24,False,,10,10,1.0,,,,diesel,,,1,delight,,,,
d_nikke_diesel_04_25,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_25,True,,10,10,1.0,,,,diesel,diesel,,1,surprise,,,,
d_nikke_diesel_04_26,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_26,False,,10,10,1.0,,,,diesel,,,1,surprise,,,,
d_nikke_diesel_04_27,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_27,True,,10,10,1.0,,,,diesel,diesel,,1,surprise,,,,
d_nikke_diesel_04_28,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_28,False,,10,150,2.0,,,,diesel,employee,,1,idle,,,,
d_nikke_diesel_04_29,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_29,False,,150,150,1.0,,,,diesel,employee,,1,idle,,,,
d_nikke_diesel_04_30,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_30,False,,150,150,1.0,,,,diesel,employee,,1,idle,,,,
d_nikke_diesel_04_31,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_31,False,,150,150,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_32,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_32,False,,150,10,2.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_33,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_33,True,,10,10,1.0,,,,diesel,diesel,,1,surprise,,,,
d_nikke_diesel_04_34,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_34,False,,10,10,1.0,,,,diesel,,,1,surprise,,,,
d_nikke_diesel_04_35,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_35,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_36,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_36,False,,10,10,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_37,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_37,False,,10,100,0.5,,Blur_Middle,,diesel,,,1,idle,,Low_2,,
d_nikke_diesel_04_38,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_38,False,none,black,black,1.0,,,,diesel,,,1,idle,diesel,,,
d_nikke_diesel_04_39,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_39,False,,black,black,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_40,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_40,False,RoyalRoad,100,10,0.5,,,,diesel,,diesel,1,idle,,,,
d_nikke_diesel_04_41,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_41,True,,10,10,1.0,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_42,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_42,True,,10,10,1.0,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_43,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_43,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_44,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_44,False,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_45,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_45,False,,10,10,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_46,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_46,True,,10,10,1.0,,,,diesel,diesel,,1,surprise,,,,
d_nikke_diesel_04_47,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_47,False,,10,10,1.0,,,,diesel,,,1,surprise,,,,
d_nikke_diesel_04_48,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_48,True,,10,100,2.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_49,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_49,False,,100,100,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_50,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_50,True,,100,10,0.5,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_51,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_51,False,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_52,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_52,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_53,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_53,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_54,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_54,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_55,d_nikke_diesel_04,Choice,Locale_NikkeEpisode:d_nikke_diesel_04_55,False,,10,10,1.0,,,,diesel,,,1,idle,,,d_nikke_diesel_04_57,
d_nikke_diesel_04_56,d_nikke_diesel_04,Choice,Locale_NikkeEpisode:d_nikke_diesel_04_56,False,,10,10,1.0,,,,diesel,,,1,idle,,,d_nikke_diesel_04_57,
d_nikke_diesel_04_57,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_57,True,,10,10,1.0,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_58,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_58,False,none,black,black,1.0,,,,diesel,,,1,idle,diesel,,,
d_nikke_diesel_04_59,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_59,False,ShoppingMall,3,1,2.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_60,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_60,True,,1,10,2.0,,,,diesel,diesel,diesel,1,idle,,,,
d_nikke_diesel_04_61,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_61,True,,10,10,1.0,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_62,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_62,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_63,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_63,False,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_64,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_64,True,,10,100,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_65,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_65,False,,100,100,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_66,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_66,True,,100,100,1.0,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_67,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_67,False,,100,100,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_68,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_68,True,,100,100,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_69,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_69,False,none,black,black,1.0,,,,diesel,,,1,idle,diesel,,,
d_nikke_diesel_04_70,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_70,True,ShoppingMall,10,10,1.0,,,,diesel,diesel,diesel,1,delight,,,,
d_nikke_diesel_04_71,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_71,False,,10,10,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_72,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_72,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_73,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_73,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_74,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_74,True,,10,100,0.5,,,,diesel,diesel,,1,worry,,,,
d_nikke_diesel_04_75,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_75,True,,100,100,1.0,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_76,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_76,False,,100,10,2.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_77,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_77,False,,10,1,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_78,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_78,False,,1,1,1.0,,,,diesel,marketsong01,,1,idle,,,,
d_nikke_diesel_04_79,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_79,False,,1,1,1.0,,,,diesel,marketsong01,,1,idle,,,,
d_nikke_diesel_04_80,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_80,False,,1,10,0.5,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_81,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_81,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_82,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_82,True,,10,100,0.5,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_83,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_83,True,,100,100,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_84,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_84,False,,100,100,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_85,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_85,False,,100,100,1.0,,,,diesel,marketsong01,,1,delight,,,,
d_nikke_diesel_04_86,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_86,False,,100,100,1.0,,,,diesel,marketsong01,,1,delight,,,,
d_nikke_diesel_04_87,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_87,True,,100,10,2.0,,,,diesel,diesel,,1,delight,,,,
d_nikke_diesel_04_88,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_88,False,,10,10,1.0,,,,diesel,,,1,delight,,,,
d_nikke_diesel_04_89,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_89,False,none,black,black,1.0,none,,,diesel,,,1,delight,diesel,,,black_without_dialogue
d_nikke_diesel_04_90,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_90,True,City,1,10,2.0,,,,diesel,diesel,diesel,1,idle,,,,
d_nikke_diesel_04_91,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_91,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_92,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_92,False,,10,10,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_93,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_93,False,,10,100,2.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_94,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_94,True,,100,100,1.0,bgm_story_weare,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_95,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_95,True,,100,100,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_96,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_96,False,,100,100,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_97,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_97,False,none,black,black,1.0,,,,diesel,,,1,idle,diesel,,,
d_nikke_diesel_04_98,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_98,True,NikkeRoom,L_10,L_10,1.0,,Grey,,brid,brid,brid,1,idle,,,,
d_nikke_diesel_04_99,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_99,False,,L_10,L_10,1.0,,Grey,,brid,,,1,idle,,,,
d_nikke_diesel_04_100,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_100,True,,L_10,L_10,1.0,,Grey,,brid,brid,,1,idle,,,,
d_nikke_diesel_04_101,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_101,False,,L_10,L_10,1.0,,Grey,,brid,,,1,idle,,,,
d_nikke_diesel_04_102,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_102,True,,L_10,L_10,1.0,,Grey,,brid,brid,,1,idle,,,,
d_nikke_diesel_04_103,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_103,False,none,black,black,1.0,,,,diesel,,,1,idle,brid,,,
d_nikke_diesel_04_104,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_104,True,City,10,10,1.0,,,,diesel,diesel,diesel,1,surprise,,,,
d_nikke_diesel_04_105,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_105,False,,10,10,1.0,,,,diesel,,,1,surprise,,,,
d_nikke_diesel_04_106,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_106,False,,10,10,1.0,,,,diesel,diesel,,1,worry,,,,
d_nikke_diesel_04_107,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_107,False,,10,10,1.0,,,,diesel,,,1,worry,,,,
d_nikke_diesel_04_108,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_108,False,,10,100,2.0,,,,diesel,,,1,worry,,,,
d_nikke_diesel_04_109,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_109,True,,100,10,0.5,,,,diesel,diesel,,1,surprise,,,,
d_nikke_diesel_04_110,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_110,False,,10,10,1.0,,,,diesel,,,1,surprise,,,,
d_nikke_diesel_04_111,d_nikke_diesel_04,Narration,Locale_NikkeEpisode:d_nikke_diesel_04_111,False,none,black,black,1.0,,Grey,,diesel,,,1,surprise,diesel,,,
d_nikke_diesel_04_112,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_112,True,Office,L_10,L_10,1.0,,Grey,,andersen,andersen,andersen,1,idle,,,,
d_nikke_diesel_04_113,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_113,True,,L_10,L_10,1.0,,Grey,,andersen,andersen,,1,idle,,,,
d_nikke_diesel_04_114,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_114,False,,L_10,L_10,1.0,,Grey,,andersen,,,1,idle,,,,
d_nikke_diesel_04_115,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_115,True,,L_10,L_100,1.0,,Grey,,andersen,andersen,,1,idle,,,,
d_nikke_diesel_04_116,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_116,True,,L_100,L_100,1.0,,Grey,,andersen,andersen,,1,idle,,,,
d_nikke_diesel_04_117,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_117,False,,L_100,L_10,0.5,,Grey,,andersen,,,1,idle,,,,
d_nikke_diesel_04_118,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_118,True,none,black,black,1.0,,Grey,,andersen,andersen,,1,idle,andersen,,,
d_nikke_diesel_04_119,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_119,False,City,10,10,1.0,,,,diesel,,,,,,,,
d_nikke_diesel_04_120,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_120,True,,10,10,1.0,,,,diesel,diesel,diesel,1,cry,,,,
d_nikke_diesel_04_121,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_121,False,,10,100,0.5,,,,diesel,,,1,cry,,,,
d_nikke_diesel_04_122,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_122,True,,100,10,2.0,,,,diesel,diesel,,1,cry,,,,
d_nikke_diesel_04_123,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_123,True,,10,10,1.0,,,,diesel,diesel,,1,cry,,,,
d_nikke_diesel_04_124,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_124,True,,10,10,1.0,,,,diesel,diesel,,1,shy,,,,
d_nikke_diesel_04_125,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_125,False,,10,10,1.0,,,,diesel,,,1,shy,,,,
d_nikke_diesel_04_126,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_126,True,,10,10,1.0,,,,diesel,diesel,,1,shy,,,,
d_nikke_diesel_04_127,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_127,True,,10,10,1.0,,,,diesel,diesel,,1,cry,,,,
d_nikke_diesel_04_128,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_128,True,,10,10,1.0,,,,diesel,diesel,,1,cry,,,,
d_nikke_diesel_04_129,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_129,False,,10,10,1.0,,,,diesel,,,1,cry,,,,
d_nikke_diesel_04_130,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_130,False,,10,10,1.0,,,,diesel,,,1,cry,,,,
d_nikke_diesel_04_131,d_nikke_diesel_04,Monologue,Locale_NikkeEpisode:d_nikke_diesel_04_131,False,none,10,100,1.0,,,,diesel,,,1,cry,diesel,,,
d_nikke_diesel_04_132,d_nikke_diesel_04,Narration,Locale_NikkeEpisode:d_nikke_diesel_04_132,False,City,30,10,2.0,,,,diesel,,,,,,,,black_without_dialogue
d_nikke_diesel_04_133,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_133,True,,10,10,1.0,,,,diesel,diesel,diesel,1,idle,,,,
d_nikke_diesel_04_134,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_134,True,,10,10,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_135,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_135,False,,10,10,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_136,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_136,True,,10,100,2.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_137,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_137,True,,100,100,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_138,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_138,True,,100,100,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_139,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_139,True,,100,100,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_140,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_140,True,,100,100,1.0,,,,diesel,diesel,,1,idle,,,,
d_nikke_diesel_04_141,d_nikke_diesel_04,Self,Locale_NikkeEpisode:d_nikke_diesel_04_141,False,,100,100,1.0,,,,diesel,,,1,idle,,,,
d_nikke_diesel_04_142,d_nikke_diesel_04,Speech,Locale_NikkeEpisode:d_nikke_diesel_04_142,True,,100,10,0.5,,,,diesel,diesel,,1,delight,,,,
