id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade
d_nikke_rei_03_11,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_11,True,,1,cry,,XS_10,1,1.0,,,,,,,,,,
d_nikke_rei_03_12,d_nikke_rei_03,Monologue,rei,,Locale_NikkeEpisode:d_nikke_rei_03_12,False,,1,cry,,1,1,1.0,,,,,,,,,,
d_nikke_rei_03_13,d_nikke_rei_03,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_03_13,False,,1,cry,,1,1,1.0,,,,,,,,,,
d_nikke_rei_03_14,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_14,True,,1,cry,,1,1,1.0,,,,,,,,,,
d_nikke_rei_03_15,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_15,True,,1,cry,,1,1,1.0,,,,,,,,,,
d_nikke_rei_03_16,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_16,True,,1,cry,,1,1,1.0,,,,,,,,,,
d_nikke_rei_03_17,d_nikke_rei_03,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_03_17,False,,1,cry,,1,1,1.0,,,,,,,,,,
d_nikke_rei_03_18,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_18,True,,1,surprise,,1,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_19,d_nikke_rei_03,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_03_19,False,,1,surprise,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_20,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_20,True,,1,surprise,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_21,d_nikke_rei_03,Choice,rei,,Locale_NikkeEpisode:d_nikke_rei_03_21,False,,1,surprise,,XS_10,XS_10,1.0,,d_nikke_rei_03_23,,,,,,,,
d_nikke_rei_03_22,d_nikke_rei_03,Choice,rei,,Locale_NikkeEpisode:d_nikke_rei_03_22,False,,1,surprise,,XS_10,XS_10,1.0,,d_nikke_rei_03_27,,,,,,,,
d_nikke_rei_03_23,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_23,True,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_24,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_24,True,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_25,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_25,True,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_26,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_26,True,,1,angry,,XS_10,XS_10,1.0,,d_nikke_rei_03_30,,,,,,,,
d_nikke_rei_03_27,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_27,True,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_28,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_28,True,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_29,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_29,True,,1,angry,,XS_10,XS_10,1.0,,d_nikke_rei_03_30,,,,,,,,
d_nikke_rei_03_30,d_nikke_rei_03,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_03_30,False,,1,angry,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_31,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_31,True,,1,surprise,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_32,d_nikke_rei_03,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_03_32,False,,1,surprise,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_33,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_33,False,,1,no,,XS_10,XS_100,0.6,,,Low_2,,,,,,,
d_nikke_rei_03_34,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_34,True,,1,no,,XS_100,XS_100,1.0,,,,,,,,,,
d_nikke_rei_03_35,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_35,True,,1,no,,XS_100,XS_100,1.0,,,,,,,,,,
d_nikke_rei_03_36,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_36,False,,1,no,,XS_100,XS_100,1.0,,,,,,,,,,
d_nikke_rei_03_37,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_37,True,,1,idle,,XS_100,XS_100,1.0,,,,,,,,,,
d_nikke_rei_03_38,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_38,True,,1,delight,,XS_100,XS_100,1.0,,,,,,,,,,
d_nikke_rei_03_39,d_nikke_rei_03,Self,rei,,Locale_NikkeEpisode:d_nikke_rei_03_39,False,,1,delight,,XS_100,XS_100,1.0,,,,,,,,,,
d_nikke_rei_03_40,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_40,True,,1,delight,,XS_100,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_41,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_41,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_42,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_42,True,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_43,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_43,True,,1,idle,,XS_10,XS_10,1.0,,,,,,,,,,
d_nikke_rei_03_44,d_nikke_rei_03,Monologue,,,Locale_NikkeEpisode:d_nikke_rei_03_44,False,,1,idle,Classroom,black,black,1.0,none,,,ein,3,delight,zwei,13,idle,black
d_nikke_rei_03_45,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_45,True,,1,delight,,2,2,1.0,bgm_story_herecomestrouble,,,,3,delight,,13,idle,
d_nikke_rei_03_46,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_46,True,,1,delight,,2,2,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_47,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_47,True,,1,delight,,2,2,1.0,,,,,3,surprise,,13,idle,
d_nikke_rei_03_48,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_48,True,,1,delight,,2,12,1.0,,,,,3,surprise,,13,pain,
d_nikke_rei_03_49,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_49,True,,1,delight,,12,12,1.0,,,,,3,surprise,,13,pain,
d_nikke_rei_03_50,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_50,True,,1,idle,,12,12,1.0,,,,,3,surprise,,13,pain,
d_nikke_rei_03_51,d_nikke_rei_03,Choice,,,Locale_NikkeEpisode:d_nikke_rei_03_51,False,,1,idle,,1,1,1.0,,d_nikke_rei_03_55,,,3,surprise,,13,pain,
d_nikke_rei_03_52,d_nikke_rei_03,Choice,,,Locale_NikkeEpisode:d_nikke_rei_03_52,False,,1,idle,,1,1,1.0,,d_nikke_rei_03_53,,,3,surprise,,13,pain,
d_nikke_rei_03_53,d_nikke_rei_03,Monologue,,,Locale_NikkeEpisode:d_nikke_rei_03_53,False,,1,idle,,1,1,1.0,,,,,3,surprise,,13,pain,
d_nikke_rei_03_54,d_nikke_rei_03,Monologue,,,Locale_NikkeEpisode:d_nikke_rei_03_54,False,,1,idle,,1,1,1.0,,d_nikke_rei_03_55,,,3,surprise,,13,pain,
d_nikke_rei_03_55,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_55,True,,1,idle,,1,2,1.0,,,,,3,surprise,,13,idle,
d_nikke_rei_03_56,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_56,True,,1,delight,,2,2,1.0,,,,,3,surprise,,13,idle,
d_nikke_rei_03_57,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_57,True,,1,delight,,2,2,1.0,,,,,3,surprise,,13,idle,
d_nikke_rei_03_58,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_58,True,,1,delight,,13,130,0.7,,,,,3,surprise,,13,special,
d_nikke_rei_03_59,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_59,True,,1,idle,,XS_10,XS_10,1.0,,,,,3,idle,,13,special,black
d_nikke_rei_03_60,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_60,True,,1,idle,,XS_10,XS_10,1.0,,,,,3,idle,,13,idle,
d_nikke_rei_03_61,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_61,True,,1,surprise,,XS_10,XS_10,1.0,,,,,3,idle,,13,idle,
d_nikke_rei_03_62,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_62,True,,1,delight,,XS_10,XS_10,1.0,,,,,3,idle,,13,idle,
d_nikke_rei_03_63,d_nikke_rei_03,Speech,rei,naru1,Locale_NikkeEpisode:d_nikke_rei_03_63,False,,1,delight,,XS_10,XS_10,1.0,,,,,3,idle,,13,idle,
d_nikke_rei_03_64,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_64,True,,1,delight,,30,30,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_65,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_65,True,,1,delight,,130,130,1.0,,,,,3,delight,,13,good,
d_nikke_rei_03_66,d_nikke_rei_03,Self,,,Locale_NikkeEpisode:d_nikke_rei_03_66,False,,1,delight,,1,1,1.0,,,,,3,delight,,13,good,
d_nikke_rei_03_67,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_67,True,,1,idle,,1,XS_10,1.0,,,,,3,delight,,13,good,
d_nikke_rei_03_68,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_68,True,,1,idle,,XS_10,XS_10,1.0,,,,,3,delight,,13,good,
d_nikke_rei_03_69,d_nikke_rei_03,Self,,,Locale_NikkeEpisode:d_nikke_rei_03_69,False,,1,idle,,XS_10,XS_10,1.0,,,,,3,delight,,13,good,
d_nikke_rei_03_70,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_70,True,,1,idle,,XS_10,XS_10,1.0,,,,,3,delight,,13,good,
d_nikke_rei_03_71,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_71,True,,1,"expression_0,delight",,XS_10,XS_10,1.0,,,,,3,delight,,13,good,
d_nikke_rei_03_72,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_72,True,,1,delight,,XS_10,XS_10,1.0,,,,,3,delight,,13,good,
d_nikke_rei_03_73,d_nikke_rei_03,Speech,rei,naru3,Locale_NikkeEpisode:d_nikke_rei_03_73,False,,1,delight,Classroom_e,XS_10,XS_10,1.0,,,,,3,delight,,13,idle,black
d_nikke_rei_03_74,d_nikke_rei_03,Speech,rei,naru3,Locale_NikkeEpisode:d_nikke_rei_03_74,False,,1,delight,,XS_10,XS_10,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_75,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_75,True,,1,idle,,XS_10,2,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_76,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_76,True,,1,idle,,2,2,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_77,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_77,True,,1,surprise,,2,2,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_78,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_78,True,,1,idle,,2,2,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_79,d_nikke_rei_03,Speech,rei,naru3,Locale_NikkeEpisode:d_nikke_rei_03_79,False,,1,idle,,2,2,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_80,d_nikke_rei_03,Self,,,Locale_NikkeEpisode:d_nikke_rei_03_80,False,,1,idle,,2,2,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_81,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_81,True,,1,idle,,130,130,1.0,,,,,3,delight,,13,idle,
d_nikke_rei_03_82,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_82,True,,1,idle,,30,30,1.0,,,,,3,idle,,13,idle,
d_nikke_rei_03_83,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_83,True,,1,idle,,30,30,1.0,,,,,3,idle,,13,idle,
d_nikke_rei_03_84,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_84,False,,1,idle,,130,13,1.0,,,,,3,idle,,13,idle,
d_nikke_rei_03_85,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_85,True,,1,idle,,13,13,1.0,,,,,3,idle,,13,shy,
d_nikke_rei_03_86,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_86,True,,1,idle,,13,13,1.0,,,,,3,idle,,13,shy,
d_nikke_rei_03_87,d_nikke_rei_03,Narration,,,Locale_NikkeEpisode:d_nikke_rei_03_87,False,,1,idle,Classroom,black,black,1.0,none,,,,4,idle,,6,idle,black
d_nikke_rei_03_88,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_88,False,,1,idle,,1,1,1.0,bgm_story_orangepop,,,,4,idle,,6,idle,
d_nikke_rei_03_89,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_89,True,,1,idle,,1,1,1.0,,,,,4,idle,,6,idle,
d_nikke_rei_03_90,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_90,True,,1,idle,,1,1,1.0,,,,,4,idle,,6,idle,
d_nikke_rei_03_91,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_91,True,,1,delight,,1,XS_10,1.0,,,,,4,idle,,6,idle,
d_nikke_rei_03_92,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_92,True,,1,delight,,5,5,1.0,,,,,4,surprise,,6,good,
d_nikke_rei_03_93,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_93,True,,1,delight,,5,5,1.0,,,,,4,surprise,,6,good,
d_nikke_rei_03_94,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_94,True,,1,idle,,5,5,1.0,,,,,4,surprise,,6,good,
d_nikke_rei_03_95,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_95,True,,1,idle,,5,5,1.0,,,,,4,surprise,,6,special,
d_nikke_rei_03_96,d_nikke_rei_03,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_03_96,True,,1,idle,,5,5,1.0,,,,,4,surprise,,6,special,
d_nikke_rei_03_97,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_97,True,,2,angry,,5,3,1.0,,,,,4,surprise,,6,special,
d_nikke_rei_03_98,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_98,True,,2,angry,,3,3,1.0,,,,,4,delight,,6,idle,
d_nikke_rei_03_99,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_99,True,,2,angry,,3,3,1.0,,,,,4,delight,,6,idle,
d_nikke_rei_03_100,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_100,True,,2,surprise,,3,3,1.0,,,,,4,delight,,6,idle,
d_nikke_rei_03_101,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_101,True,,2,surprise,,3,40,1.0,,,,,4,surprise,,6,idle,
d_nikke_rei_03_102,d_nikke_rei_03,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_03_102,True,,2,surprise,,40,40,1.0,,,,,4,surprise,,6,idle,
d_nikke_rei_03_103,d_nikke_rei_03,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_03_103,True,,2,no,,XS_20,XS_20,1.0,,,,,4,surprise,,6,idle,
