id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,effects/0/stop_effect_id
d_nikke_tove_05_20,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_20,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_21,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_21,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_22,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_22,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_23,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_23,True,,S_30,2,1.0,,ludmilla,ludmilla,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_24,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_24,True,,2,2,1.0,,tove,tove,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_25,d_nikke_tove_05,Monologue,Locale_NikkeEpisode:d_nikke_tove_05_25,True,,2,2,1.0,,tove,,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_26,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_26,True,,2,2,1.0,,tove,tove,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_27,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_27,True,,2,2,1.0,,tove,tove,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_28,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_28,True,,2,2,1.0,,tove,tove,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_29,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_29,True,,2,2,1.0,,tove,tove,,,,3,idle,,,1,think,,,13,idle,,,15,idle,,
d_nikke_tove_05_30,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_30,True,,2,14,2.0,,alice,alice,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_31,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_31,True,,14,14,1.0,,neve,neve,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_32,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_32,True,,S_30,S_30,1.0,,tove,tove,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_33,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_33,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_34,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_34,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_35,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_35,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_36,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_36,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_37,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_37,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_38,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_38,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_39,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_39,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_40,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_40,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_41,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_41,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_42,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_42,True,,S_30,S_300,1.0,,tove,tove,,,,3,special,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_43,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_43,True,,S_300,S_300,1.0,,tove,tove,,,,3,special,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_44,d_nikke_tove_05,Self,Locale_NikkeEpisode:d_nikke_tove_05_44,True,,S_300,S_300,1.0,none,tove,,,,,3,special,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_45,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_45,True,,S_300,S_300,1.0,,tove,tove,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_46,d_nikke_tove_05,Self,Locale_NikkeEpisode:d_nikke_tove_05_46,True,,S_300,S_300,1.0,,tove,,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_47,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_47,True,,S_300,S_30,1.0,,tove,tove,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_48,d_nikke_tove_05,Self,Locale_NikkeEpisode:d_nikke_tove_05_48,True,,S_30,S_30,1.0,,tove,,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_49,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_49,True,,S_130,12,1.0,bgm_story_impression,alice,alice,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_50,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_50,True,,12,12,1.0,,alice,alice,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_51,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_51,True,,12,12,1.0,,alice,alice,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_52,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_52,True,,12,12,1.0,,ludmilla,ludmilla,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_53,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_53,True,,12,12,1.0,,ludmilla,ludmilla,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_54,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_54,True,,12,14,1.0,,neve,neve,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_55,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_55,True,,14,14,1.0,,neve,neve,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_56,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_56,True,,S_30,S_30,1.0,,tove,tove,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_57,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_57,True,,S_30,S_30,1.0,,tove,tove,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_58,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_58,True,,S_30,S_30,1.0,,tove,tove,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_59,d_nikke_tove_05,Self,Locale_NikkeEpisode:d_nikke_tove_05_59,True,,S_30,S_30,1.0,,tove,,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_60,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_60,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_61,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_61,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_62,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_62,True,,S_30,10,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_63,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_63,True,,10,10,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_64,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_64,True,,10,10,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_65,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_65,True,,10,10,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_66,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_66,True,,10,10,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_67,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_67,True,,10,10,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_68,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_68,True,,10,10,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_69,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_69,True,,10,2,1.0,,tove,tove,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_70,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_70,True,,2,2,1.0,,ludmilla,ludmilla,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_71,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_71,True,,2,2,1.0,,ludmilla,ludmilla,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_72,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_72,True,,2,2,1.0,,ludmilla,ludmilla,,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_73,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_73,True,,2,2,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_74,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_74,True,,2,2,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_75,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_75,True,,2,2,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_76,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_76,True,,2,2,1.0,,ludmilla,ludmilla,,,,3,think,,,1,idle,,,13,idle,,,15,idle,,
d_nikke_tove_05_77,d_nikke_tove_05,Monologue,Locale_NikkeEpisode:d_nikke_tove_05_77,True,,2,S_30,1.0,,ludmilla,,,,,3,think,,,1,idle,ludmilla,,13,idle,alice,,15,idle,neve,
d_nikke_tove_05_78,d_nikke_tove_05,Self,Locale_NikkeEpisode:d_nikke_tove_05_78,True,,S_30,S_30,1.0,,,,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_79,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_79,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_80,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_80,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_81,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_81,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_82,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_82,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_83,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_83,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_84,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_84,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_85,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_85,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_86,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_86,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_87,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_87,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_88,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_88,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_89,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_89,True,,S_30,S_30,1.0,,tove,tove,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_90,d_nikke_tove_05,Self,Locale_NikkeEpisode:d_nikke_tove_05_90,True,,S_30,S_30,1.0,,tove,,,,,3,think,,,,,,,,,,,,,,
d_nikke_tove_05_91,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_91,True,,S_30,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_92,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_92,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_93,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_93,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_94,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_94,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_95,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_95,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_96,d_nikke_tove_05,Self,Locale_NikkeEpisode:d_nikke_tove_05_96,True,,S_300,S_300,1.0,,tove,,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_97,d_nikke_tove_05,Monologue,Locale_NikkeEpisode:d_nikke_tove_05_97,True,CommanderRoom,1,10,1.0,none,tove,,,black,,3,idle,tove,,,,,,,,,,,,,
d_nikke_tove_05_98,d_nikke_tove_05,Monologue,Locale_NikkeEpisode:d_nikke_tove_05_98,True,,10,10,1.0,,tove,,,,,,,,,,,,,,,,,,,,
d_nikke_tove_05_99,d_nikke_tove_05,Monologue,Locale_NikkeEpisode:d_nikke_tove_05_99,True,Office,black,black,1.0,bgm_story_leisuretime,tove,,,,tove,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_100,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_100,True,,3,S_30,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_101,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_101,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_102,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_102,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_103,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_103,True,,S_30,S_30,1.0,,tove,tove,,,,3,sad,,,,,,,,,,,,,,
d_nikke_tove_05_104,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_104,True,,S_30,S_30,1.0,,tove,tove,,,,3,sad,,,,,,,,,,,,,,
d_nikke_tove_05_105,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_105,True,,S_30,S_300,2.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_106,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_106,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_107,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_107,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_108,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_108,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_109,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_109,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_110,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_110,True,,S_300,S_30,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_111,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_111,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_112,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_112,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_113,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_113,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_114,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_114,True,,S_30,S_30,1.0,,tove,tove,,,,3,sad,,,,,,,,,,,,,,
d_nikke_tove_05_115,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_115,True,,S_30,S_30,1.0,,tove,tove,,,,3,sad,,,,,,,,,,,,,,
d_nikke_tove_05_116,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_116,True,,S_30,S_30,1.0,,tove,tove,,,,3,sad,,,,,,,,,,,,,,
d_nikke_tove_05_117,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_117,True,,S_30,S_30,1.0,,tove,tove,,,,3,sad,,,,,,,,,,,,,,
d_nikke_tove_05_118,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_118,True,,S_30,S_30,1.0,,tove,tove,,,,3,special,,,,,,,,,,,,,,
d_nikke_tove_05_119,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_119,True,,S_30,S_30,1.0,,tove,tove,,,,3,special,,,,,,,,,,,,,,
d_nikke_tove_05_120,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_120,True,,S_30,S_30,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_121,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_121,True,,S_30,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_122,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_122,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_123,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_123,True,,S_300,S_300,1.0,,tove,tove,,,,3,surprise,,,,,,,,,,,,,,
d_nikke_tove_05_124,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_124,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_125,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_125,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_126,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_126,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_127,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_127,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_128,d_nikke_tove_05,Speech,Locale_NikkeEpisode:d_nikke_tove_05_128,True,,S_300,S_300,1.0,,tove,tove,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_129,d_nikke_tove_05,Monologue,Locale_NikkeEpisode:d_nikke_tove_05_129,True,,S_300,3,2.0,,tove,,,,,3,idle,,,,,,,,,,,,,,
d_nikke_tove_05_130,d_nikke_tove_05,Monologue,Locale_NikkeEpisode:d_nikke_tove_05_130,True,,black,black,1.0,,tove,,,,,3,idle,,,,,,,,,,,,,,fx_Eventscene_camera_recording
