id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_camera_shake,play_sound,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_pepper_01_22,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_22,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_pepper_01_23,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_23,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_pepper_01_24,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_24,False,,1,1,1.0,,Vignetting,,,,,,,,,,,,,,,
d_nikke_pepper_01_25,d_nikke_pepper_01,Speech,,unknown,Locale_NikkeEpisode:d_nikke_pepper_01_25,False,,1,1,1.0,none,,Low_2,,,,,,,,,,,,,,
d_nikke_pepper_01_26,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_26,False,,1,10,1.0,,,,,,,,,,,,,,,,,
d_nikke_pepper_01_27,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_27,False,,10,10,1.0,,,,,,,,,,,,,,,,,
d_nikke_pepper_01_28,d_nikke_pepper_01,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_pepper_01_28,False,,10,10,1.0,,,,,,,,,,,,,,,,,
d_nikke_pepper_01_29,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_29,False,,10,10,1.0,,,,,,,,,,,,,,,,,
d_nikke_pepper_01_30,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_30,False,,10,10,1.0,,,,,,,,,,,,,,,,,
d_nikke_pepper_01_31,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_31,False,,10,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_pepper_01_32,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_32,False,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_pepper_01_33,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_33,False,Corridor,1,5,1.0,,,,,,pepper,5,angry,,,,,,,,,
d_nikke_pepper_01_34,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_34,False,,5,5,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_35,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_35,True,,5,5,1.0,bgm_story_languor,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_36,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_36,True,,5,5,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_37,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_37,False,,5,5,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_38,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_38,True,,5,5,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_39,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_39,False,,5,5,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_40,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_40,True,,5,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_41,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_41,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_42,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_42,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_43,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_43,True,,XS_50,XS_50,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_44,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_44,False,,XS_50,XS_50,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_45,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_45,False,,XS_50,XS_50,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_46,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_46,True,,XS_50,5,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_47,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_47,False,,5,5,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_48,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_48,True,,5,5,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_49,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_49,False,,5,5,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_50,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_50,True,,5,5,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_51,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_51,True,,5,5,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_52,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_52,False,,5,5,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_53,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_53,False,,5,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_54,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_54,True,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_55,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_55,True,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_56,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_56,False,Hospital,XS_50,XS_70,1.0,none,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_57,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_57,True,,XS_70,XS_70,1.0,,,,,,,7,angry,,,,,,,,,
d_nikke_pepper_01_58,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_58,True,,XS_70,XS_70,1.0,,,,,,,7,angry,,,,,,,,,
d_nikke_pepper_01_59,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_59,True,,XS_70,XS_70,1.0,,,,,,,7,angry,,,,,,,,,
d_nikke_pepper_01_60,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_60,False,,XS_70,XS_70,1.0,,,,,,,7,angry,,,,,,,,,
d_nikke_pepper_01_61,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_61,True,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_62,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_62,True,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_63,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_63,False,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_64,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_64,True,,XS_70,XS_700,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_65,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_65,True,,XS_700,XS_700,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_66,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_66,False,,XS_700,XS_700,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_67,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_67,True,,XS_700,XS_700,1.0,bgm_story_weare,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_68,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_68,True,,XS_700,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_69,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_69,True,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_70,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_70,False,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_71,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_71,True,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_72,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_72,True,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_73,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_73,True,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_74,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_74,True,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_75,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_75,True,,XS_70,XS_70,1.0,none,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_76,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_76,False,,XS_70,XS_70,1.0,,,,,,,7,shy,,,,,,,,,
d_nikke_pepper_01_77,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_77,True,,XS_70,XS_70,1.0,bgm_story_leisuretime,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_78,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_78,True,,XS_70,XS_700,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_79,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_79,True,,XS_700,XS_700,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_80,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_80,True,,XS_700,XS_700,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_81,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_81,False,,XS_700,XS_70,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_82,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_82,True,Corridor,XS_70,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_83,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_83,False,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_84,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_84,False,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_85,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_85,False,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_86,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_86,True,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_87,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_87,False,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_88,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_88,True,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_89,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_89,True,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_90,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_90,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_91,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_91,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_92,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_92,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_93,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_93,True,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_94,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_94,True,,XS_50,XS_50,1.0,,,,,,,5,good,,,,,,,,,
d_nikke_pepper_01_95,d_nikke_pepper_01,Narration,,Narration,Locale_NikkeEpisode:d_nikke_pepper_01_95,False,,XS_50,XS_500,1.0,,,,sfx_scn_poke,,,5,good,,,,,,,,,
d_nikke_pepper_01_96,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_96,False,,XS_500,XS_500,1.0,,,,,,,5,good,,,,,,,,,
d_nikke_pepper_01_97,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_97,False,,XS_500,XS_500,1.0,,,,,,,5,good,,,,,,,,,
d_nikke_pepper_01_98,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_98,True,,XS_500,XS_500,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_99,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_99,True,,XS_500,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_100,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_100,False,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_101,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_101,False,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_102,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_102,False,,XS_50,XS_50,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_103,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_103,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_104,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_104,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_105,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_105,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_106,d_nikke_pepper_01,Choice,,,Locale_NikkeEpisode:d_nikke_pepper_01_106,False,,XS_50,XS_50,1.0,,,,,d_nikke_pepper_01_108,,5,surprise,,,,,,,,,
d_nikke_pepper_01_107,d_nikke_pepper_01,Choice,,,Locale_NikkeEpisode:d_nikke_pepper_01_107,False,,XS_50,XS_50,1.0,,,,,d_nikke_pepper_01_110,,5,surprise,,,,,,,,,
d_nikke_pepper_01_108,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_108,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_109,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_109,False,,XS_50,XS_50,1.0,,,,,d_nikke_pepper_01_112,,5,surprise,,,,,,,,,
d_nikke_pepper_01_110,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_110,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_111,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_111,False,,XS_50,XS_50,1.0,,,,,d_nikke_pepper_01_112,,5,surprise,,,,,,,,,
d_nikke_pepper_01_112,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_112,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_113,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_113,False,,XS_50,XS_50,1.0,,,,,,,5,surprise,,,,,,,,,
d_nikke_pepper_01_114,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_114,True,,XS_50,XS_50,1.0,,,,,,,5,delight,,,,,,,,,
d_nikke_pepper_01_115,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_115,True,,XS_50,XS_50,1.0,,,,,,,5,delight,,,,,,,,,
d_nikke_pepper_01_116,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_116,False,,XS_50,XS_50,1.0,,,,,,,5,delight,,,,,,,,,
d_nikke_pepper_01_117,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_117,True,,XS_50,XS_50,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_118,d_nikke_pepper_01,Speech,orangegirl,orangegirl,Locale_NikkeEpisode:d_nikke_pepper_01_118,False,,XS_50,XS_50,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_119,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_119,False,,XS_50,XS_500,1.0,,,,,,,5,angry,,,,,,,,,
d_nikke_pepper_01_120,d_nikke_pepper_01,Speech,pepper,pepper,Locale_NikkeEpisode:d_nikke_pepper_01_120,True,,XS_500,XS_500,1.0,,,,,,,5,idle,,,,,,,,,
d_nikke_pepper_01_121,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_121,False,,XS_500,XS_500,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_122,d_nikke_pepper_01,Self,,Self,Locale_NikkeEpisode:d_nikke_pepper_01_122,False,,XS_500,XS_500,1.0,none,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_123,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_123,False,,XS_500,XS_500,1.0,,,,,,,7,idle,,,,,,,,,
d_nikke_pepper_01_124,d_nikke_pepper_01,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_pepper_01_124,False,,XS_500,XS_500,1.0,,,,,,,7,idle,,,,,,,,,
