id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,set_object,set_object_position,fade
treasurestory_bay_05_36,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_36,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_37,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_37,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_38,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_38,True,,,,,treasurestory_bay_02,treasurestory_bay_03,1.5,,,,,,
treasurestory_bay_05_39,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_39,False,,,,,treasurestory_bay_03,treasurestory_bay_03,1.0,,,,,,
treasurestory_bay_05_40,treasurestory_bay_05,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_05_40,False,,,,,treasurestory_bay_03,treasurestory_bay_03,1.0,,,,,,
treasurestory_bay_05_41,treasurestory_bay_05,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_05_41,False,,,,,treasurestory_bay_03,treasurestory_bay_03,1.0,,,,,,
treasurestory_bay_05_42,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_42,True,,,,,treasurestory_bay_03,treasurestory_bay_03,1.0,,,,,,
treasurestory_bay_05_43,treasurestory_bay_05,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_05_43,False,,,,,treasurestory_bay_03,treasurestory_bay_03,1.0,,,,,,
treasurestory_bay_05_44,treasurestory_bay_05,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_05_44,False,,,,,treasurestory_bay_03,treasurestory_bay_03,1.0,,,,,,
treasurestory_bay_05_45,treasurestory_bay_05,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_05_45,False,,,,,treasurestory_bay_03,treasurestory_bay_03,1.0,,,,,,
treasurestory_bay_05_46,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_46,True,,,,,black,black,1.0,,,,,,
treasurestory_bay_05_47,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_47,True,,,,,black,black,1.0,,,,,,
treasurestory_bay_05_48,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_48,True,,,,,black,black,1.0,,,,,,
treasurestory_bay_05_49,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_49,True,,,,,black,black,1.0,,,,,,
treasurestory_bay_05_50,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_50,True,,,,,black,black,1.0,,,,,,
treasurestory_bay_05_51,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_51,False,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_52,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_52,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_53,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_53,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_54,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_54,False,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_55,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_55,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_56,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_56,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_57,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_57,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_58,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_58,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_59,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_59,False,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_60,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_60,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_61,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_61,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_62,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_62,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_63,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_63,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_64,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_64,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_65,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_65,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_66,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_66,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_67,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_67,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_68,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_68,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_69,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_69,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_70,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_70,False,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_71,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_71,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_72,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_72,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_73,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_73,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_74,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_74,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_75,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_75,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_76,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_76,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_77,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_77,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_78,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_78,False,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_79,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_79,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_80,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_80,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_81,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_81,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_82,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_82,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_83,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_83,True,,,,,treasurestory_bay_02,treasurestory_bay_02,1.0,,,,,,
treasurestory_bay_05_84,treasurestory_bay_05,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_05_84,False,,,,,treasurestory_bay_02,treasurestory_bay_04,1.3,,,,,,
treasurestory_bay_05_85,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_85,False,,,,,treasurestory_bay_04,treasurestory_bay_04,1.0,,,,,,
treasurestory_bay_05_86,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_86,True,,,,,treasurestory_bay_04,treasurestory_bay_04,1.0,,,,,,
treasurestory_bay_05_87,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_87,True,,,,,treasurestory_bay_04,treasurestory_bay_04,1.0,,,,,,
treasurestory_bay_05_88,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_88,True,,,,,treasurestory_bay_04,treasurestory_bay_04,1.0,,,,,,
treasurestory_bay_05_89,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_89,False,,,,,treasurestory_bay_04,treasurestory_bay_04,1.0,,,,,,
treasurestory_bay_05_90,treasurestory_bay_05,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_05_90,False,bay,1,idle,,black,black,1.0,,,,none,,
treasurestory_bay_05_91,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_91,False,,1,idle,,10,10,1.0,,,,,,black
treasurestory_bay_05_92,treasurestory_bay_05,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_05_92,False,,1,idle,,10,10,1.0,,,,,,
treasurestory_bay_05_93,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_93,False,,1,surprise,,10,100,1.3,,,,,,
treasurestory_bay_05_94,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_94,True,,1,delight,,100,100,1.0,,,,,,
treasurestory_bay_05_95,treasurestory_bay_05,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_05_95,True,,1,delight,,black,black,1.0,,,,,,
