id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,characters/1/hide_char_id,set_camera_shake
d_nikke_folkwang_04_27,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_27,False,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_28,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_28,False,,1,surprise,,10,100,0.5,,,,,,,,,
d_nikke_folkwang_04_29,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_29,True,,1,surprise,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_30,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_30,False,,1,surprise,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_31,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_31,True,,1,idle,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_32,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_32,False,,1,idle,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_33,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_33,True,,1,idle,,100,10,0.5,none,,,,,,,,
d_nikke_folkwang_04_34,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_34,True,,1,idle,,black,black,1.0,bgm_story_whosdumber,,folkwang,epinel,3,pain,Grey,,
d_nikke_folkwang_04_35,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_35,True,,,,,XS_300,XS_30,1.0,,,,,3,idle,Grey,,
d_nikke_folkwang_04_36,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_36,True,,,,,XS_30,XS_30,1.0,,,,,3,idle,Grey,,
d_nikke_folkwang_04_37,d_nikke_folkwang_04,Self,epinel,,Locale_NikkeEpisode:d_nikke_folkwang_04_37,False,,,,,XS_30,XS_30,1.0,,,,,3,idle,Grey,,
d_nikke_folkwang_04_38,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_38,True,,,,,XS_30,XS_30,1.0,,,,,3,shy,Grey,,
d_nikke_folkwang_04_39,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_39,True,,,,,XS_30,XS_30,1.0,,,,,3,shy,Grey,,
d_nikke_folkwang_04_40,d_nikke_folkwang_04,Self,epinel,,Locale_NikkeEpisode:d_nikke_folkwang_04_40,False,,,,,XS_30,XS_30,1.0,,,,,3,shy,Grey,,
d_nikke_folkwang_04_41,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_41,True,,,,,XS_30,XS_30,1.0,,,,,3,think,Grey,,
d_nikke_folkwang_04_42,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_42,True,,,,,XS_30,XS_30,1.0,,,,,3,think,Grey,,
d_nikke_folkwang_04_43,d_nikke_folkwang_04,Monologue,epinel,,Locale_NikkeEpisode:d_nikke_folkwang_04_43,False,,,,,XS_30,XS_30,1.0,,,,,3,think,Grey,,
d_nikke_folkwang_04_44,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_44,True,,,,,XS_30,XS_30,1.0,,,,,3,idle,Grey,,
d_nikke_folkwang_04_45,d_nikke_folkwang_04,Self,epinel,,Locale_NikkeEpisode:d_nikke_folkwang_04_45,False,,,,,XS_30,XS_30,1.0,,,,,3,idle,Grey,,
d_nikke_folkwang_04_46,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_46,True,,,,,XS_30,XS_30,1.0,,,,,3,shy,Grey,,
d_nikke_folkwang_04_47,d_nikke_folkwang_04,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_folkwang_04_47,True,folkwang,1,idle,,black,black,1.0,,,,,3,shy,Grey,epinel,
d_nikke_folkwang_04_48,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_48,True,,1,idle,,100,10,2.0,none,,,,,,,,
d_nikke_folkwang_04_49,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_49,True,,1,surprise,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_50,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_50,False,,1,surprise,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_51,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_51,False,,1,surprise,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_52,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_52,False,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_53,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_53,True,,1,idle,,10,100,0.5,,,,,,,,,
d_nikke_folkwang_04_54,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_54,False,,1,idle,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_55,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_55,True,,1,delight,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_56,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_56,False,,1,delight,,black,black,1.0,,,,,,,,,
d_nikke_folkwang_04_57,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_57,False,,1,idle,,3,1,0.5,bgm_story_whosdumber,sfx_scn_waterslide,,,,,,,
d_nikke_folkwang_04_58,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_58,False,,1,idle,,1,10,0.5,,,,,,,,,
d_nikke_folkwang_04_59,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_59,True,,1,surprise,,10,6001,0.5,,,folkwang,,,,,,Low_2
d_nikke_folkwang_04_60,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_60,False,,1,idle,,black,black,1.0,,sfx_scn_waterdive,,,,,,,
d_nikke_folkwang_04_61,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_61,True,folkwang,1,surprise,,100,10,0.5,,,,,,,,,
d_nikke_folkwang_04_62,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_62,True,,1,pain,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_63,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_63,False,,1,pain,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_64,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_64,True,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_65,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_65,False,,1,idle,,black,black,1.0,,,,,,,,,
d_nikke_folkwang_04_66,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_66,False,,1,idle,,3,1,0.5,,sfx_scn_waterslide,,,,,,,
d_nikke_folkwang_04_67,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_67,True,,1,delight,,1,10,1.0,,,,,,,,,
d_nikke_folkwang_04_68,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_68,True,,1,surprise,,10,6001,0.5,,,folkwang,,,,,,Low_2
d_nikke_folkwang_04_69,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_69,False,,1,surprise,,black,black,0.5,,sfx_scn_trip,,,,,,,
d_nikke_folkwang_04_70,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_70,True,folkwang,1,pain,,100,10,2.0,,,,,,,,,
d_nikke_folkwang_04_71,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_71,False,,1,pain,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_72,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_72,True,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_73,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_73,False,,1,delight,,black,black,1.0,,,,,,,,,
d_nikke_folkwang_04_74,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_74,False,,1,idle,,3,1,0.5,,sfx_scn_waterslide,,,,,,,
d_nikke_folkwang_04_75,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_75,False,,1,idle,,1,10,2.0,,,,,,,,,
d_nikke_folkwang_04_76,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_76,True,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_77,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_77,False,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_78,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_78,True,,1,surprise,,10,6001,0.5,,,folkwang,,,,,,Low_2
d_nikke_folkwang_04_79,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_79,False,,1,surprise,,black,black,1.0,,sfx_scn_trip,,,,,,,
d_nikke_folkwang_04_80,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_80,False,folkwang,1,pain,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_81,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_81,True,,1,pain,,100,10,2.0,,,,,,,,,
d_nikke_folkwang_04_82,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_82,True,,1,pain,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_83,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_83,False,,1,pain,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_84,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_84,False,,1,pain,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_85,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_85,True,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_86,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_86,False,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_87,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_87,False,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_88,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_88,True,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_89,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_89,True,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_90,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_90,False,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_91,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_91,True,,1,idle,,10,100,2.0,,,,,,,,,
d_nikke_folkwang_04_92,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_92,True,,1,idle,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_93,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_93,True,,1,pain,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_94,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_94,True,,1,idle,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_95,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_95,True,,1,idle,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_96,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_96,True,,1,delight,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_97,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_97,False,,1,delight,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_98,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_98,True,,1,delight,,100,10,2.0,,,,,,,,,
d_nikke_folkwang_04_99,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_99,True,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_100,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_100,False,,1,idle,,black,black,1.0,none,,,,,,,,
d_nikke_folkwang_04_101,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_101,False,,1,idle,,3,1,0.5,,sfx_scn_waterslide,,,,,,,
d_nikke_folkwang_04_102,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_102,False,,1,idle,,1,10,0.5,,,,,,,,,
d_nikke_folkwang_04_103,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_103,False,,1,idle,,10,100,0.5,,sfx_scn_waterslide,folkwang,,,,,,
d_nikke_folkwang_04_104,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_104,False,,,,,black,black,1.0,,,,,,,,,
d_nikke_folkwang_04_105,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_105,False,,,,,black,black,1.0,,,,,,,,,
d_nikke_folkwang_04_106,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_106,True,folkwang,1,surprise,,100,10,0.5,,,,,,,,,
d_nikke_folkwang_04_107,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_107,False,,1,surprise,,10,10,1.0,bgm_story_impression,,,,,,,,
d_nikke_folkwang_04_108,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_108,True,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_109,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_109,True,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_110,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_110,False,,1,delight,,10,100,0.5,,,,,,,,,
d_nikke_folkwang_04_111,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_111,True,,1,surprise,,100,6001,0.5,,,folkwang,,,,,,Low_2
d_nikke_folkwang_04_112,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_112,False,,1,surprise,,black,black,1.0,,,,,,,,,
d_nikke_folkwang_04_113,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_113,False,,1,surprise,,black,black,1.0,,,,,,,,,
d_nikke_folkwang_04_114,d_nikke_folkwang_04,Narration,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_114,False,,1,surprise,,black,black,0.5,,sfx_scn_trip,,,,,,,
d_nikke_folkwang_04_115,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_115,False,,1,pain,,black,black,1.0,,,,,,,,,
d_nikke_folkwang_04_116,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_116,True,folkwang,1,pain,,6001,10,2.0,,,,,,,,,
d_nikke_folkwang_04_117,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_117,False,,1,surprise,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_118,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_118,True,,1,surprise,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_119,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_119,False,,1,surprise,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_120,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_120,True,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_121,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_121,True,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_122,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_122,False,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_123,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_123,True,,1,delight,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_124,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_124,False,,1,delight,,10,100,2.0,,,,,,,,,
d_nikke_folkwang_04_125,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_125,True,,1,delight,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_126,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_126,True,,1,idle,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_127,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_127,True,,1,idle,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_128,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_128,True,,1,delight,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_129,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_129,False,,1,delight,,100,100,1.0,,,,,,,,,
d_nikke_folkwang_04_130,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_130,True,,1,surprise,,100,10,2.0,,,,,,,,,
d_nikke_folkwang_04_131,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_131,False,,1,surprise,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_132,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_132,True,,1,pain,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_133,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_133,False,,1,pain,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_134,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_134,True,,1,surprise,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_135,d_nikke_folkwang_04,Speech,folkwang,folkwang,Locale_NikkeEpisode:d_nikke_folkwang_04_135,True,,1,idle,,10,10,1.0,,,,,,,,,
d_nikke_folkwang_04_136,d_nikke_folkwang_04,Monologue,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_136,False,,1,idle,,10,100,2.0,,,,,,,,,
d_nikke_folkwang_04_137,d_nikke_folkwang_04,Self,folkwang,,Locale_NikkeEpisode:d_nikke_folkwang_04_137,False,,1,idle,,black,black,1.0,,,,,,,,,
