id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/1/hide_char_id,characters/0/hide_char_id
d_nikke_guillotine_04_17,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_17,True,,1,idle,,15,15,1.0,,,,,15,angry,,,
d_nikke_guillotine_04_18,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_18,True,,1,idle,,15,15,1.0,,,,,15,angry,,,
d_nikke_guillotine_04_19,d_nikke_guillotine_04,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_19,False,,1,idle,,15,15,1.0,,,,,15,angry,d_nikke_guillotine_04_21,,
d_nikke_guillotine_04_20,d_nikke_guillotine_04,Choice,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_20,False,,1,idle,,15,15,1.0,,,,,15,angry,d_nikke_guillotine_04_23,,
d_nikke_guillotine_04_21,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_21,True,,1,idle,,15,15,1.0,,,,,15,angry,,,
d_nikke_guillotine_04_22,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_22,True,,1,idle,,15,15,1.0,,,,,15,angry,d_nikke_guillotine_04_26,,
d_nikke_guillotine_04_23,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_23,True,,1,idle,,15,15,1.0,,,,,15,idle,,,
d_nikke_guillotine_04_24,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_24,True,,1,idle,,15,15,1.0,,,,,15,idle,,,
d_nikke_guillotine_04_25,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_25,True,,1,idle,,15,15,1.0,,,,,15,idle,,,
d_nikke_guillotine_04_26,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_26,True,,1,idle,,15,1,0.5,,,,,15,idle,,,
d_nikke_guillotine_04_27,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_27,True,,1,idle,,1,1,1.0,,,,,15,idle,,,
d_nikke_guillotine_04_28,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_28,True,,2,idle,,1,1,1.0,,sfx_scn_running,,,15,idle,,erodednikke,
d_nikke_guillotine_04_29,d_nikke_guillotine_04,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_29,False,,,,Backstreet_n,black,black,1.0,,,,,15,idle,,,
d_nikke_guillotine_04_30,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_30,True,erodednikke,2,idle,,20,20,1.0,,sfx_scn_gunfire,,,15,idle,,,
d_nikke_guillotine_04_31,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_31,True,,2,idle,,20,1,0.5,,,,,12,angry,,,
d_nikke_guillotine_04_32,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_32,True,,2,idle,,1,1,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_33,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_33,True,,2,idle,,1,1,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_34,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_34,True,,2,idle,,1,1,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_35,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_35,True,,2,idle,,1,1,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_36,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_36,True,,2,idle,,1,1,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_37,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_37,True,,2,idle,,1,1,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_38,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_38,True,,2,idle,,1,1,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_39,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_39,True,,2,idle,,1,1,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_40,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_40,True,,2,idle,,1,1,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_41,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_41,True,,2,idle,,1,1,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_42,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_42,True,,2,idle,,1,1,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_43,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_43,True,,2,idle,,1,1,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_44,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_44,True,,2,idle,,1,S_120,0.5,,,,,12,idle,,,
d_nikke_guillotine_04_45,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_45,True,,2,idle,,S_120,S_120,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_46,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_46,True,,2,idle,,S_120,S_120,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_47,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_47,True,,2,idle,,S_120,S_120,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_48,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_48,True,,2,idle,,S_120,20,0.5,,,,,12,idle,,,
d_nikke_guillotine_04_49,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_49,True,,2,idle,,20,20,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_50,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_50,True,,2,idle,,20,20,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_51,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_51,True,,2,idle,,20,1,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_52,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_52,True,,2,idle,,1,1,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_53,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_53,True,,2,idle,,1,20,0.3,,,,,12,idle,,,
d_nikke_guillotine_04_54,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_54,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_55,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_55,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_56,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_56,True,,2,idle,,black,black,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_57,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_57,True,,2,idle,,2,2,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_58,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_58,True,,2,idle,,black,black,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_59,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_59,True,,2,idle,,black,black,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_60,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_60,True,,2,idle,,2,2,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_61,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_61,True,,2,idle,,2,20,2.0,,,,,12,idle,,,
d_nikke_guillotine_04_62,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_62,True,,2,idle,,20,20,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_63,d_nikke_guillotine_04,Choice,,,Locale_NikkeEpisode:d_nikke_guillotine_04_63,False,,2,idle,,black,black,1.0,,,,,12,idle,d_nikke_guillotine_04_65,,
d_nikke_guillotine_04_64,d_nikke_guillotine_04,Choice,,,Locale_NikkeEpisode:d_nikke_guillotine_04_64,False,,2,idle,,black,black,1.0,,,,,12,idle,d_nikke_guillotine_04_86,,
d_nikke_guillotine_04_65,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_65,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_66,d_nikke_guillotine_04,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_66,False,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_67,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_67,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_68,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_68,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_69,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_69,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_70,d_nikke_guillotine_04,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_70,False,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_71,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_71,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_72,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_72,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_73,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_73,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_74,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_74,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_75,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_75,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_76,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_76,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_77,d_nikke_guillotine_04,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_77,False,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_78,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_78,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_79,d_nikke_guillotine_04,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_79,False,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_80,d_nikke_guillotine_04,Narration,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_80,False,,2,idle,,black,black,1.0,,sfx_scn_aim,,,12,idle,,,
d_nikke_guillotine_04_81,d_nikke_guillotine_04,Monologue,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_81,False,,2,idle,,black,black,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_82,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_82,True,,2,idle,,20,20,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_83,d_nikke_guillotine_04,Speech,erodednikke,erodednikke,Locale_NikkeEpisode:d_nikke_guillotine_04_83,True,,2,idle,,20,200,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_84,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_84,True,,2,idle,,200,S_120,0.5,,,,,12,idle,,,
d_nikke_guillotine_04_85,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_85,True,,2,idle,,S_120,S_120,1.0,,,,,12,angry,,,
d_nikke_guillotine_04_86,d_nikke_guillotine_04,Monologue,,,Locale_NikkeEpisode:d_nikke_guillotine_04_86,False,,2,idle,,black,black,1.0,,,,,1,angry,,erodednikke,
d_nikke_guillotine_04_87,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_87,True,,,,,1,S_10,0.5,,,,,1,idle,,,
d_nikke_guillotine_04_88,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_88,True,,,,,S_10,S_10,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_89,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_89,True,,,,White,S_10,S_10,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_90,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_90,True,,,,,S_10,XS_100,0.3,none,sfx_scn_aedshock,,,1,angry,,,guillotine
d_nikke_guillotine_04_91,d_nikke_guillotine_04,Monologue,,,Locale_NikkeEpisode:d_nikke_guillotine_04_91,False,,,,,black,black,1.0,,,,,,,,,
d_nikke_guillotine_04_92,d_nikke_guillotine_04,Monologue,,,Locale_NikkeEpisode:d_nikke_guillotine_04_92,False,,,,,black,black,1.0,bgm_mystery,,,,,,,,
d_nikke_guillotine_04_93,d_nikke_guillotine_04,Monologue,,,Locale_NikkeEpisode:d_nikke_guillotine_04_93,False,,,,,black,black,1.0,,,,,,,,,
d_nikke_guillotine_04_94,d_nikke_guillotine_04,Monologue,,,Locale_NikkeEpisode:d_nikke_guillotine_04_94,False,,,,Backstreet_n,black,black,1.0,,,,,,,,,
d_nikke_guillotine_04_95,d_nikke_guillotine_04,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_95,False,,,,,1,1,1.0,,,,guillotine,1,idle,,,
d_nikke_guillotine_04_96,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_96,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_97,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_97,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_98,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_98,True,,,,,1,1,1.0,,,,,1,angry,,,
d_nikke_guillotine_04_99,d_nikke_guillotine_04,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_99,False,,,,,1,1,1.0,,,,,1,angry,,,
d_nikke_guillotine_04_100,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_100,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_101,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_101,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_102,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_102,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_103,d_nikke_guillotine_04,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_103,False,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_104,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_104,True,,,,,1,1,1.0,,,,,1,angry,,,
d_nikke_guillotine_04_105,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_105,True,,,,,1,1,1.0,,,,,1,angry,,,
d_nikke_guillotine_04_106,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_106,True,,,,,1,1,1.0,,,,,1,angry,,,
d_nikke_guillotine_04_107,d_nikke_guillotine_04,Self,guillotine,,Locale_NikkeEpisode:d_nikke_guillotine_04_107,False,,,,,1,1,1.0,,,,,1,angry,,,
d_nikke_guillotine_04_108,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_108,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_109,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_109,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_110,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_110,True,,,,,1,1,1.0,,,,,1,no,,,
d_nikke_guillotine_04_111,d_nikke_guillotine_04,Monologue,,,Locale_NikkeEpisode:d_nikke_guillotine_04_111,False,,,,,1,15,0.7,,sfx_scn_policesignal,,,1,no,,,
d_nikke_guillotine_04_112,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_112,False,,,,,15,15,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_113,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_113,True,,,,,15,1,0.7,,,,,1,idle,,,
d_nikke_guillotine_04_114,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_114,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_115,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_115,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_116,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_116,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_117,d_nikke_guillotine_04,Speech,guillotine,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_04_117,True,,,,,1,1,1.0,,,,,1,idle,,,
d_nikke_guillotine_04_118,d_nikke_guillotine_04,Monologue,,,Locale_NikkeEpisode:d_nikke_guillotine_04_118,False,,,,,1,1,1.0,,,,,1,idle,,,guillotine
d_nikke_guillotine_04_119,d_nikke_guillotine_04,Narration,,,Locale_NikkeEpisode:d_nikke_guillotine_04_119,False,,,,,black,black,1.0,,,,,,,,,
d_nikke_guillotine_04_120,d_nikke_guillotine_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_guillotine_04_120,True,poli,2,idle,,12,120,1.0,,,,miranda,12,idle,,,
d_nikke_guillotine_04_121,d_nikke_guillotine_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_guillotine_04_121,True,,2,idle,,120,120,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_122,d_nikke_guillotine_04,Self,miranda,,Locale_NikkeEpisode:d_nikke_guillotine_04_122,False,,2,idle,,120,120,1.0,,,,,12,idle,,,
d_nikke_guillotine_04_123,d_nikke_guillotine_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_guillotine_04_123,True,,2,idle,,120,120,1.0,,,,,12,shy,,,
d_nikke_guillotine_04_124,d_nikke_guillotine_04,Self,miranda,,Locale_NikkeEpisode:d_nikke_guillotine_04_124,False,,2,idle,,120,120,1.0,,,,,12,shy,,,
d_nikke_guillotine_04_125,d_nikke_guillotine_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_guillotine_04_125,True,,2,idle,,120,120,1.0,,,,,12,think,,,
d_nikke_guillotine_04_126,d_nikke_guillotine_04,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_guillotine_04_126,True,,2,idle,,120,120,1.0,,,,,12,think,,,
d_nikke_guillotine_04_127,d_nikke_guillotine_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_guillotine_04_127,True,,2,idle,,120,1,1.0,,,,,12,think,,,
d_nikke_guillotine_04_128,d_nikke_guillotine_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_guillotine_04_128,True,,2,idle,,1,1,1.0,,,,,12,think,,,
d_nikke_guillotine_04_129,d_nikke_guillotine_04,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_guillotine_04_129,True,,2,idle,,1,S_20,1.0,,,,,12,think,,,
