id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_snowwhite_05_14,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_14,False,,black,black,1.0,,,,,1,idle,
d_nikke_snowwhite_05_15,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_15,False,,black,black,1.0,,,,,1,idle,
d_nikke_snowwhite_05_16,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_16,False,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_17,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_17,True,,1,1,1.0,,,,,1,angry,
d_nikke_snowwhite_05_18,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_18,False,,1,1,1.0,,,,,1,angry,
d_nikke_snowwhite_05_19,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_19,True,,1,1,1.0,,,,,1,pain,
d_nikke_snowwhite_05_20,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_20,True,,1,1,1.0,,,,,1,pain,
d_nikke_snowwhite_05_21,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_21,False,,1,L_10,1.0,,,,,1,pain,
d_nikke_snowwhite_05_22,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_22,False,,L_10,L_10,1.0,,,,,1,pain,
d_nikke_snowwhite_05_23,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_23,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_24,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_24,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_25,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_25,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_26,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_26,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_27,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_27,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_28,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_28,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_29,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_29,True,,L_10,1,1.0,,,,,1,pain,
d_nikke_snowwhite_05_30,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_30,False,,1,19,2.0,,,,,1,pain,
d_nikke_snowwhite_05_31,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_31,False,,19,19,1.0,,,,,1,pain,
d_nikke_snowwhite_05_32,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_32,False,,19,19,1.0,,,,,1,pain,
d_nikke_snowwhite_05_33,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_33,False,,19,19,1.0,,,,,1,pain,
d_nikke_snowwhite_05_34,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_34,True,,19,19,1.0,none,,,,1,idle,
d_nikke_snowwhite_05_35,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_35,False,,19,190,1.0,,,,,1,idle,
d_nikke_snowwhite_05_36,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_36,False,,190,1900,1.0,,,,,1,idle,
d_nikke_snowwhite_05_37,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_37,True,,1900,1900,1.0,,,,,1,angry,
d_nikke_snowwhite_05_38,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_38,False,,1900,L_100,0.5,,,,,1,angry,
d_nikke_snowwhite_05_39,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_39,True,,L_100,L_100,1.0,,,,,1,angry,
d_nikke_snowwhite_05_40,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_40,False,,L_100,L_100,1.0,,,,,1,angry,
d_nikke_snowwhite_05_41,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_41,False,,L_100,L_100,1.0,,,,,1,shy,
d_nikke_snowwhite_05_42,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_42,False,,L_100,L_100,1.0,,,,,1,shy,
d_nikke_snowwhite_05_43,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_43,True,,L_100,L_100,1.0,,,,,1,shy,
d_nikke_snowwhite_05_44,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_44,True,CityForest_03_d,1,1,1.0,bgm_distress,,black,,1,idle,
d_nikke_snowwhite_05_45,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_45,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_46,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_46,False,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_47,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_47,False,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_48,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_48,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_49,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_49,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_50,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_50,False,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_51,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_51,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_52,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_52,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_53,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_53,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_54,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_54,True,,1,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_55,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_55,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_56,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_56,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_57,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_57,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_58,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_58,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_59,d_nikke_snowwhite_05,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_05_59,False,Desert_02,black,black,1.0,,sfx_scn_car,,,1,idle,
d_nikke_snowwhite_05_60,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_60,False,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_61,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_61,False,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_62,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_62,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_63,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_63,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_64,d_nikke_snowwhite_05,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_05_64,False,,black,black,1.0,,sfx_scn_car,,,1,idle,
d_nikke_snowwhite_05_65,d_nikke_snowwhite_05,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_05_65,False,Desert_01,black,black,1.0,,,,,1,idle,
d_nikke_snowwhite_05_66,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_66,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_67,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_67,False,,1,9,1.0,,,,,1,idle,
d_nikke_snowwhite_05_68,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_68,False,,9,9,1.0,,,,,1,idle,
d_nikke_snowwhite_05_69,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_69,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_70,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_70,True,,1,1,1.0,,,,,1,idle,
d_nikke_snowwhite_05_71,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_71,False,,1,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_72,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_72,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_73,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_73,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_74,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_74,False,,black,black,1.0,,,,,1,idle,
d_nikke_snowwhite_05_75,d_nikke_snowwhite_05,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_05_75,False,,black,black,1.0,,,,,1,idle,
d_nikke_snowwhite_05_76,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_76,False,,black,black,1.0,,,,,1,idle,
d_nikke_snowwhite_05_77,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_77,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_snowwhite_05_78,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_78,True,,L_10,L_100,1.0,,,,,1,angry,
d_nikke_snowwhite_05_79,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_79,False,,L_100,L_100,1.0,,,,,1,angry,
d_nikke_snowwhite_05_80,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_80,True,,L_100,L_100,1.0,,,,,1,pain,
d_nikke_snowwhite_05_81,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_81,False,,L_100,L_100,1.0,,,,,1,pain,
d_nikke_snowwhite_05_82,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_82,True,,L_100,L_100,1.0,,,,,1,pain,
d_nikke_snowwhite_05_83,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_83,True,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_snowwhite_05_84,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_84,True,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_snowwhite_05_85,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_85,False,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_snowwhite_05_86,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_86,True,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_snowwhite_05_87,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_87,True,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_snowwhite_05_88,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_88,False,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_snowwhite_05_89,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_89,True,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_snowwhite_05_90,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_90,True,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_snowwhite_05_91,d_nikke_snowwhite_05,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_05_91,False,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_snowwhite_05_92,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_92,True,,L_100,L_100,1.0,,,,,1,pain,
d_nikke_snowwhite_05_93,d_nikke_snowwhite_05,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_05_93,False,,L_100,L_10,1.0,,,,,1,pain,
d_nikke_snowwhite_05_94,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_94,False,,L_10,L_10,1.0,,,,,1,pain,
d_nikke_snowwhite_05_95,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_95,False,,L_10,1,0.6,,,,,1,pain,
d_nikke_snowwhite_05_96,d_nikke_snowwhite_05,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_05_96,False,,1,1,1.0,,sfx_scn_autodooropen,,,1,pain,
d_nikke_snowwhite_05_97,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_97,False,,1,1,1.0,,,,,1,pain,
d_nikke_snowwhite_05_98,d_nikke_snowwhite_05,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_05_98,True,,1,1,1.0,,,,,1,delight,snowwhite
d_nikke_snowwhite_05_99,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_99,False,,1,9,1.0,bgm_distress_a,,,,,,
d_nikke_snowwhite_05_100,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_100,False,,9,9,1.0,,,,,,,
d_nikke_snowwhite_05_101,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_101,False,,9,9,1.0,,,,,,,
d_nikke_snowwhite_05_102,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_102,False,,9,9,1.0,,,,,,,
d_nikke_snowwhite_05_103,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_103,False,,9,9,1.0,,,,,,,
d_nikke_snowwhite_05_104,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_104,False,,9,9,1.0,,,,,,,
d_nikke_snowwhite_05_105,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_105,False,,9,9,1.0,,,,,,,
d_nikke_snowwhite_05_106,d_nikke_snowwhite_05,Monologue,ejs,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_106,False,,9,900,1.0,,,,,,,
d_nikke_snowwhite_05_107,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_107,False,,900,900,1.0,,,,,,,
d_nikke_snowwhite_05_108,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_108,False,,900,900,1.0,,,,,,,
d_nikke_snowwhite_05_109,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_109,False,,900,900,1.0,,,,,,,
d_nikke_snowwhite_05_110,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_110,False,White,900,900,1.0,,,white_without_dialogue,,,,
d_nikke_snowwhite_05_111,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_111,False,,900,900,1.0,,,,,,,
d_nikke_snowwhite_05_112,d_nikke_snowwhite_05,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_05_112,False,,900,900,1.0,,,,,,,
