id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_rumani_02_13,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_13,False,,17,17,1.0,,,,,,3,think,,,,
d_nikke_rumani_02_14,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_14,True,,30,30,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_15,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_15,True,,30,30,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_16,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_16,True,,30,300,0.7,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_17,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_17,False,,300,300,1.0,,,d_nikke_rumani_02_19,,,3,angry,,,,
d_nikke_rumani_02_18,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_18,False,,300,300,1.0,,,d_nikke_rumani_02_19,,,3,angry,,,,
d_nikke_rumani_02_19,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_19,False,,17,170,0.7,,,,,,3,think,,,,
d_nikke_rumani_02_20,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_20,False,,170,170,1.0,,,,,,3,think,,,,
d_nikke_rumani_02_21,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_21,False,,170,17,1.0,,,,,,3,think,,,,
d_nikke_rumani_02_22,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_22,False,,17,17,1.0,,,,,,3,think,,,,
d_nikke_rumani_02_23,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_23,False,,17,17,1.0,,,,,,3,think,,,,
d_nikke_rumani_02_24,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_24,True,,300,30,0.5,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_25,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_25,False,,30,30,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_26,d_nikke_rumani_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_02_26,False,,black,black,1.0,,,,black,,3,angry,,,,
d_nikke_rumani_02_27,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_27,True,,3,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_28,d_nikke_rumani_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_02_28,False,,30,30,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_29,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_29,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_30,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_30,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_31,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_31,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_32,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_32,True,,30,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_33,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_33,True,,30,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_34,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_34,True,,30,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_35,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_35,True,,30,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_36,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_36,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_37,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_37,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_38,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_38,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_39,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_39,True,,30,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_40,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_40,False,,30,30,1.0,,,d_nikke_rumani_02_42,,,3,idle,,,,
d_nikke_rumani_02_41,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_41,False,,30,30,1.0,,,d_nikke_rumani_02_45,,,3,idle,,,,
d_nikke_rumani_02_42,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_42,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_43,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_43,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_44,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_44,True,,30,30,1.0,,rumani,d_nikke_rumani_02_47,,,3,think,,,,
d_nikke_rumani_02_45,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_45,True,,30,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_46,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_46,True,,30,30,1.0,,rumani,d_nikke_rumani_02_47,,,3,idle,,,,
d_nikke_rumani_02_47,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_47,True,,30,30,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_48,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_48,True,,30,30,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_49,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_49,True,,30,30,1.0,,aloofmember,,,,3,angry,,,,
d_nikke_rumani_02_50,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_50,False,,30,3,1.0,,rumani,,,,3,no,,,,
d_nikke_rumani_02_51,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_51,True,,3,3,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_52,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_52,True,,3,3,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_53,d_nikke_rumani_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_02_53,False,,black,black,1.0,,,,black,,3,think,,,,
d_nikke_rumani_02_54,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_54,True,,3,3,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_55,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_55,True,,3,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_56,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_56,False,,30,30,1.0,,,d_nikke_rumani_02_58,,,3,idle,,,,
d_nikke_rumani_02_57,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_57,False,,30,30,1.0,,,d_nikke_rumani_02_60,,,3,idle,,,,
d_nikke_rumani_02_58,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_58,True,,30,30,1.0,,rumani,,,,3,delight,,,,
d_nikke_rumani_02_59,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_59,True,,30,30,1.0,,rumani,d_nikke_rumani_02_62,,,3,idle,,,,
d_nikke_rumani_02_60,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_60,True,,30,30,1.0,,rumani,,,,3,shy,,,,
d_nikke_rumani_02_61,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_61,True,,30,30,1.0,,rumani,d_nikke_rumani_02_62,,,3,shy,,,,
d_nikke_rumani_02_62,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_62,True,,30,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_63,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_63,False,,30,30,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_64,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_64,True,,30,30,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_65,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_65,False,,30,30,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_66,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_66,True,,30,30,1.0,,rumani,,,,3,surprise,,,,
d_nikke_rumani_02_67,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_67,True,,30,30,1.0,,rumani,,,,3,surprise,,,,
d_nikke_rumani_02_68,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_68,False,,30,30,1.0,,,,,,3,surprise,,,,
d_nikke_rumani_02_69,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_69,False,,30,3,1.0,,rumani,,,,3,surprise,,,,
d_nikke_rumani_02_70,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_70,True,,3,3,1.0,,rumani,,,,3,delight,,,,
d_nikke_rumani_02_71,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_71,True,,3,3,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_72,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_72,False,SchoolCorridor,black,black,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_73,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_73,False,,black,black,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_74,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_74,False,,black,black,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_75,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_75,True,,17,170,0.7,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_76,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_76,True,,170,170,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_77,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_77,True,,170,170,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_78,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_78,True,,170,170,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_79,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_79,True,,170,170,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_80,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_80,False,,170,17,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_81,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_81,False,,17,17,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_82,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_82,False,,17,17,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_83,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_83,False,,17,17,1.0,,,,,,3,idle,,,,
d_nikke_rumani_02_84,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_84,True,,17,170,0.7,,rumani,,,,3,delight,,,,
d_nikke_rumani_02_85,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_85,True,,170,170,1.0,,rumani,,,,3,idle,,,,
d_nikke_rumani_02_86,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_86,True,,170,170,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_87,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_87,True,,170,17,1.0,,rumani,,,,3,delight,,,,
d_nikke_rumani_02_88,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_88,True,,17,17,1.0,none,aloofmember,,,,3,delight,aloofmember,1,idle,
d_nikke_rumani_02_89,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_89,False,,17,17,1.0,,,,,,3,think,,1,idle,
d_nikke_rumani_02_90,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_90,False,,black,black,1.0,,,,,,3,think,,1,idle,
d_nikke_rumani_02_91,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_91,True,,17,17,1.0,bgm_story_fairytalesend_if,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_92,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_92,True,,17,17,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_93,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_93,False,Gym,black,black,1.0,,,,,,3,think,,1,idle,
d_nikke_rumani_02_94,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_94,True,,2,2,1.0,,aloofmember,,black,,3,think,,1,idle,
d_nikke_rumani_02_95,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_95,True,,2,2,1.0,,rumani,,,,3,think,,1,idle,
d_nikke_rumani_02_96,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_96,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_97,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_97,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_98,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_98,True,,2,2,1.0,,rumani,,,,3,think,,1,idle,
d_nikke_rumani_02_99,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_99,True,,2,2,1.0,,rumani,,,,3,think,,1,idle,
d_nikke_rumani_02_100,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_100,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_101,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_101,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_102,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_102,True,,2,2,1.0,,rumani,,,,3,idle,,1,idle,
d_nikke_rumani_02_103,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_103,True,,2,2,1.0,,rumani,,,,3,idle,,1,idle,
d_nikke_rumani_02_104,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_104,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_105,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_105,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_106,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_106,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_107,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_107,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_108,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_108,True,,2,2,1.0,,rumani,,,,3,no,,1,idle,
d_nikke_rumani_02_109,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_109,True,,2,2,1.0,,aloofmember,,,,3,no,,1,idle,
d_nikke_rumani_02_110,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_110,True,,2,2,1.0,,aloofmember,,,,3,no,,1,idle,
d_nikke_rumani_02_111,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_111,True,,2,2,1.0,,aloofmember,,,,3,no,,1,idle,
d_nikke_rumani_02_112,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_112,True,,2,2,1.0,,aloofmember,,,,3,no,,1,idle,
d_nikke_rumani_02_113,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_113,True,,2,2,1.0,,aloofmember,,,,3,no,,1,idle,
d_nikke_rumani_02_114,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_114,True,,2,2,1.0,,aloofmember,,,,3,no,,1,idle,
d_nikke_rumani_02_115,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_115,True,,2,2,1.0,,aloofmember,,,,3,no,,1,idle,
d_nikke_rumani_02_116,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_116,True,,2,2,1.0,,aloofmember,,,,3,no,,1,idle,
d_nikke_rumani_02_117,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_117,True,,2,2,1.0,,rumani,,,,3,think,,1,idle,
d_nikke_rumani_02_118,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_118,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_119,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_119,True,,2,2,1.0,,rumani,,,,3,think,,1,idle,
d_nikke_rumani_02_120,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_120,True,,2,2,1.0,,aloofmember,,,,3,think,,1,idle,
d_nikke_rumani_02_121,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_121,True,,2,2,1.0,,rumani,,,,3,no,,1,idle,
d_nikke_rumani_02_122,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_122,True,,2,2,1.0,,rumani,,,,3,no,,1,idle,
d_nikke_rumani_02_123,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_123,True,,2,2,1.0,,rumani,,,,3,no,,1,idle,
d_nikke_rumani_02_124,d_nikke_rumani_02,Speech,aloofmember,Locale_NikkeEpisode:d_nikke_rumani_02_124,True,,2,2,1.0,,aloofmember,,,,3,no,,1,idle,
d_nikke_rumani_02_125,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_125,True,,2,2,1.0,,rumani,,,,3,no,,1,idle,
d_nikke_rumani_02_126,d_nikke_rumani_02,Narration,Narration,Locale_NikkeEpisode:d_nikke_rumani_02_126,False,,2,2,1.0,,,,,,3,no,,1,idle,aloofmember
d_nikke_rumani_02_127,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_127,False,,2,3,1.0,none,rumani,,,,3,think,,,,
d_nikke_rumani_02_128,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_128,False,,3,3,1.0,,,,,,3,think,,,,
d_nikke_rumani_02_129,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_129,True,,3,30,0.5,bgm_story_kneeldownfools,rumani,,,,3,angry,,,,
d_nikke_rumani_02_130,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_130,False,,30,30,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_131,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_131,True,,30,30,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_132,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_132,True,,30,30,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_133,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_133,False,,30,30,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_134,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_134,False,,black,black,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_135,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_135,True,,30,30,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_136,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_136,False,,30,30,1.0,,,d_nikke_rumani_02_138,,,3,angry,,,,
d_nikke_rumani_02_137,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_137,False,,30,30,1.0,,,d_nikke_rumani_02_138,,,3,angry,,,,
d_nikke_rumani_02_138,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_138,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_139,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_139,False,,30,30,1.0,,,d_nikke_rumani_02_141,,,3,think,,,,
d_nikke_rumani_02_140,d_nikke_rumani_02,Choice,,Locale_NikkeEpisode:d_nikke_rumani_02_140,False,,30,30,1.0,,,d_nikke_rumani_02_141,,,3,think,,,,
d_nikke_rumani_02_141,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_141,True,,30,30,1.0,,rumani,,,,3,think,,,,
d_nikke_rumani_02_142,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_142,False,,17,170,1.0,,,,,,3,think,,,,
d_nikke_rumani_02_143,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_143,False,,black,black,1.0,,,,,,3,think,,,,
d_nikke_rumani_02_144,d_nikke_rumani_02,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rumani_02_144,False,,black,black,1.0,,,,,,3,think,,,,
d_nikke_rumani_02_145,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_145,True,,30,300,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_146,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_146,False,,300,300,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_147,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_147,True,,300,300,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_148,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_148,True,,300,300,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_149,d_nikke_rumani_02,Self,Self,Locale_NikkeEpisode:d_nikke_rumani_02_149,False,,300,300,1.0,,,,,,3,angry,,,,
d_nikke_rumani_02_150,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_150,True,,300,30,1.0,,rumani,,,,3,angry,,,,
d_nikke_rumani_02_151,d_nikke_rumani_02,Speech,rumani,Locale_NikkeEpisode:d_nikke_rumani_02_151,True,,30,30,1.0,,rumani,,,,3,angry,,,,
