id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,highlight,speaker,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,jump_target
d_nikke_mast_romanticmaid_01_23,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_23,True,,S_10,S_10,1.0,,,1,surprise,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_24,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_24,True,,S_10,S_10,1.0,,,1,surprise,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_25,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_25,False,,S_10,S_10,1.0,,,1,surprise,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_26,d_nikke_mast_romanticmaid_01,Narration,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_26,False,NikkeCorridor,black,black,1.0,,,1,surprise,sfx_scn_knock,mast_m,,black,,,,,,
d_nikke_mast_romanticmaid_01_27,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_27,True,,S_100,S_100,1.0,,,1,idle,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_28,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_28,True,,S_100,S_100,1.0,,,1,idle,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_29,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_29,False,,S_100,S_100,1.0,,,1,idle,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_30,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_30,True,,S_100,S_10,1.0,,,1,surprise,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_31,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_31,True,,S_10,S_10,1.0,,,1,surprise,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_32,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_32,False,,S_10,S_10,1.0,,,1,surprise,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_33,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_33,True,,S_10,S_10,1.0,,,1,surprise,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_34,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_34,True,,S_10,S_10,1.0,,,1,surprise,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_35,d_nikke_mast_romanticmaid_01,Narration,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_35,False,,S_10,S_10,1.0,,,1,surprise,sfx_scn_autodooropen,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_36,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_36,True,,S_10,31,1.0,,,1,surprise,,helm,helm,,helm,3,no,,,
d_nikke_mast_romanticmaid_01_37,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_37,True,,31,31,1.0,,,1,surprise,,mast_m,mast_m,,,3,no,,,
d_nikke_mast_romanticmaid_01_38,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_38,True,,31,31,1.0,,,1,surprise,,helm,helm,,,3,no,,,
d_nikke_mast_romanticmaid_01_39,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_39,True,,31,31,1.0,,,1,shy2,,mast_m,mast_m,,,3,no,,,
d_nikke_mast_romanticmaid_01_40,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_40,False,,31,31,1.0,,,1,shy2,,helm,,,,3,no,,,
d_nikke_mast_romanticmaid_01_41,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_41,True,,31,31,1.0,,,1,shy2,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_42,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_42,True,,31,31,1.0,,,1,shy2,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_43,d_nikke_mast_romanticmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_43,False,NikkeRoom,31,31,1.0,,,1,surprise,,,,black,,3,idle,,,
d_nikke_mast_romanticmaid_01_44,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_44,True,,31,31,1.0,,,1,surprise,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_45,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_45,True,,31,31,1.0,,,1,surprise,,mast_m,mast_m,,,3,idle,,,
d_nikke_mast_romanticmaid_01_46,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_46,True,,31,31,1.0,,,1,surprise,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_47,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_47,False,,31,31,1.0,,,1,angry,,mast_m,mast_m,,,3,idle,,,
d_nikke_mast_romanticmaid_01_48,d_nikke_mast_romanticmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_48,False,,31,31,1.0,,,1,angry,,mast_m,,,,3,idle,,,
d_nikke_mast_romanticmaid_01_49,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_49,True,,31,31,1.0,,,1,angry,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_50,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_50,True,,31,31,1.0,,,1,angry,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_51,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_51,True,,31,31,1.0,,,1,surprise,,mast_m,mast_m,,,3,idle,,,
d_nikke_mast_romanticmaid_01_52,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_52,False,,31,31,1.0,,,1,surprise,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_53,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_53,True,,31,31,1.0,,,1,surprise,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_54,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_54,True,,31,31,1.0,,,1,surprise,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_55,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_55,True,,31,31,1.0,,,1,idle2,,mast_m,mast_m,,,3,idle,,,
d_nikke_mast_romanticmaid_01_56,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_56,True,,31,30,1.0,,,1,idle2,,helm,helm,,,3,idle,mast_m,,
d_nikke_mast_romanticmaid_01_57,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_57,False,,30,30,1.0,none,,,,,helm,,,,3,idle,,,
d_nikke_mast_romanticmaid_01_58,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_58,False,,30,30,1.0,,,,,,helm,,,,3,idle,,,
d_nikke_mast_romanticmaid_01_59,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_59,False,,30,30,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_60,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_60,True,,30,300,1.0,bgm_story_backtonormal,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_61,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_61,True,,300,300,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_62,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_62,True,,300,300,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_63,d_nikke_mast_romanticmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_63,False,,300,300,1.0,,,,,,helm,,,,3,idle,,,
d_nikke_mast_romanticmaid_01_64,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_64,False,,300,300,1.0,,,,,,helm,,,,3,idle,,,
d_nikke_mast_romanticmaid_01_65,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_65,True,,300,30,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_66,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_66,True,,30,30,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_67,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_67,False,,30,30,1.0,,,,,,helm,,,,3,idle,,,
d_nikke_mast_romanticmaid_01_68,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_68,True,,30,30,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_69,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_69,True,,30,30,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_70,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_70,False,,30,30,1.0,,,,,,helm,,,,3,idle,,,
d_nikke_mast_romanticmaid_01_71,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_71,True,,30,30,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_72,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_72,False,,30,30,1.0,,,,,,helm,,,,3,idle,,,
d_nikke_mast_romanticmaid_01_73,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_73,True,,30,30,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_74,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_74,True,,30,30,1.0,,,,,,helm,helm,,,3,idle,,,
d_nikke_mast_romanticmaid_01_75,d_nikke_mast_romanticmaid_01,Narration,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_75,False,NikkeCorridor,30,S_10,1.0,,mast_m,1,surprise,sfx_scn_autodooropen,mast_m,,,,3,idle,,helm,
d_nikke_mast_romanticmaid_01_76,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_76,True,,S_10,S_10,1.0,,,1,surprise,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_77,d_nikke_mast_romanticmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_77,False,,S_10,S_10,1.0,,,1,surprise,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_78,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_78,True,,S_10,S_100,1.0,,,1,surprise,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_79,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_79,False,,S_100,S_100,1.0,,,1,surprise,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_80,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_80,False,,S_100,S_100,1.0,,,1,surprise,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_81,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_81,True,,S_100,S_100,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_82,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_82,True,,S_100,S_100,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_83,d_nikke_mast_romanticmaid_01,Choice,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_83,False,,S_100,S_100,1.0,,,1,idle2,,mast_m,,,,,,,,d_nikke_mast_romanticmaid_01_85
d_nikke_mast_romanticmaid_01_84,d_nikke_mast_romanticmaid_01,Choice,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_84,False,,S_100,S_100,1.0,,,1,idle2,,mast_m,,,,,,,,d_nikke_mast_romanticmaid_01_85
d_nikke_mast_romanticmaid_01_85,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_85,True,,S_100,S_10,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_86,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_86,True,,S_10,S_10,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_87,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_87,True,,S_10,S_10,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_88,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_88,False,,S_10,S_10,1.0,,,1,idle2,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_89,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_89,True,,S_10,S_10,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_90,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_90,False,,S_10,S_10,1.0,,,1,idle2,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_91,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_91,True,,S_10,S_10,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_92,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_92,False,,S_10,S_10,1.0,,,1,idle2,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_93,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_93,False,,S_10,S_10,1.0,,,1,idle2,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_94,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_94,False,,S_10,S_10,1.0,,,1,idle2,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_95,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_95,True,,S_10,S_10,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_96,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_96,False,,S_10,S_10,1.0,,,1,idle2,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_97,d_nikke_mast_romanticmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_97,False,,S_10,S_100,1.0,,,1,idle2,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_98,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_98,True,,S_100,S_100,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_99,d_nikke_mast_romanticmaid_01,Self,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_99,False,,S_100,S_100,1.0,,,1,idle2,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_100,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_100,True,,S_100,S_100,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
d_nikke_mast_romanticmaid_01_101,d_nikke_mast_romanticmaid_01,Monologue,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_101,False,,black,black,1.0,,,1,idle2,,mast_m,,,,,,,,
d_nikke_mast_romanticmaid_01_102,d_nikke_mast_romanticmaid_01,Speech,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_01_102,True,,S_100,S_10,1.0,,,1,idle2,,mast_m,mast_m,,,,,,,
