id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_trony_05_11,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_11,True,,12,sad,,14,idle,,13,13,1.0,,,,,,,,,
d_nikke_trony_05_12,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_12,False,,12,sad,,14,idle,,13,13,1.0,,,,,,,,,
d_nikke_trony_05_13,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_13,True,,12,sad,,14,idle,,13,13,1.0,,,,,,,,,
d_nikke_trony_05_14,d_nikke_trony_05,Self,laplace,,Locale_NikkeEpisode:d_nikke_trony_05_14,False,,12,sad,,14,idle,,13,13,1.0,,,,,,,,,
d_nikke_trony_05_15,d_nikke_trony_05,Self,laplace,,Locale_NikkeEpisode:d_nikke_trony_05_15,False,,12,sad,,14,idle,,13,13,1.0,,,,,,,,,
d_nikke_trony_05_16,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_16,True,,12,sad,,14,idle,,13,14,1.0,,,,,,,,,
d_nikke_trony_05_17,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_17,True,,12,sad,,14,idle,,14,14,1.0,,,,,,,,,
d_nikke_trony_05_18,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_18,True,,12,sad,,14,idle,,14,14,1.0,none,,,,,,,,
d_nikke_trony_05_19,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_19,True,,12,sad,,14,idle,,14,S_140,0.7,,,,,,,,,
d_nikke_trony_05_20,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_20,True,,12,sad,,14,idle,,S_140,S_1400,0.7,,,,,,,,,
d_nikke_trony_05_21,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_21,True,,12,sad,,14,think,,S_1400,S_1400,1.0,,,,,,,,,
d_nikke_trony_05_22,d_nikke_trony_05,Self,laplace,,Locale_NikkeEpisode:d_nikke_trony_05_22,False,,12,sad,,14,think,,S_1400,S_1400,1.0,bgm_story_inwonderland,,,,,,,,
d_nikke_trony_05_23,d_nikke_trony_05,Self,laplace,,Locale_NikkeEpisode:d_nikke_trony_05_23,False,,12,sad,,14,think,,S_1400,S_1400,1.0,,,,,,,,,
d_nikke_trony_05_24,d_nikke_trony_05,Self,laplace,,Locale_NikkeEpisode:d_nikke_trony_05_24,False,,12,sad,,14,think,,S_1400,S_1400,1.0,,,,,,,,,
d_nikke_trony_05_25,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_25,True,,12,sad,,14,idle,,S_1400,S_1400,1.0,,,,,,,,,
d_nikke_trony_05_26,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_26,True,,12,sad,,14,idle,,S_1400,S_1400,1.0,,,,,,,,,
d_nikke_trony_05_27,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_27,False,,12,sad,,14,idle,,S_1400,120,1.0,,,,,,,,,
d_nikke_trony_05_28,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_28,True,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_29,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_29,True,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_30,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_30,True,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_31,d_nikke_trony_05,Self,trony,,Locale_NikkeEpisode:d_nikke_trony_05_31,False,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_32,d_nikke_trony_05,Self,trony,,Locale_NikkeEpisode:d_nikke_trony_05_32,False,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_33,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_33,True,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_34,d_nikke_trony_05,Self,trony,,Locale_NikkeEpisode:d_nikke_trony_05_34,False,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_35,d_nikke_trony_05,Self,trony,,Locale_NikkeEpisode:d_nikke_trony_05_35,False,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_36,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_36,True,,12,idle,,14,idle,,120,S_140,1.0,,,,,,,,,
d_nikke_trony_05_37,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_37,True,,12,idle,,14,idle,,S_140,S_140,1.0,,,,,,,,,
d_nikke_trony_05_38,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_38,False,,12,sad,,14,idle,,S_140,120,1.0,,,,,,,,,
d_nikke_trony_05_39,d_nikke_trony_05,Self,trony,,Locale_NikkeEpisode:d_nikke_trony_05_39,False,,12,sad,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_40,d_nikke_trony_05,Self,trony,,Locale_NikkeEpisode:d_nikke_trony_05_40,False,,12,sad,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_41,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_41,True,,12,sad,,14,idle,,120,S_140,1.0,,,,,,,,,
d_nikke_trony_05_42,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_42,True,,12,sad,,14,idle,,S_140,S_140,1.0,,,,,,,,,
d_nikke_trony_05_43,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_43,True,,12,sad,,14,idle,,S_140,S_140,1.0,,,,,,,,,
d_nikke_trony_05_44,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_44,True,,12,sad,,14,idle,,S_140,S_140,1.0,,,,,,,,,
d_nikke_trony_05_45,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_45,True,,12,sad,,14,idle,,S_140,S_140,1.0,,,,,,,,,
d_nikke_trony_05_46,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_46,True,,12,sad,,14,delight,,S_140,S_140,1.0,,,,,,,,,
d_nikke_trony_05_47,d_nikke_trony_05,Self,trony,,Locale_NikkeEpisode:d_nikke_trony_05_47,False,,12,sad,,14,delight,,S_140,120,1.0,,,,,,,,,
d_nikke_trony_05_48,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_48,True,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_49,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_49,False,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_50,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_50,True,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_51,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_51,True,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_52,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_52,True,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_53,d_nikke_trony_05,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_trony_05_53,True,,12,idle,,14,delight,,120,13,1.0,,,,,,,,,
d_nikke_trony_05_54,d_nikke_trony_05,Self,laplace,,Locale_NikkeEpisode:d_nikke_trony_05_54,False,,12,idle,,14,idle,,13,13,1.0,,,,,,,,,
d_nikke_trony_05_55,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_55,True,,12,idle,,14,idle,,13,120,1.0,,,,,,,,,
d_nikke_trony_05_56,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_56,True,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_57,d_nikke_trony_05,Self,trony,,Locale_NikkeEpisode:d_nikke_trony_05_57,False,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_58,d_nikke_trony_05,Self,trony,,Locale_NikkeEpisode:d_nikke_trony_05_58,False,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_59,d_nikke_trony_05,Monologue,trony,,Locale_NikkeEpisode:d_nikke_trony_05_59,False,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_60,d_nikke_trony_05,Monologue,trony,,Locale_NikkeEpisode:d_nikke_trony_05_60,False,,12,idle,,14,idle,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_61,d_nikke_trony_05,Narration,,,Locale_NikkeEpisode:d_nikke_trony_05_61,False,,12,idle,,14,idle,NikkeRoom,black,black,1.0,none,laplace,black,,,,,,
d_nikke_trony_05_62,d_nikke_trony_05,Narration,,,Locale_NikkeEpisode:d_nikke_trony_05_62,False,,12,idle,,,,,12,12,1.0,,,,sfx_scn_shootinggame,,,,,
d_nikke_trony_05_63,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_63,False,,12,idle,,,,,12,12,1.0,,,,,,,,,
d_nikke_trony_05_64,d_nikke_trony_05,Narration,,,Locale_NikkeEpisode:d_nikke_trony_05_64,False,,12,idle,,,,,12,12,1.0,,,,sfx_scn_shootinggame,,,,,
d_nikke_trony_05_65,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_65,False,,12,idle,,,,,12,120,1.0,,,,,,,,,
d_nikke_trony_05_66,d_nikke_trony_05,Narration,,,Locale_NikkeEpisode:d_nikke_trony_05_66,False,,12,sad,,,,,black,black,1.0,,,,sfx_scn_bombjet,Low_1,,,,
d_nikke_trony_05_67,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_67,False,,12,sad,,,,,120,1200,0.7,,,,,,,,,
d_nikke_trony_05_68,d_nikke_trony_05,Narration,,,Locale_NikkeEpisode:d_nikke_trony_05_68,False,,12,sad,,,,,1200,1200,1.0,,,,sfx_scn_phonevibration,,,,,
d_nikke_trony_05_69,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_69,True,,12,sad,,,,,1200,1,1.0,bgm_story_orangepop,,,,,elegg,2,worry,
d_nikke_trony_05_70,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_70,True,,12,sad,,,,,1,1,1.0,,,,,,,2,worry,
d_nikke_trony_05_71,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_71,True,,12,sad,,,,,1,1,1.0,,,,,,,2,idle,
d_nikke_trony_05_72,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_72,True,,12,sad,,,,,1,1,1.0,,,,,,,2,idle,
d_nikke_trony_05_73,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_73,True,,12,no,,,,,1,1,1.0,,,,,,,2,idle,
d_nikke_trony_05_74,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_74,True,,12,no,,,,,1,1,1.0,,,,,,,2,idle,
d_nikke_trony_05_75,d_nikke_trony_05,Narration,,,Locale_NikkeEpisode:d_nikke_trony_05_75,False,,12,sad,,,,,black,black,1.0,,,,sfx_scn_phonevibration,Low_1,,2,surprise,
d_nikke_trony_05_76,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_76,True,,12,sad,,,,,S_20,S_20,1.0,,,,,,,2,worry,
d_nikke_trony_05_77,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_77,True,,12,sad,,,,,S_20,S_20,1.0,,,,,,,2,pain,
d_nikke_trony_05_78,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_78,True,,12,sad,,,,,S_20,1,1.0,,,,,,,2,pain,
d_nikke_trony_05_79,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_79,True,,12,sad,,,,,1,1,1.0,,,,,,,2,idle,
d_nikke_trony_05_80,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_80,True,,12,idle,,,,,1,120,1.0,,,,,,,2,idle,
d_nikke_trony_05_81,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_81,True,,12,idle,,,,,120,120,1.0,,,,,,,2,idle,
d_nikke_trony_05_82,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_82,False,,12,think,,,,,120,120,1.0,,,,,,,2,idle,
d_nikke_trony_05_83,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_83,True,,12,sad,,,,,120,120,1.0,,,,,,,2,idle,
d_nikke_trony_05_84,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_84,True,,12,sad,,,,,120,S_20,1.0,,,,,,,2,idle,
d_nikke_trony_05_85,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_85,True,,12,sad,,,,,S_20,S_20,1.0,,,,,,,2,delight,
d_nikke_trony_05_86,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_86,True,,12,sad,,,,,S_20,S_20,1.0,,,,,,,2,delight,
d_nikke_trony_05_87,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_87,False,,12,shy,,,,,S_20,120,1.0,,,,,,,2,delight,
d_nikke_trony_05_88,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_88,True,,12,shy,,,,,120,1,1.0,,,,,,,2,delight,
d_nikke_trony_05_89,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_89,True,,12,no,,,,,1,1,1.0,,,,,,,2,delight,
d_nikke_trony_05_90,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_90,True,,12,no,,,,,1,S_20,1.0,,,,,,,2,delight,
d_nikke_trony_05_91,d_nikke_trony_05,Speech,elegg,elegg,Locale_NikkeEpisode:d_nikke_trony_05_91,True,,12,no,,,,,S_20,S_20,1.0,,,,,,,2,delight,
d_nikke_trony_05_92,d_nikke_trony_05,Narration,,,Locale_NikkeEpisode:d_nikke_trony_05_92,False,,12,no,,,,,S_20,S_20,1.0,,,,sfx_scn_autodooropen,,,2,delight,elegg
d_nikke_trony_05_93,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_93,False,,12,no,,,,,S_20,120,1.0,,,,,,,,,
d_nikke_trony_05_94,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_94,True,,12,no,,,,,120,120,1.0,,,,,,,,,
d_nikke_trony_05_95,d_nikke_trony_05,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_trony_05_95,True,,12,delight,,,,,120,1200,1.0,,,,,,,,,
d_nikke_trony_05_96,d_nikke_trony_05,Narration,,,Locale_NikkeEpisode:d_nikke_trony_05_96,False,,12,delight,,,,,black,black,1.0,,,,,,,,,
d_nikke_trony_05_97,d_nikke_trony_05,Narration,,,Locale_NikkeEpisode:d_nikke_trony_05_97,False,,12,delight,,,,,black,black,1.0,,,,,,,,,
