id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,play_sound,characters/2/hide_char_id
d_nikke_helm_01_60,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_60,True,,10,10,1.0,,helm,helm,,1,angry,,,,,,,,,,,,
d_nikke_helm_01_61,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_61,True,,10,10,1.0,,helm,helm,,1,angry,d_nikke_helm_01_62,,,,,,,,,,,
d_nikke_helm_01_62,d_nikke_helm_01,Self,Locale_NikkeEpisode:d_nikke_helm_01_62,False,,10,10,1.0,,helm,,,1,idle,,,,,,,,,,,,
d_nikke_helm_01_63,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_63,True,,10,1,1.0,,helm,helm,,1,idle,,,,,,,,,,,,
d_nikke_helm_01_64,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_64,True,,1,1,1.0,,helm,helm,,1,idle,,,,,,,,,,,,
d_nikke_helm_01_65,d_nikke_helm_01,Self,Locale_NikkeEpisode:d_nikke_helm_01_65,False,,1,1,1.0,,helm,,,1,idle,,,,,,,,,,,,
d_nikke_helm_01_66,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_66,True,,1,1,1.0,,helm,helm,,1,no,,,,,,,,,,,,
d_nikke_helm_01_67,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_67,True,,1,1,1.0,,helm,helm,,1,no,,,,,,,,,,,,
d_nikke_helm_01_68,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_68,True,,1,1,1.0,,helm,helm,,1,no,,,,,,,,,,,,
d_nikke_helm_01_69,d_nikke_helm_01,Self,Locale_NikkeEpisode:d_nikke_helm_01_69,False,,1,1,1.0,,helm,,,1,no,,,,,,,,,,,,
d_nikke_helm_01_70,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_70,True,,1,1,1.0,,helm,helm,,1,no,,,,,,,,,,,,
d_nikke_helm_01_71,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_71,True,,1,1,1.0,,helm,helm,,1,idle,,,,,,,,,,,,
d_nikke_helm_01_72,d_nikke_helm_01,Monologue,Locale_NikkeEpisode:d_nikke_helm_01_72,False,Restaurant,17,1315,3.0,,helm,,,1,idle,,helm,,,,,black,,,,,
d_nikke_helm_01_73,d_nikke_helm_01,Monologue,Locale_NikkeEpisode:d_nikke_helm_01_73,False,,1315,1315,1.0,,helm,,,,,,,,,,,,,,,,
d_nikke_helm_01_74,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_74,True,,1315,1315,1.0,,mast,mast,,,,,,mast,13,delight,,,anchor,15,idle,,
d_nikke_helm_01_75,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_75,True,,1315,1315,1.0,,mast,mast,,,,,,,13,delight,,,,15,idle,,
d_nikke_helm_01_76,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_76,True,,1315,1315,1.0,,anchor,anchor,,,,,,,13,delight,,,,15,idle,,
d_nikke_helm_01_77,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_77,True,,1315,130,1.0,,mast,mast,,,,,,,13,delight,,,,15,idle,,
d_nikke_helm_01_78,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_78,True,,130,130,1.0,,mast,mast,,,,,,,13,delight,,,,15,idle,,
d_nikke_helm_01_79,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_79,True,,130,150,1.0,,anchor,anchor,,,,,,,13,delight,,,,15,surprise,,
d_nikke_helm_01_80,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_80,True,,150,1315,1.0,,mast,mast,,,,,,,13,angry,,,,15,surprise,,
d_nikke_helm_01_81,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_81,True,,1315,1315,1.0,,mast,mast,,,,,,,13,angry,,,,15,surprise,,
d_nikke_helm_01_82,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_82,True,,1315,1315,1.0,,anchor,anchor,,,,,,,13,angry,,,,15,angry,,
d_nikke_helm_01_83,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_83,True,,130,1300,1.0,,mast,mast,,,,,,,13,delight,,,,15,angry,,
d_nikke_helm_01_84,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_84,True,,150,S_1500,1.0,,anchor,anchor,,,,,,,13,delight,,,,15,angry,,
d_nikke_helm_01_85,d_nikke_helm_01,Monologue,Locale_NikkeEpisode:d_nikke_helm_01_85,False,,1315,1315,1.0,,anchor,,,,,,,,13,delight,,,,15,angry,,
d_nikke_helm_01_86,d_nikke_helm_01,Narration,Locale_NikkeEpisode:d_nikke_helm_01_86,False,,1,100,0.2,,anchor,,helm,1,idle,,,,13,delight,,,,15,surprise,sfx_scn_hitcan,
d_nikke_helm_01_87,d_nikke_helm_01,Monologue,Locale_NikkeEpisode:d_nikke_helm_01_87,False,,100,100,1.0,,anchor,,,1,idle,,,,13,delight,,,,15,surprise,,
d_nikke_helm_01_88,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_88,False,,100,100,1.0,,anchor,anchor,,1,idle,,,,13,surprise,,,,15,surprise,,
d_nikke_helm_01_89,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_89,False,,100,100,1.0,,mast,mast,,1,idle,,,,13,surprise,,,,15,surprise,,
d_nikke_helm_01_90,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_90,True,,100,1,1.0,,helm,helm,,1,angry,,,,13,surprise,,,,15,surprise,,
d_nikke_helm_01_91,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_91,True,,1,113,1.0,,mast,mast,,1,angry,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_92,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_92,True,,113,113,1.0,,helm,helm,,1,angry,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_93,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_93,True,,113,113,1.0,,helm,helm,,1,angry,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_94,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_94,True,,113,1300,0.5,,mast,mast,,1,angry,,,,13,delight,,,,15,idle,,
d_nikke_helm_01_95,d_nikke_helm_01,Narration,Locale_NikkeEpisode:d_nikke_helm_01_95,False,,1,100,0.2,,mast,,,1,angry,,,,13,delight,,,,15,idle,sfx_scn_hitcan,
d_nikke_helm_01_96,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_96,True,,100,10,1.0,,helm,helm,,1,angry,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_97,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_97,True,,10,10,1.0,,helm,helm,,1,angry,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_98,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_98,True,,10,15,1.0,,anchor,anchor,,1,angry,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_99,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_99,True,,15,15,1.0,,helm,helm,,1,angry,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_100,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_100,True,,15,S_150,2.0,,anchor,anchor,,1,angry,,,,13,idle,,,,15,angry,,
d_nikke_helm_01_101,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_101,True,,S_150,S_150,1.0,,helm,helm,,1,idle,,,,13,idle,,,,15,angry,,
d_nikke_helm_01_102,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_102,True,,S_150,15,1.0,,anchor,anchor,,1,idle,,,,13,idle,,,,15,delight,,
d_nikke_helm_01_103,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_103,True,,1,1,1.0,,helm,helm,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_104,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_104,True,,1,1,1.0,,helm,helm,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_105,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_105,False,,15,15,1.0,,anchor,anchor,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_106,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_106,True,,1,1,1.0,,helm,helm,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_107,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_107,True,,13,13,1.0,,mast,mast,,1,idle,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_108,d_nikke_helm_01,Choice,Locale_NikkeEpisode:d_nikke_helm_01_108,False,,13,13,1.0,,mast,,,1,idle,d_nikke_helm_01_110,,,13,angry,,,,15,idle,,
d_nikke_helm_01_109,d_nikke_helm_01,Choice,Locale_NikkeEpisode:d_nikke_helm_01_109,False,,13,13,1.0,,mast,,,1,idle,d_nikke_helm_01_113,,,13,angry,,,,15,idle,,
d_nikke_helm_01_110,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_110,True,,13,113,1.0,,helm,helm,,1,idle,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_111,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_111,True,,113,113,1.0,,mast,mast,,1,idle,,,,13,delight,,,,15,idle,,
d_nikke_helm_01_112,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_112,True,,113,113,1.0,,mast,mast,,1,idle,d_nikke_helm_01_117,,,13,delight,,,,15,idle,,
d_nikke_helm_01_113,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_113,True,,13,113,1.0,,helm,helm,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_114,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_114,True,,113,113,1.0,,mast,mast,,1,idle,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_115,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_115,True,,113,113,1.0,,helm,helm,,1,idle,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_116,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_116,True,,113,113,1.0,,mast,mast,,1,idle,d_nikke_helm_01_117,,,13,idle,,,,15,idle,,
d_nikke_helm_01_117,d_nikke_helm_01,Narration,Locale_NikkeEpisode:d_nikke_helm_01_117,False,,1,1,1.0,,mast,,,1,idle,,,,13,idle,,black,,15,idle,,
d_nikke_helm_01_118,d_nikke_helm_01,Monologue,Locale_NikkeEpisode:d_nikke_helm_01_118,False,,1,10,1.0,,mast,,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_119,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_119,True,,10,1,1.0,,helm,helm,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_120,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_120,True,,1,1,1.0,,helm,helm,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_121,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_121,True,,1,113,1.0,,mast,mast,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_122,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_122,True,,113,113,1.0,,mast,mast,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_123,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_123,True,,113,1315,1.0,,anchor,anchor,,1,idle,,,,13,idle,,,,15,sad,,
d_nikke_helm_01_124,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_124,True,,1315,1315,1.0,,anchor,anchor,,1,idle,,,,13,idle,,,,15,sad,,
d_nikke_helm_01_125,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_125,True,,1315,1,1.0,,helm,helm,,1,idle,,,,13,idle,,,,15,sad,,
d_nikke_helm_01_126,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_126,False,,1,1,1.0,,mast,mast,,1,idle,,,,13,surprise,,,,15,idle,,
d_nikke_helm_01_127,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_127,False,,1,1,1.0,,anchor,anchor,,1,idle,,,,13,surprise,,,,15,idle,,
d_nikke_helm_01_128,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_128,True,,1,1,1.0,,helm,helm,,1,idle,,,,13,surprise,,,,15,idle,,
d_nikke_helm_01_129,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_129,False,,13,130,2.0,,mast,mast,,1,idle,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_130,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_130,True,,130,1300,1.0,,mast,mast,,1,idle,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_131,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_131,False,,1300,1300,1.0,,helm,helm,,1,no,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_132,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_132,True,,1300,130,1.0,,mast,mast,,1,no,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_133,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_133,True,,10,10,1.0,,helm,helm,,1,no,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_134,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_134,True,,130,130,1.0,,mast,mast,,1,no,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_135,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_135,True,,130,130,1.0,,mast,mast,,1,no,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_136,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_136,False,,10,10,1.0,,helm,helm,,1,no,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_137,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_137,True,,10,1,1.0,,helm,helm,,1,idle,,,,13,angry,,,,15,idle,,
d_nikke_helm_01_138,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_138,True,,1,113,1.0,,mast,mast,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_139,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_139,True,,113,1315,1.0,,anchor,anchor,,1,idle,,,,13,idle,,,,15,idle,,
d_nikke_helm_01_140,d_nikke_helm_01,Monologue,Locale_NikkeEpisode:d_nikke_helm_01_140,False,,1315,1315,1.0,,anchor,,,1,idle,,,,13,idle,mast,,,15,idle,,anchor
d_nikke_helm_01_141,d_nikke_helm_01,Speech,Locale_NikkeEpisode:d_nikke_helm_01_141,False,,1315,1,2.0,,helm,helm,,1,no,,,,,,,,,,,,
d_nikke_helm_01_142,d_nikke_helm_01,Self,Locale_NikkeEpisode:d_nikke_helm_01_142,False,,1,1,1.0,,helm,,,1,no,,,,,,,,,,,,
