id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_snowwhite_02_14,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_14,False,,9,9,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_15,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_15,True,,9,9,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_16,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_16,False,,9,9,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_17,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_17,False,,9,9,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_18,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_18,False,,9,L_90,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_19,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_19,True,,L_90,L_90,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_20,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_20,False,,L_90,L_90,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_21,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_21,True,,L_90,L_90,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_22,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_22,False,,L_90,L_90,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_23,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_23,True,,L_90,L_90,1.0,,,,,,,9,pain,
d_nikke_snowwhite_02_24,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_24,True,,L_90,L_90,1.0,,,,,,,9,pain,
d_nikke_snowwhite_02_25,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_25,True,,L_90,L_90,1.0,,,,,,,9,pain,
d_nikke_snowwhite_02_26,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_26,True,,L_90,L_900,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_27,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_27,True,,L_900,L_900,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_28,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_28,True,,L_900,L_900,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_29,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_29,False,,L_900,L_900,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_30,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_30,True,,L_900,L_900,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_31,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_31,True,,L_900,L_900,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_32,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_32,True,,L_900,L_900,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_33,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_33,False,,L_900,L_900,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_34,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_34,True,,L_900,L_90,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_35,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_35,True,,L_90,L_90,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_36,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_36,True,,L_90,L_90,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_37,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_37,True,,L_90,L_90,1.0,,,,,,,9,idle,
d_nikke_snowwhite_02_38,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_38,True,,L_90,L_90,1.0,,,,,,,5,idle,
d_nikke_snowwhite_02_39,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_39,True,WasteLand_02,1,1,1.0,none,black,,,,,1,idle,
d_nikke_snowwhite_02_40,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_40,True,,1,19,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_41,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_41,True,,19,19,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_42,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_42,False,,19,19,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_43,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_43,False,,19,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_44,d_nikke_snowwhite_02,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_02_44,False,,1,1,1.0,bgm_emergency,,sfx_scn_snowwhiterifle,Low_1,,,1,idle,
d_nikke_snowwhite_02_45,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_45,True,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_46,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_46,True,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_47,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_47,False,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_48,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_48,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_49,d_nikke_snowwhite_02,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_02_49,False,,1,1,1.0,,,sfx_scn_aim,,,,1,idle,
d_nikke_snowwhite_02_50,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_50,False,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_51,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_51,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_52,d_nikke_snowwhite_02,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_02_52,False,,1,1,1.0,,,sfx_scn_snowwhiterifle,Low_1,,,1,idle,
d_nikke_snowwhite_02_53,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_53,False,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_54,d_nikke_snowwhite_02,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_02_54,False,,1,1,1.0,,,sfx_scn_aim,,,,1,idle,
d_nikke_snowwhite_02_55,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_55,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_56,d_nikke_snowwhite_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_02_56,False,,1,1,1.0,,,sfx_scn_snowwhiterifle,Low_1,,,1,idle,
d_nikke_snowwhite_02_57,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_57,True,,L_10,L_10,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_58,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_58,True,,L_10,L_10,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_59,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_59,False,,L_10,L_10,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_60,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_60,True,,L_10,1,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_61,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_61,True,,1,1,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_62,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_62,False,,1,L_100,1.0,,,,,,,1,angry,snowwhite
d_nikke_snowwhite_02_63,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_63,True,,L_100,L_100,1.0,,,,,,,,,
d_nikke_snowwhite_02_64,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_64,True,Factory,black,black,1.0,,,,,,,,,
d_nikke_snowwhite_02_65,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_65,False,,1,1,1.0,none,,,,,snowwhite,1,idle,
d_nikke_snowwhite_02_66,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_66,False,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_67,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_67,True,,1,L_10,1.0,bgm_greyhaze,,,,,,1,idle,
d_nikke_snowwhite_02_68,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_68,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_69,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_69,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_70,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_70,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_71,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_71,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_72,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_72,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_73,d_nikke_snowwhite_02,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_02_73,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_74,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_74,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_75,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_75,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_76,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_76,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_77,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_77,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_78,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_78,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_79,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_79,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_80,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_80,False,,L_10,L_10,1.0,,,,,,,1,pain,
d_nikke_snowwhite_02_81,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_81,True,,L_10,L_10,1.0,,,,,,,1,pain,
d_nikke_snowwhite_02_82,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_82,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_83,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_83,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_84,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_84,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_85,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_85,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_86,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_86,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_87,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_87,False,,L_10,L_10,1.0,,,,,,,1,pain,
d_nikke_snowwhite_02_88,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_88,False,,L_10,L_10,1.0,,,,,,,1,pain,
d_nikke_snowwhite_02_89,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_89,True,,L_10,1,1.0,,,,,,,1,pain,
d_nikke_snowwhite_02_90,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_90,False,,1,1,1.0,,,,,,,1,pain,
d_nikke_snowwhite_02_91,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_91,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_92,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_92,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_93,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_93,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_94,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_94,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_95,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_95,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_96,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_96,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_97,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_97,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_98,d_nikke_snowwhite_02,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_02_98,False,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_99,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_99,False,,1,L_10,0.5,,,,,,,1,idle,
d_nikke_snowwhite_02_100,d_nikke_snowwhite_02,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_02_100,False,,black,black,1.0,,,sfx_scn_down,,,,1,idle,
d_nikke_snowwhite_02_101,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_101,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_102,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_102,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_103,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_103,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_104,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_104,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_105,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_105,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_106,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_106,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_107,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_107,True,,L_10,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_02_108,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_108,True,,L_10,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_02_109,d_nikke_snowwhite_02,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_02_109,False,,L_100,L_100,1.0,,,,,,,1,special,
d_nikke_snowwhite_02_110,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_110,True,,L_10,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_02_111,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_111,True,,L_10,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_02_112,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_112,False,,L_10,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_02_113,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_113,True,,L_10,L_100,0.5,,,,,,,1,angry,
d_nikke_snowwhite_02_114,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_114,True,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_115,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_115,True,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_116,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_116,True,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_117,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_117,True,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_118,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_118,True,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_119,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_119,True,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_120,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_120,True,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_121,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_121,True,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_122,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_122,True,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_123,d_nikke_snowwhite_02,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_02_123,False,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_02_124,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_124,False,,L_100,L_100,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_125,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_125,True,,L_100,L_100,1.0,,,,,,,1,special,
d_nikke_snowwhite_02_126,d_nikke_snowwhite_02,Narration,snowwhite,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_02_126,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_127,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_127,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_128,d_nikke_snowwhite_02,Choice,snowwhite,,Locale_NikkeEpisode:d_nikke_snowwhite_02_128,False,,L_10,L_10,1.0,,,,,d_nikke_snowwhite_02_130,,1,idle,
d_nikke_snowwhite_02_129,d_nikke_snowwhite_02,Choice,snowwhite,,Locale_NikkeEpisode:d_nikke_snowwhite_02_129,False,,L_10,L_10,1.0,,,,,d_nikke_snowwhite_02_132,,1,idle,
d_nikke_snowwhite_02_130,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_130,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_131,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_131,True,,L_10,L_10,1.0,,,,,d_nikke_snowwhite_02_134,,1,idle,
d_nikke_snowwhite_02_132,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_132,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_133,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_133,True,,L_10,L_10,1.0,,,,,d_nikke_snowwhite_02_134,,1,idle,
d_nikke_snowwhite_02_134,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_134,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_02_135,d_nikke_snowwhite_02,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_02_135,True,,L_10,L_10,1.0,,,,,,,1,idle,
