id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,play_sound,set_camera_shake,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_belorta_02_16,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_16,True,,XS_10,XS_100,0.5,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_17,d_nikke_belorta_02,Self,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_17,False,,XS_100,XS_100,1.0,,,,1,delight,,,,,,,,,,,,,
d_nikke_belorta_02_18,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_18,False,Corridor,black,black,1.0,,,,1,delight,,,,,,,,,,,,,
d_nikke_belorta_02_19,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_19,True,,XS_10,XS_10,0.5,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_20,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_20,True,,XS_10,XS_10,1.0,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_21,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_21,True,,XS_10,XS_10,1.0,,,,1,idle,belorta,,,,,,,,,,,,
d_nikke_belorta_02_22,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_22,False,,XS_10,XS_100,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_23,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_23,True,,XS_100,XS_100,1.0,,,,1,idle,belorta,,,,,,,,,,,,
d_nikke_belorta_02_24,d_nikke_belorta_02,Self,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_24,False,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_25,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_25,True,,XS_100,XS_100,1.0,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_26,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_26,True,,XS_100,XS_100,1.0,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_27,d_nikke_belorta_02,Self,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_27,False,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_28,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_28,True,,XS_100,XS_100,1.0,,,,1,idle,belorta,,,,,,,,,,,,
d_nikke_belorta_02_29,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_29,True,,XS_100,XS_100,1.0,,,,1,idle,belorta,,,,,,,,,,,,
d_nikke_belorta_02_30,d_nikke_belorta_02,Self,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_30,False,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_31,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_31,True,,XS_100,XS_100,1.0,,,,1,shy,belorta,,,,,,,,,,,,
d_nikke_belorta_02_32,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_32,True,,XS_100,XS_100,1.0,,,,1,shy,belorta,,,,,,,,,,,,
d_nikke_belorta_02_33,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_33,False,,XS_100,XS_100,1.0,,,,1,shy,,,,,,,,,,,,,
d_nikke_belorta_02_34,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_34,True,,XS_100,XS_100,0.5,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_35,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_35,True,,XS_100,XS_100,1.0,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_36,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_36,False,,XS_100,XS_10,1.0,,,,1,delight,,,,,,,,,,,,,
d_nikke_belorta_02_37,d_nikke_belorta_02,Self,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_37,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_38,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_38,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_39,d_nikke_belorta_02,Self,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_39,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_40,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_40,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_41,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_41,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_42,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_42,False,,XS_10,XS_10,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_43,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_43,True,,XS_10,XS_10,0.5,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_44,d_nikke_belorta_02,Choice,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_44,False,,XS_10,XS_10,1.0,,,,1,delight,,,,d_nikke_belorta_02_46,,,,,,,,,
d_nikke_belorta_02_45,d_nikke_belorta_02,Choice,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_45,False,,XS_10,XS_10,1.0,,,,1,delight,,,,d_nikke_belorta_02_48,,,,,,,,,
d_nikke_belorta_02_46,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_46,True,,XS_10,XS_10,0.5,,,,1,angry,belorta,,,,,,,,,,,,
d_nikke_belorta_02_47,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_47,True,,XS_10,XS_10,1.0,,,,1,angry,belorta,,,d_nikke_belorta_02_50,,,,,,,,,
d_nikke_belorta_02_48,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_48,True,,XS_10,XS_10,0.5,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_49,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_49,True,,XS_10,XS_10,1.0,,,,1,delight,belorta,,,d_nikke_belorta_02_50,,,,,,,,,
d_nikke_belorta_02_50,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_50,True,,XS_10,XS_10,1.0,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_51,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_51,True,,XS_10,XS_10,1.0,,,,1,idle,belorta,,,,,,,,,,,,
d_nikke_belorta_02_52,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_52,False,,XS_10,XS_10,0.5,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_53,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_53,True,,XS_10,XS_10,1.0,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_54,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_54,False,,XS_10,XS_100,0.5,,,,1,delight,,,,,,,,,,,,,
d_nikke_belorta_02_55,d_nikke_belorta_02,Self,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_55,False,,XS_100,XS_100,1.0,,,,1,delight,,,,,,,,,,,,,
d_nikke_belorta_02_56,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_56,False,,XS_100,XS_100,1.0,,,,1,delight,,,,,,,,,,,,,
d_nikke_belorta_02_57,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_57,True,,XS_100,XS_100,1.0,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_58,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_58,True,,XS_100,XS_100,1.0,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_59,d_nikke_belorta_02,Monologue,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_59,False,,XS_100,XS_100,1.0,,,,1,delight,,,,,,,,,,,,,
d_nikke_belorta_02_60,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_60,True,,XS_100,XS_100,1.0,,,,1,idle,belorta,,,,,,,,,,,,
d_nikke_belorta_02_61,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_61,True,,XS_100,XS_100,1.0,,,,1,idle,belorta,,,,,,,,,,,,
d_nikke_belorta_02_62,d_nikke_belorta_02,Self,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_62,False,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_63,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_63,True,,XS_100,XS_100,1.0,,,,1,idle,belorta,,,,,,,,,,,,
d_nikke_belorta_02_64,d_nikke_belorta_02,Self,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_64,False,,XS_100,XS_100,1.0,,,,1,idle,,,,,,,,,,,,,
d_nikke_belorta_02_65,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_65,True,,XS_100,XS_100,0.5,,,,1,delight,belorta,,,,,,,,,,,,
d_nikke_belorta_02_66,d_nikke_belorta_02,Monologue,,Locale_NikkeEpisode:d_nikke_belorta_02_66,False,,black,black,1.0,none,,,1,delight,,,,,,,,,,,,,
d_nikke_belorta_02_67,d_nikke_belorta_02,Narration,,Locale_NikkeEpisode:d_nikke_belorta_02_67,False,CommanderRoom,black,black,1.0,,Black,,,,,,,,belorta,,,,,,,,
d_nikke_belorta_02_68,d_nikke_belorta_02,Speech,anis,Locale_NikkeEpisode:d_nikke_belorta_02_68,True,,130,130,1.0,bgm_story_orangepop,,anis,13,worry,anis,,,,,neon,1,idle,rapi,15,idle,,
d_nikke_belorta_02_69,d_nikke_belorta_02,Self,,Locale_NikkeEpisode:d_nikke_belorta_02_69,False,,130,130,1.0,,,,13,worry,,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_70,d_nikke_belorta_02,Speech,neon,Locale_NikkeEpisode:d_nikke_belorta_02_70,True,,130,113,0.5,,,,13,worry,neon,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_71,d_nikke_belorta_02,Speech,anis,Locale_NikkeEpisode:d_nikke_belorta_02_71,True,,113,113,1.0,,,,13,worry,anis,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_72,d_nikke_belorta_02,Self,,Locale_NikkeEpisode:d_nikke_belorta_02_72,False,,113,113,1.0,,,,13,worry,,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_73,d_nikke_belorta_02,Speech,neon,Locale_NikkeEpisode:d_nikke_belorta_02_73,True,,113,S_10,0.5,,,,13,worry,neon,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_74,d_nikke_belorta_02,Speech,neon,Locale_NikkeEpisode:d_nikke_belorta_02_74,True,,S_10,S_10,1.0,,,,13,worry,neon,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_75,d_nikke_belorta_02,Speech,neon,Locale_NikkeEpisode:d_nikke_belorta_02_75,True,,S_10,S_10,1.0,,,,13,worry,neon,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_76,d_nikke_belorta_02,Self,,Locale_NikkeEpisode:d_nikke_belorta_02_76,False,,S_10,S_10,1.0,,,,13,worry,,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_77,d_nikke_belorta_02,Speech,neon,Locale_NikkeEpisode:d_nikke_belorta_02_77,True,,S_10,S_10,1.0,,,,13,worry,neon,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_78,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_78,True,,S_10,150,1.0,,,,13,angry,rapi,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_79,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_79,True,,150,150,1.0,,,,13,angry,rapi,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_80,d_nikke_belorta_02,Self,,Locale_NikkeEpisode:d_nikke_belorta_02_80,False,,150,150,1.0,,,,13,angry,,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_81,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_81,True,,150,150,1.0,,,,13,angry,rapi,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_82,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_82,True,,150,150,1.0,,,,13,angry,rapi,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_83,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_83,True,,150,150,1.0,,,,13,angry,rapi,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_84,d_nikke_belorta_02,Self,,Locale_NikkeEpisode:d_nikke_belorta_02_84,False,,150,150,1.0,,,,13,angry,,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_85,d_nikke_belorta_02,Speech,anis,Locale_NikkeEpisode:d_nikke_belorta_02_85,True,,130,130,1.0,,,,13,angry,anis,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_86,d_nikke_belorta_02,Speech,neon,Locale_NikkeEpisode:d_nikke_belorta_02_86,True,,130,113,1.0,,,,13,angry,neon,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_87,d_nikke_belorta_02,Speech,neon,Locale_NikkeEpisode:d_nikke_belorta_02_87,True,,113,113,1.0,,,,13,angry,neon,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_88,d_nikke_belorta_02,Speech,anis,Locale_NikkeEpisode:d_nikke_belorta_02_88,True,,113,113,0.5,,,,13,angry,anis,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_89,d_nikke_belorta_02,Speech,anis,Locale_NikkeEpisode:d_nikke_belorta_02_89,True,,113,113,1.0,,,,13,angry,anis,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_90,d_nikke_belorta_02,Speech,neon,Locale_NikkeEpisode:d_nikke_belorta_02_90,False,,113,S_10,0.5,,,,13,angry,neon,,,,,,1,surprise,,15,idle,,
d_nikke_belorta_02_91,d_nikke_belorta_02,Speech,neon,Locale_NikkeEpisode:d_nikke_belorta_02_91,True,,S_10,S_10,1.0,,,,13,angry,neon,,,,,,1,delight,,15,idle,,
d_nikke_belorta_02_92,d_nikke_belorta_02,Speech,anis,Locale_NikkeEpisode:d_nikke_belorta_02_92,True,,130,130,1.0,,,,13,angry,anis,,,,,,1,delight,,15,idle,,
d_nikke_belorta_02_93,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_93,True,,150,150,1.0,,,,13,angry,rapi,,,,,,1,delight,,15,idle,,
d_nikke_belorta_02_94,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_94,True,,150,150,1.0,,,,13,angry,rapi,,,,,,1,delight,,15,idle,,
d_nikke_belorta_02_95,d_nikke_belorta_02,Self,,Locale_NikkeEpisode:d_nikke_belorta_02_95,False,,150,150,1.0,,,,13,angry,,,,,,,1,delight,,15,idle,,
d_nikke_belorta_02_96,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_96,True,,150,150,1.0,,Black,,,,belorta,,,,anis,,1,,,15,idle,neon,rapi
d_nikke_belorta_02_97,d_nikke_belorta_02,Speech,belorta,Locale_NikkeEpisode:d_nikke_belorta_02_97,True,,150,150,1.0,,Black,,,,belorta,,,,,,1,,,,,,
d_nikke_belorta_02_98,d_nikke_belorta_02,Self,,Locale_NikkeEpisode:d_nikke_belorta_02_98,False,,150,150,1.0,,,anis,13,angry,,,,,,neon,1,idle,rapi,15,idle,,
d_nikke_belorta_02_99,d_nikke_belorta_02,Speech,anis,Locale_NikkeEpisode:d_nikke_belorta_02_99,True,,150,1315,1.0,,,,13,sad,anis,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_100,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_100,True,,1315,1315,1.0,,,,13,sad,rapi,,,,,,1,idle,,15,idle,,
d_nikke_belorta_02_101,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_101,True,,1315,1315,1.0,,,,13,sad,rapi,,,,,,1,idle,,15,worry,,
d_nikke_belorta_02_102,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_102,True,,1315,150,1.0,,,,13,sad,rapi,,,,,,1,idle,,15,worry,,
d_nikke_belorta_02_103,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_103,True,,150,150,1.0,,,,13,angry,rapi,,,,,,1,idle,,15,worry,,
d_nikke_belorta_02_104,d_nikke_belorta_02,Speech,rapi,Locale_NikkeEpisode:d_nikke_belorta_02_104,True,,150,150,1.0,,,,13,angry,rapi,,,,,,1,idle,,15,worry,,
d_nikke_belorta_02_105,d_nikke_belorta_02,Self,,Locale_NikkeEpisode:d_nikke_belorta_02_105,False,,150,150,1.0,,,,13,angry,,,,,,,1,idle,,15,worry,,
