id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_diesel_02_25,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_25,True,,100,100,1.0,,,,1,delight
treasurestory_diesel_02_26,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_26,True,,100,100,1.0,,,,1,idle
treasurestory_diesel_02_27,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_27,True,,100,100,1.0,,,,1,idle
treasurestory_diesel_02_28,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_28,True,,100,100,1.0,,,,1,idle
treasurestory_diesel_02_29,treasurestory_diesel_02,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_02_29,False,,100,100,1.0,,,,1,idle
treasurestory_diesel_02_30,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_30,True,,100,10,1.0,,,,1,idle
treasurestory_diesel_02_31,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_31,True,,10,10,1.0,,,,1,idle
treasurestory_diesel_02_32,treasurestory_diesel_02,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_02_32,False,,10,10,1.0,,,,1,idle
treasurestory_diesel_02_33,treasurestory_diesel_02,Monologue,diesel,,Locale_NikkeEpisode:treasurestory_diesel_02_33,False,,10,10,1.0,,,,1,idle
treasurestory_diesel_02_34,treasurestory_diesel_02,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_02_34,False,,10,10,1.0,,,,1,idle
treasurestory_diesel_02_35,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_35,True,,10,10,1.0,,,,1,delight
treasurestory_diesel_02_36,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_36,True,,10,10,1.0,,,,1,idle
treasurestory_diesel_02_37,treasurestory_diesel_02,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_02_37,False,,10,10,1.0,,,,1,idle
treasurestory_diesel_02_38,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_38,True,,10,10,1.0,,,,1,idle
treasurestory_diesel_02_39,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_39,True,,10,10,1.0,,,,1,worry
treasurestory_diesel_02_40,treasurestory_diesel_02,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_02_40,False,,10,10,1.0,,,,1,worry
treasurestory_diesel_02_41,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_41,True,,10,10,1.0,,,,1,idle
treasurestory_diesel_02_42,treasurestory_diesel_02,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_02_42,True,,10,10,1.0,,,,1,idle
