id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,set_filter_01,jump_target,play_sound,set_camera_shake
d_nikke_hongryeon_04_44,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_44,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_45,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_45,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_46,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_46,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_47,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_47,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_48,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_48,False,,10,1,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_49,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_49,True,,1,1,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_50,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_50,True,,1,1,1.0,none,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_51,d_nikke_hongryeon_04,Choice,Locale_NikkeEpisode:d_nikke_hongryeon_04_51,False,,1,1,1.0,,hongryeon,,,1,idle,,,d_nikke_hongryeon_04_53,,
d_nikke_hongryeon_04_52,d_nikke_hongryeon_04,Choice,Locale_NikkeEpisode:d_nikke_hongryeon_04_52,False,,1,1,1.0,,hongryeon,,,1,idle,,,d_nikke_hongryeon_04_56,,
d_nikke_hongryeon_04_53,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_53,True,,1,1,1.0,,hongryeon,hongryeon,,1,no,,,,,
d_nikke_hongryeon_04_54,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_54,False,,1,1,1.0,,hongryeon,,,1,no,,,,,
d_nikke_hongryeon_04_55,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_55,False,,1,9,0.4,,hongryeon,,,1,no,,,d_nikke_hongryeon_04_56,,
d_nikke_hongryeon_04_56,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_56,False,,9,9,1.0,,hongryeon,,,1,no,,,,,
d_nikke_hongryeon_04_57,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_57,True,,9,9,1.0,bgm_story_armageddon,hongryeon,hongryeon,,1,no,,,,,
d_nikke_hongryeon_04_58,d_nikke_hongryeon_04,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_04_58,False,,9,900,1.0,,hongryeon,,,1,no,,,,sfx_scn_bee,Low_2
d_nikke_hongryeon_04_59,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_59,False,,900,900,1.0,,hongryeon,,,1,no,,,,,
d_nikke_hongryeon_04_60,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_60,False,,900,900,1.0,,hongryeon,,,1,no,,,,,
d_nikke_hongryeon_04_61,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_61,True,,black,black,1.0,,hongryeon,hongryeon,,1,no,,,,,
d_nikke_hongryeon_04_62,d_nikke_hongryeon_04,Narration,Locale_NikkeEpisode:d_nikke_hongryeon_04_62,False,,black,black,1.0,,hongryeon,,,1,no,,,,sfx_scn_sworddance,
d_nikke_hongryeon_04_63,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_63,False,,black,black,1.0,,hongryeon,,,1,no,,,,,
d_nikke_hongryeon_04_64,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_64,False,,100,100,1.0,,hongryeon,,,1,no,,,,,
d_nikke_hongryeon_04_65,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_65,True,,100,100,1.0,,hongryeon,hongryeon,,1,no,,,,,
d_nikke_hongryeon_04_66,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_66,False,,100,100,1.0,none,hongryeon,,,1,no,,,,,
d_nikke_hongryeon_04_67,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_67,True,,100,100,1.0,,hongryeon,hongryeon,,1,no,,,,,
d_nikke_hongryeon_04_68,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_68,False,,100,100,1.0,,hongryeon,,,1,no,,,,,
d_nikke_hongryeon_04_69,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_69,True,,100,1,1.0,,hongryeon,hongryeon,,1,no,,,,,
d_nikke_hongryeon_04_70,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_70,True,CityForest_03_d,black,black,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_71,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_71,True,,1,1,1.0,bgm_story_orangepop,hongryeon,hongryeon,,1,idle,black,,,,
d_nikke_hongryeon_04_72,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_72,False,,1,10,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_73,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_73,False,,10,10,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_74,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_74,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_75,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_75,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_76,d_nikke_hongryeon_04,Monologue,Locale_NikkeEpisode:d_nikke_hongryeon_04_76,False,,10,10,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_77,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_77,False,,10,10,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_78,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_78,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_79,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_79,False,,10,10,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_80,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_80,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_81,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_81,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_82,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_82,False,,10,10,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_83,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_83,True,,10,10,1.0,,hongryeon,hongryeon,,1,delight,,,,,
d_nikke_hongryeon_04_84,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_84,True,,10,10,1.0,,hongryeon,hongryeon,,1,delight,,,,,
d_nikke_hongryeon_04_85,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_85,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_86,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_86,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_87,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_87,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_88,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_88,False,,10,10,1.0,none,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_89,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_89,False,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_90,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_90,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_91,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_91,False,,10,10,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_92,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_92,True,,10,10,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_93,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_93,False,,10,10,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_94,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_94,True,,10,1,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_95,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_95,True,,1,1,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_96,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_96,True,,1,1,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_97,d_nikke_hongryeon_04,Self,Locale_NikkeEpisode:d_nikke_hongryeon_04_97,False,,1,1,1.0,,hongryeon,,,1,idle,,,,,
d_nikke_hongryeon_04_98,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_98,True,,1,1,1.0,,hongryeon,hongryeon,,1,idle,,,,,
d_nikke_hongryeon_04_99,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_99,True,,1,1,1.0,bgm_story_orangepop,hongryeon,hongryeon,,1,delight,,,,,
d_nikke_hongryeon_04_100,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_100,True,,1,1,1.0,,hongryeon,hongryeon,,1,delight,,,,,
d_nikke_hongryeon_04_101,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_101,True,,1,1,1.0,,hongryeon,hongryeon,,1,delight,,,,,
d_nikke_hongryeon_04_102,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_102,True,,1,10,1.0,,hongryeon,hongryeon,,1,delight,,,,,
d_nikke_hongryeon_04_103,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_103,True,,10,10,1.0,,hongryeon,hongryeon,,1,delight,,,,,
d_nikke_hongryeon_04_104,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_104,True,,10,10,1.0,,hongryeon,hongryeon,,1,delight,,,,,
d_nikke_hongryeon_04_105,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_105,True,,10,10,1.0,,hongryeon,hongryeon,,1,delight,,,,,
d_nikke_hongryeon_04_106,d_nikke_hongryeon_04,Speech,Locale_NikkeEpisode:d_nikke_hongryeon_04_106,True,,10,10,1.0,,hongryeon,hongryeon,,1,delight,,,,,
