id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
treasurestory_julia_03_48,treasurestory_julia_03,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_03_48,False,,1,1,1.0,,,,,2,angry,,12,surprise
treasurestory_julia_03_49,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_49,True,,1,1,1.0,,,,,2,angry,,12,idle
treasurestory_julia_03_50,treasurestory_julia_03,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_03_50,False,,1,1,1.0,,,,,2,angry,,12,idle
treasurestory_julia_03_51,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_51,True,,1,1,1.0,,,,,2,angry,,12,idle
treasurestory_julia_03_52,treasurestory_julia_03,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_03_52,False,,1,1,1.0,,,,,2,angry,,12,idle
treasurestory_julia_03_53,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_53,False,,1,S_120,1.0,,,,,2,angry,,12,idle
treasurestory_julia_03_54,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_54,False,,S_120,S_120,1.0,,,,,2,angry,,12,surprise
treasurestory_julia_03_55,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_55,True,,S_120,S_120,1.0,,,,,2,angry,,12,surprise
treasurestory_julia_03_56,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_56,True,,S_120,S_120,1.0,,,,,2,angry,,12,think
treasurestory_julia_03_57,treasurestory_julia_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_julia_03_57,True,,XS_20,XS_20,1.0,,,,,2,sad,,12,think
treasurestory_julia_03_58,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_58,True,,S_120,S_120,1.0,,,,,2,sad,,12,idle
treasurestory_julia_03_59,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_59,True,,S_120,S_120,1.0,,,,,2,sad,,12,idle
treasurestory_julia_03_60,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_60,True,,S_120,S_120,1.0,,,,,2,sad,,12,idle
treasurestory_julia_03_61,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_61,True,,S_120,S_120,1.0,,,,,2,sad,,12,idle
treasurestory_julia_03_62,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_62,True,,S_120,S_120,1.0,,,,,2,sad,,12,idle
treasurestory_julia_03_63,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_63,True,,S_120,S_120,1.0,,,,,2,sad,,12,idle
treasurestory_julia_03_64,treasurestory_julia_03,Monologue,julia,,Locale_NikkeEpisode:treasurestory_julia_03_64,False,,black,black,1.0,,,,,2,idle,,12,idle
treasurestory_julia_03_65,treasurestory_julia_03,Monologue,julia,,Locale_NikkeEpisode:treasurestory_julia_03_65,False,,black,black,1.0,,,,,2,idle,,12,idle
treasurestory_julia_03_66,treasurestory_julia_03,Monologue,julia,,Locale_NikkeEpisode:treasurestory_julia_03_66,False,,black,black,1.0,,,,,2,idle,,12,idle
treasurestory_julia_03_67,treasurestory_julia_03,Monologue,julia,,Locale_NikkeEpisode:treasurestory_julia_03_67,False,,black,black,1.0,,,,,2,idle,,12,idle
treasurestory_julia_03_68,treasurestory_julia_03,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_03_68,False,,S_120,S_120,1.0,,,,,2,idle,,12,idle
treasurestory_julia_03_69,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_69,True,,S_120,S_120,1.0,,,,,2,idle,,12,idle
treasurestory_julia_03_70,treasurestory_julia_03,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_03_70,False,,S_120,S_120,1.0,,,,,2,idle,,12,idle
treasurestory_julia_03_71,treasurestory_julia_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_julia_03_71,True,,S_120,XS_20,1.3,,,,,2,sad,,12,idle
treasurestory_julia_03_72,treasurestory_julia_03,Self,poli,,Locale_NikkeEpisode:treasurestory_julia_03_72,False,,XS_20,XS_20,1.0,,,,,2,sad,,12,idle
treasurestory_julia_03_73,treasurestory_julia_03,Self,poli,,Locale_NikkeEpisode:treasurestory_julia_03_73,False,,XS_20,XS_20,1.0,,,,,2,sad,,12,idle
treasurestory_julia_03_74,treasurestory_julia_03,Self,poli,,Locale_NikkeEpisode:treasurestory_julia_03_74,False,,XS_20,S_120,1.3,,,,,2,sad,,12,idle
treasurestory_julia_03_75,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_75,False,,S_120,S_120,1.0,,,,,2,sad,,12,surprise
treasurestory_julia_03_76,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_76,True,,S_120,S_120,1.3,,,,,2,sad,,12,surprise
treasurestory_julia_03_77,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_77,True,,S_120,S_120,1.0,,,,,2,sad,,12,delight
treasurestory_julia_03_78,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_78,True,,S_120,S_120,1.0,,,,,2,sad,,12,delight
treasurestory_julia_03_79,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_79,True,,S_120,S_120,1.0,,,,,2,sad,,12,delight
treasurestory_julia_03_80,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_80,True,,S_120,S_120,1.0,,,,,2,sad,,12,delight
treasurestory_julia_03_81,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_81,True,,S_120,S_120,1.0,,,,,2,sad,,12,delight
treasurestory_julia_03_82,treasurestory_julia_03,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_03_82,True,,S_120,S_1200,1.3,,,,,2,sad,,12,delight
treasurestory_julia_03_83,treasurestory_julia_03,Monologue,julia,,Locale_NikkeEpisode:treasurestory_julia_03_83,False,,black,black,1.0,none,,sfx_scn_write,,2,sad,,12,delight
treasurestory_julia_03_84,treasurestory_julia_03,Monologue,julia,,Locale_NikkeEpisode:treasurestory_julia_03_84,False,,black,black,1.0,,,,,2,sad,,12,delight
treasurestory_julia_03_85,treasurestory_julia_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_julia_03_85,True,,XS_20,XS_20,1.0,,,,,2,idle,,12,delight
treasurestory_julia_03_86,treasurestory_julia_03,Self,poli,,Locale_NikkeEpisode:treasurestory_julia_03_86,False,,XS_20,XS_20,1.0,,,,,2,idle,,12,delight
treasurestory_julia_03_87,treasurestory_julia_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_julia_03_87,True,,XS_20,XS_20,1.0,,,,,2,sad,,12,delight
treasurestory_julia_03_88,treasurestory_julia_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_julia_03_88,True,,XS_20,XS_20,1.0,,,,,2,idle,,12,delight
treasurestory_julia_03_89,treasurestory_julia_03,Self,poli,,Locale_NikkeEpisode:treasurestory_julia_03_89,False,,XS_20,XS_20,1.0,,,,,2,idle,,12,delight
treasurestory_julia_03_90,treasurestory_julia_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_julia_03_90,True,,XS_20,XS_20,1.0,,,,,2,idle,,12,delight
treasurestory_julia_03_91,treasurestory_julia_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_julia_03_91,True,,XS_20,XS_20,1.0,,,,,2,idle,,12,delight
treasurestory_julia_03_92,treasurestory_julia_03,Self,poli,,Locale_NikkeEpisode:treasurestory_julia_03_92,False,,XS_20,XS_20,1.0,,,,,2,idle,,12,delight
treasurestory_julia_03_93,treasurestory_julia_03,Speech,poli,poli,Locale_NikkeEpisode:treasurestory_julia_03_93,True,,XS_20,XS_20,1.0,,,,,2,idle,,12,delight
