id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,jump_target,set_camera_shake,effects/0/stop_effect_id,conversation_id,play_sound
d_nikke_rupee_04_23,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_23,False,,L_10,150,2.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_24,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_24,False,,150,150,1.0,,rupee,,1,idle,,,,,,d_nikke_rupee_04_26,,,,
d_nikke_rupee_04_25,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_25,False,,150,150,1.0,,rupee,,1,idle,,,,,,d_nikke_rupee_04_26,,,,
d_nikke_rupee_04_26,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_26,True,,150,1,0.5,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_27,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_27,True,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_28,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_28,True,,1,L_10,1.0,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_29,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_29,True,,L_10,L_10,1.0,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_30,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_30,True,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_31,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_31,True,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_32,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_32,True,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_33,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_33,True,,L_10,1,2.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_34,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_34,False,,1,1,1.0,,rupee,,1,idle,,,,,,d_nikke_rupee_04_37,,,,
d_nikke_rupee_04_35,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_35,False,,1,1,1.0,,rupee,,1,idle,,,,,,d_nikke_rupee_04_48,,,,
d_nikke_rupee_04_36,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_36,False,,1,1,1.0,,rupee,,1,idle,,,,,,d_nikke_rupee_04_59,,,,
d_nikke_rupee_04_37,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_37,False,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_38,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_38,False,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_39,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_39,False,,1,1,1.0,,rupee,,1,idle,,,,,,,Low_2,,,
d_nikke_rupee_04_40,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_40,True,,1,L_10,0.5,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_41,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_41,True,,L_10,L_10,1.0,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_42,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_42,True,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_43,d_nikke_rupee_04,Self,Self,Locale_NikkeEpisode:d_nikke_rupee_04_43,False,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_44,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_44,True,,L_10,L_10,1.0,,rupee,,1,surprise,,,,,,,,,,
d_nikke_rupee_04_45,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_45,True,,L_10,L_10,1.0,,rupee,,1,surprise,,,,,,,,,,
d_nikke_rupee_04_46,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_46,True,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_47,d_nikke_rupee_04,Self,Self,Locale_NikkeEpisode:d_nikke_rupee_04_47,False,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,d_nikke_rupee_04_68,,,,
d_nikke_rupee_04_48,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_48,False,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_49,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_49,False,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_50,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_50,False,,1,1,1.0,,rupee,,1,idle,,,,,,,Low_2,,,
d_nikke_rupee_04_51,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_51,True,,1,L_10,0.5,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_52,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_52,True,,L_10,L_10,1.0,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_53,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_53,True,,L_10,L_10,1.0,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_54,d_nikke_rupee_04,Self,Self,Locale_NikkeEpisode:d_nikke_rupee_04_54,False,,L_10,L_10,1.0,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_55,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_55,True,,L_10,L_10,1.0,,rupee,,1,surprise,,,,,,,,,,
d_nikke_rupee_04_56,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_56,True,,L_10,L_10,1.0,,rupee,,1,surprise,,,,,,,,,,
d_nikke_rupee_04_57,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_57,True,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_58,d_nikke_rupee_04,Self,Self,Locale_NikkeEpisode:d_nikke_rupee_04_58,False,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,d_nikke_rupee_04_68,,,,
d_nikke_rupee_04_59,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_59,False,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_60,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_60,False,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_61,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_61,False,,1,1,1.0,,rupee,,1,idle,,,,,,,Low_2,,,
d_nikke_rupee_04_62,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_62,True,,1,L_10,2.0,,rupee,,1,surprise,,,,,,,,,,
d_nikke_rupee_04_63,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_63,True,,L_10,L_10,1.0,,rupee,,1,surprise,,,,,,,,,,
d_nikke_rupee_04_64,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_64,True,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_65,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_65,True,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_66,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_66,True,,L_10,L_10,1.0,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_67,d_nikke_rupee_04,Self,Self,Locale_NikkeEpisode:d_nikke_rupee_04_67,False,,L_10,L_10,1.0,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_68,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_68,True,,L_10,L_10,1.0,,rupee,,1,delight,,,,,,,,,,
d_nikke_rupee_04_69,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_69,True,,L_10,L_10,1.0,,rupee,,1,delight,,,,,,,,,,
d_nikke_rupee_04_70,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_70,True,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_71,d_nikke_rupee_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_rupee_04_71,False,,black,black,1.0,none,rupee,,1,idle,rupee,,,,,,,,,
d_nikke_rupee_04_72,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_72,False,,1,1,1.0,bgm_menu_commandersroom,rupee,,,,,,,,,,,,,
d_nikke_rupee_04_73,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_73,True,,1,1,1.0,,rupee,rupee,1,idle,,,,,,,,,,
d_nikke_rupee_04_74,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_74,True,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_75,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_75,True,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_76,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_76,True,,1,L_10,2.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_77,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_77,True,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_78,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_78,True,,L_10,L_10,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_79,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_79,True,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_80,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_80,True,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_81,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_81,True,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_82,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_82,True,,1,1,1.0,none,rupee,,1,sad,,black,,,,,,fx_Eventscene_camera_recording,,
d_nikke_rupee_04_83,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_83,True,,1,1,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_84,d_nikke_rupee_04,Self,Self,Locale_NikkeEpisode:d_nikke_rupee_04_84,False,,1,1,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_85,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_85,False,,1,1,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_86,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_86,True,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_87,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_87,True,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_88,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_88,False,,1,1,1.0,,rupee,,1,idle,,,,,,d_nikke_rupee_04_90,,,,
d_nikke_rupee_04_89,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_89,False,,1,1,1.0,,rupee,,1,idle,,,,,,d_nikke_rupee_04_90,,,,
d_nikke_rupee_04_90,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_90,True,,1,1,1.0,,rupee,,1,idle,,,,,,,,,,
d_nikke_rupee_04_91,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_91,True,,1,1,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_92,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_92,True,,1,L_10,2.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_93,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_93,True,,L_10,L_10,1.0,bgm_story_shapeofhope,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_94,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_94,True,,L_10,L_10,1.0,,rupee,,1,shy,,,,,,,,,,
d_nikke_rupee_04_95,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_95,True,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_96,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_96,False,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,d_nikke_rupee_04_98,,,,
d_nikke_rupee_04_97,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_97,False,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,d_nikke_rupee_04_98,,,,
d_nikke_rupee_04_98,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_98,True,,L_10,L_10,1.0,,rupee,,1,surprise,,,,,,,,,,
d_nikke_rupee_04_99,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_99,True,,L_10,L_10,1.0,,rupee,,1,surprise,,,,,,,,,,
d_nikke_rupee_04_100,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_100,True,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_101,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_101,True,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_102,d_nikke_rupee_04,Speech,rupee,Locale_NikkeEpisode:d_nikke_rupee_04_102,True,,L_10,L_10,1.0,,rupee,,1,sad,,,,,,,,,,
d_nikke_rupee_04_103,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_103,False,,L_10,L_10,1.0,,,,1,idle,,,,,,,,,,
d_nikke_rupee_04_104,d_nikke_rupee_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_rupee_04_104,False,CommanderRoom_n,1,1,1.0,bgm_recognition_underworld,,,1,idle,rupee,black,,,,,,,m_nikke_rupee_04_01,sfx_scn_phonevibration
d_nikke_rupee_04_105,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_105,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_rupee_04_106,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_106,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_rupee_04_107,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_107,False,,1,1,1.0,,,,,,,,,,,d_nikke_rupee_04_109,,,,
d_nikke_rupee_04_108,d_nikke_rupee_04,Choice,,Locale_NikkeEpisode:d_nikke_rupee_04_108,False,,1,1,1.0,,,,,,,,,,,d_nikke_rupee_04_113,,,,
d_nikke_rupee_04_109,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_109,False,,1,1,1.0,,,,,,,,,,,,,,m_nikke_rupee_04_02,
d_nikke_rupee_04_110,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_110,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_rupee_04_111,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_111,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_rupee_04_112,d_nikke_rupee_04,Self,Self,Locale_NikkeEpisode:d_nikke_rupee_04_112,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_rupee_04_113,d_nikke_rupee_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_rupee_04_113,False,,black,black,1.0,,,,,,,,,,,,,,,sfx_scn_running
