id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,characters/0/hide_char_id
d_nikke_mihara_01_26,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_26,True,,12,shy,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_27,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_27,True,,12,shy,,2,worry,,14,idle,,4,idle,,20,20,1.0,,,,,
d_nikke_mihara_01_28,d_nikke_mihara_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_mihara_01_28,True,,12,shy,,2,worry,,14,no,,4,idle,,20,13,1.0,,,,,
d_nikke_mihara_01_29,d_nikke_mihara_01,Self,neon,Self,Locale_NikkeEpisode:d_nikke_mihara_01_29,False,,12,shy,,2,worry,,14,no,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_30,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_30,True,,12,shy,,2,worry,,14,idle,,4,idle,,13,120,1.0,,,,,
d_nikke_mihara_01_31,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_31,True,,12,shy,,2,no,,14,idle,,4,idle,,20,20,1.0,,,,,
d_nikke_mihara_01_32,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_32,True,,12,idle,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_33,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_33,True,,12,idle,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_34,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_34,True,,12,think,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_35,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_35,True,,12,think,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_36,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_36,True,,12,think,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_37,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_37,True,,12,think,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_38,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_38,True,,12,think,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_39,d_nikke_mihara_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_mihara_01_39,True,,12,think,,2,idle,,14,idle,,4,idle,,120,13,1.0,,,,,
d_nikke_mihara_01_40,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_40,True,,12,think,,2,idle,,14,idle,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_41,d_nikke_mihara_01,Self,mihara,Self,Locale_NikkeEpisode:d_nikke_mihara_01_41,False,,12,think,,2,idle,,14,idle,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_42,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_42,True,,12,idle,,2,idle,,14,idle,,4,idle,,13,120,1.0,,,,,
d_nikke_mihara_01_43,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_43,True,,12,idle,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_44,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_44,True,,12,idle,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_45,d_nikke_mihara_01,Self,mihara,Self,Locale_NikkeEpisode:d_nikke_mihara_01_45,False,,12,idle,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_46,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_46,True,,12,shy,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_47,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_47,True,,12,shy,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_48,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_48,True,,12,shy,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_49,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_49,True,,12,shy,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_50,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_50,True,,12,think,,2,idle,,14,idle,,4,idle,,120,13,1.0,,,,,
d_nikke_mihara_01_51,d_nikke_mihara_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_mihara_01_51,True,,12,think,,2,idle,,14,idle,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_52,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_52,True,,12,surprise,,2,idle,,14,idle,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_53,d_nikke_mihara_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_mihara_01_53,True,,12,surprise,,2,idle,,14,idle,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_54,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_54,True,,12,think,,2,idle,,14,idle,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_55,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_55,True,,12,think,,2,idle,,14,idle,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_56,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_56,True,,12,think,,2,idle,,14,idle,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_57,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_57,True,,12,think,,2,idle,,14,idle,,4,idle,,13,1,1.0,,,,,
d_nikke_mihara_01_58,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_58,False,,12,surprise,,2,idle,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_59,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_59,True,,12,surprise,,2,delight,,14,idle,,4,idle,,1,20,1.0,,,,,
d_nikke_mihara_01_60,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_60,True,,12,surprise,,2,delight,,14,idle,,4,idle,,20,20,1.0,,,,,
d_nikke_mihara_01_61,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_61,True,,12,surprise,,2,idle,,14,idle,,4,idle,,20,20,1.0,,,,,
d_nikke_mihara_01_62,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_62,True,,12,surprise,,2,idle,,14,idle,,4,idle,,20,20,1.0,,,,,
d_nikke_mihara_01_63,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_63,True,,12,think,,2,idle,,14,idle,,4,idle,,20,120,1.0,,,,,
d_nikke_mihara_01_64,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_64,True,,12,think,,2,idle,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_65,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_65,True,,12,think,,2,worry,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_66,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_66,True,,12,idle,,2,worry,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_67,d_nikke_mihara_01,Narration,mihara,Narration,Locale_NikkeEpisode:d_nikke_mihara_01_67,True,,12,idle,,2,idle,,14,idle,,4,idle,,black,black,1.0,,,,,
d_nikke_mihara_01_68,d_nikke_mihara_01,Narration,mihara,Narration,Locale_NikkeEpisode:d_nikke_mihara_01_68,True,,12,idle,,2,idle,,14,idle,,4,idle,,black,black,1.0,,,,,
d_nikke_mihara_01_69,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_69,False,,12,idle,,2,idle,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_70,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_70,True,,12,idle,,2,idle,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_71,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_71,True,,12,idle,,2,idle,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_72,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_72,True,,12,idle,,2,idle,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_73,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_73,True,,12,idle,,2,idle,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_74,d_nikke_mihara_01,Narration,mihara,Narration,Locale_NikkeEpisode:d_nikke_mihara_01_74,True,,12,idle,,2,idle,,14,idle,,4,idle,,black,black,1.0,,,,,
d_nikke_mihara_01_75,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_75,True,,12,idle,,2,sad,,14,idle,,4,idle,,1,1,1.0,,Low_2,,,
d_nikke_mihara_01_76,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_76,True,,12,idle,,2,sad,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_77,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_77,True,,12,idle,,2,worry,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_78,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_78,True,,12,idle,,2,worry,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_79,d_nikke_mihara_01,Narration,mihara,Narration,Locale_NikkeEpisode:d_nikke_mihara_01_79,True,,12,idle,,2,idle,,14,idle,,4,idle,,black,black,1.0,,,,,
d_nikke_mihara_01_80,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_80,True,,12,idle,,2,delight,,14,idle,,4,idle,,2,20,0.5,,,,,
d_nikke_mihara_01_81,d_nikke_mihara_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_mihara_01_81,False,,12,idle,,2,delight,,14,surprise,,4,idle,,140,140,1.0,,,,,
d_nikke_mihara_01_82,d_nikke_mihara_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_mihara_01_82,False,,12,idle,,2,delight,,14,surprise,,4,idle,,40,40,1.0,,,,,
d_nikke_mihara_01_83,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_83,True,,12,idle,,2,worry,,14,idle,,4,idle,,40,1,1.0,,,,,
d_nikke_mihara_01_84,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_84,True,,12,idle,,2,worry,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_85,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_85,True,,12,idle,,2,worry,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_86,d_nikke_mihara_01,Narration,anis,Narration,Locale_NikkeEpisode:d_nikke_mihara_01_86,True,,12,idle,,2,idle,,14,idle,,4,idle,,black,black,1.0,,,,,
d_nikke_mihara_01_87,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_87,True,,12,idle,,2,shy,,14,idle,,4,idle,,1,200,0.5,,,,,
d_nikke_mihara_01_88,d_nikke_mihara_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_mihara_01_88,False,,12,idle,,2,shy,,14,no,,4,idle,,140,140,1.0,,,,,
d_nikke_mihara_01_89,d_nikke_mihara_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_mihara_01_89,False,,12,idle,,2,shy,,14,no,,4,think,,40,40,1.0,,,,,
d_nikke_mihara_01_90,d_nikke_mihara_01,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_mihara_01_90,False,,12,idle,,2,shy,,14,no,,4,think,,120,120,1.0,,,,,
d_nikke_mihara_01_91,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_91,True,,12,shy,,2,angry,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_92,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_92,True,,12,shy,,2,angry,,14,idle,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_93,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_93,True,,12,shy,,2,angry,,14,idle,,4,idle,,2,20,0.5,,,,,
d_nikke_mihara_01_94,d_nikke_mihara_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_mihara_01_94,True,,12,shy,,2,angry,,14,angry,,4,idle,,14,140,0.5,,,,,
d_nikke_mihara_01_95,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_95,True,,12,idle,,2,idle,,14,angry,,4,idle,,140,120,1.0,,,,,
d_nikke_mihara_01_96,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_96,True,,12,idle,,2,idle,,14,angry,,4,idle,,120,120,1.0,,,,,
d_nikke_mihara_01_97,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_97,True,,12,idle,,2,no,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_98,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_98,True,,12,think,,2,no,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_99,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_99,True,,12,think,,2,no,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_100,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_100,True,,12,think,,2,no,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_101,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_101,True,,12,think,,2,no,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_102,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_102,True,,12,think,,2,no,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_103,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_103,True,,12,think,,2,no,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_104,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_104,True,,12,think,,2,no,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_105,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_105,True,,12,think,,2,idle,,14,idle,,4,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_106,d_nikke_mihara_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_mihara_01_106,True,,12,think,,2,idle,,14,surprise,,4,idle,,1,13,1.0,,,,,
d_nikke_mihara_01_107,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_107,True,,12,idle,,2,idle,,14,surprise,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_108,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_108,True,,12,idle,,2,idle,,14,surprise,,4,idle,,13,13,1.0,,,,,
d_nikke_mihara_01_109,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_109,True,,12,shy,,2,idle,,14,idle,,4,idle,,13,120,1.0,,,,,
d_nikke_mihara_01_110,d_nikke_mihara_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_mihara_01_110,True,,12,shy,,2,idle,,14,idle,,4,idle,,120,20,1.0,,,,,
d_nikke_mihara_01_111,d_nikke_mihara_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_mihara_01_111,True,,12,shy,,2,idle,,14,no,,4,idle,,140,140,1.0,,,,,
d_nikke_mihara_01_112,d_nikke_mihara_01,Narration,,Narration,Locale_NikkeEpisode:d_nikke_mihara_01_112,False,,12,shy,,7,idle,,19,no,,4,idle,,12,12,1.0,,,anis,neon,
d_nikke_mihara_01_113,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_113,False,,12,think,,,,,,,,4,idle,,12,12,1.0,,,,,
d_nikke_mihara_01_114,d_nikke_mihara_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_mihara_01_114,True,,12,think,,,,,,,,2,idle,,12,1,1.0,,,,,
d_nikke_mihara_01_115,d_nikke_mihara_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_mihara_01_115,True,,12,think,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_116,d_nikke_mihara_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_mihara_01_116,True,,12,think,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_117,d_nikke_mihara_01,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_mihara_01_117,False,,12,think,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_118,d_nikke_mihara_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_mihara_01_118,True,,12,think,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_119,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_119,True,,12,idle,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_120,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_120,True,,12,idle,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_121,d_nikke_mihara_01,Self,mihara,Self,Locale_NikkeEpisode:d_nikke_mihara_01_121,False,,12,idle,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_122,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_122,True,,12,idle,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_123,d_nikke_mihara_01,Self,mihara,Self,Locale_NikkeEpisode:d_nikke_mihara_01_123,False,,12,idle,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_124,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_124,True,,12,think,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_125,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_125,True,,12,think,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_126,d_nikke_mihara_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_mihara_01_126,True,,12,think,,,,,,,,2,worry,,1,1,1.0,,,,,
d_nikke_mihara_01_127,d_nikke_mihara_01,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_mihara_01_127,False,,12,think,,,,,,,,2,worry,,1,1,1.0,,,,,
d_nikke_mihara_01_128,d_nikke_mihara_01,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_mihara_01_128,False,,12,think,,,,,,,,2,worry,,1,1,1.0,,,,,
d_nikke_mihara_01_129,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_129,True,,12,idle,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_130,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_130,True,,12,idle,,,,,,,,2,idle,,1,1,1.0,,,,,
d_nikke_mihara_01_131,d_nikke_mihara_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_01_131,True,,12,shy,,,,,,,,2,idle,,1,1,1.0,,,,,
