id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_maiden_icerose_03_15,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_15,True,,L_10,L_10,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_16,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_16,True,,L_10,1,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_17,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_17,True,,1,1,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_18,d_nikke_maiden_icerose_03,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_18,False,,1,1,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_19,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_19,False,,1,1,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_20,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_20,True,,1,1,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_21,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_21,True,,1,1,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_22,d_nikke_maiden_icerose_03,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_22,False,,black,black,1.0,none,sfx_scn_bookpage,,,,1,idle,,,,
d_nikke_maiden_icerose_03_23,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_23,False,,black,black,1.0,event_bgm_icedragonsaga_anotherhero,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_24,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_24,False,,black,black,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_25,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_25,False,,1,L_10,0.5,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_26,d_nikke_maiden_icerose_03,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_26,False,,black,black,1.0,,sfx_scn_bookpage,,,,1,angry,,,,
d_nikke_maiden_icerose_03_27,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_27,False,,black,black,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_28,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_28,False,,black,black,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_29,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_29,True,,L_10,L_10,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_30,d_nikke_maiden_icerose_03,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_30,False,,black,black,1.0,,sfx_scn_bookpage,,,,1,angry,,,,
d_nikke_maiden_icerose_03_31,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_31,False,,black,black,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_32,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_32,False,,black,black,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_33,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_33,False,,black,black,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_34,d_nikke_maiden_icerose_03,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_34,False,,black,black,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_35,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_35,False,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_36,d_nikke_maiden_icerose_03,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_36,False,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_37,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_37,True,,L_10,L_10,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_38,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_38,True,,L_10,L_10,1.0,,,,,,1,idle,,,,
d_nikke_maiden_icerose_03_39,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_39,True,,L_10,L_10,1.0,,,,,,1,delight,,,,
d_nikke_maiden_icerose_03_40,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_40,True,,L_10,L_10,1.0,,,,,,1,delight,,,,
d_nikke_maiden_icerose_03_41,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_41,True,,L_10,L_10,1.0,,,,,,1,delight,,,,
d_nikke_maiden_icerose_03_42,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_42,True,,L_10,L_10,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_43,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_43,True,,L_10,L_10,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_44,d_nikke_maiden_icerose_03,Narration,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_44,False,,L_10,L_10,1.0,,sfx_scn_papercatch,,,,1,angry,,,,
d_nikke_maiden_icerose_03_45,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_45,True,,L_10,L_10,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_46,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_46,False,,L_10,L_10,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_47,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_47,True,,L_10,L_10,1.0,,,,,,1,shy,,,,
d_nikke_maiden_icerose_03_48,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_48,True,,L_10,L_10,1.0,,,,,,1,shy,,,,
d_nikke_maiden_icerose_03_49,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_49,True,,L_10,L_10,1.0,,,,,,1,shy,,,,
d_nikke_maiden_icerose_03_50,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_50,True,,L_10,L_10,1.0,,,,,,1,shy,,,,
d_nikke_maiden_icerose_03_51,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_51,True,,L_10,L_10,1.0,,,,,,1,shy,,,,
d_nikke_maiden_icerose_03_52,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_52,True,,L_10,L_10,1.0,,,,,,1,shy,,,,
d_nikke_maiden_icerose_03_53,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_53,True,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_54,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_54,True,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_55,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_55,True,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_56,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_56,True,,L_10,L_100,0.6,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_57,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_57,True,,L_100,L_100,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_58,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_58,True,,L_100,L_100,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_59,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_59,True,,L_100,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_60,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_60,False,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_61,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_61,False,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_62,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_62,True,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_63,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_63,True,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_64,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_64,False,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_65,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_65,False,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_66,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_66,True,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_67,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_67,True,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_68,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_68,True,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_69,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_69,True,,L_10,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_70,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_70,False,IceLand_05,1,1,1.0,none,sfx_scn_rapturehowl,black,,,1,no,maiden_w,,,
d_nikke_maiden_icerose_03_71,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_71,True,,1,L_10,0.5,event_bgm_icedragonsaga_darkness,,,,maiden_w,1,angry,,,,
d_nikke_maiden_icerose_03_72,d_nikke_maiden_icerose_03,Narration,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_72,False,,L_10,L_10,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_73,d_nikke_maiden_icerose_03,Narration,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_73,False,,L_10,L_10,1.0,,sfx_scn_explosionnear,,Low_2,,1,angry,,,,
d_nikke_maiden_icerose_03_74,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_74,False,,L_10,L_10,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_75,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_75,True,,L_10,L_10,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_76,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_76,False,,L_10,L_10,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_77,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_77,False,,L_10,L_10,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_78,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_78,False,,L_10,L_10,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_79,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_79,True,,L_10,1,1.0,,,,,,1,worry,,,,
d_nikke_maiden_icerose_03_80,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_80,True,,1,1,1.0,,,,,,1,worry,,,,
d_nikke_maiden_icerose_03_81,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_81,True,,1,1,1.0,,,,,,1,worry,,,,
d_nikke_maiden_icerose_03_82,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_82,True,,1,1,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_83,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_83,True,,1,1,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_84,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_84,False,,1,1,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_85,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_85,True,,1,1,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_86,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_86,True,,1,1,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_87,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_87,True,,1,1,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_88,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_88,False,,1,1,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_89,d_nikke_maiden_icerose_03,Narration,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_89,False,,1,15,1.0,,sfx_scn_rapturehowl,,,,1,no,,,,
d_nikke_maiden_icerose_03_90,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_90,False,,15,1,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_91,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_91,True,,1,L_10,0.5,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_92,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_92,True,,L_10,L_10,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_93,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_93,True,,L_10,L_10,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_94,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_94,False,,L_10,15,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_95,d_nikke_maiden_icerose_03,Narration,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_95,False,,15,15,1.0,,sfx_scn_3rapturestep,,,,1,angry,,,,
d_nikke_maiden_icerose_03_96,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_96,False,,15,15,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_97,d_nikke_maiden_icerose_03,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_97,False,,15,15,1.0,,,,,,1,angry,,,,
d_nikke_maiden_icerose_03_98,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_98,True,,15,L_10,1.0,,,,,,1,no,,,,
d_nikke_maiden_icerose_03_99,d_nikke_maiden_icerose_03,Narration,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_99,False,,L_10,L_10,1.0,,sfx_scn_fly,,,,1,no,,,,
d_nikke_maiden_icerose_03_100,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_100,True,,L_10,L_10,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_101,d_nikke_maiden_icerose_03,Narration,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_101,False,,L_10,L_10,1.0,,sfx_scn_explosionhuge,,Low_2,,1,surprise,,,,
d_nikke_maiden_icerose_03_102,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_102,False,,L_10,L_10,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_103,d_nikke_maiden_icerose_03,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_103,False,,black,black,1.0,,sfx_scn_firemissiles,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_104,d_nikke_maiden_icerose_03,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_104,False,,black,black,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_105,d_nikke_maiden_icerose_03,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_105,False,,black,black,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_106,d_nikke_maiden_icerose_03,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_106,False,,black,black,1.0,,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_107,d_nikke_maiden_icerose_03,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_107,True,,L_10,L_10,1.0,none,,,,,1,surprise,,,,
d_nikke_maiden_icerose_03_108,d_nikke_maiden_icerose_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_108,True,,L_10,130,1.0,,,,,,1,surprise,,maxwell,13,delight
d_nikke_maiden_icerose_03_109,d_nikke_maiden_icerose_03,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_109,False,,130,130,1.0,,,,,,1,surprise,,,13,delight
d_nikke_maiden_icerose_03_110,d_nikke_maiden_icerose_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_110,True,,130,130,1.0,,,,,,1,surprise,,,13,idle
d_nikke_maiden_icerose_03_111,d_nikke_maiden_icerose_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maiden_icerose_03_111,True,,130,130,1.0,,,,,,1,surprise,,,13,idle
