id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_camera_shake,characters/6/hide_char_id,characters/7/hide_char_id
d_nikke_cocoa_01_11,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_11,True,,2,idle,,12,surprise,,14,idle,,XS_40,XS_40,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_12,d_nikke_cocoa_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_cocoa_01_12,False,,2,idle,,12,idle,,14,idle,,XS_40,4,2.0,,,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_13,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_13,False,,2,idle,,12,idle,,14,idle,,4,4,3.0,,cocoa,,8,idle,,6,idle,,,4,"expression_0,serious",,,,,,,,,,,,,
d_nikke_cocoa_01_14,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_14,True,,2,idle,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_15,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_15,True,,2,no,,12,idle,,14,idle,,20,20,1.0,,anis,,8,idle,,6,idle,,,4,delight,,,,,,,,,,,,,
d_nikke_cocoa_01_16,d_nikke_cocoa_01,Speech,ade,Locale_NikkeEpisode:d_nikke_cocoa_01_16,True,,2,no,,12,idle,,14,idle,,80,80,1.0,,ade,,8,idle,,6,idle,,,4,delight,,,,,,,,,,,,,
d_nikke_cocoa_01_17,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_17,True,,2,idle,,12,idle,,14,idle,,80,80,1.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_18,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_18,True,,2,idle,,12,shy,,14,idle,,12,12,1.0,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_19,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_19,True,,2,idle,,12,shy,,14,idle,,12,4,1.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_20,d_nikke_cocoa_01,Choice,,Locale_NikkeEpisode:d_nikke_cocoa_01_20,False,,2,idle,,12,idle,,14,idle,,4,4,1.0,,,,8,idle,,6,idle,,,4,idle,d_nikke_cocoa_01_22,,,,,,,,,,,,
d_nikke_cocoa_01_21,d_nikke_cocoa_01,Choice,,Locale_NikkeEpisode:d_nikke_cocoa_01_21,False,,2,idle,,12,idle,,14,idle,,4,4,1.0,,,,8,idle,,6,idle,,,4,idle,d_nikke_cocoa_01_22,,,,,,,,,,,,
d_nikke_cocoa_01_22,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_22,True,,2,idle,,12,idle,,14,idle,,1,1,1.0,,anis,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_23,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_23,True,,2,idle,,12,angry,,14,idle,,1,1,1.0,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_24,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_24,True,,2,worry,,12,angry,,14,idle,,1,1,1.0,,anis,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_25,d_nikke_cocoa_01,Choice,,Locale_NikkeEpisode:d_nikke_cocoa_01_25,False,,2,worry,,12,idle,,14,idle,,1,1,1.0,,,,8,idle,,6,idle,,,4,idle,d_nikke_cocoa_01_27,,,,,,,,,,,,
d_nikke_cocoa_01_26,d_nikke_cocoa_01,Choice,,Locale_NikkeEpisode:d_nikke_cocoa_01_26,False,,2,worry,,12,idle,,14,idle,,1,1,1.0,,,,8,idle,,6,idle,,,4,idle,d_nikke_cocoa_01_28,,,,,,,,,,,,
d_nikke_cocoa_01_27,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_27,True,,2,idle,,12,idle,,14,idle,,1,4,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,d_nikke_cocoa_01_29,,,,,,,,,,,,
d_nikke_cocoa_01_28,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_28,True,,2,idle,,12,idle,,14,idle,,1,4,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_29,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_29,True,,2,idle,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_30,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_30,True,,2,idle,,12,idle,,14,idle,,13,13,1.0,,neon,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_31,d_nikke_cocoa_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_cocoa_01_31,False,,2,idle,,12,idle,,14,idle,,13,13,1.0,,rapi,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_32,d_nikke_cocoa_01,Self,Self,Locale_NikkeEpisode:d_nikke_cocoa_01_32,False,,2,idle,,12,idle,,14,idle,,13,13,1.0,,,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_33,d_nikke_cocoa_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_cocoa_01_33,True,,2,idle,,12,idle,,14,think,,13,140,2.0,,rapi,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_34,d_nikke_cocoa_01,Self,Self,Locale_NikkeEpisode:d_nikke_cocoa_01_34,False,,2,idle,,12,idle,,14,think,,140,140,1.0,,,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_35,d_nikke_cocoa_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_cocoa_01_35,True,,2,idle,,12,idle,,14,idle,,140,140,1.0,,rapi,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_36,d_nikke_cocoa_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_cocoa_01_36,False,,2,idle,,12,idle,,14,idle,,4,XS_40,2.0,,,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_37,d_nikke_cocoa_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_cocoa_01_37,True,,2,idle,,12,idle,,14,no,,140,140,1.0,,rapi,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_38,d_nikke_cocoa_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_cocoa_01_38,False,,2,idle,,12,idle,,14,no,,XS_40,XS_400,2.0,,,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_39,d_nikke_cocoa_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_cocoa_01_39,True,,2,idle,,12,idle,,14,shy,,140,140,1.0,,rapi,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_40,d_nikke_cocoa_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_cocoa_01_40,True,,2,idle,,12,idle,,14,shy,,140,14,2.0,,rapi,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_41,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_41,False,,2,idle,,12,idle,,14,shy,,4,4,3.0,,cocoa,,8,idle,,6,idle,,,4,"expression_0,idle",,,,,,,,,,,,,
d_nikke_cocoa_01_42,d_nikke_cocoa_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_cocoa_01_42,True,,2,idle,,12,idle,,14,no,,4,13,2.0,,rapi,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_43,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_43,True,,2,no,,12,idle,,14,no,,13,1,1.0,,anis,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_44,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_44,True,,2,no,,12,delight,,14,idle,,1,1,1.0,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_45,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_45,True,,2,no,,12,delight,,14,idle,,4,XS_40,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_46,d_nikke_cocoa_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_cocoa_01_46,False,,2,idle,,12,idle,,14,idle,,black,black,1.0,sfx_scn_ketchup,,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_47,d_nikke_cocoa_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_cocoa_01_47,False,,2,idle,,12,idle,,14,idle,,black,black,1.0,sfx_scn_ketchuphard,,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_48,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_48,True,,2,idle,,12,idle,,14,idle,,XS_40,4,2.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_49,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_49,True,,2,idle,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_50,d_nikke_cocoa_01,Speech,maleguest,Locale_NikkeEpisode:d_nikke_cocoa_01_50,True,,2,idle,,12,idle,,14,idle,,4,4,1.0,,maleguest,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_51,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_51,True,,2,idle,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_52,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_52,True,,2,idle,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_53,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_53,False,,2,idle,,12,idle,,14,idle,,4,1,2.0,,anis,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_54,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_54,True,,2,delight,,12,idle,,14,idle,,1,1,1.0,,anis,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_55,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_55,True,,2,delight,,12,no,,14,idle,,1,1,1.0,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_56,d_nikke_cocoa_01,Self,Self,Locale_NikkeEpisode:d_nikke_cocoa_01_56,False,,2,delight,,12,no,,14,idle,,1,1,1.0,,,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_57,d_nikke_cocoa_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_cocoa_01_57,True,,2,idle,,12,idle,,14,idle,,black,black,1.0,,unknown,,8,idle,,6,idle,none,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_58,d_nikke_cocoa_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_cocoa_01_58,True,,2,idle,,12,idle,,14,idle,,black,black,1.0,,unknown,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_59,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_59,True,,2,idle,,12,surprise,,14,idle,,1,1,1.0,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_60,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_60,True,,2,idle,,12,surprise,,14,idle,,1,S_120,0.3,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_61,d_nikke_cocoa_01,Self,Self,Locale_NikkeEpisode:d_nikke_cocoa_01_61,False,,2,idle,,12,surprise,,14,idle,,S_120,S_120,1.0,,,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_62,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_62,True,,2,void,,12,idle,,14,idle,,S_120,20,2.0,,anis,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_63,d_nikke_cocoa_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_cocoa_01_63,True,,2,void,,12,idle,,14,idle,,17,17,1.0,,unknown,,8,idle,,6,idle,bgm_story_kneeldownfools,,4,idle,,ade,soda,cocoa,mason,17,idle,,,,,,
d_nikke_cocoa_01_64,d_nikke_cocoa_01,Speech,unknown,Locale_NikkeEpisode:d_nikke_cocoa_01_64,True,,2,idle,,12,idle,,14,idle,,17,17,1.0,,unknown,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,,,,,,
d_nikke_cocoa_01_65,d_nikke_cocoa_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_cocoa_01_65,False,,2,idle,,12,idle,,14,idle,,17,18,1.0,sfx_scn_chimebell,,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,,,,,,
d_nikke_cocoa_01_66,d_nikke_cocoa_01,Speech,suspiciousman,Locale_NikkeEpisode:d_nikke_cocoa_01_66,True,,2,idle,,12,idle,,14,idle,,18,18,1.0,,satou,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,satou,19,idle,,,
d_nikke_cocoa_01_67,d_nikke_cocoa_01,Speech,suspiciousman,Locale_NikkeEpisode:d_nikke_cocoa_01_67,True,,2,idle,,12,idle,,14,idle,,18,18,1.0,,satou,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,,19,idle,,,
d_nikke_cocoa_01_68,d_nikke_cocoa_01,Speech,mason,Locale_NikkeEpisode:d_nikke_cocoa_01_68,True,,2,idle,,12,idle,,14,idle,,18,L_170,0.3,,mason,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,,19,idle,Low_2,,
d_nikke_cocoa_01_69,d_nikke_cocoa_01,Speech,suspiciousman,Locale_NikkeEpisode:d_nikke_cocoa_01_69,True,,2,idle,,12,idle,,14,idle,,L_190,L_190,1.0,,satou,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,,19,idle,,,
d_nikke_cocoa_01_70,d_nikke_cocoa_01,Speech,suspiciousman,Locale_NikkeEpisode:d_nikke_cocoa_01_70,True,,2,idle,,12,idle,,14,idle,,L_190,L_190,1.0,,satou,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,,19,idle,,,
d_nikke_cocoa_01_71,d_nikke_cocoa_01,Speech,mason,Locale_NikkeEpisode:d_nikke_cocoa_01_71,False,,2,idle,,12,idle,,14,idle,,L_190,L_190,1.0,,mason,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,,19,idle,,,
d_nikke_cocoa_01_72,d_nikke_cocoa_01,Speech,suspiciousman,Locale_NikkeEpisode:d_nikke_cocoa_01_72,True,,2,idle,,12,idle,,14,idle,,L_190,18,2.0,,satou,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,,19,idle,,,
d_nikke_cocoa_01_73,d_nikke_cocoa_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_cocoa_01_73,False,,2,idle,,12,idle,,14,idle,,18,13,2.0,,rapi,,8,idle,,6,idle,,,4,idle,,,,,,17,idle,,19,idle,,mason,satou
d_nikke_cocoa_01_74,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_74,True,,2,idle,,12,worry,,14,idle,,13,13,1.0,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_75,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_75,True,,2,worry,,12,worry,,14,idle,,13,1,1.0,,anis,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_76,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_76,True,,2,worry,,12,surprise,,14,idle,,1,1,1.0,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_77,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_77,True,,2,worry,,12,no,,14,idle,,1,1,1.0,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_78,d_nikke_cocoa_01,Speech,neon,Locale_NikkeEpisode:d_nikke_cocoa_01_78,True,,2,worry,,12,surprise,,14,idle,,1,1,1.0,,neon,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_79,d_nikke_cocoa_01,Self,Self,Locale_NikkeEpisode:d_nikke_cocoa_01_79,False,,2,idle,,12,surprise,,14,idle,,1,1,1.0,,,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_80,d_nikke_cocoa_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_cocoa_01_80,False,,2,idle,,12,idle,,14,idle,,1,1,1.0,,,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_81,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_81,True,,2,idle,,12,idle,,14,idle,,1,4,1.0,,cocoa,,8,idle,,6,idle,,cocoa,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_82,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_82,True,,2,idle,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_83,d_nikke_cocoa_01,Self,Self,Locale_NikkeEpisode:d_nikke_cocoa_01_83,False,,2,idle,,12,idle,,14,idle,,4,4,1.0,,,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_84,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_84,True,,2,idle,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_85,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_85,False,,2,idle,,12,idle,,14,idle,,4,XS_40,2.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_86,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_86,False,,2,idle,,12,idle,,14,idle,,XS_40,XS_400,2.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_87,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_87,True,,2,idle,,12,idle,,14,idle,,XS_400,XS_400,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_88,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_88,True,,2,angry,,12,idle,,14,idle,,XS_400,20,0.3,,anis,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_89,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_89,True,,2,angry,,12,idle,,14,idle,,20,20,1.0,,anis,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_90,d_nikke_cocoa_01,Speech,anis,Locale_NikkeEpisode:d_nikke_cocoa_01_90,True,,2,worry,,12,idle,,14,idle,,20,20,1.0,,anis,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_91,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_91,True,,2,void,,12,idle,,14,idle,,20,3,2.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_92,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_92,True,,2,void,,12,idle,,14,idle,,3,3,1.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_93,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_93,True,,2,void,,12,idle,,14,idle,,3,3,1.0,,cocoa,,8,idle,,6,idle,,,4,idle,,,,,,,,,,,,,
d_nikke_cocoa_01_94,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_94,True,,2,void,,12,idle,,14,idle,,3,4,2.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_95,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_95,True,,2,void,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_96,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_96,True,,2,void,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,,,,,,,,,,,,,
d_nikke_cocoa_01_97,d_nikke_cocoa_01,Choice,,Locale_NikkeEpisode:d_nikke_cocoa_01_97,False,,2,void,,12,idle,,14,idle,,4,4,1.0,,,,8,idle,,6,idle,,,4,serious,d_nikke_cocoa_01_99,,,,,,,,,,,,
d_nikke_cocoa_01_98,d_nikke_cocoa_01,Choice,,Locale_NikkeEpisode:d_nikke_cocoa_01_98,False,,2,void,,12,idle,,14,idle,,4,4,1.0,,,,8,idle,,6,idle,,,4,serious,d_nikke_cocoa_01_100,,,,,,,,,,,,
d_nikke_cocoa_01_99,d_nikke_cocoa_01,Speech,cocoa,Locale_NikkeEpisode:d_nikke_cocoa_01_99,True,,2,void,,12,idle,,14,idle,,4,4,1.0,,cocoa,,8,idle,,6,idle,,,4,serious,d_nikke_cocoa_01_103,,,,,,,,,,,,
