id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_ein_04_20,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_20,True,,1,1,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_21,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_21,False,,1,1,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_22,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_22,True,,1,L_120,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_23,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_23,True,,L_120,L_120,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_24,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_24,True,,L_120,L_1200,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_25,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_25,True,,L_1200,L_1200,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_26,d_nikke_ein_04,Monologue,rupee,,Locale_NikkeEpisode:d_nikke_ein_04_26,False,,L_1200,20,1.0,,,,2,idle,,12,idle,rupee
d_nikke_ein_04_27,d_nikke_ein_04,Self,ein,,Locale_NikkeEpisode:d_nikke_ein_04_27,False,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_28,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_28,True,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_29,d_nikke_ein_04,Self,ein,,Locale_NikkeEpisode:d_nikke_ein_04_29,False,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_30,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_30,True,,20,200,1.0,,,,2,shy,,,,
d_nikke_ein_04_31,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_31,True,,200,200,1.0,,,,2,surprise,,,,
d_nikke_ein_04_32,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_32,True,,200,200,1.0,,,,2,surprise,,,,
d_nikke_ein_04_33,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_33,True,,200,200,1.0,,,,2,surprise,,,,
d_nikke_ein_04_34,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_34,True,,200,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_35,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_35,True,,20,20,1.0,,,,2,surprise,,,,
d_nikke_ein_04_36,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_36,True,,20,20,1.0,,,,2,surprise,,,,
d_nikke_ein_04_37,d_nikke_ein_04,Monologue,ein,,Locale_NikkeEpisode:d_nikke_ein_04_37,True,,20,20,1.0,,,,2,surprise,,,,
d_nikke_ein_04_38,d_nikke_ein_04,Self,ein,,Locale_NikkeEpisode:d_nikke_ein_04_38,False,,20,20,1.0,,,,2,surprise,,,,
d_nikke_ein_04_39,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_39,False,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_40,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_40,True,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_41,d_nikke_ein_04,Self,ein,,Locale_NikkeEpisode:d_nikke_ein_04_41,False,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_42,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_42,True,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_43,d_nikke_ein_04,Self,ein,,Locale_NikkeEpisode:d_nikke_ein_04_43,False,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_44,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_44,True,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_45,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_45,True,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_46,d_nikke_ein_04,Self,ein,,Locale_NikkeEpisode:d_nikke_ein_04_46,False,,20,20,1.0,,,,2,idle,,,,
d_nikke_ein_04_47,d_nikke_ein_04,Narration,ein,,Locale_NikkeEpisode:d_nikke_ein_04_47,False,,black,black,1.0,,,,2,idle,rupee,12,surprise,
d_nikke_ein_04_48,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_48,True,,1,1,1.0,,black,,2,surprise,,12,surprise,
d_nikke_ein_04_49,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_49,True,,1,1,1.0,,,,2,surprise,,12,surprise,
d_nikke_ein_04_50,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_50,True,,1,1,1.0,,,,2,surprise,,12,surprise,
d_nikke_ein_04_51,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_51,True,,1,1,1.0,,,,2,surprise,,12,surprise,
d_nikke_ein_04_52,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_52,True,,1,L_120,1.0,,,,2,surprise,,12,idle,
d_nikke_ein_04_53,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_53,True,,L_120,L_120,1.0,,,,2,surprise,,12,angry,
d_nikke_ein_04_54,d_nikke_ein_04,Monologue,rupee,,Locale_NikkeEpisode:d_nikke_ein_04_54,False,,L_120,L_120,1.0,,,,2,surprise,,12,angry,
d_nikke_ein_04_55,d_nikke_ein_04,Monologue,rupee,,Locale_NikkeEpisode:d_nikke_ein_04_55,False,,L_120,L_120,1.0,,,,2,surprise,,12,angry,
d_nikke_ein_04_56,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_56,True,,L_120,L_120,1.0,,,,2,surprise,,12,idle,
d_nikke_ein_04_57,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_57,True,,L_120,L_1200,1.0,,,,2,surprise,,12,idle,
d_nikke_ein_04_58,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_58,True,,L_1200,L_1200,1.0,,,,2,surprise,,12,idle,
d_nikke_ein_04_59,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_59,True,,L_1200,L_1200,1.0,,,,2,surprise,,12,idle,
d_nikke_ein_04_60,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_60,True,,L_1200,1,1.0,,,,2,shy,,12,idle,
d_nikke_ein_04_61,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_61,True,,1,1,1.0,,,,2,shy,,12,idle,
d_nikke_ein_04_62,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_62,True,,1,1,1.0,none,,,2,shy,,12,idle,
d_nikke_ein_04_63,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_63,True,,1,1,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_64,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_64,True,,1,L_120,1.0,bgm_story_fairytalesend_if,,,2,idle,,12,idle,
d_nikke_ein_04_65,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_65,True,,L_120,L_120,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_66,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_66,True,,L_120,L_120,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_67,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_67,True,,L_120,L_120,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_68,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_68,True,,L_120,L_120,1.0,,,,2,idle,,12,angry,
d_nikke_ein_04_69,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_69,True,,L_120,L_1200,1.0,,,,2,idle,,12,angry,
d_nikke_ein_04_70,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_70,True,,L_1200,L_1200,1.0,,,,2,idle,,12,angry,
d_nikke_ein_04_71,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_71,True,,20,20,1.0,,,,2,idle,,12,angry,
d_nikke_ein_04_72,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_72,True,,L_1200,L_1200,1.0,,,,2,idle,,12,angry,
d_nikke_ein_04_73,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_73,True,,L_1200,1,1.0,,,,2,idle,,12,angry,
d_nikke_ein_04_74,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_74,True,,1,1,1.0,,,,2,idle,,12,angry,
d_nikke_ein_04_75,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_75,True,,1,1,1.0,,,,2,idle,,12,idle,
d_nikke_ein_04_76,d_nikke_ein_04,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_ein_04_76,True,,1,1,1.0,,,,2,no,,12,idle,
d_nikke_ein_04_77,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_77,True,,1,L_120,1.0,,,,2,no,,12,idle,
d_nikke_ein_04_78,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_78,True,,L_120,L_120,1.0,,,,2,no,,12,idle,
d_nikke_ein_04_79,d_nikke_ein_04,Monologue,rupee,,Locale_NikkeEpisode:d_nikke_ein_04_79,False,,L_120,L_120,1.0,,,,2,no,,12,idle,
d_nikke_ein_04_80,d_nikke_ein_04,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_ein_04_80,True,,L_120,L_120,1.0,,,,2,no,,12,idle,
