id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,play_sound,jump_target
d_nikke_milk_bloomingbunny_05_12,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_12,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_13,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_13,False,,100,100,1.0,,,1,shy,,,
d_nikke_milk_bloomingbunny_05_14,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_14,False,,100,100,1.0,,,1,shy,,,
d_nikke_milk_bloomingbunny_05_15,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_15,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_16,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_16,False,,100,100,1.0,,,1,shy,,,
d_nikke_milk_bloomingbunny_05_17,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_17,True,,100,100,1.0,,,1,angry2,milk_b,,
d_nikke_milk_bloomingbunny_05_18,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_18,False,,100,100,1.0,,,1,angry2,,,
d_nikke_milk_bloomingbunny_05_19,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_19,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_20,d_nikke_milk_bloomingbunny_05,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_20,False,,100,100,1.3,,,1,shy,,,
d_nikke_milk_bloomingbunny_05_21,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_21,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_22,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_22,False,,100,100,1.0,none,,1,shy,,,
d_nikke_milk_bloomingbunny_05_23,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_23,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_24,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_24,True,,100,100,1.0,bgm_story_shapeofhope,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_25,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_25,False,,100,100,1.0,,,1,shy,,,
d_nikke_milk_bloomingbunny_05_26,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_26,True,,100,100,1.0,,,1,shy2,milk_b,,
d_nikke_milk_bloomingbunny_05_27,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_27,True,,100,100,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_28,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_28,False,,100,100,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_29,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_29,False,,100,100,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_30,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_30,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_31,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_31,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_32,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_32,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_33,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_33,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_34,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_34,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_35,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_35,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_36,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_36,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_37,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_37,True,,100,100,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_38,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_38,True,,100,100,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_39,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_39,False,,100,100,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_40,d_nikke_milk_bloomingbunny_05,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_40,False,,black,black,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_41,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_41,True,,100,100,1.0,,,1,shy2,milk_b,,
d_nikke_milk_bloomingbunny_05_42,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_42,True,,100,10,1.5,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_43,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_43,False,,10,10,1.0,,,1,shy,,,
d_nikke_milk_bloomingbunny_05_44,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_44,True,,10,10,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_45,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_45,True,,10,10,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_46,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_46,True,,10,10,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_47,d_nikke_milk_bloomingbunny_05,Choice,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_47,False,,10,10,1.0,,,1,shy3,,,d_nikke_milk_bloomingbunny_05_49
d_nikke_milk_bloomingbunny_05_48,d_nikke_milk_bloomingbunny_05,Choice,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_48,False,,10,10,1.0,,,1,shy3,,,d_nikke_milk_bloomingbunny_05_49
d_nikke_milk_bloomingbunny_05_49,d_nikke_milk_bloomingbunny_05,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_49,False,,10,100,1.0,,,1,delight,,,
d_nikke_milk_bloomingbunny_05_50,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_50,True,,100,100,1.0,,,1,delight,milk_b,,
d_nikke_milk_bloomingbunny_05_51,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_51,True,,100,100,1.0,,,1,delight,milk_b,,
d_nikke_milk_bloomingbunny_05_52,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_52,True,,100,100,1.0,,,1,delight,milk_b,,
d_nikke_milk_bloomingbunny_05_53,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_53,False,,100,100,1.0,,,1,delight,,,
d_nikke_milk_bloomingbunny_05_54,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_54,True,,100,100,1.0,,,1,delight,milk_b,,
d_nikke_milk_bloomingbunny_05_55,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_55,True,,100,100,1.0,,,1,delight,milk_b,,
d_nikke_milk_bloomingbunny_05_56,d_nikke_milk_bloomingbunny_05,Choice,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_56,False,,100,100,1.0,,,1,delight,,,d_nikke_milk_bloomingbunny_05_59
d_nikke_milk_bloomingbunny_05_57,d_nikke_milk_bloomingbunny_05,Choice,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_57,False,,100,100,1.0,,,1,delight,,,d_nikke_milk_bloomingbunny_05_59
d_nikke_milk_bloomingbunny_05_58,d_nikke_milk_bloomingbunny_05,Choice,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_58,False,,100,100,1.0,,,1,delight,,,d_nikke_milk_bloomingbunny_05_59
d_nikke_milk_bloomingbunny_05_59,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_59,True,,100,100,1.0,,,1,angry2,milk_b,,
d_nikke_milk_bloomingbunny_05_60,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_60,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_61,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_61,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_62,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_62,False,,100,100,1.0,,,1,shy,,,
d_nikke_milk_bloomingbunny_05_63,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_63,True,,100,100,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_64,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_64,False,,100,100,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_65,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_65,True,,100,100,1.0,,,1,shy2,milk_b,,
d_nikke_milk_bloomingbunny_05_66,d_nikke_milk_bloomingbunny_05,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_66,False,,100,10,1.0,,,1,shy2,,,
d_nikke_milk_bloomingbunny_05_67,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_67,True,,10,10,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_68,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_68,True,,10,10,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_69,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_69,False,,10,10,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_70,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_70,True,,10,10,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_71,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_71,True,,10,10,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_72,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_72,False,,10,10,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_73,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_73,True,,10,10,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_74,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_74,False,,10,10,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_75,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_75,True,,10,10,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_76,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_76,False,,10,10,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_77,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_77,True,,10,10,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_78,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_78,True,,10,10,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_79,d_nikke_milk_bloomingbunny_05,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_79,False,,10,100,1.0,,,1,shy3,,sfx_scn_bodytouch,
d_nikke_milk_bloomingbunny_05_80,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_80,True,,100,100,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_81,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_81,True,,100,100,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_82,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_82,True,,100,100,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_83,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_83,False,,100,100,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_84,d_nikke_milk_bloomingbunny_05,Self,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_84,False,,100,100,1.0,,,1,shy3,,,
d_nikke_milk_bloomingbunny_05_85,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_85,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_86,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_86,True,,100,100,1.0,,,1,shy,milk_b,,
d_nikke_milk_bloomingbunny_05_87,d_nikke_milk_bloomingbunny_05,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_87,False,,100,100,1.0,,,1,shy,,,
d_nikke_milk_bloomingbunny_05_88,d_nikke_milk_bloomingbunny_05,Speech,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_88,True,,100,100,1.0,,,1,shy3,milk_b,,
d_nikke_milk_bloomingbunny_05_89,d_nikke_milk_bloomingbunny_05,Monologue,milk_b,Locale_NikkeEpisode:d_nikke_milk_bloomingbunny_05_89,False,,black,black,1.0,,,1,shy3,,,
