id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id
d_nikke_snowwhite_young_02_53,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_53,True,,,,,13,13,1.0,none,,12,no,,,,14,think,
d_nikke_snowwhite_young_02_54,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_54,True,,,,,13,13,1.0,event_bgm_redash_dearsnowwhite,,12,no,,,,14,think,
d_nikke_snowwhite_young_02_55,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_55,False,,,,,13,13,1.0,,,12,surprise,,,,14,think,
d_nikke_snowwhite_young_02_56,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_56,True,,,,,13,13,1.0,,,12,surprise,,,,14,think,
d_nikke_snowwhite_young_02_57,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_57,True,,,,,13,13,1.0,,,12,surprise,,,,14,think,
d_nikke_snowwhite_young_02_58,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_58,False,,,,,13,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_59,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_59,False,,,,,S_120,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_60,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_60,True,,,,,S_120,140,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_61,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_61,True,,,,,140,140,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_62,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_62,True,,,,,140,140,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_63,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_63,False,,,,,140,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_64,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_64,False,,,,,S_120,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_65,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_65,True,,,,,S_120,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_66,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_66,False,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_67,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_67,False,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_68,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_68,True,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_69,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_69,True,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_70,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_70,False,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_71,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_71,True,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_72,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_72,False,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_73,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_73,True,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_74,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_74,False,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_75,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_75,False,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_76,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_76,False,,,,,13,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_77,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_77,True,,,,,S_120,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_78,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_78,True,,,,,S_120,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_79,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_79,True,,,,,S_120,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_80,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_80,True,,,,,S_120,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_81,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_81,True,,,,,S_120,S_120,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_82,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_82,True,,,,,S_120,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_83,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_83,True,,,,,13,13,1.0,,,12,sad,,,,14,think,
d_nikke_snowwhite_young_02_84,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_84,True,,,,,13,140,1.0,,,12,sad,,,,14,idle,
d_nikke_snowwhite_young_02_85,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_85,True,,,,,140,140,1.0,,,12,surprise,,,,14,idle,
d_nikke_snowwhite_young_02_86,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_86,True,,,,,140,140,1.0,,,12,surprise,,,,14,idle,
d_nikke_snowwhite_young_02_87,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_87,True,,,,,140,140,1.0,,,12,surprise,,,,14,delight,
d_nikke_snowwhite_young_02_88,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_88,True,,,,,140,S_120,1.0,,,12,surprise,,,,14,delight,
d_nikke_snowwhite_young_02_89,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_89,True,,,,,S_120,S_120,1.0,,,12,angry,,,,14,delight,
d_nikke_snowwhite_young_02_90,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_90,True,,,,,S_120,S_120,1.0,,,12,angry,,,,14,delight,
d_nikke_snowwhite_young_02_91,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_91,True,,,,,S_120,S_120,1.0,,,12,sad,,,,14,delight,
d_nikke_snowwhite_young_02_92,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_92,True,,,,,S_120,140,1.0,,,12,sad,,,,14,idle,
d_nikke_snowwhite_young_02_93,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_93,True,,,,,140,140,1.0,,,12,sad,,,,14,idle,
d_nikke_snowwhite_young_02_94,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_94,True,,,,,140,140,1.0,,,12,sad,,,,14,idle,
d_nikke_snowwhite_young_02_95,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_95,True,,,,,140,140,1.0,,,12,sad,,,,14,idle,
d_nikke_snowwhite_young_02_96,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_96,True,,,,,140,140,1.0,,,12,sad,,,,14,idle,
d_nikke_snowwhite_young_02_97,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_97,True,,,,,140,S_120,1.0,,,12,shy,,,,14,idle,
d_nikke_snowwhite_young_02_98,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_98,True,,,,,S_120,S_120,1.0,,,12,shy,,,,14,idle,
d_nikke_snowwhite_young_02_99,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_99,True,,,,,S_120,140,1.0,,,12,shy,,,,14,idle,
d_nikke_snowwhite_young_02_100,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_100,True,,,,,12,S_120,0.6,,,12,surprise,,,,14,idle,
d_nikke_snowwhite_young_02_101,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_101,True,,,,,S_120,140,1.0,,,12,surprise,,,,14,idle,
d_nikke_snowwhite_young_02_102,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_102,True,,,,,140,140,1.0,,,12,surprise,,,,14,idle,
d_nikke_snowwhite_young_02_103,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_103,True,,,,,140,140,1.0,,,12,surprise,,,,14,idle,
d_nikke_snowwhite_young_02_104,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_104,True,,,,,140,13,1.0,,,12,surprise,,,,14,idle,
d_nikke_snowwhite_young_02_105,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_105,True,,,,,13,13,1.0,,,12,surprise,,,,14,delight,
d_nikke_snowwhite_young_02_106,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_106,True,,,,,13,13,1.0,,,12,surprise,,,,14,delight,
d_nikke_snowwhite_young_02_107,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_107,True,,,,,13,13,1.0,,,12,surprise,,,,14,delight,
d_nikke_snowwhite_young_02_108,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_108,True,,,,,13,13,1.0,,,12,surprise,,,,14,delight,
d_nikke_snowwhite_young_02_109,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_109,True,,,,,13,13,1.0,,,12,shy,,,,14,delight,
d_nikke_snowwhite_young_02_110,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_110,True,,,,,13,13,1.0,,,12,shy,,,,14,idle,
d_nikke_snowwhite_young_02_111,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_111,True,,,,,13,13,1.0,,,12,shy,,,,14,idle,
d_nikke_snowwhite_young_02_112,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_112,True,,,,,13,140,1.0,,,12,shy,,,,14,idle,
d_nikke_snowwhite_young_02_113,d_nikke_snowwhite_young_02,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_113,True,,,,,140,140,1.0,,,12,shy,,,,14,idle,
d_nikke_snowwhite_young_02_114,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_114,True,,,,,140,S_120,1.0,,,12,shy,,,,14,idle,
d_nikke_snowwhite_young_02_115,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_115,True,,,,,S_120,S_120,1.0,,,12,shy,,,,14,idle,
d_nikke_snowwhite_young_02_116,d_nikke_snowwhite_young_02,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_02_116,True,,,,,S_120,S_120,1.0,,,12,idle,,,,14,idle,
