id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/5/hide_char_id,characters/4/hide_char_id
d_nikke_littlemermaid_02_20,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_20,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,worry,,13,13,1.0,,,
d_nikke_littlemermaid_02_21,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_21,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,think,,13,13,1.0,,,
d_nikke_littlemermaid_02_22,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_22,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,13,1,1.3,,,
d_nikke_littlemermaid_02_23,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_23,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,1,1,1.0,,,
d_nikke_littlemermaid_02_24,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_24,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,think,,12,idle,,1,1,1.0,,,
d_nikke_littlemermaid_02_25,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_25,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,1,1,1.0,,,
d_nikke_littlemermaid_02_26,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_26,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,1,1,1.0,,,
d_nikke_littlemermaid_02_27,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_27,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,think,,1,1,1.0,,,
d_nikke_littlemermaid_02_28,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_28,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,1,1,1.0,,,
d_nikke_littlemermaid_02_29,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_29,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,1,3,1.5,,,
d_nikke_littlemermaid_02_30,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_30,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,13,13,1.0,,,
d_nikke_littlemermaid_02_31,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_31,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,13,13,1.0,,,
d_nikke_littlemermaid_02_32,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_32,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,13,13,1.0,,,
d_nikke_littlemermaid_02_33,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_33,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,13,13,1.0,,,
d_nikke_littlemermaid_02_34,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_34,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,13,1,1.5,,,
d_nikke_littlemermaid_02_35,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_35,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,idle,,1,1,1.0,,,
d_nikke_littlemermaid_02_36,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_36,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,idle,,12,worry,,1,1,1.0,,,
d_nikke_littlemermaid_02_37,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_37,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,delight,,12,worry,,1,1,1.0,,,
d_nikke_littlemermaid_02_38,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_38,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,delight,,12,worry,,1,120,1.3,,,
d_nikke_littlemermaid_02_39,d_nikke_littlemermaid_02,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_littlemermaid_02_39,True,,14,void,,16,void,,4,worry,,6,idle_blue,,2,delight,,12,worry,,120,120,1.0,,,
d_nikke_littlemermaid_02_40,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_40,True,,12,void,,14,void,,4,idle,,6,idle_blue,,2,delight,,12,worry,,40,40,1.0,,abe,
d_nikke_littlemermaid_02_41,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_41,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,delight,,,,,13,13,1.0,,,
d_nikke_littlemermaid_02_42,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_42,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,delight,,,,,13,13,1.0,,,
d_nikke_littlemermaid_02_43,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_43,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,delight,,,,,13,1,1.3,,,
d_nikke_littlemermaid_02_44,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_44,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,delight,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_45,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_45,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,delight,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_46,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_46,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,idle,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_47,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_47,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,idle,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_48,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_48,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,idle,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_49,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_49,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,idle,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_50,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_50,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,idle,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_51,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_51,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,idle,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_52,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_52,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,idle,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_53,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_53,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,idle,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_54,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_54,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,think,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_55,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_55,False,,12,idle,,14,idle,,4,surprise,,6,idle_blue,,2,think,,,,,1,3,1.3,,,
d_nikke_littlemermaid_02_56,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_56,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,think,,,,,3,3,1.0,,,
d_nikke_littlemermaid_02_57,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_57,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,think,,,,,3,3,1.0,none,,
d_nikke_littlemermaid_02_58,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_58,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,think,,,,,3,3,1.0,,,
d_nikke_littlemermaid_02_59,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_59,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,surprise,,,,,3,3,1.0,,,
d_nikke_littlemermaid_02_60,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_60,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,surprise,,,,,3,40,1.3,,,
d_nikke_littlemermaid_02_61,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_61,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,surprise,,,,,40,40,1.0,,,
d_nikke_littlemermaid_02_62,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_62,True,,12,idle,,14,idle,,4,idle,,6,idle_blue,,2,surprise,,,,,40,40,1.0,,,
d_nikke_littlemermaid_02_63,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_63,False,,12,surprise,,14,surprise,,4,idle,,6,idle_blue,,2,surprise,,,,,12,S_120,1.3,event_bgm_oldtales_wall,,
d_nikke_littlemermaid_02_64,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_64,True,,12,surprise,,14,surprise,,4,idle,,6,idle_blue,,2,surprise,,,,,S_120,S_120,1.0,,,
d_nikke_littlemermaid_02_65,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_65,True,,12,surprise,,14,surprise,,4,idle,,6,idle_blue,,2,surprise,,,,,S_120,S_120,1.0,,,
d_nikke_littlemermaid_02_66,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_66,True,,12,surprise,,14,surprise,,4,idle,,6,idle_blue,,2,surprise,,,,,S_120,1,1.3,,,
d_nikke_littlemermaid_02_67,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_67,True,,12,surprise,,14,surprise,,4,idle,,6,idle_blue,,2,surprise,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_68,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_68,True,,12,surprise,,14,surprise,,4,idle,,6,idle_blue,,2,think,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_69,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_69,False,,12,surprise,,14,surprise,,4,idle,,6,idle_blue,,2,think,,,,,1,1,1.0,,,
d_nikke_littlemermaid_02_70,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_70,True,,12,surprise,,14,surprise,,4,smile,,6,idle_blue,,2,think,,,,,1,3,1.3,,,
d_nikke_littlemermaid_02_71,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_71,True,,12,surprise,,14,surprise,,4,smile,,6,idle_blue,,2,idle,,,,,3,3,1.0,,,
d_nikke_littlemermaid_02_72,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_72,True,,12,void,,14,void,,4,smile,,6,idle_blue,,2,idle,,,,,13,13,1.0,,,
d_nikke_littlemermaid_02_73,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_73,True,,12,void,,14,void,,4,smile,,6,idle_blue,,2,idle,,,,,13,13,1.0,,,
d_nikke_littlemermaid_02_74,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_74,True,,12,void,,14,void,,4,smile,,6,idle_blue,,2,idle,,,,,13,13,1.0,,,
d_nikke_littlemermaid_02_75,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_75,True,,12,void,,14,void,,4,smile,,6,idle_blue,,2,think,,,,,L_20,L_20,1.0,,,
d_nikke_littlemermaid_02_76,d_nikke_littlemermaid_02,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_02_76,True,,12,void,,14,void,,4,idle,,6,idle_blue,,2,think,,,,,5,5,1.0,,,
d_nikke_littlemermaid_02_77,d_nikke_littlemermaid_02,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_02_77,True,,12,void,,14,void,,4,idle,,6,idle_blue,,2,think,,,,,5,5,1.0,,,
d_nikke_littlemermaid_02_78,d_nikke_littlemermaid_02,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_02_78,True,,12,void,,14,void,,4,idle,,6,idle_blue,,2,think,,,,,5,5,1.0,,,
d_nikke_littlemermaid_02_79,d_nikke_littlemermaid_02,Speech,hansel,hansel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_79,True,,12,void,,14,void,,4,surprise,,6,idle_blue,,2,think,,,,,13,13,1.0,,,
d_nikke_littlemermaid_02_80,d_nikke_littlemermaid_02,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_littlemermaid_02_80,True,,12,void,,14,void,,4,surprise,,6,surprise_blue,,2,think,,,,,5,5,1.0,,,
d_nikke_littlemermaid_02_81,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_81,False,,12,void,,14,void,,4,surprise,,6,surprise_blue,,2,surprise,,,,,5,L_20,1.5,,,
d_nikke_littlemermaid_02_82,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_82,False,,12,void,,14,void,,4,surprise,,6,surprise_blue,,2,think,,,,,L_20,L_20,1.0,,,
d_nikke_littlemermaid_02_83,d_nikke_littlemermaid_02,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_littlemermaid_02_83,True,,12,void,,14,void,,4,surprise,,6,surprise_blue,,2,think,,,,,L_20,2,1.3,,,
d_nikke_littlemermaid_02_84,d_nikke_littlemermaid_02,Narration,littlemermaid,,Locale_NikkeEpisode:d_nikke_littlemermaid_02_84,False,,2,void,,12,void,,4,surprise,,6,surprise_blue,,2,think,,,,,black,black,1.0,,,littlemermaid
d_nikke_littlemermaid_02_85,d_nikke_littlemermaid_02,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_littlemermaid_02_85,True,,2,void,,12,void,,4,worry,,6,surprise_blue,,,,,,,,4,4,1.3,,,
d_nikke_littlemermaid_02_86,d_nikke_littlemermaid_02,Speech,hanselgretel,hanselgretel,Locale_NikkeEpisode:d_nikke_littlemermaid_02_86,False,,2,void,,12,void,,4,worry,,6,surprise_blue,,,,,,,,4,1,1.5,,,
