id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,set_camera_shake,jump_target,characters/0/hide_char_id,conversation_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_bay_05_13,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_13,False,,1,idle,Park,10,10,1.0,,,black,,,,,,,,
d_nikke_bay_05_14,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_14,False,,1,idle,,10,10,1.0,,quietspectators,,sfx_scn_crowdcheer,,,,,,,
d_nikke_bay_05_15,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_15,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_16,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_16,False,,1,idle,,10,10,1.0,,audiencewoman,,,,,,,,,
d_nikke_bay_05_17,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_17,False,,1,idle,,10,10,1.0,,audienceman,,,,,,,,,
d_nikke_bay_05_18,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_18,False,,1,idle,,10,10,1.0,,audiencewoman,,,,,,,,,
d_nikke_bay_05_19,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_19,False,,1,idle,,10,10,1.0,,audienceman,,,,,,,,,
d_nikke_bay_05_20,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_20,False,,1,idle,,10,10,1.0,,audiencewoman,,,,,,,,,
d_nikke_bay_05_21,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_21,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_22,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_22,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_23,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_23,False,,1,idle,,black,black,1.0,bgm_story_onlineshopping,,,,,,,,,,
d_nikke_bay_05_24,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_24,False,,1,idle,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_25,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_25,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_26,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_26,False,,1,idle,,10,100,1.0,,,,,,,,,,,
d_nikke_bay_05_27,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_27,False,,1,delight,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_28,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_28,True,,1,delight,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_29,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_29,True,,1,delight,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_30,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_30,True,,1,delight,,100,7,1.0,,bay,,,,,,,,,
d_nikke_bay_05_31,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_31,False,,1,delight,,7,7,1.0,,quietspectators,,sfx_scn_crowdcheer,,,,,,,
d_nikke_bay_05_32,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_32,False,,1,delight,,7,7,1.0,,,,,,,,,,,
d_nikke_bay_05_33,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_33,False,,1,delight,,7,10,1.0,,,,,,,,,,,
d_nikke_bay_05_34,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_34,True,,1,delight,,10,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_35,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_35,True,,1,delight,,10,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_36,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_36,True,,1,delight,,10,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_37,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_37,False,,1,delight,,10,10,1.0,,quietspectators,,sfx_scn_crowdcheer,,,,,,,
d_nikke_bay_05_38,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_38,False,,1,idle,,10,10,1.0,none,,,,,,,,,,
d_nikke_bay_05_39,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_39,False,,1,worry,,10,100,1.0,,bay,,,Low_2,,,,,,
d_nikke_bay_05_40,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_40,False,,1,worry,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_41,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_41,True,,1,worry,,100,100,1.0,bgm_story_trauma,bay,,,,,,,,,
d_nikke_bay_05_42,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_42,False,,1,worry,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_43,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_43,False,,1,worry,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_44,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_44,False,,1,worry,,17,17,1.0,,audiencewoman,,,,,,,,,
d_nikke_bay_05_45,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_45,False,,1,worry,,17,17,1.0,,audienceman,,,,,,,,,
d_nikke_bay_05_46,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_46,False,,1,worry,,17,17,1.0,,audiencewoman,,,,,,,,,
d_nikke_bay_05_47,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_47,False,,1,worry,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_48,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_48,True,,1,sad,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_49,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_49,False,,1,sad,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_50,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_50,False,,1,sad,,10,10,1.0,none,,,,,,,,,,
d_nikke_bay_05_51,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_51,False,,1,sad,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_52,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_52,False,,1,sad,,10,10,1.0,,audiencewoman,,,,,,,,,
d_nikke_bay_05_53,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_53,False,,1,sad,,10,10,1.0,,audienceman,,,,,,,,,
d_nikke_bay_05_54,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_54,False,,1,sad,,10,10,1.0,bgm_story_impression,,,,,,,,,,
d_nikke_bay_05_55,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_55,False,,1,surprise,,10,100,1.0,,bay,,,Low_2,,,,,,
d_nikke_bay_05_56,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_56,False,,1,surprise,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_57,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_57,False,,1,surprise,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_58,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_58,False,,1,surprise,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_59,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_59,False,,1,surprise,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_60,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_60,False,,1,surprise,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_61,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_61,False,,1,surprise,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_62,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_62,False,,1,surprise,,7,7,1.0,,audiencewoman,,,,,,,,,
d_nikke_bay_05_63,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_63,False,,1,surprise,,7,7,1.0,,audienceman,,,,,,,,,
d_nikke_bay_05_64,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_64,False,,1,surprise,,7,7,1.0,,,,,,,,,,,
d_nikke_bay_05_65,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_65,False,,1,surprise,,7,7,1.0,,audiencewoman,,,,,,,,,
d_nikke_bay_05_66,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_66,False,,1,surprise,,7,7,1.0,,audienceman,,,,,,,,,
d_nikke_bay_05_67,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_67,False,,1,surprise,,7,7,1.0,,cheeringspectators,,sfx_scn_bigcrowdcheer,Low_2,,,,,,
d_nikke_bay_05_68,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_68,False,,1,surprise,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_69,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_69,False,,1,surprise,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_70,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_70,False,,1,surprise,,100,500,1.0,,,,,,,,,,,
d_nikke_bay_05_71,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_71,False,,1,surprise,,500,100,1.0,,,,,,,,,,,
d_nikke_bay_05_72,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_72,False,,1,surprise,,100,10,1.0,,,,,,,,,,,
d_nikke_bay_05_73,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_73,True,,1,delight,,10,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_74,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_74,False,,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_75,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_75,False,,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_76,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_76,False,,1,idle,GoodOffice,black,black,1.0,none,,black,,,,,,,,
d_nikke_bay_05_77,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_77,False,,1,idle,,10,10,1.0,bgm_story_leisuretime,,,,,,,,,,
d_nikke_bay_05_78,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_78,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_79,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_79,False,,1,idle,,10,100,1.0,,,,,Low_2,,,,,,
d_nikke_bay_05_80,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_80,False,,1,idle,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_81,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_81,False,,1,idle,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_82,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_82,False,,1,idle,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_83,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_83,True,,1,idle,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_84,d_nikke_bay_05,Choice,bay,Locale_NikkeEpisode:d_nikke_bay_05_84,False,,1,idle,,100,100,1.0,,,,,,d_nikke_bay_05_86,,,,,
d_nikke_bay_05_85,d_nikke_bay_05,Choice,bay,Locale_NikkeEpisode:d_nikke_bay_05_85,False,,1,idle,,100,100,1.0,,,,,,d_nikke_bay_05_86,,,,,
d_nikke_bay_05_86,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_86,False,,1,idle,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_87,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_87,True,,1,idle,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_88,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_88,True,,1,idle,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_89,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_89,False,,1,idle,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_90,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_90,False,,1,idle,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_91,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_91,False,,1,surprise,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_92,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_92,False,,1,surprise,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_93,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_93,False,,1,surprise,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_94,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_94,True,,1,surprise,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_95,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_95,True,,1,surprise,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_96,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_96,True,,1,surprise,,100,100,1.0,,bay,,,,,,,,,
d_nikke_bay_05_97,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_97,False,,1,surprise,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_98,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_98,False,,1,surprise,,black,black,1.0,,,black,,,,bay,,,,
d_nikke_bay_05_99,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_99,False,,,,,black,black,1.0,,,,,,,,m_nikke_bay_05,,,
d_nikke_bay_05_100,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_100,False,,,,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_101,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_101,False,,,,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_102,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_102,False,,,,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_103,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_103,False,,,,,black,black,1.0,,,,,,,,,,,
d_nikke_bay_05_104,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_104,False,,,,CommanderRoom,black,black,1.0,none,,black,,,,,,,,
d_nikke_bay_05_105,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_105,False,,,,,10,10,1.0,,,,sfx_scn_knock,,,,,,,
d_nikke_bay_05_106,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_106,False,,,,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_107,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_107,False,bay,1,idle,,black,black,1.0,,,,sfx_scn_autodooropen,,,,,,,
d_nikke_bay_05_108,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_108,True,,1,idle,,10,10,1.0,bgm_story_leisuretime,bay,,,,,,,,,
d_nikke_bay_05_109,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_109,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_110,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_110,True,,1,idle,,10,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_111,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_111,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_112,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_112,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_113,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_113,True,,1,idle,,10,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_114,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_114,True,,1,idle,,10,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_115,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_115,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_116,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_116,True,,1,idle,,10,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_117,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_117,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_bay_05_118,d_nikke_bay_05,Choice,bay,Locale_NikkeEpisode:d_nikke_bay_05_118,False,,1,idle,,10,10,1.0,,,,,,d_nikke_bay_05_120,,,,,
d_nikke_bay_05_119,d_nikke_bay_05,Choice,bay,Locale_NikkeEpisode:d_nikke_bay_05_119,False,,1,idle,,10,10,1.0,,,,,,d_nikke_bay_05_120,,,,,
d_nikke_bay_05_120,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_120,True,,1,shy,,10,100,1.0,,bay,,,Low_2,,,,,,
d_nikke_bay_05_121,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_121,False,,1,shy,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_122,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_122,False,,1,shy,,100,100,1.0,,,,,,,,,,,
d_nikke_bay_05_123,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_123,True,,1,idle,,100,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_124,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_124,True,,1,idle,,10,10,1.0,,bay,,,,,,,,,
d_nikke_bay_05_125,d_nikke_bay_05,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_05_125,False,,1,idle,,black,black,1.0,,,,sfx_scn_autodooropen,,,,,,,
d_nikke_bay_05_126,d_nikke_bay_05,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_05_126,False,,1,idle,,2,2,1.0,,,,,,,,,clay,3,idle
d_nikke_bay_05_127,d_nikke_bay_05,Speech,clay,Locale_NikkeEpisode:d_nikke_bay_05_127,True,,1,idle,,2,2,1.0,,clay,,,,,,,,3,delight
d_nikke_bay_05_128,d_nikke_bay_05,Speech,clay,Locale_NikkeEpisode:d_nikke_bay_05_128,True,,1,idle,,2,30,1.0,,clay,,,,,,,,3,delight
d_nikke_bay_05_129,d_nikke_bay_05,Choice,clay,Locale_NikkeEpisode:d_nikke_bay_05_129,False,,1,idle,,30,30,1.0,,,,,,d_nikke_bay_05_131,,,,3,delight
d_nikke_bay_05_130,d_nikke_bay_05,Choice,clay,Locale_NikkeEpisode:d_nikke_bay_05_130,False,,1,idle,,30,30,1.0,,,,,,d_nikke_bay_05_132,,,,3,delight
d_nikke_bay_05_131,d_nikke_bay_05,Speech,clay,Locale_NikkeEpisode:d_nikke_bay_05_131,True,,1,idle,,30,30,1.0,,clay,,,,d_nikke_bay_05_132,,,,3,idle
d_nikke_bay_05_132,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_132,True,,1,idle,,30,2,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_133,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_133,True,,1,idle,,2,2,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_134,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_134,True,,1,idle,,2,2,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_135,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_135,True,,1,idle,,2,2,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_136,d_nikke_bay_05,Speech,clay,Locale_NikkeEpisode:d_nikke_bay_05_136,True,,1,idle,,2,30,1.0,,clay,,,,,,,,3,delight
d_nikke_bay_05_137,d_nikke_bay_05,Choice,clay,Locale_NikkeEpisode:d_nikke_bay_05_137,False,,1,idle,,30,30,1.0,,,,,,d_nikke_bay_05_140,,,,3,delight
d_nikke_bay_05_138,d_nikke_bay_05,Choice,clay,Locale_NikkeEpisode:d_nikke_bay_05_138,False,,1,idle,,30,30,1.0,,,,,,d_nikke_bay_05_139,,,,3,delight
d_nikke_bay_05_139,d_nikke_bay_05,Speech,clay,Locale_NikkeEpisode:d_nikke_bay_05_139,True,,1,idle,,30,30,1.0,,clay,,,,d_nikke_bay_05_140,,,,3,idle
d_nikke_bay_05_140,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_140,True,,1,idle,,30,2,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_141,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_141,True,,1,idle,,2,2,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_142,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_142,False,,1,idle,,2,2,1.0,,,,,,,,,,3,idle
d_nikke_bay_05_143,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_143,True,,1,idle,,2,10,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_144,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_144,True,,1,idle,,10,10,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_145,d_nikke_bay_05,Self,bay,Locale_NikkeEpisode:d_nikke_bay_05_145,False,,1,idle,,10,10,1.0,,,,,,,,,,3,idle
d_nikke_bay_05_146,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_146,True,,1,special,,10,10,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_147,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_147,True,,1,special,,10,2,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_148,d_nikke_bay_05,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_05_148,True,,1,special,,2,2,1.0,,bay,,,,,,,,3,idle
d_nikke_bay_05_149,d_nikke_bay_05,Speech,clay,Locale_NikkeEpisode:d_nikke_bay_05_149,True,,1,special,,2,2,1.0,,clay,,,,,,,,3,special
