id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake,set_filter_01,characters/0/hide_char_id
d_nikke_vesti_04_21,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_21,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_vesti_04_22,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_22,False,,1,idle,,XS_10,XS_10,1.0,,d_nikke_vesti_04_24,,,,
d_nikke_vesti_04_23,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_23,False,,1,idle,,XS_10,XS_10,1.0,,d_nikke_vesti_04_24,,,,
d_nikke_vesti_04_24,d_nikke_vesti_04,Monologue,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_24,False,,1,idle,,XS_10,XS_10,1.0,,d_nikke_vesti_04_27,,,,
d_nikke_vesti_04_25,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_25,True,,1,delight,,XS_10,XS_100,0.5,,,,,,
d_nikke_vesti_04_26,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_26,True,,1,delight,,XS_100,XS_100,1.0,,d_nikke_vesti_04_27,,,,
d_nikke_vesti_04_27,d_nikke_vesti_04,Narration,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_27,False,,1,idle,Theater,black,black,2.0,none,,,,,
d_nikke_vesti_04_28,d_nikke_vesti_04,Speech,vesti,movieeffect,Locale_NikkeEpisode:d_nikke_vesti_04_28,True,,1,idle,,black,black,1.0,,,sfx_scn_rustydooropen,,,
d_nikke_vesti_04_29,d_nikke_vesti_04,Speech,vesti,movieeffect,Locale_NikkeEpisode:d_nikke_vesti_04_29,True,,1,idle,,black,black,0.3,bgm_mystery,,sfx_scn_bang,Low_2,,
d_nikke_vesti_04_30,d_nikke_vesti_04,Speech,vesti,actor,Locale_NikkeEpisode:d_nikke_vesti_04_30,True,,1,idle,,black,black,1.0,,,,,,
d_nikke_vesti_04_31,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_31,True,,1,sad,,1,XS_100,1.0,,,,Low_2,,
d_nikke_vesti_04_32,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_32,True,,1,sad,,XS_100,XS_100,0.3,,,,,,
d_nikke_vesti_04_33,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_33,True,,1,sad,,XS_100,1,1.0,,,,,,
d_nikke_vesti_04_34,d_nikke_vesti_04,Speech,vesti,horrordoll,Locale_NikkeEpisode:d_nikke_vesti_04_34,True,,1,sad,,1,15,0.7,,,,,,
d_nikke_vesti_04_35,d_nikke_vesti_04,Speech,vesti,horrordoll,Locale_NikkeEpisode:d_nikke_vesti_04_35,True,,1,sad,,15,150,1.0,,,,,Red,
d_nikke_vesti_04_36,d_nikke_vesti_04,Speech,vesti,horrordoll,Locale_NikkeEpisode:d_nikke_vesti_04_36,True,,1,idle,,150,150,1.0,,,,,Red,
d_nikke_vesti_04_37,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_37,True,,1,sad,,150,1,1.0,,,,,,
d_nikke_vesti_04_38,d_nikke_vesti_04,Narration,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_38,False,,1,sad,,1,XS_10,0.5,,,,,,
d_nikke_vesti_04_39,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_39,False,,1,sad,,XS_10,XS_10,1.0,,d_nikke_vesti_04_41,,,,
d_nikke_vesti_04_40,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_40,False,,1,sad,,XS_10,XS_10,1.0,,d_nikke_vesti_04_43,,,,
d_nikke_vesti_04_41,d_nikke_vesti_04,Monologue,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_41,False,,1,sad,,XS_10,XS_100,1.0,,,,,,
d_nikke_vesti_04_42,d_nikke_vesti_04,Monologue,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_42,False,,1,sad,,XS_100,XS_100,1.0,,d_nikke_vesti_04_45,,,,
d_nikke_vesti_04_43,d_nikke_vesti_04,Monologue,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_43,False,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_vesti_04_44,d_nikke_vesti_04,Monologue,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_44,False,,1,sad,,XS_10,XS_100,1.0,,d_nikke_vesti_04_45,,,,
d_nikke_vesti_04_45,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_45,True,,1,sad,,XS_100,XS_100,1.0,,,,,,
d_nikke_vesti_04_46,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_46,True,,1,sad,,XS_100,XS_100,1.0,,,,,,
d_nikke_vesti_04_47,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_47,False,,1,sad,,XS_100,XS_100,1.0,,d_nikke_vesti_04_49,,,,
d_nikke_vesti_04_48,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_48,False,,1,sad,,XS_100,XS_100,1.0,,d_nikke_vesti_04_53,,,,
d_nikke_vesti_04_49,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_49,False,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_vesti_04_50,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_50,True,,1,shy,,XS_100,XS_100,1.0,,,,,,
d_nikke_vesti_04_51,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_51,True,,1,shy,,XS_100,XS_100,1.0,,,,,,
d_nikke_vesti_04_52,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_52,True,,1,shy,,XS_100,XS_100,1.0,,d_nikke_vesti_04_56,,,,
d_nikke_vesti_04_53,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_53,True,,1,shy,,XS_100,XS_100,1.0,,,,,,
d_nikke_vesti_04_54,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_54,True,,1,shy,,XS_100,XS_100,1.0,,,,,,
d_nikke_vesti_04_55,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_55,True,,1,shy,,XS_100,XS_100,1.0,,d_nikke_vesti_04_56,,,,
d_nikke_vesti_04_56,d_nikke_vesti_04,Monologue,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_56,False,,1,shy,,XS_100,XS_10,1.0,,,,,,
d_nikke_vesti_04_57,d_nikke_vesti_04,Monologue,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_57,False,,1,shy,,XS_10,XS_10,1.0,,,,,,vesti
d_nikke_vesti_04_58,d_nikke_vesti_04,Narration,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_58,False,,1,idle,Cafe,black,black,1.0,none,,,,,
d_nikke_vesti_04_59,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_59,True,vesti,1,idle,,1,1,1.0,,,,,,
d_nikke_vesti_04_60,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_60,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_vesti_04_61,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_61,False,,1,idle,,1,1,1.0,,,,,,
d_nikke_vesti_04_62,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_62,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_vesti_04_63,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_63,True,,1,shy,,1,1,1.0,,,,,,
d_nikke_vesti_04_64,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_64,False,,1,shy,,1,15,1.0,bgm_risk,,,,,
d_nikke_vesti_04_65,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_65,False,,1,idle,,15,15,1.0,,,,,,
d_nikke_vesti_04_66,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_66,False,,1,idle,,15,15,1.0,,,,,,
d_nikke_vesti_04_67,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_67,False,,1,idle,,15,15,1.0,,,,,,
d_nikke_vesti_04_68,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_68,False,,1,idle,,15,1,1.0,,,,,,
d_nikke_vesti_04_69,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_69,False,,1,idle,,1,1,1.0,,d_nikke_vesti_04_71,,,,
d_nikke_vesti_04_70,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_70,False,,1,idle,,1,1,1.0,,d_nikke_vesti_04_71,,,,
d_nikke_vesti_04_71,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_71,True,,1,sad,,1,XS_10,1.0,,,,,,
d_nikke_vesti_04_72,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_72,False,,1,sad,,XS_10,XS_150,1.0,,,,,,
d_nikke_vesti_04_73,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_73,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_74,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_74,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_75,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_75,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_76,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_76,False,,1,sad,,XS_150,1,1.0,,,,,,
d_nikke_vesti_04_77,d_nikke_vesti_04,Monologue,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_77,False,,1,sad,,1,1,0.5,,,,,,
d_nikke_vesti_04_78,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_78,False,,1,sad,,1,15,1.0,,,,,,
d_nikke_vesti_04_79,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_79,False,,1,sad,,15,15,1.0,,,,,,
d_nikke_vesti_04_80,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_80,False,,1,sad,,15,150,1.0,,,,,,
d_nikke_vesti_04_81,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_81,False,,1,sad,,150,150,1.0,,,,,,
d_nikke_vesti_04_82,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_82,False,,1,sad,,150,1500,1.0,,,,,,
d_nikke_vesti_04_83,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_83,False,,1,sad,,1500,1500,1.0,,,,,,
d_nikke_vesti_04_84,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_84,False,,1,sad,,1500,1500,1.0,,,,,,
d_nikke_vesti_04_85,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_85,False,,1,sad,,1500,1500,1.0,,,,,,
d_nikke_vesti_04_86,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_86,False,,1,sad,,1500,1500,1.0,,,,,,
d_nikke_vesti_04_87,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_87,False,,1,sad,,1500,1500,1.0,,,,,,
d_nikke_vesti_04_88,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_88,False,,1,sad,,1500,1500,1.0,,,,,,
d_nikke_vesti_04_89,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_89,True,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_vesti_04_90,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_90,True,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_vesti_04_91,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_91,True,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_vesti_04_92,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_92,False,,1,sad,,XS_10,XS_150,1.0,,,,,,
d_nikke_vesti_04_93,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_93,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_94,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_94,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_95,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_95,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_96,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_96,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_97,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_97,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_98,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_98,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_99,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_99,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_100,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_100,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_101,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_101,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_102,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_102,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_103,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_103,False,,1,sad,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_104,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_104,False,,1,sad,,XS_150,XS_170,1.0,,,,,,
d_nikke_vesti_04_105,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_105,False,,1,sad,,XS_170,XS_170,1.0,,,,,,
d_nikke_vesti_04_106,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_106,False,,1,sad,,XS_170,XS_170,1.0,,,,Low_2,,
d_nikke_vesti_04_107,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_107,True,,1,idle,,XS_170,XS_170,0.5,,,,,,
d_nikke_vesti_04_108,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_108,False,,1,idle,,XS_170,XS_170,0.5,,,,,,
d_nikke_vesti_04_109,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_109,False,,1,idle,,XS_170,XS_170,1.0,,,,,,
d_nikke_vesti_04_110,d_nikke_vesti_04,Narration,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_110,False,,1,idle,,XS_170,XS_130,1.0,,,sfx_scn_hit,,,vesti
d_nikke_vesti_04_111,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_111,True,,1,idle,,XS_130,XS_130,0.3,,,,,,
d_nikke_vesti_04_112,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_112,False,,1,idle,,XS_130,XS_130,1.0,,,,,,
d_nikke_vesti_04_113,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_113,False,,1,idle,,XS_130,XS_130,1.0,,,,Low_2,,
d_nikke_vesti_04_114,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_114,False,,1,idle,,XS_130,XS_130,1.0,,,,,,
d_nikke_vesti_04_115,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_115,False,,1,idle,,XS_130,XS_150,1.0,none,,,,,
d_nikke_vesti_04_116,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_116,False,,1,idle,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_117,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_117,False,vesti,1,idle,,XS_150,XS_150,1.0,bgm_story_herecomestrouble,,,,,
d_nikke_vesti_04_118,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_118,False,,1,idle,,XS_150,XS_130,1.0,,d_nikke_vesti_04_120,,,,
d_nikke_vesti_04_119,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_119,False,,1,sad,,XS_130,XS_130,1.0,,d_nikke_vesti_04_120,,,,
d_nikke_vesti_04_120,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_120,True,,13,sad,,XS_130,XS_130,0.5,,,,,,
d_nikke_vesti_04_121,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_121,True,,13,sad,,XS_130,XS_130,1.0,,,,,,
d_nikke_vesti_04_122,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_122,False,,13,sad,,XS_130,XS_130,1.0,none,,,,,
d_nikke_vesti_04_123,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_123,True,,13,idle,,XS_130,XS_130,1.0,,,,,,
d_nikke_vesti_04_124,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_124,True,,13,idle,,XS_130,XS_130,1.0,,,,,,
d_nikke_vesti_04_125,d_nikke_vesti_04,Self,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_125,False,,13,idle,,XS_130,XS_130,1.0,bgm_spot_counterattack,,,,,
d_nikke_vesti_04_126,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_126,True,,13,idle,,XS_130,XS_130,1.0,,,,,,
d_nikke_vesti_04_127,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_127,True,,13,idle,,XS_130,XS_130,1.0,,,,,,
d_nikke_vesti_04_128,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_128,False,,13,idle,,XS_130,XS_130,1.0,,d_nikke_vesti_04_130,,,,
d_nikke_vesti_04_129,d_nikke_vesti_04,Choice,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_129,False,,13,idle,,XS_130,XS_130,1.0,,d_nikke_vesti_04_130,,,,
d_nikke_vesti_04_130,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_130,True,,13,idle,,XS_130,13,1.0,,,,,,
d_nikke_vesti_04_131,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_131,True,,13,idle,,13,13,1.0,,,,,,
d_nikke_vesti_04_132,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_132,True,,13,idle,,13,13,1.0,,,,,,
d_nikke_vesti_04_133,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_133,False,,15,angry,,13,15,1.0,,,,,,
d_nikke_vesti_04_134,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_134,False,,15,angry,,15,15,1.0,,,,,,
d_nikke_vesti_04_135,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_135,True,,15,angry,,15,XS_150,1.0,,,,,,
d_nikke_vesti_04_136,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_136,True,,15,angry,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_137,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_137,True,,15,angry,,XS_150,XS_150,1.0,,,,Low_2,,
d_nikke_vesti_04_138,d_nikke_vesti_04,Speech,vesti,skinnyman,Locale_NikkeEpisode:d_nikke_vesti_04_138,True,,15,angry,,XS_150,XS_150,1.0,,,,Low_2,,
d_nikke_vesti_04_139,d_nikke_vesti_04,Narration,vesti,,Locale_NikkeEpisode:d_nikke_vesti_04_139,False,,15,angry,,XS_150,XS_150,1.0,,,sfx_scn_beatup,,,
d_nikke_vesti_04_140,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_140,False,,15,angry,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_141,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_141,True,,15,angry,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_142,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_142,True,,15,angry,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_143,d_nikke_vesti_04,Speech,vesti,vesti,Locale_NikkeEpisode:d_nikke_vesti_04_143,True,,15,angry,,XS_150,XS_150,1.0,,,,,,
d_nikke_vesti_04_144,d_nikke_vesti_04,Speech,vesti,fancywoman,Locale_NikkeEpisode:d_nikke_vesti_04_144,False,,15,angry,,XS_150,15,0.3,,,,,,
