id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_ce005_01_04_22,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_22,True,,3,3,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_23,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_23,True,,3,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_24,d_nikke_ce005_01_04,Self,ce005_01_01,,Locale_NikkeEpisode:d_nikke_ce005_01_04_24,False,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_25,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_25,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_26,d_nikke_ce005_01_04,Self,flora,,Locale_NikkeEpisode:d_nikke_ce005_01_04_26,False,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_27,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_27,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_28,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_28,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_29,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_29,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_30,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_30,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_31,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_31,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_32,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_32,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_33,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_33,True,,event_exnii_talk_06,10,1.0,,,,,1,idle,,3,idle,flora
d_nikke_ce005_01_04_34,d_nikke_ce005_01_04,Self,ce005_01_01,,Locale_NikkeEpisode:d_nikke_ce005_01_04_34,False,,10,10,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_35,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_35,True,,10,10,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_36,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_36,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,black,,1,idle,flora,3,idle,
d_nikke_ce005_01_04_37,d_nikke_ce005_01_04,Narration,flora,,Locale_NikkeEpisode:d_nikke_ce005_01_04_37,False,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_38,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_38,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_39,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_39,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_40,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_40,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_41,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_41,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_42,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_42,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_43,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_43,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_44,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_44,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,delight,,3,idle,
d_nikke_ce005_01_04_45,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_45,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_46,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_46,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_47,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_47,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_48,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_48,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,surprise,,3,idle,
d_nikke_ce005_01_04_49,d_nikke_ce005_01_04,Self,ce005_01_01,,Locale_NikkeEpisode:d_nikke_ce005_01_04_49,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_50,d_nikke_ce005_01_04,Self,ce005_01_01,,Locale_NikkeEpisode:d_nikke_ce005_01_04_50,False,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_51,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_51,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_52,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_52,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_53,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_53,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_54,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_54,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_55,d_nikke_ce005_01_04,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_ce005_01_04_55,True,,event_exnii_talk_06,event_exnii_talk_06,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_56,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_56,True,,event_exnii_talk_06,1,1.0,,,,,1,idle,,3,idle,
d_nikke_ce005_01_04_57,d_nikke_ce005_01_04,Speech,ce005_01_01,ce005_01_01,Locale_NikkeEpisode:d_nikke_ce005_01_04_57,True,,1,1,1.0,,,,,1,delight,,3,idle,
