id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/0/hide_char_id,characters/2/hide_char_id,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_guillotine_winterslayer_03_57,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_57,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_58,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_58,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,idle,,,,,,,,
d_nikke_guillotine_winterslayer_03_59,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_59,True,,12,idle,,,,,13,13,1.0,,vesti_c,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_60,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_60,False,,12,surprise,,,,,13,XS_120,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_61,d_nikke_guillotine_winterslayer_03,Self,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_61,False,,12,surprise,,,,,XS_120,XS_120,1.0,,,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_62,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_62,True,,12,sad,,,,,XS_120,XS_120,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_63,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_63,True,,12,sad,,,,,XS_120,XS_120,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_64,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_64,True,,12,sad,,,,,XS_120,XS_120,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_65,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_65,True,,12,sad,,,,,XS_120,XS_120,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_66,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_66,True,,12,think,,,,,XS_120,XS_120,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_67,d_nikke_guillotine_winterslayer_03,Self,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_67,False,,12,think,,,,,XS_120,XS_120,1.0,,,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_68,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_68,True,,12,idle,,,,,XS_120,XS_120,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_69,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_69,True,,12,idle,,,,,XS_120,XS_120,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_70,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_70,True,,12,idle,,,,,XS_120,XS_120,1.0,,guillotine_w,,,14,delight,,,,,,,,
d_nikke_guillotine_winterslayer_03_71,d_nikke_guillotine_winterslayer_03,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_71,False,,12,idle,,,,SnowTown_i,black,black,1.0,none,,,,14,delight,black,guillotine_w,vesti_c,,,,,
d_nikke_guillotine_winterslayer_03_72,d_nikke_guillotine_winterslayer_03,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_72,False,,,,,,,,3,13,1.6,event_bgm_icedragonsaga_adventure,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_73,d_nikke_guillotine_winterslayer_03,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_73,False,,,,,,,,13,13,1.0,,,,,,,,,,sfx_scn_hammer,,,,
d_nikke_guillotine_winterslayer_03_74,d_nikke_guillotine_winterslayer_03,Monologue,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_74,False,,,,,,,,13,13,1.0,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_75,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_75,True,guillotine_w,12,surprise,vesti_c,14,idle,,13,13,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_76,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_76,True,,12,surprise,,14,idle,,13,13,1.0,,vesti_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_77,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_77,True,,12,surprise,,14,idle,,13,13,1.0,,vesti_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_78,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_78,True,,12,surprise,,14,idle,,13,13,1.0,,vesti_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_79,d_nikke_guillotine_winterslayer_03,Speech,centi,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_79,True,,12,surprise,,14,idle,,4,4,1.0,,centi,,centi,5,idle,,,,,liter,3,idle,
d_nikke_guillotine_winterslayer_03_80,d_nikke_guillotine_winterslayer_03,Speech,liter,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_80,True,,12,surprise,,14,idle,,4,4,1.0,,liter,,,5,idle,,,,,,3,idle,
d_nikke_guillotine_winterslayer_03_81,d_nikke_guillotine_winterslayer_03,Speech,centi,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_81,True,,12,surprise,,14,idle,,4,4,1.0,,centi,,,5,idle,,,,,,3,idle,
d_nikke_guillotine_winterslayer_03_82,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_82,True,,12,idle,,14,idle,,13,13,1.0,,guillotine_w,,,5,idle,,,centi,,,3,idle,liter
d_nikke_guillotine_winterslayer_03_83,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_83,True,,12,idle,,14,idle,,13,13,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_84,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_84,True,,12,idle,,14,idle,,13,13,1.0,,vesti_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_85,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_85,True,,12,idle,,14,delight,,13,XS_140,1.0,,vesti_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_86,d_nikke_guillotine_winterslayer_03,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_86,False,,12,idle,,14,delight,DragonCaslteOut,1,1,1.0,,,vesti_c,,,,black,guillotine_w,,,,,,
d_nikke_guillotine_winterslayer_03_87,d_nikke_guillotine_winterslayer_03,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_87,False,,,,,,,,1,1,1.0,,,,,,,,,,sfx_scn_noisily,,,,
d_nikke_guillotine_winterslayer_03_88,d_nikke_guillotine_winterslayer_03,Monologue,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_88,False,guillotine_w,2,idle,vesti_c,12,idle,,black,black,1.0,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_89,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_89,True,,2,idle,,12,idle,,1,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_90,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_90,True,,2,idle,,12,idle,,1,1,1.0,,vesti_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_91,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_91,True,,2,idle,,12,idle,,1,1,1.0,,vesti_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_92,d_nikke_guillotine_winterslayer_03,Self,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_92,False,,2,idle,,12,idle,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_93,d_nikke_guillotine_winterslayer_03,Self,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_93,False,,2,idle,,12,idle,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_94,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_94,True,,2,surprise,,12,idle,,1,XS_20,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_95,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_95,True,,2,surprise,,12,idle,,XS_20,XS_20,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_96,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_96,True,,2,surprise,,12,idle,,XS_20,XS_20,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_97,d_nikke_guillotine_winterslayer_03,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_97,False,,2,delight,,12,idle,DragonCastleIn,1,1,1.0,,,,,,,black,,,,,,,
d_nikke_guillotine_winterslayer_03_98,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_98,True,,2,delight,,12,idle,,1,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_99,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_99,True,,2,delight,,12,idle,,1,1,1.0,,vesti_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_100,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_100,True,,2,delight,,12,delight,,1,1,1.0,,vesti_c,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_101,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_101,True,,2,delight,,12,delight,,1,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_102,d_nikke_guillotine_winterslayer_03,Self,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_102,False,,2,delight,,12,delight,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_103,d_nikke_guillotine_winterslayer_03,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_103,True,,2,idle,,12,delight,,1,1,1.0,,guillotine_w,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_104,d_nikke_guillotine_winterslayer_03,Self,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_104,False,,2,idle,,12,delight,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_03_105,d_nikke_guillotine_winterslayer_03,Speech,vesti_c,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_03_105,True,,2,idle,,12,idle,,1,1,1.0,,vesti_c,,,,,,,,,,,,
