id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/0/hide_char_id,play_sound
treasurestory_exia_04_52,treasurestory_exia_04,Speech,exia,exia,Locale_NikkeEpisode:treasurestory_exia_04_52,False,,3,idle,,1,no,,13,delight,,S_130,S_130,1.0,,,,
treasurestory_exia_04_53,treasurestory_exia_04,Speech,exia,exia,Locale_NikkeEpisode:treasurestory_exia_04_53,True,,3,idle,,1,no,,13,delight,,S_130,S_130,1.0,,,,
treasurestory_exia_04_54,treasurestory_exia_04,Speech,elegg,elegg,Locale_NikkeEpisode:treasurestory_exia_04_54,True,,3,delight,,1,no,,13,delight,,S_130,2,1.0,,,,
treasurestory_exia_04_55,treasurestory_exia_04,Speech,exia,exia,Locale_NikkeEpisode:treasurestory_exia_04_55,True,,3,delight,,1,no,,13,delight,,2,12,1.0,,,,
treasurestory_exia_04_56,treasurestory_exia_04,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_exia_04_56,True,,3,delight,,1,no,,13,delight,,12,12,1.0,,,,
treasurestory_exia_04_57,treasurestory_exia_04,Speech,exia,exia,Locale_NikkeEpisode:treasurestory_exia_04_57,True,,3,delight,,1,no,,13,idle,,12,12,1.0,,,,
treasurestory_exia_04_58,treasurestory_exia_04,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_exia_04_58,True,,3,delight,,1,no,,13,idle,,12,12,1.0,,,,
treasurestory_exia_04_59,treasurestory_exia_04,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_exia_04_59,True,,3,delight,,1,no,,13,idle,,12,12,1.0,,,,
treasurestory_exia_04_60,treasurestory_exia_04,Speech,exia,exia,Locale_NikkeEpisode:treasurestory_exia_04_60,True,,3,delight,,1,no,,13,idle,,12,12,1.0,,,,
treasurestory_exia_04_61,treasurestory_exia_04,Speech,exia,exia,Locale_NikkeEpisode:treasurestory_exia_04_61,True,,3,delight,,1,no,,13,idle,,12,12,1.0,,,,
treasurestory_exia_04_62,treasurestory_exia_04,Speech,exia,exia,Locale_NikkeEpisode:treasurestory_exia_04_62,True,,3,delight,,1,no,,13,idle,,12,12,1.0,,,,
treasurestory_exia_04_63,treasurestory_exia_04,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_exia_04_63,True,,3,delight,,1,delight,,13,idle,,12,12,1.0,,,,
treasurestory_exia_04_64,treasurestory_exia_04,Speech,exia,exia,Locale_NikkeEpisode:treasurestory_exia_04_64,True,,3,delight,,1,delight,,13,idle,,12,12,1.0,,,,
treasurestory_exia_04_65,treasurestory_exia_04,Speech,elegg,elegg,Locale_NikkeEpisode:treasurestory_exia_04_65,True,,3,delight,,1,delight,,13,idle,,12,2,1.0,,,,
treasurestory_exia_04_66,treasurestory_exia_04,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_exia_04_66,True,,3,delight,,1,delight,,13,idle,,2,2,1.0,,,,
treasurestory_exia_04_67,treasurestory_exia_04,Speech,exia,exia,Locale_NikkeEpisode:treasurestory_exia_04_67,True,,3,delight,,1,delight,,13,idle,,2,S_130,1.0,,,,
