id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_filter_01
d_nikke_soda_twinklingbunny_03_78,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_78,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_79,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_79,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,idle,,
d_nikke_soda_twinklingbunny_03_80,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_80,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,delight,,
d_nikke_soda_twinklingbunny_03_81,d_nikke_soda_twinklingbunny_03,Self,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_81,False,,S_10,S_10,1.0,,,,,,1,delight,,
d_nikke_soda_twinklingbunny_03_82,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_82,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,delight,,
d_nikke_soda_twinklingbunny_03_83,d_nikke_soda_twinklingbunny_03,Speech,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_83,True,,S_10,S_10,1.0,,,soda_b,soda_b,,1,delight,,
d_nikke_soda_twinklingbunny_03_84,d_nikke_soda_twinklingbunny_03,Narration,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_84,False,,S_10,S_10,1.0,sfx_scn_doorcloselight,,,,,1,delight,soda_b,
d_nikke_soda_twinklingbunny_03_85,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_85,False,,S_10,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_03_86,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_86,False,,1,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_03_87,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_87,False,,1,1,1.0,,,,,,,,,
d_nikke_soda_twinklingbunny_03_88,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_88,False,,1,1,1.0,,bgm_emergency,,,,,,,Red
d_nikke_soda_twinklingbunny_03_89,d_nikke_soda_twinklingbunny_03,Monologue,Locale_NikkeEpisode:d_nikke_soda_twinklingbunny_03_89,False,,1,1,1.0,,,,,,,,,Red
