id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_rosanna_chicocean_05_40,d_nikke_rosanna_chicocean_05,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_40,False,,S_180,S_180,1.0,,,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_41,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_41,False,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_42,d_nikke_rosanna_chicocean_05,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_42,False,,20,20,1.0,,,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_43,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_43,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_44,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_44,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_45,d_nikke_rosanna_chicocean_05,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_45,False,,20,200,1.0,,,sfx_scn_handtouchsmooth,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_46,d_nikke_rosanna_chicocean_05,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_46,False,,200,200,1.0,,,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_47,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_47,True,,200,200,1.0,,rosanna_s,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_48,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_48,True,,200,200,1.0,,rosanna_s,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_49,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_49,False,,black,black,1.0,,rosanna_s,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_50,d_nikke_rosanna_chicocean_05,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_50,False,,black,black,1.0,,,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_51,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_51,True,,200,20,1.0,,rosanna_s,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_52,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_52,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_53,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_53,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_54,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_54,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_55,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_55,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_56,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_56,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_57,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_57,True,,20,2,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_58,d_nikke_rosanna_chicocean_05,Narration,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_58,False,,2,20,0.5,,,sfx_scn_grab,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_59,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_59,False,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_60,d_nikke_rosanna_chicocean_05,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_60,False,,20,20,1.0,,,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_61,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_61,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_62,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_62,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_63,d_nikke_rosanna_chicocean_05,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_63,False,,20,20,1.0,,,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_64,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_64,False,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_65,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_65,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_66,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_66,True,,20,20,1.0,,rosanna_s,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_67,d_nikke_rosanna_chicocean_05,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_67,False,,20,20,1.0,,,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_68,d_nikke_rosanna_chicocean_05,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_68,False,,20,20,1.0,,,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_69,d_nikke_rosanna_chicocean_05,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_69,False,,20,20,1.0,,,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_70,d_nikke_rosanna_chicocean_05,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_70,False,,20,200,1.0,,,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_71,d_nikke_rosanna_chicocean_05,Self,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_71,False,,200,200,1.0,,,,,2,void,,,,,,,,
d_nikke_rosanna_chicocean_05_72,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_72,True,,200,200,1.0,,rosanna_s,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_73,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_73,False,,200,200,1.0,,rosanna_s,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_74,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_74,True,,200,200,1.0,,rosanna_s,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_75,d_nikke_rosanna_chicocean_05,Speech,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_75,True,,200,200,1.0,,rosanna_s,,,2,shy,,,,,,,,
d_nikke_rosanna_chicocean_05_76,d_nikke_rosanna_chicocean_05,Monologue,rosanna_s,Locale_NikkeEpisode:d_nikke_rosanna_chicocean_05_76,False,,200,200,1.0,,,,,2,shy,,,,,,,,
