id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,fade
d_nikke_ade_agentbunny_05_14,d_nikke_ade_agentbunny_05,Monologue,cocoa,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_14,False,,12,12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_15,d_nikke_ade_agentbunny_05,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_15,False,,12,12,1.0,,,,,,,,,ade,1,idle,femaleguest,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_16,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_16,True,,12,12,1.0,,,ade,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_17,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_17,True,,12,12,1.0,,,ade,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_18,d_nikke_ade_agentbunny_05,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_18,True,,12,12,1.0,,,femaleguest,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_19,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_19,True,,12,12,1.0,,,ade,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_20,d_nikke_ade_agentbunny_05,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_20,False,,12,12,1.0,,,,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_21,d_nikke_ade_agentbunny_05,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_21,False,,12,12,1.0,,,,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_22,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_22,True,,12,12,1.0,,,ade,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_23,d_nikke_ade_agentbunny_05,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_23,True,,12,12,1.0,,,femaleguest,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_24,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_24,True,,12,12,1.0,,,ade,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_25,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_25,True,,12,12,1.0,,,maleguest,,,,,,,1,idle,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_26,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_26,True,,12,12,1.0,,,ade,,,,,,,1,delight,,13,idle,,,,,,,,,,,
d_nikke_ade_agentbunny_05_27,d_nikke_ade_agentbunny_05,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_27,False,,12,12,1.0,,,,,,,,,,1,delight,,13,idle,ade,,,,,,,,,,
d_nikke_ade_agentbunny_05_28,d_nikke_ade_agentbunny_05,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_28,True,,12,14,1.0,,,femaleguest,,,,,,,,,,13,idle,,maleguest,15,idle,,,,,,,
d_nikke_ade_agentbunny_05_29,d_nikke_ade_agentbunny_05,Speech,maleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_29,True,,14,14,1.0,,,maleguest,,,,,,,,,,13,idle,,,15,idle,,,,,,,
d_nikke_ade_agentbunny_05_30,d_nikke_ade_agentbunny_05,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_30,True,,14,14,1.0,,,femaleguest,,,,,,,,,,13,idle,,,15,idle,,,,,,,
d_nikke_ade_agentbunny_05_31,d_nikke_ade_agentbunny_05,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_31,True,,14,14,1.0,,,femaleguest,,,,,,,,,,13,idle,,,15,idle,,,,,,,
d_nikke_ade_agentbunny_05_32,d_nikke_ade_agentbunny_05,Speech,maleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_32,True,,14,14,1.0,,,maleguest,,,,,,,,,,13,idle,,,15,idle,,,,,,,
d_nikke_ade_agentbunny_05_33,d_nikke_ade_agentbunny_05,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_33,True,,14,14,1.0,,,femaleguest,,,,,,,,,,13,idle,,,15,idle,,,,,,,
d_nikke_ade_agentbunny_05_34,d_nikke_ade_agentbunny_05,Speech,regularguest_02,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_34,True,,14,5,1.0,,,regularguest_02,,,,,,,,,,13,idle,,,15,idle,femaleguest,maleguest,regularguest_02,5,idle,,
d_nikke_ade_agentbunny_05_35,d_nikke_ade_agentbunny_05,Speech,regularguest_02,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_35,True,,5,5,1.0,,,regularguest_02,,,,,,,,,,,,,,,,,,,5,idle,,
d_nikke_ade_agentbunny_05_36,d_nikke_ade_agentbunny_05,Speech,regularguest_02,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_36,True,,5,5,1.0,,,regularguest_02,,,,,,,,,,,,,,,,,,,5,idle,,
d_nikke_ade_agentbunny_05_37,d_nikke_ade_agentbunny_05,Self,regularguest,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_37,False,,5,1,1.0,,,,,,,,,,,,,,,,,,,,,,5,idle,,
d_nikke_ade_agentbunny_05_38,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_38,True,,1,10,1.0,,,ade,ade,1,idle,,,,,,,,,,,,,,,,5,idle,regularguest_02,
d_nikke_ade_agentbunny_05_39,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_39,True,,10,10,1.0,,,ade,,1,idle,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_40,d_nikke_ade_agentbunny_05,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_40,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_41,d_nikke_ade_agentbunny_05,Self,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_41,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_42,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_42,True,,10,10,1.0,,,ade,,1,delight,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_43,d_nikke_ade_agentbunny_05,Self,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_43,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_44,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_44,True,,10,10,1.0,,,ade,,1,delight,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_45,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_45,True,,10,10,1.0,,,ade,,1,delight,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_46,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_46,True,,10,10,1.0,,,ade,,1,delight,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_47,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_47,True,,10,10,1.0,,,ade,,1,delight,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_48,d_nikke_ade_agentbunny_05,Self,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_48,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_49,d_nikke_ade_agentbunny_05,Self,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_49,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_50,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_50,True,,10,10,1.0,,,ade,,1,worried,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_51,d_nikke_ade_agentbunny_05,Self,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_51,False,,10,10,1.0,,,,,1,worried,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_52,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_52,True,,10,10,1.0,,,ade,,1,worried,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_53,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_53,True,,10,10,1.0,,,ade,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_54,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_54,True,,10,10,1.0,,,ade,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_55,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_55,True,,10,10,1.0,,,ade,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_56,d_nikke_ade_agentbunny_05,Self,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_56,False,,10,10,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_57,d_nikke_ade_agentbunny_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_57,True,,10,10,1.0,,,ade,,1,delight,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_58,d_nikke_ade_agentbunny_05,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_58,False,,10,10,1.0,,,,,1,delight,,ade,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_59,d_nikke_ade_agentbunny_05,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_59,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_60,d_nikke_ade_agentbunny_05,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_60,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_61,d_nikke_ade_agentbunny_05,Monologue,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_61,False,CommanderRoom_n,black,black,1.0,,none,,,,,,,,,,,,,,,,,,,,,,,black
d_nikke_ade_agentbunny_05_62,d_nikke_ade_agentbunny_05,Narration,ade,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_62,False,,1,1,1.0,sfx_scn_knock,bgm_story_backtonormal,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_63,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_63,True,,1,1,1.0,,,ade_b,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_64,d_nikke_ade_agentbunny_05,Self,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_64,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_65,d_nikke_ade_agentbunny_05,Narration,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_65,False,,1,10,1.0,sfx_scn_autodooropen,,,ade_b,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_66,d_nikke_ade_agentbunny_05,Self,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_66,False,,10,10,1.0,,,,,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_67,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_67,True,,10,10,1.0,,,ade_b,,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_68,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_68,True,,10,10,1.0,,,ade_b,,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_69,d_nikke_ade_agentbunny_05,Self,Self,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_69,False,,10,10,1.0,,,,,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_70,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_70,True,,10,10,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_71,d_nikke_ade_agentbunny_05,Self,Self,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_71,False,,10,10,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_72,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_72,True,,10,10,1.0,,,ade_b,,1,idle,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_73,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_73,True,,10,10,1.0,,,ade_b,,1,idle,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_74,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_74,True,,10,10,1.0,,,ade_b,,1,idle,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_75,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_75,True,,10,10,1.0,,,ade_b,,1,idle,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_76,d_nikke_ade_agentbunny_05,Self,Self,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_76,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_77,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_77,True,,10,10,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_78,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_78,True,,10,10,1.0,,none,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_79,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_79,True,,10,10,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_80,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_80,True,,10,10,1.0,,bgm_story_shapeofhope,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_81,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_81,True,,10,10,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_82,d_nikke_ade_agentbunny_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_82,False,,10,100,1.3,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_83,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_83,True,,100,100,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_84,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_84,True,,100,100,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_85,d_nikke_ade_agentbunny_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_85,False,,100,100,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_86,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_86,True,,100,100,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_87,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_87,True,,100,100,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_88,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_88,True,,100,100,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_89,d_nikke_ade_agentbunny_05,Self,Self,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_89,False,,100,100,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_90,d_nikke_ade_agentbunny_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_90,False,,black,black,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_91,d_nikke_ade_agentbunny_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_91,False,,black,black,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_92,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_92,True,,100,10,1.0,,,ade_b,,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_93,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_93,True,,10,10,1.0,,,ade_b,,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_94,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_94,True,,10,10,1.0,,,ade_b,,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_95,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_95,True,,10,10,1.0,,,ade_b,,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_96,d_nikke_ade_agentbunny_05,Self,Self,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_96,False,,10,10,1.0,,,,,1,shy2,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_97,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_97,True,,10,10,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_98,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_98,True,,10,10,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_99,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_99,True,,10,10,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_100,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_100,True,,10,10,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_101,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_101,True,,10,100,1.3,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_102,d_nikke_ade_agentbunny_05,Speech,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_102,True,,100,100,1.0,,,ade_b,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_103,d_nikke_ade_agentbunny_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_103,False,,100,100,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_104,d_nikke_ade_agentbunny_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_104,False,,black,black,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_105,d_nikke_ade_agentbunny_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_105,False,,black,black,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
d_nikke_ade_agentbunny_05_106,d_nikke_ade_agentbunny_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ade_agentbunny_05_106,False,,black,black,1.0,,,,,1,shy,,,,,,,,,,,,,,,,,,,
