id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_diesel_05_13,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_13,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_14,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_14,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_15,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_15,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_16,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_16,True,,100,100,1.0,,,1,delight
treasurestory_diesel_05_17,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_17,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_18,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_18,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_19,treasurestory_diesel_05,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_19,False,,100,100,1.0,,,1,idle
treasurestory_diesel_05_20,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_20,True,,100,10,1.0,,,1,idle
treasurestory_diesel_05_21,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_21,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_22,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_22,True,,10,10,1.0,,,1,delight
treasurestory_diesel_05_23,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_23,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_24,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_24,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_25,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_25,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_26,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_26,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_27,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_27,True,,10,10,1.0,,,1,delight
treasurestory_diesel_05_28,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_28,True,,10,10,1.0,,,1,delight
treasurestory_diesel_05_29,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_29,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_30,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_30,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_31,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_31,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_32,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_32,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_33,treasurestory_diesel_05,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_33,False,,10,10,1.0,,,1,idle
treasurestory_diesel_05_34,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_34,True,,10,10,1.0,,,1,surprise
treasurestory_diesel_05_35,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_35,True,,10,10,1.0,,,1,surprise
treasurestory_diesel_05_36,treasurestory_diesel_05,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_36,False,,10,10,1.0,,,1,surprise
treasurestory_diesel_05_37,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_37,True,,10,100,1.0,,,1,delight
treasurestory_diesel_05_38,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_38,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_39,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_39,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_40,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_40,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_41,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_41,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_42,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_42,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_43,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_43,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_44,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_44,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_45,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_45,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_46,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_46,True,,100,100,1.0,,,1,idle
treasurestory_diesel_05_47,treasurestory_diesel_05,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_47,False,,100,100,1.0,,,1,idle
treasurestory_diesel_05_48,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_48,True,,100,10,1.0,,,1,surprise
treasurestory_diesel_05_49,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_49,True,,10,10,1.0,,,1,surprise
treasurestory_diesel_05_50,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_50,True,,10,10,1.0,,,1,surprise
treasurestory_diesel_05_51,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_51,True,,10,10,1.0,,,1,delight
treasurestory_diesel_05_52,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_52,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_53,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_53,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_54,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_54,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_55,treasurestory_diesel_05,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_55,False,,10,10,1.0,,,1,idle
treasurestory_diesel_05_56,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_56,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_57,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_57,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_58,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_58,True,,10,10,1.0,,,1,idle
treasurestory_diesel_05_59,treasurestory_diesel_05,Self,diesel,,Locale_NikkeEpisode:treasurestory_diesel_05_59,False,,10,10,1.0,,,1,idle
treasurestory_diesel_05_60,treasurestory_diesel_05,Speech,diesel,diesel,Locale_NikkeEpisode:treasurestory_diesel_05_60,True,,10,10,1.0,,,1,delight
