id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,fade,play_sound,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_dorothy_02_24,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_24,True,,100,10,2.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_25,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_25,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_26,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_26,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_27,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_27,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_28,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_28,False,,10,10,1.0,,,,,,,,,1,worry,
d_nikke_dorothy_02_29,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_29,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_30,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_30,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_31,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_31,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_32,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_32,True,,10,10,1.0,,dorothy,,,,,,,1,smile,
d_nikke_dorothy_02_33,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_33,True,,10,10,1.0,,dorothy,,,,,,,1,smile,
d_nikke_dorothy_02_34,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_34,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_35,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_35,False,,10,1,2.0,,,,,,,,,1,idle,dorothy
d_nikke_dorothy_02_36,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_36,False,,1,1,1.0,,,,,,,,,,,
d_nikke_dorothy_02_37,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_37,False,Desert_01,black,black,1.0,,,,,,,,dorothy,1,idle,
d_nikke_dorothy_02_38,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_38,False,,15,1,2.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_39,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_39,False,,1,1,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_40,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_40,False,,black,black,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_41,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_41,False,,black,black,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_42,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_42,False,,1,1,2.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_43,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_43,False,,black,black,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_44,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_44,False,,black,black,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_45,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_45,False,,1,1,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_46,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_46,True,,1,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_47,d_nikke_dorothy_02,Choice,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_47,False,,10,10,1.0,,,d_nikke_dorothy_02_49,,,,,,1,worry,
d_nikke_dorothy_02_48,d_nikke_dorothy_02,Choice,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_48,False,,10,10,1.0,,,d_nikke_dorothy_02_52,,,,,,1,worry,
d_nikke_dorothy_02_49,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_49,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_50,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_50,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_51,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_51,True,,10,10,1.0,,dorothy,d_nikke_dorothy_02_55,,,,,,1,worry,
d_nikke_dorothy_02_52,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_52,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_53,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_53,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_54,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_54,True,,10,10,1.0,,dorothy,d_nikke_dorothy_02_55,,,,,,1,worry,
d_nikke_dorothy_02_55,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_55,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_56,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_56,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_57,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_57,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_58,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_58,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_59,d_nikke_dorothy_02,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_59,False,,10,100,2.0,none,,,,,,,,1,idle,
d_nikke_dorothy_02_60,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_60,True,,100,100,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_61,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_61,False,,100,100,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_62,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_62,False,,100,100,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_63,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_63,True,,100,100,1.0,bgm_story_edenin,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_64,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_64,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_65,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_65,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_66,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_66,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_67,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_67,False,,100,100,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_68,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_68,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_69,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_69,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_70,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_70,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_71,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_71,False,,100,100,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_72,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_72,True,,100,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_73,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_73,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_74,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_74,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_75,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_75,False,,10,10,1.0,,,,,,,,,1,worry,
d_nikke_dorothy_02_76,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_76,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_77,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_77,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_78,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_78,False,,10,1,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_79,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_79,True,,1,1,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_80,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_80,False,,1,1,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_81,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_81,True,,1,1,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_82,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_82,False,,1,1,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_83,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_83,False,,1,5,2.0,,,,,,,,,1,idle,dorothy
d_nikke_dorothy_02_84,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_84,False,Desert_05,black,black,1.0,,,,,,,,dorothy,1,idle,
d_nikke_dorothy_02_85,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_85,False,,5,1,2.0,,,,black,,,,,1,think,
d_nikke_dorothy_02_86,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_86,False,,1,1,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_87,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_87,False,,1,1,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_88,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_88,True,,1,10,2.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_89,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_89,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_90,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_90,False,,10,10,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_91,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_91,False,,10,10,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_92,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_92,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_93,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_93,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_94,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_94,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_95,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_95,False,,10,100,2.0,,,,,,,,,1,think,
d_nikke_dorothy_02_96,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_96,False,,100,100,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_97,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_97,True,,100,100,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_98,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_98,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_99,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_99,False,,100,100,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_100,d_nikke_dorothy_02,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_100,False,,black,black,1.0,,,,,sfx_scn_swallow,,,,1,think,
d_nikke_dorothy_02_101,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_101,False,,100,100,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_102,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_102,True,,100,100,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_103,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_103,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_104,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_104,False,,100,10,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_105,d_nikke_dorothy_02,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_105,False,,black,black,1.0,,,,,sfx_scn_swallow,,,,1,idle,
d_nikke_dorothy_02_106,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_106,False,,10,10,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_107,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_107,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_108,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_108,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_109,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_109,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_110,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_110,False,,10,10,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_111,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_111,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_112,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_112,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_113,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_113,False,,10,10,1.0,,,,,,,,,1,worry,
d_nikke_dorothy_02_114,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_114,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_115,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_115,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_116,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_116,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_117,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_117,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_118,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_118,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_119,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_119,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_120,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_120,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_121,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_121,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_122,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_122,True,,10,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_123,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_123,True,,10,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_124,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_124,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_125,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_125,False,,100,100,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_126,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_126,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_127,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_127,True,,100,100,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_128,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_128,False,,100,100,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_129,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_129,True,,100,100,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_130,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_130,False,,100,100,1.0,,,,,,,,,1,worry,
d_nikke_dorothy_02_131,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_131,True,,100,100,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_132,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_132,True,,100,10,1.0,,dorothy,,,,,,,1,idle,
d_nikke_dorothy_02_133,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_133,False,,10,10,1.0,,,,,,,,,1,idle,
d_nikke_dorothy_02_134,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_134,True,,10,10,1.0,none,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_135,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_135,True,,10,10,1.0,,dorothy,,,,,,,1,worry,
d_nikke_dorothy_02_136,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_136,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_137,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_137,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_138,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_138,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_139,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_139,False,,10,10,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_140,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_140,True,,10,10,1.0,bgm_volcanicnest,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_141,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_141,False,,10,10,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_142,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_142,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_143,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_143,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_144,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_144,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_145,d_nikke_dorothy_02,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_145,False,,10,10,1.0,,,,,,,,,1,think,
d_nikke_dorothy_02_146,d_nikke_dorothy_02,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_146,True,,10,10,1.0,,dorothy,,,,,,,1,think,
d_nikke_dorothy_02_147,d_nikke_dorothy_02,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_02_147,False,,10,1,2.0,,,,,,,,,1,think,
