id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,jump_target,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_mihara_04_24,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_24,True,,S_130,S_130,1.0,,,poli,,1,shy,,13,surprise,,15,idle,,,,,,,,
d_nikke_mihara_04_25,d_nikke_mihara_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_mihara_04_25,True,,15,S_150,0.5,,,miranda,,1,shy,,13,surprise,,15,shy,Low_2,,,,,,,
d_nikke_mihara_04_26,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_26,True,,S_150,14,1.0,,,poli,,1,shy,,13,surprise,,15,shy,,,,,,,,
d_nikke_mihara_04_27,d_nikke_mihara_04,Choice,,Locale_NikkeEpisode:d_nikke_mihara_04_27,True,,14,14,1.0,,,poli,,1,shy,,13,surprise,,15,shy,,d_nikke_mihara_04_29,,,,,,
d_nikke_mihara_04_28,d_nikke_mihara_04,Choice,,Locale_NikkeEpisode:d_nikke_mihara_04_28,True,,14,14,1.0,,,poli,,1,shy,,13,surprise,,15,shy,,d_nikke_mihara_04_29,,,,,,
d_nikke_mihara_04_29,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_29,False,,14,14,1.0,,,poli,,1,shy,,13,surprise,,15,shy,,,,,,,,
d_nikke_mihara_04_30,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_30,True,,14,S_130,1.0,,,poli,,1,shy,,13,angry,,15,shy,,,,,,,,
d_nikke_mihara_04_31,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_31,True,,S_130,S_130,1.0,,,poli,,1,shy,,13,angry,,15,shy,,,,,,,,
d_nikke_mihara_04_32,d_nikke_mihara_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_mihara_04_32,True,,S_150,S_150,1.0,,,miranda,,1,shy,,13,angry,,15,shy,Low_2,,,,,,,
d_nikke_mihara_04_33,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_33,True,,S_150,S_130,0.5,,,poli,,1,shy,,13,angry,,15,shy,,,,,,,,
d_nikke_mihara_04_34,d_nikke_mihara_04,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_04_34,False,,S_130,S_130,1.0,,,poli,,1,shy,,13,angry,,15,shy,,,,,,,,
d_nikke_mihara_04_35,d_nikke_mihara_04,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_04_35,False,,S_130,S_130,1.0,,,poli,,1,shy,,13,angry,,15,shy,,,,,,,,
d_nikke_mihara_04_36,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_36,True,,S_130,S_130,1.0,,,poli,,1,shy,,13,surprise,,15,shy,,,,,,,,
d_nikke_mihara_04_37,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_37,True,,6001,6001,1.0,,,poli,,1,shy,,13,surprise,,15,shy,,,,,,,,
d_nikke_mihara_04_38,d_nikke_mihara_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_mihara_04_38,True,,15,S_150,0.5,,,miranda,,1,shy,,13,surprise,,15,shy,Low_2,,,,,,,
d_nikke_mihara_04_39,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_39,True,,14,14,1.0,,,poli,,1,shy,,13,angry,,15,shy,,,,,,,,
d_nikke_mihara_04_40,d_nikke_mihara_04,Speech,miranda,Locale_NikkeEpisode:d_nikke_mihara_04_40,True,,14,14,1.0,,,miranda,,1,shy,,13,angry,,15,shy,Low_2,,,,,,,
d_nikke_mihara_04_41,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_41,True,,14,14,1.0,,,poli,,1,shy,,13,angry,,15,shy,,,,,,,,
d_nikke_mihara_04_42,d_nikke_mihara_04,Speech,poli,Locale_NikkeEpisode:d_nikke_mihara_04_42,True,,14,14,1.0,,,poli,,1,shy,,13,angry,,15,shy,,,,,,,,
d_nikke_mihara_04_43,d_nikke_mihara_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_04_43,True,,black,black,1.0,,,poli,,1,shy,,13,angry,,15,shy,,,poli,miranda,,,,
d_nikke_mihara_04_44,d_nikke_mihara_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_04_44,True,,black,black,1.0,,,poli,,1,shy,privaty,3,idle,yulha,5,idle,,,,,admi,7,worry,
d_nikke_mihara_04_45,d_nikke_mihara_04,Speech,privaty,Locale_NikkeEpisode:d_nikke_mihara_04_45,True,,3,S_300,0.5,,,privaty,,1,shy,,3,angry,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_46,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_46,True,,6001,6001,1.0,,,mihara,,1,shy,,3,angry,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_47,d_nikke_mihara_04,Speech,privaty,Locale_NikkeEpisode:d_nikke_mihara_04_47,True,,4,4,1.0,,,privaty,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_48,d_nikke_mihara_04,Speech,yulha,Locale_NikkeEpisode:d_nikke_mihara_04_48,True,,4,6,1.0,,,yulha,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_49,d_nikke_mihara_04,Speech,admi,Locale_NikkeEpisode:d_nikke_mihara_04_49,True,,6,6,1.0,,,admi,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_50,d_nikke_mihara_04,Speech,yulha,Locale_NikkeEpisode:d_nikke_mihara_04_50,True,,6,6,1.0,,,yulha,,1,shy,,3,surprise,,5,sad,,,,,,7,worry,
d_nikke_mihara_04_51,d_nikke_mihara_04,Speech,privaty,Locale_NikkeEpisode:d_nikke_mihara_04_51,True,,6,2,0.5,,,privaty,,1,shy,,3,shy,,5,sad,,,,,,7,worry,
d_nikke_mihara_04_52,d_nikke_mihara_04,Speech,privaty,Locale_NikkeEpisode:d_nikke_mihara_04_52,True,,2,2,1.0,,,privaty,,1,shy,,3,shy,,5,sad,,,,,,7,worry,
d_nikke_mihara_04_53,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_53,True,,2,2,1.0,,,mihara,,1,shy,,3,shy,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_54,d_nikke_mihara_04,Speech,privaty,Locale_NikkeEpisode:d_nikke_mihara_04_54,True,,2,2,1.0,,,privaty,,1,shy,,3,shy,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_55,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_55,True,,2,2,1.0,,,mihara,,1,shy,,3,shy,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_56,d_nikke_mihara_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_04_56,True,,2,10,1.0,,,mihara,,1,shy,,3,shy,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_57,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_57,True,,10,10,1.0,,,mihara,,1,shy,,3,shy,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_58,d_nikke_mihara_04,Speech,privaty,Locale_NikkeEpisode:d_nikke_mihara_04_58,False,,S_30,S_30,1.0,,,privaty,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_59,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_59,True,,S_30,10,1.0,,,mihara,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_60,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_60,True,,10,10,1.0,,,mihara,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_61,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_61,True,,10,10,1.0,,,mihara,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_62,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_62,True,,10,100,1.0,,,mihara,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_63,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_63,True,,100,100,1.0,,,mihara,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_64,d_nikke_mihara_04,Speech,privaty,Locale_NikkeEpisode:d_nikke_mihara_04_64,True,,3,S_300,1.0,,,privaty,,1,shy,,3,surprise,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_65,d_nikke_mihara_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_04_65,True,,2,2,1.0,,,privaty,,1,shy,,9,surprise,,5,idle,,,privaty,,,7,worry,
d_nikke_mihara_04_66,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_66,True,,2,1,1.0,,,mihara,,1,shy,,,,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_67,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_67,True,,1,1,1.0,,,mihara,,1,shy,,,,,5,idle,,,,,,7,worry,
d_nikke_mihara_04_68,d_nikke_mihara_04,Speech,yulha,Locale_NikkeEpisode:d_nikke_mihara_04_68,False,,1,6,1.0,,,yulha,,1,shy,,,,,5,shy,,,,,,7,worry,
d_nikke_mihara_04_69,d_nikke_mihara_04,Speech,admi,Locale_NikkeEpisode:d_nikke_mihara_04_69,False,,6,6,1.0,,,admi,,1,shy,,,,,5,shy,,,,,,7,worry,
d_nikke_mihara_04_70,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_70,True,,6,6,1.0,,,mihara,,1,shy,,,,,5,shy,,,,,,7,worry,
d_nikke_mihara_04_71,d_nikke_mihara_04,Speech,yulha,Locale_NikkeEpisode:d_nikke_mihara_04_71,True,,6,6,1.0,,,yulha,,1,shy,,,,,5,pain,,,,,,7,worry,
d_nikke_mihara_04_72,d_nikke_mihara_04,Speech,admi,Locale_NikkeEpisode:d_nikke_mihara_04_72,True,,6,6,1.0,,,admi,,1,shy,,,,,5,pain,,,,,,7,worry,
d_nikke_mihara_04_73,d_nikke_mihara_04,Speech,admi,Locale_NikkeEpisode:d_nikke_mihara_04_73,True,,6,6,1.0,,,admi,,1,shy,,,,,5,pain,,,,,,7,worry,
d_nikke_mihara_04_74,d_nikke_mihara_04,Speech,yulha,Locale_NikkeEpisode:d_nikke_mihara_04_74,True,,6,6,1.0,,,yulha,,1,shy,,,,,5,sad,,,,,,7,worry,
d_nikke_mihara_04_75,d_nikke_mihara_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_04_75,True,,black,black,1.0,,,yulha,,1,shy,,,,,12,sad,,,,yulha,,9,worry,admi
d_nikke_mihara_04_76,d_nikke_mihara_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_04_76,True,,black,black,1.0,,,yulha,,1,shy,,,,,,,,,,,,,,
d_nikke_mihara_04_77,d_nikke_mihara_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_04_77,True,,S_140,S_140,1.0,sfx_scn_run,,yulha,,1,shy,liter,18,delight,,,,Low_2,,,,,,,
d_nikke_mihara_04_78,d_nikke_mihara_04,Speech,liter,Locale_NikkeEpisode:d_nikke_mihara_04_78,True,,S_140,S_140,0.5,,,liter,,1,shy,,14,delight,,,,,,,,,,,
d_nikke_mihara_04_79,d_nikke_mihara_04,Speech,liter,Locale_NikkeEpisode:d_nikke_mihara_04_79,True,,S_140,S_140,1.0,,,liter,,1,shy,,14,delight,,,,,,,,,,,
d_nikke_mihara_04_80,d_nikke_mihara_04,Speech,liter,Locale_NikkeEpisode:d_nikke_mihara_04_80,True,,S_140,S_140,1.0,,,liter,,1,shy,,14,delight,,,,,,,,,,,
d_nikke_mihara_04_81,d_nikke_mihara_04,Speech,volt,Locale_NikkeEpisode:d_nikke_mihara_04_81,True,,S_140,XS_140,0.5,sfx_scn_dogbark,,volt,,1,shy,,14,delight,,,,,,,,,,,
d_nikke_mihara_04_82,d_nikke_mihara_04,Speech,liter,Locale_NikkeEpisode:d_nikke_mihara_04_82,True,,XS_140,S_140,0.5,,,liter,,1,shy,,14,delight,,,,,,,,,,,
d_nikke_mihara_04_83,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_83,False,,6001,6001,1.0,,,mihara,,1,shy,,14,idle,,,,,,,,,,,
d_nikke_mihara_04_84,d_nikke_mihara_04,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_04_84,False,,6001,6001,1.0,,,mihara,,1,shy,,14,idle,,,,,,,,,,,
d_nikke_mihara_04_85,d_nikke_mihara_04,Speech,liter,Locale_NikkeEpisode:d_nikke_mihara_04_85,True,,XS_140,XS_140,1.0,,,liter,,1,shy,,14,surprise,,,,,,,,,,,
d_nikke_mihara_04_86,d_nikke_mihara_04,Speech,liter,Locale_NikkeEpisode:d_nikke_mihara_04_86,True,,XS_140,14,1.0,,,liter,,1,shy,,14,surprise,,,,,,,,,,,
d_nikke_mihara_04_87,d_nikke_mihara_04,Speech,liter,Locale_NikkeEpisode:d_nikke_mihara_04_87,True,,14,14,1.0,,,liter,,1,shy,,19,surprise,,,,Low_2,,liter,,,,,
d_nikke_mihara_04_88,d_nikke_mihara_04,Speech,volt,Locale_NikkeEpisode:d_nikke_mihara_04_88,True,,14,19,0.5,sfx_scn_dogbark,,volt,,1,shy,,,,,,,,,,,,,,
d_nikke_mihara_04_89,d_nikke_mihara_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_04_89,False,,black,black,1.0,,,,,1,shy,,,,,,,,,,,,,,
d_nikke_mihara_04_90,d_nikke_mihara_04,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_04_90,False,,6001,6001,1.0,,,,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_91,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_91,True,,6001,6001,0.5,,,mihara,,1,surprise,,,,,,,,,,,,,,
d_nikke_mihara_04_92,d_nikke_mihara_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_04_92,True,Park_n,black,black,1.0,,none,mihara,,1,surprise,,,,,,,,,,,,,,
d_nikke_mihara_04_93,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_93,True,,1,1,1.0,,bgm_story_backtonormal,mihara,,1,shy,,,,,,,,,,,,,,
d_nikke_mihara_04_94,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_94,True,,1,1,1.0,,,mihara,,1,shy,,,,,,,,,,,,,,
d_nikke_mihara_04_95,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_95,True,,1,1,1.0,,,mihara,,1,shy,,,,,,,,,,,,,,
d_nikke_mihara_04_96,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_96,False,,1,1,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_97,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_97,True,,1,10,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_98,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_98,True,,10,10,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_99,d_nikke_mihara_04,Choice,,Locale_NikkeEpisode:d_nikke_mihara_04_99,True,,10,10,1.0,,,mihara,,1,idle,,,,,,,,d_nikke_mihara_04_101,,,,,,
d_nikke_mihara_04_100,d_nikke_mihara_04,Choice,,Locale_NikkeEpisode:d_nikke_mihara_04_100,True,,10,10,1.0,,,mihara,,1,idle,,,,,,,,d_nikke_mihara_04_103,,,,,,
d_nikke_mihara_04_101,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_101,True,,10,10,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_102,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_102,True,,10,10,1.0,,,mihara,,1,shy,,,,,,,,d_nikke_mihara_04_105,,,,,,
d_nikke_mihara_04_103,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_103,True,,10,10,1.0,,,mihara,,1,shy,,,,,,,,,,,,,,
d_nikke_mihara_04_104,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_104,True,,10,10,1.0,,,mihara,,1,shy,,,,,,,,d_nikke_mihara_04_105,,,,,,
d_nikke_mihara_04_105,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_105,False,,10,10,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_106,d_nikke_mihara_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_04_106,True,,10,100,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_107,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_107,True,,100,100,1.0,,,mihara,,1,surprise,,,,,,,,,,,,,,
d_nikke_mihara_04_108,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_108,True,,100,100,1.0,,,mihara,,1,surprise,,,,,,,,,,,,,,
d_nikke_mihara_04_109,d_nikke_mihara_04,Choice,,Locale_NikkeEpisode:d_nikke_mihara_04_109,True,,100,100,1.0,,,mihara,,1,surprise,,,,,,,,d_nikke_mihara_04_111,,,,,,
d_nikke_mihara_04_110,d_nikke_mihara_04,Choice,,Locale_NikkeEpisode:d_nikke_mihara_04_110,True,,100,100,1.0,,,mihara,,1,surprise,,,,,,,,d_nikke_mihara_04_111,,,,,,
d_nikke_mihara_04_111,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_111,True,,100,100,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_112,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_112,True,,100,100,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_113,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_113,True,,100,10,1.0,,,mihara,,1,think,,,,,,,,,,,,,,
d_nikke_mihara_04_114,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_114,True,,10,10,1.0,,,mihara,,1,think,,,,,,,,,,,,,,
d_nikke_mihara_04_115,d_nikke_mihara_04,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_04_115,False,,10,10,1.0,,,mihara,,1,think,,,,,,,,,,,,,,
d_nikke_mihara_04_116,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_116,True,,10,10,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_117,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_117,True,,10,10,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_118,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_118,True,,10,10,1.0,,,mihara,,1,idle,,,,,,,,,,,,,,
d_nikke_mihara_04_119,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_119,False,,10,10,1.0,,,mihara,,1,think,,,,,,,,,,,,,,
d_nikke_mihara_04_120,d_nikke_mihara_04,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_04_120,True,,10,10,1.0,,,mihara,,1,think,,,,,,,,,,,,,,
