id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/hide_char_id,set_filter_01,set_filter_02
d_nikke_neve_02_20,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_20,False,,5,idle,,3,idle,,1,shy,,10,10,1.0,,,,,,,,
d_nikke_neve_02_21,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_21,True,,5,idle,,3,idle,,1,idle,,10,31,1.0,,,,,,,,
d_nikke_neve_02_22,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_22,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_23,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_23,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_24,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_24,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_25,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_25,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_26,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_26,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_27,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_27,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_28,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_28,False,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_29,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_29,True,,5,idle,,3,idle,,1,idle,,31,3,1.0,,,,,,,,
d_nikke_neve_02_30,d_nikke_neve_02,Choice,ludmilla,,Locale_NikkeEpisode:d_nikke_neve_02_30,False,,5,idle,,3,idle,,1,idle,,3,3,1.0,,d_nikke_neve_02_32,,,,,,
d_nikke_neve_02_31,d_nikke_neve_02,Choice,ludmilla,,Locale_NikkeEpisode:d_nikke_neve_02_31,False,,5,idle,,3,idle,,1,idle,,3,3,1.0,,d_nikke_neve_02_35,,,,,,
d_nikke_neve_02_32,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_32,True,,5,idle,,3,idle,,1,idle,,3,3,1.0,,,,,,,,
d_nikke_neve_02_33,d_nikke_neve_02,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_neve_02_33,False,,5,idle,,3,idle,,1,idle,,3,3,1.0,,,,,,,,
d_nikke_neve_02_34,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_34,True,,5,idle,,3,idle,,1,idle,,3,3,1.0,,d_nikke_neve_02_36,,,,,,
d_nikke_neve_02_35,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_35,True,,5,idle,,3,idle,,1,idle,,3,3,1.0,,d_nikke_neve_02_36,,,,,,
d_nikke_neve_02_36,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_36,True,,5,idle,,3,idle,,1,idle,,3,3,1.0,,,,,,,,
d_nikke_neve_02_37,d_nikke_neve_02,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_neve_02_37,False,,5,idle,,3,idle,,1,idle,,3,3,1.0,,,,,,,,
d_nikke_neve_02_38,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_38,True,,5,idle,,3,idle,,1,idle,,3,31,1.0,,,,,,,,
d_nikke_neve_02_39,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_39,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_40,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_40,True,,5,idle,,3,idle,,1,shy,,31,1,1.0,,,,,,,,
d_nikke_neve_02_41,d_nikke_neve_02,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_neve_02_41,False,,5,idle,,3,idle,,1,shy,,1,1,1.0,,,,,,,,
d_nikke_neve_02_42,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_42,True,,5,idle,,3,idle,,1,idle,,1,31,1.0,,,,,,,,
d_nikke_neve_02_43,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_43,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_44,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_44,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_45,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_45,True,,5,idle,,3,idle,,1,idle,,31,31,1.0,,,,,,,,
d_nikke_neve_02_46,d_nikke_neve_02,Speech,alice,alice,Locale_NikkeEpisode:d_nikke_neve_02_46,True,,5,delight,,3,idle,,1,idle,,31,53,1.0,,,,,,,,
d_nikke_neve_02_47,d_nikke_neve_02,Self,alice,,Locale_NikkeEpisode:d_nikke_neve_02_47,False,,5,delight,,3,idle,,1,idle,,53,53,1.0,,,,,,,,
d_nikke_neve_02_48,d_nikke_neve_02,Monologue,alice,,Locale_NikkeEpisode:d_nikke_neve_02_48,False,,5,delight,,3,idle,,1,idle,,53,53,1.0,,,alice,ludmilla,,,,
d_nikke_neve_02_49,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_49,True,,,,,,,,1,sad,IceLand_01,5,1,2.0,,,,,black,,,
d_nikke_neve_02_50,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_50,False,,,,,,,,1,sad,,1,1,1.0,,,,,,,,
d_nikke_neve_02_51,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_51,True,,,,,,,,1,sad,,1,1,1.0,,,,,,,,
d_nikke_neve_02_52,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_52,True,,,,,,,,1,sad,,1,1,1.0,,,,,,,,
d_nikke_neve_02_53,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_53,False,,,,,,,,1,sad,,1,1,1.0,,,,,,,,
d_nikke_neve_02_54,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_54,True,,,,,,,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_neve_02_55,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_55,True,,,,,,,,1,idle,,1,10,1.0,,,,,,,,
d_nikke_neve_02_56,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_56,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_57,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_57,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_58,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_58,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_59,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_59,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_60,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_60,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_61,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_61,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_62,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_62,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_63,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_63,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_64,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_64,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_65,d_nikke_neve_02,Choice,neve,,Locale_NikkeEpisode:d_nikke_neve_02_65,False,,,,,,,,1,idle,,10,10,1.0,,d_nikke_neve_02_67,,,,,,
d_nikke_neve_02_66,d_nikke_neve_02,Choice,neve,,Locale_NikkeEpisode:d_nikke_neve_02_66,False,,,,,,,,1,idle,,10,10,1.0,,d_nikke_neve_02_69,,,,,,
d_nikke_neve_02_67,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_67,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_68,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_68,True,,,,,,,,1,idle,,10,10,1.0,,d_nikke_neve_02_72,,,,,,
d_nikke_neve_02_69,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_69,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_70,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_70,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_71,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_71,True,,,,,,,,1,idle,,10,10,1.0,,d_nikke_neve_02_72,,,,,,
d_nikke_neve_02_72,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_72,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_73,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_73,True,,,,,,,,1,shy,,10,100,1.0,,,,,,,,
d_nikke_neve_02_74,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_74,False,,,,,,,,1,shy,,100,100,1.0,,,,,,,,
d_nikke_neve_02_75,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_75,True,,,,,,,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_neve_02_76,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_76,True,,,,,,,,1,idle,,100,10,1.0,,,,,,,,
d_nikke_neve_02_77,d_nikke_neve_02,Choice,neve,,Locale_NikkeEpisode:d_nikke_neve_02_77,False,,,,,,,,1,idle,,10,10,1.0,,d_nikke_neve_02_79,,,,,,
d_nikke_neve_02_78,d_nikke_neve_02,Choice,neve,,Locale_NikkeEpisode:d_nikke_neve_02_78,False,,,,,,,,1,idle,,10,10,1.0,,d_nikke_neve_02_80,,,,,,
d_nikke_neve_02_79,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_79,True,,,,,,,,1,idle,,10,10,1.0,,d_nikke_neve_02_81,,,,,,
d_nikke_neve_02_80,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_80,True,,,,,,,,1,idle,,10,10,1.0,,d_nikke_neve_02_81,,,,,,
d_nikke_neve_02_81,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_81,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_82,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_82,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_83,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_83,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_84,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_84,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_85,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_85,True,,,,,,,,1,sad,,10,1,1.0,,,,,,,,
d_nikke_neve_02_86,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_86,True,,,,,,,,1,sad,,1,1,1.0,,,,,,,,
d_nikke_neve_02_87,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_87,False,,,,,,,,1,sad,,1,1,1.0,,,,,,,,
d_nikke_neve_02_88,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_88,True,,,,,,,,1,sad,,1,1,1.0,,,,,,,,
d_nikke_neve_02_89,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_89,False,,,,,,,,1,sad,,1,1,1.0,,,,,,,,
d_nikke_neve_02_90,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_90,True,,,,,,,,1,idle,,1,1,1.0,,,,,,,,
d_nikke_neve_02_91,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_91,True,,,,,,,,1,idle,,1,10,1.0,,,,,,,,
d_nikke_neve_02_92,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_92,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_93,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_93,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_94,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_94,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_95,d_nikke_neve_02,Monologue,neve,,Locale_NikkeEpisode:d_nikke_neve_02_95,False,ludmilla,3,idle,,,,,1,idle,IceLand_03,3,3,1.0,none,,,,,neve,Grey,Blur_Low
d_nikke_neve_02_96,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_96,True,,3,idle,,,,,,,,3,3,1.0,,,,,,,Grey,Blur_Low
d_nikke_neve_02_97,d_nikke_neve_02,Monologue,ludmilla,,Locale_NikkeEpisode:d_nikke_neve_02_97,False,,3,idle,,,,,,,,3,3,1.0,,,,,,,Grey,Blur_Low
d_nikke_neve_02_98,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_98,True,,3,idle,,,,,,,,3,3,1.0,,,,,,,Grey,Blur_Low
d_nikke_neve_02_99,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_99,True,,3,idle,,,,,,,,3,3,1.0,,,,,,,Grey,Blur_Low
d_nikke_neve_02_100,d_nikke_neve_02,Monologue,ludmilla,,Locale_NikkeEpisode:d_nikke_neve_02_100,False,,3,idle,,,,,,,,3,3,1.0,,,,,,,Grey,Blur_Low
d_nikke_neve_02_101,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_101,True,,3,idle,,,,,,,,3,3,1.0,,,,,,,Grey,Blur_Low
d_nikke_neve_02_102,d_nikke_neve_02,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_neve_02_102,True,,3,idle,,,,,,,,3,3,1.0,,,,,,,Grey,Blur_Low
d_nikke_neve_02_103,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_103,True,,3,idle,,,,neve,1,idle,IceLand_01,10,100,2.0,bgm_story_girlstalk,,ludmilla,,,,,
d_nikke_neve_02_104,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_104,False,,,,,,,,1,idle,,100,100,1.0,,,,,,,,
d_nikke_neve_02_105,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_105,True,,,,,,,,1,idle,,100,10,1.0,,,,,,,,
d_nikke_neve_02_106,d_nikke_neve_02,Self,neve,,Locale_NikkeEpisode:d_nikke_neve_02_106,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_107,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_107,True,,,,,,,,1,sad,,10,10,1.0,,,,,,,,
d_nikke_neve_02_108,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_108,True,,,,,,,,1,sad,,10,10,1.0,,,,,,,,
d_nikke_neve_02_109,d_nikke_neve_02,Speech,neve,neve,Locale_NikkeEpisode:d_nikke_neve_02_109,True,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
d_nikke_neve_02_110,d_nikke_neve_02,Monologue,neve,,Locale_NikkeEpisode:d_nikke_neve_02_110,False,,,,,,,,1,idle,,10,10,1.0,,,,,,,,
